csv_name,csv_kana,power_score,file,target_segment
瞳水ひまり,ヒトミヒマリ,15.1,TPR_男性20～34_202508.csv,14
ハ・ヨンス,ハ・ヨンス,14.9,TPR_男性20～34_202508.csv,14
BOYNEXTDOOR,ボーイズネクストドア,14.9,TPR_男性20～34_202508.csv,14
石崎ひゅーい,イシザキヒューイ,14.7,TPR_男性20～34_202508.csv,14
夏生大湖,ナツキオミ,14.7,TPR_男性20～34_202508.csv,14
倉沢杏菜,クラサワアンナ,14.4,TPR_男性20～34_202508.csv,14
NCT127,エヌシーティーイチニナナ,14.2,TPR_男性20～34_202508.csv,14
小倉史也,オグラフミヤ,14.2,TPR_男性20～34_202508.csv,14
井内悠陽,イウチハルヒ,14.0,TPR_男性20～34_202508.csv,14
杉山真也,スギヤマシンヤ,14.0,TPR_男性20～34_202508.csv,14
中本悠太（NCT127）,ナカモトユウタ（エヌシーティーイチニナナ）,14.0,TPR_男性20～34_202508.csv,14
山口馬木也,ヤマグチマキヤ,14.0,TPR_男性20～34_202508.csv,14
鈴木新彩,スズキサラサ,13.8,TPR_男性20～34_202508.csv,14
南出凌嘉,ミナミデリョウカ,13.8,TPR_男性20～34_202508.csv,14
角谷暁子,カドヤアキコ,13.3,TPR_男性20～34_202508.csv,14
玉置玲央,タマオキレオ,13.3,TPR_男性20～34_202508.csv,14
本多力,ホンダチカラ,13.3,TPR_男性20～34_202508.csv,14
阿佐辰美,アサタツミ,13.1,TPR_男性20～34_202508.csv,14
imase,イマセ,13.1,TPR_男性20～34_202508.csv,14
杉野真実,スギノマミ,13.1,TPR_男性20～34_202508.csv,14
鈴木奈穂子,スズキナオコ,13.1,TPR_男性20～34_202508.csv,14
月城かなと,ツキシロカナト,12.9,TPR_男性20～34_202508.csv,14
Saucy Dog,サウシードッグ,12.7,TPR_男性20～34_202508.csv,14
MATSURI,マツリ,12.2,TPR_男性20～34_202508.csv,14
スピッツ,スピッツ,32.9,TPR_女性20～34_202508.csv,10
B’z,ビーズ,29.8,TPR_女性20～34_202508.csv,10
JUJU,ジュジュ,28.2,TPR_女性20～34_202508.csv,10
SAKURA（宮脇咲良/LE SSERAFIM）,ミヤワキサクラ（ルセラフィム）,28.0,TPR_女性20～34_202508.csv,10
弘中綾香,ヒロナカアヤカ,26.0,TPR_女性20～34_202508.csv,10
THE ALFEE,ジアルフィー,24.7,TPR_女性20～34_202508.csv,10
秦基博,ハタモトヒロ,24.2,TPR_女性20～34_202508.csv,10
EXILE,エグザイル,22.2,TPR_女性20～34_202508.csv,10
マユリカ,マユリカ,21.8,TPR_女性20～34_202508.csv,10
山添寛（相席スタート）,ヤマゾエカン(アイセキスタート),21.6,TPR_女性20～34_202508.csv,10
軽部真一,カルベシンイチ,19.1,TPR_女性20～34_202508.csv,10
辻岡義堂,ツジアカギドウ,19.1,TPR_女性20～34_202508.csv,10
Aimer,エメ,18.9,TPR_女性20～34_202508.csv,10
赤荻歩,アカオギアユミ,18.4,TPR_女性20～34_202508.csv,10
ØMI（登坂広臣（三代目 J SOUL BROTHERS））,オミ(トサカヒロオミ(サンダイメジェイソウルブラザーズ）),18.2,TPR_女性20～34_202508.csv,10
岩田絵里奈,イワタエリナ,18.0,TPR_女性20～34_202508.csv,10
ケツメイシ,ケツメイシ,18.0,TPR_女性20～34_202508.csv,10
[ALEXANDROS],アレキサンドロス,17.3,TPR_女性20～34_202508.csv,10
生田竜聖,イクタリュウセイ,16.4,TPR_女性20～34_202508.csv,10
Saucy Dog,サウシードッグ,16.0,TPR_女性20～34_202508.csv,10
上垣皓太朗,ウエガキコウタロウ,15.8,TPR_女性20～34_202508.csv,10
ガクテンソク,ガクテンソク,14.7,TPR_女性20～34_202508.csv,10
水田わさび,ミズタワサビ,14.2,TPR_女性20～34_202508.csv,10
TOMORROW X TOGETHER,トゥモローバイトゥギャザー,14.0,TPR_女性20～34_202508.csv,10
imase,イマセ,13.8,TPR_女性20～34_202508.csv,10
石崎ひゅーい,イシザキヒューイ,12.9,TPR_女性20～34_202508.csv,10
市來玲奈,イチキレナ,12.7,TPR_女性20～34_202508.csv,10
ネルソンズ,ネルソンズ,12.4,TPR_女性20～34_202508.csv,10
浦野モモ,ウラノモモ,12.2,TPR_女性20～34_202508.csv,10
ビスケットブラザーズ,ビスケットブラザーズ,12.2,TPR_女性20～34_202508.csv,10
伊藤利尋,イトウトシヒロ,12.0,TPR_女性20～34_202508.csv,10
BABYMETAL,ベビーメタル,12.0,TPR_女性20～34_202508.csv,10
蒼井翔太,アオイショウタ,11.8,TPR_女性20～34_202508.csv,10
高野正成（きしたかの）,タカノマサノリ（キシタカノ）,11.8,TPR_女性20～34_202508.csv,10
サルゴリラ,サルゴリラ,11.1,TPR_女性20～34_202508.csv,10
南波雅俊,ナンバマサトシ,11.1,TPR_女性20～34_202508.csv,10
江藤愛,エトウアイ,10.9,TPR_女性20～34_202508.csv,10
ラブレターズ,ラブレターズ,10.9,TPR_女性20～34_202508.csv,10
大江麻理子,オオエマリコ,10.7,TPR_女性20～34_202508.csv,10
新浜レオン,ニイハマレオン,10.7,TPR_女性20～34_202508.csv,10
原田葵,ハラダアオイ,10.4,TPR_女性20～34_202508.csv,10
栗谷（カカロニ）,クリタニ（カカロニ）,10.2,TPR_女性20～34_202508.csv,10
鈴木誠也,スズキセイヤ,10.2,TPR_女性20～34_202508.csv,10
NCT127,エヌシーティーイチニナナ,9.8,TPR_女性20～34_202508.csv,10
ダウ90000,ダウキュウーマン,9.8,TPR_女性20～34_202508.csv,10
佐々木舞音,ササキマイネ,9.6,TPR_女性20～34_202508.csv,10
日比麻音子,ヒビマオコ,9.6,TPR_女性20～34_202508.csv,10
フィッシャーズ,フィッシャーズ,9.3,TPR_女性20～34_202508.csv,10
MATSURI,マツリ,9.3,TPR_女性20～34_202508.csv,10
井上清華,イノウエセイカ,9.1,TPR_女性20～34_202508.csv,10
中村光宏,ナカムラミツヒロ,9.1,TPR_女性20～34_202508.csv,10
小川彩佳,オガワアヤカ,8.9,TPR_女性20～34_202508.csv,10
梅澤廉,ウメザワレン,8.7,TPR_女性20～34_202508.csv,10
山口馬木也,ヤマグチマキヤ,8.7,TPR_女性20～34_202508.csv,10
ツートライブ,ツートライブ,8.0,TPR_女性20～34_202508.csv,10
本多力,ホンダチカラ,8.0,TPR_女性20～34_202508.csv,10
田中瞳,タナカヒトミ,7.8,TPR_女性20～34_202508.csv,10
宮司愛海,ミヤジマナミ,7.8,TPR_女性20～34_202508.csv,10
後呂有紗,ウシロアリサ,7.6,TPR_女性20～34_202508.csv,10
忽滑谷こころ,ヌカリヤココロ,7.6,TPR_女性20～34_202508.csv,10
赤江珠緒,アカエタマオ,7.3,TPR_女性20～34_202508.csv,10
BOYNEXTDOOR,ボーイズネクストドア,7.3,TPR_女性20～34_202508.csv,10
カベポスター,カベポスター,6.9,TPR_女性20～34_202508.csv,10
ヒロド歩美,ヒロドアユミ,6.9,TPR_女性20～34_202508.csv,10
月城かなと,ツキシロカナト,6.7,TPR_女性20～34_202508.csv,10
桑子真帆,クワコマホ,6.4,TPR_女性20～34_202508.csv,10
星街すいせい,ホシマチスイセイ,6.4,TPR_女性20～34_202508.csv,10
南出凌嘉,ミナミデリョウカ,6.4,TPR_女性20～34_202508.csv,10
小倉史也,オグラフミヤ,6.2,TPR_女性20～34_202508.csv,10
福留光帆,フクトメミツホ,6.2,TPR_女性20～34_202508.csv,10
小室瑛莉子,コムロエリコ,6.0,TPR_女性20～34_202508.csv,10
篠原梨菜,シノハラリナ,6.0,TPR_女性20～34_202508.csv,10
杉野真実,スギノマミ,6.0,TPR_女性20～34_202508.csv,10
TOMOO,トモオ,6.0,TPR_女性20～34_202508.csv,10
NCT WISH,エヌシーティーウイッシュ,5.8,TPR_女性20～34_202508.csv,10
中本悠太（NCT127）,ナカモトユウタ（エヌシーティーイチニナナ）,5.6,TPR_女性20～34_202508.csv,10
ハ・ヨンス,ハ・ヨンス,5.6,TPR_女性20～34_202508.csv,10
松本麗世,マツモトレイヨ,5.3,TPR_女性20～34_202508.csv,10
杉山真也,スギヤマシンヤ,5.1,TPR_女性20～34_202508.csv,10
瞳水ひまり,ヒトミヒマリ,5.1,TPR_女性20～34_202508.csv,10
膳場貴子,ゼンバタカコ,4.9,TPR_女性20～34_202508.csv,10
駒田健吾,コマダケンゴ,4.7,TPR_女性20～34_202508.csv,10
林佑香,ハヤシユカ,4.7,TPR_女性20～34_202508.csv,10
渡辺瑠海,ワタナベルミ,4.7,TPR_女性20～34_202508.csv,10
アンナ・サワイ,アンナ・サワイ,4.4,TPR_女性20～34_202508.csv,10
堤礼実,ツツミレイミ,4.4,TPR_女性20～34_202508.csv,10
倉沢杏菜,クラサワアンナ,4.2,TPR_女性20～34_202508.csv,10
夏生大湖,ナツキオミ,4.2,TPR_女性20～34_202508.csv,10
青井実,アオイミノル,4.0,TPR_女性20～34_202508.csv,10
玉置玲央,タマオキレオ,4.0,TPR_女性20～34_202508.csv,10
林美桜,ハヤシミオウ,4.0,TPR_女性20～34_202508.csv,10
阿佐辰美,アサタツミ,3.8,TPR_女性20～34_202508.csv,10
酒井大成,サカイタイセイ,3.8,TPR_女性20～34_202508.csv,10
山形純菜,ヤマガタジュンナ,3.8,TPR_女性20～34_202508.csv,10
井内悠陽,イウチハルヒ,3.6,TPR_女性20～34_202508.csv,10
角谷暁子,カドヤアキコ,3.6,TPR_女性20～34_202508.csv,10
高瀬耕造,タカセコウゾウ,3.6,TPR_女性20～34_202508.csv,10
谷原七音,タニハラナナト,3.6,TPR_女性20～34_202508.csv,10
佐久間みなみ,サクマミナミ,3.3,TPR_女性20～34_202508.csv,10
佐藤梨那,サトウリナ,3.3,TPR_女性20～34_202508.csv,10
鈴木奈穂子,スズキナオコ,3.3,TPR_女性20～34_202508.csv,10
山﨑翠佳,ヤマザキスイカ,3.3,TPR_女性20～34_202508.csv,10
鈴木新彩,スズキサラサ,2.7,TPR_女性20～34_202508.csv,10
安藤萌々,アンドウモモ,2.2,TPR_女性20～34_202508.csv,10
B’z,ビーズ,35.8,TPR_男性35～49_202508.csv,15
スピッツ,スピッツ,30.0,TPR_男性35～49_202508.csv,15
THE ALFEE,ジアルフィー,25.6,TPR_男性35～49_202508.csv,15
大江麻理子,オオエマリコ,22.7,TPR_男性35～49_202508.csv,15
JUJU,ジュジュ,19.6,TPR_男性35～49_202508.csv,15
鈴木誠也,スズキセイヤ,18.7,TPR_男性35～49_202508.csv,15
弘中綾香,ヒロナカアヤカ,18.0,TPR_男性35～49_202508.csv,15
秦基博,ハタモトヒロ,17.8,TPR_男性35～49_202508.csv,15
宮司愛海,ミヤジマナミ,17.3,TPR_男性35～49_202508.csv,15
江藤愛,エトウアイ,16.7,TPR_男性35～49_202508.csv,15
小川彩佳,オガワアヤカ,16.4,TPR_男性35～49_202508.csv,15
軽部真一,カルベシンイチ,16.4,TPR_男性35～49_202508.csv,15
高野正成（きしたかの）,タカノマサノリ（キシタカノ）,16.0,TPR_男性35～49_202508.csv,15
堤礼実,ツツミレイミ,15.6,TPR_男性35～49_202508.csv,15
BABYMETAL,ベビーメタル,15.6,TPR_男性35～49_202508.csv,15
ケツメイシ,ケツメイシ,15.1,TPR_男性35～49_202508.csv,15
岩田絵里奈,イワタエリナ,14.9,TPR_男性35～49_202508.csv,15
桑子真帆,クワコマホ,14.7,TPR_男性35～49_202508.csv,15
田中瞳,タナカヒトミ,14.7,TPR_男性35～49_202508.csv,15
ネルソンズ,ネルソンズ,14.7,TPR_男性35～49_202508.csv,15
伊藤利尋,イトウトシヒロ,14.0,TPR_男性35～49_202508.csv,15
膳場貴子,ゼンバタカコ,14.0,TPR_男性35～49_202508.csv,15
井上清華,イノウエセイカ,13.6,TPR_男性35～49_202508.csv,15
日比麻音子,ヒビマオコ,13.6,TPR_男性35～49_202508.csv,15
山添寛（相席スタート）,ヤマゾエカン(アイセキスタート),13.3,TPR_男性35～49_202508.csv,15
EXILE,エグザイル,13.1,TPR_男性35～49_202508.csv,15
Aimer,エメ,12.9,TPR_男性35～49_202508.csv,15
鈴木奈穂子,スズキナオコ,12.0,TPR_男性35～49_202508.csv,15
原田葵,ハラダアオイ,12.0,TPR_男性35～49_202508.csv,15
福留光帆,フクトメミツホ,11.8,TPR_男性35～49_202508.csv,15
SAKURA（宮脇咲良/LE SSERAFIM）,ミヤワキサクラ（ルセラフィム）,11.8,TPR_男性35～49_202508.csv,15
ØMI（登坂広臣（三代目 J SOUL BROTHERS））,オミ(トサカヒロオミ(サンダイメジェイソウルブラザーズ）),11.6,TPR_男性35～49_202508.csv,15
水田わさび,ミズタワサビ,11.6,TPR_男性35～49_202508.csv,15
赤江珠緒,アカエタマオ,11.3,TPR_男性35～49_202508.csv,15
佐久間みなみ,サクマミナミ,10.9,TPR_男性35～49_202508.csv,15
[ALEXANDROS],アレキサンドロス,10.7,TPR_男性35～49_202508.csv,15
ヒロド歩美,ヒロドアユミ,10.7,TPR_男性35～49_202508.csv,15
マユリカ,マユリカ,10.7,TPR_男性35～49_202508.csv,15
栗谷（カカロニ）,クリタニ（カカロニ）,10.2,TPR_男性35～49_202508.csv,15
辻岡義堂,ツジアカギドウ,10.2,TPR_男性35～49_202508.csv,15
ビスケットブラザーズ,ビスケットブラザーズ,10.2,TPR_男性35～49_202508.csv,15
生田竜聖,イクタリュウセイ,9.8,TPR_男性35～49_202508.csv,15
市來玲奈,イチキレナ,9.8,TPR_男性35～49_202508.csv,15
石崎ひゅーい,イシザキヒューイ,9.6,TPR_男性35～49_202508.csv,15
サルゴリラ,サルゴリラ,9.6,TPR_男性35～49_202508.csv,15
杉山真也,スギヤマシンヤ,9.3,TPR_男性35～49_202508.csv,15
新浜レオン,ニイハマレオン,9.3,TPR_男性35～49_202508.csv,15
杉野真実,スギノマミ,9.1,TPR_男性35～49_202508.csv,15
中村光宏,ナカムラミツヒロ,9.1,TPR_男性35～49_202508.csv,15
林佑香,ハヤシユカ,8.9,TPR_男性35～49_202508.csv,15
佐々木舞音,ササキマイネ,8.7,TPR_男性35～49_202508.csv,15
ツートライブ,ツートライブ,8.7,TPR_男性35～49_202508.csv,15
上垣皓太朗,ウエガキコウタロウ,8.4,TPR_男性35～49_202508.csv,15
南波雅俊,ナンバマサトシ,8.4,TPR_男性35～49_202508.csv,15
ダウ90000,ダウキュウーマン,8.2,TPR_男性35～49_202508.csv,15
赤荻歩,アカオギアユミ,7.8,TPR_男性35～49_202508.csv,15
安藤萌々,アンドウモモ,7.8,TPR_男性35～49_202508.csv,15
角谷暁子,カドヤアキコ,7.8,TPR_男性35～49_202508.csv,15
鈴木新彩,スズキサラサ,7.8,TPR_男性35～49_202508.csv,15
ラブレターズ,ラブレターズ,7.8,TPR_男性35～49_202508.csv,15
蒼井翔太,アオイショウタ,7.6,TPR_男性35～49_202508.csv,15
駒田健吾,コマダケンゴ,7.3,TPR_男性35～49_202508.csv,15
篠原梨菜,シノハラリナ,7.1,TPR_男性35～49_202508.csv,15
ガクテンソク,ガクテンソク,6.9,TPR_男性35～49_202508.csv,15
佐藤梨那,サトウリナ,6.7,TPR_男性35～49_202508.csv,15
高瀬耕造,タカセコウゾウ,6.7,TPR_男性35～49_202508.csv,15
渡辺瑠海,ワタナベルミ,6.7,TPR_男性35～49_202508.csv,15
imase,イマセ,6.4,TPR_男性35～49_202508.csv,15
倉沢杏菜,クラサワアンナ,6.4,TPR_男性35～49_202508.csv,15
玉置玲央,タマオキレオ,6.4,TPR_男性35～49_202508.csv,15
フィッシャーズ,フィッシャーズ,6.4,TPR_男性35～49_202508.csv,15
浦野モモ,ウラノモモ,6.2,TPR_男性35～49_202508.csv,15
本多力,ホンダチカラ,6.2,TPR_男性35～49_202508.csv,15
青井実,アオイミノル,6.0,TPR_男性35～49_202508.csv,15
小倉史也,オグラフミヤ,6.0,TPR_男性35～49_202508.csv,15
山口馬木也,ヤマグチマキヤ,6.0,TPR_男性35～49_202508.csv,15
NCT127,エヌシーティーイチニナナ,5.8,TPR_男性35～49_202508.csv,15
小室瑛莉子,コムロエリコ,5.8,TPR_男性35～49_202508.csv,15
ハ・ヨンス,ハ・ヨンス,5.8,TPR_男性35～49_202508.csv,15
阿佐辰美,アサタツミ,5.6,TPR_男性35～49_202508.csv,15
忽滑谷こころ,ヌカリヤココロ,5.6,TPR_男性35～49_202508.csv,15
Saucy Dog,サウシードッグ,5.3,TPR_男性35～49_202508.csv,15
林美桜,ハヤシミオウ,5.3,TPR_男性35～49_202508.csv,15
松本麗世,マツモトレイヨ,5.3,TPR_男性35～49_202508.csv,15
TOMORROW X TOGETHER,トゥモローバイトゥギャザー,5.1,TPR_男性35～49_202508.csv,15
星街すいせい,ホシマチスイセイ,5.1,TPR_男性35～49_202508.csv,15
後呂有紗,ウシロアリサ,4.9,TPR_男性35～49_202508.csv,15
MATSURI,マツリ,4.9,TPR_男性35～49_202508.csv,15
山形純菜,ヤマガタジュンナ,4.9,TPR_男性35～49_202508.csv,15
アンナ・サワイ,アンナ・サワイ,4.7,TPR_男性35～49_202508.csv,15
梅澤廉,ウメザワレン,4.7,TPR_男性35～49_202508.csv,15
谷原七音,タニハラナナト,4.7,TPR_男性35～49_202508.csv,15
南出凌嘉,ミナミデリョウカ,4.7,TPR_男性35～49_202508.csv,15
月城かなと,ツキシロカナト,4.4,TPR_男性35～49_202508.csv,15
山﨑翠佳,ヤマザキスイカ,4.4,TPR_男性35～49_202508.csv,15
井内悠陽,イウチハルヒ,4.2,TPR_男性35～49_202508.csv,15
カベポスター,カベポスター,4.2,TPR_男性35～49_202508.csv,15
夏生大湖,ナツキオミ,4.2,TPR_男性35～49_202508.csv,15
BOYNEXTDOOR,ボーイズネクストドア,3.8,TPR_男性35～49_202508.csv,15
酒井大成,サカイタイセイ,3.6,TPR_男性35～49_202508.csv,15
TOMOO,トモオ,3.6,TPR_男性35～49_202508.csv,15
中本悠太（NCT127）,ナカモトユウタ（エヌシーティーイチニナナ）,3.3,TPR_男性35～49_202508.csv,15
瞳水ひまり,ヒトミヒマリ,3.3,TPR_男性35～49_202508.csv,15
NCT WISH,エヌシーティーウイッシュ,3.1,TPR_男性35～49_202508.csv,15
スピッツ,スピッツ,48.2,TPR_女性35～49_202508.csv,11
B’z,ビーズ,47.8,TPR_女性35～49_202508.csv,11
THE ALFEE,ジアルフィー,36.9,TPR_女性35～49_202508.csv,11
JUJU,ジュジュ,31.3,TPR_女性35～49_202508.csv,11
ケツメイシ,ケツメイシ,26.0,TPR_女性35～49_202508.csv,11
秦基博,ハタモトヒロ,25.3,TPR_女性35～49_202508.csv,11
弘中綾香,ヒロナカアヤカ,24.9,TPR_女性35～49_202508.csv,11
軽部真一,カルベシンイチ,21.8,TPR_女性35～49_202508.csv,11
山添寛（相席スタート）,ヤマゾエカン(アイセキスタート),21.3,TPR_女性35～49_202508.csv,11
生田竜聖,イクタリュウセイ,19.8,TPR_女性35～49_202508.csv,11
辻岡義堂,ツジアカギドウ,19.8,TPR_女性35～49_202508.csv,11
EXILE,エグザイル,19.3,TPR_女性35～49_202508.csv,11
大江麻理子,オオエマリコ,18.9,TPR_女性35～49_202508.csv,11
伊藤利尋,イトウトシヒロ,18.4,TPR_女性35～49_202508.csv,11
SAKURA（宮脇咲良/LE SSERAFIM）,ミヤワキサクラ（ルセラフィム）,17.3,TPR_女性35～49_202508.csv,11
江藤愛,エトウアイ,16.0,TPR_女性35～49_202508.csv,11
マユリカ,マユリカ,15.8,TPR_女性35～49_202508.csv,11
imase,イマセ,15.6,TPR_女性35～49_202508.csv,11
Aimer,エメ,15.3,TPR_女性35～49_202508.csv,11
ØMI（登坂広臣（三代目 J SOUL BROTHERS））,オミ(トサカヒロオミ(サンダイメジェイソウルブラザーズ）),14.7,TPR_女性35～49_202508.csv,11
南波雅俊,ナンバマサトシ,14.4,TPR_女性35～49_202508.csv,11
[ALEXANDROS],アレキサンドロス,14.2,TPR_女性35～49_202508.csv,11
岩田絵里奈,イワタエリナ,14.2,TPR_女性35～49_202508.csv,11
高野正成（きしたかの）,タカノマサノリ（キシタカノ）,13.3,TPR_女性35～49_202508.csv,11
赤江珠緒,アカエタマオ,13.1,TPR_女性35～49_202508.csv,11
石崎ひゅーい,イシザキヒューイ,13.1,TPR_女性35～49_202508.csv,11
井上清華,イノウエセイカ,13.1,TPR_女性35～49_202508.csv,11
上垣皓太朗,ウエガキコウタロウ,13.1,TPR_女性35～49_202508.csv,11
赤荻歩,アカオギアユミ,12.0,TPR_女性35～49_202508.csv,11
小川彩佳,オガワアヤカ,12.0,TPR_女性35～49_202508.csv,11
市來玲奈,イチキレナ,11.3,TPR_女性35～49_202508.csv,11
水田わさび,ミズタワサビ,11.3,TPR_女性35～49_202508.csv,11
ネルソンズ,ネルソンズ,10.9,TPR_女性35～49_202508.csv,11
BABYMETAL,ベビーメタル,10.9,TPR_女性35～49_202508.csv,11
鈴木奈穂子,スズキナオコ,10.7,TPR_女性35～49_202508.csv,11
ラブレターズ,ラブレターズ,10.7,TPR_女性35～49_202508.csv,11
新浜レオン,ニイハマレオン,10.4,TPR_女性35～49_202508.csv,11
サルゴリラ,サルゴリラ,10.2,TPR_女性35～49_202508.csv,11
浦野モモ,ウラノモモ,10.0,TPR_女性35～49_202508.csv,11
宮司愛海,ミヤジマナミ,9.8,TPR_女性35～49_202508.csv,11
田中瞳,タナカヒトミ,9.3,TPR_女性35～49_202508.csv,11
