"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"268","893","1079","本田響矢","ホンダキョウヤ","26","25.3","542","480"
"268","353","150","松丸亮吾","マツマルリョウゴ","29","25.3","246","886"
"268","335","351","宮田俊哉（Kis-My-Ft2）","ミヤタトシヤ（キスマイフットツー）","37","25.3","397","251"
"281","","513","aiko","アイコ","50","25","291","790"
"281","132","90","ILLIT","アイリット","","25","600","326"
"281","410","311","池田エライザ","イケダエライザ","29","25","311","712"
"281","388","277","伊藤沙莉","イトウサイリ","31","25","420","432"
"281","285","","猪俣周杜(timelesz)","イノマタシュウト（タイムレス）","24","25","376","1005"
"281","694","524","きょん（コットン）","キョン（コットン）","38","25","460","293"
"281","250","192","桜田ひより","サクラダヒヨリ","22","25","397","537"
"281","547","524","沢村一樹","サワムライッキ","58","25","460","171"
"281","498","241","出口夏希","デグチナツキ","24","25","482","404"
"281","","361","所ジョージ","トコロジョージ","70","25","89","1083"
"281","322","164","中川大志","ナカガワタイシ","27","25","275","464"
"281","381","247","博多大吉（博多華丸・大吉）","ハカタダイキチ（ハカタハナマルダイキチ）","54","25","260","732"
"281","","572","前田敦子","マエダアツコ（エーケービーフォーティーエイト）","34","25","397","962"
"281","268","219","松本人志（ダウンタウン）","マツモトヒトシ（ダウンタウン）","62","25","33","1263"
"281","322","643","三笘薫","ミトマカオル","28","25","376","1005"
"281","335","210","八乙女光（Hey! Say! JUMP）","ヤオトメヒカル（ヘイセイジャンプ）","34","25","311","712"
"281","335","594","山里亮太（南海キャンディーズ）","ヤマサトリョウタ（ナンカイキャンディーズ）","48","25","137","1188"
"298","221","477","亜生(ミキ)","アセイ（ミキ）","37","24.7","149","1205"
"298","353","200","有岡大貴（Hey! Say! JUMP）","アリオカダイキ（ヘイセイジャンプ）","34","24.7","291","685"
"298","231","210","生田斗真","イクタトウマ","41","24.7","291","488"
"298","363","286","津田健次郎","ツダケンジロウ","54","24.7","560","113"
"298","","384","深田恭子","フカダキョウコ","43","24.7","311","610"
"298","221","228","森本慎太郎（SixTONES)","モリモトシンタロウ（ストーンズ）","28","24.7","291","488"
"298","335","405","吉村崇（平成ノブシコブシ）","ヨシムラタカシ（ヘイセイノブシコブシ）","45","24.7","212","1019"
"298","","164","RADWIMPS","ラッドウィンプス","","24.7","482","316"
"298","268","427","りんたろー。（EXIT)","リンタロー。（イグジット）","39","24.7","21","1263"
"307","239","204","赤楚衛二","アカソエイジ","31","24.3","542","610"
"307","194","265","新しい学校のリーダーズ","アタラシイガッコウノリーダーズ","","24.3","149","1012"
"307","564","405","猪狩蒼弥（KEY TO LIT）","イガリソウヤ（キテレツ（ハイハイジェッツ））","23","24.3","397","756"
"307","510","447","WEST.","ウエスト（ジャニーズウエスト）","","24.3","351","965"
"307","353","394","おいでやす小田（おいでやすこが）","オイデヤスオダ（オイデヤスコガ）","47","24.3","212","971"
"307","268","369","川栄李奈","カワエイリナ（エーケービーフォーティーエイト）","30","24.3","376","398"
"307","591","384","仲野太賀","ナカノタイガ","32","24.3","619","246"
"307","153","311","西野七瀬","ニシノナナセ（ノギザカフォーティーシックス）","31","24.3","351","771"
"307","329","277","藤原竜也","フジワラタツヤ","43","24.3","311","207"
"307","268","311","丸山礼","マルヤマレイ","28","24.3","311","516"
"307","","311","SAKURA（宮脇咲良/LE SSERAFIM）","ミヤワキサクラ（ルセラフィム）","27","24.3","420","432"
"307","124","228","優里","ユウリ","31","24.3","149","1217"
"307","","163","吉田沙保里","ヨシダサオリ","43","24.3","104","1223"
"307","667","477","ラランド","ラランド","","24.3","542","200"
"321","305","369","イチロー","イチロー","52","24","69","1098"
"321","250","241","小池栄子","コイケエイコ","45","24","275","377"
"321","313","265","髙地優吾（SixTONES)","コウチユウゴ（ストーンズ）","31","24","275","929"
"321","768","","佐々木舞香（＝LOVE）","ササキマイカ（イコールラブ）","25","24","682","61"
"321","","626","武井咲","タケイエミ","31","24","579","149"
"321","186","219","DJ松永（Creepy Nuts）","ディージェーマツナガ（クリーピーナッツ）","35","24","246","702"
"321","285","477","ネプチューン","ネプチューン","","24","332","550"
"321","329","247","ぼる塾","ボルジュク","","24","237","939"
"321","231","77","間宮祥太朗","マミヤショウタロウ","32","24","460","610"
"330","322","311","アインシュタイン","アインシュタイン","","23.7","311","712"
"330","","257","浅田真央","アサダマオ","35","23.7","351","574"
"330","","247","伊沢拓司","イザワタクシ","31","23.7","166","829"
"330","461","394","Aぇ! group","エエグループ","","23.7","420","675"
"330","322","265","岡田将生","オカダマサキ","36","23.7","351","365"
"330","461","524","齊藤なぎさ","サイトウナギサ（イコールラブ）","22","23.7","526","259"
"330","","186","スピッツ","スピッツ","","23.7","560","147"
"330","433","361","超ときめき♡宣伝部","チョウトキメキセンデンブ","","23.7","482","404"
"330","363","699","ディーン・フジオカ","ディーンフジオカ","45","23.7","351","1100"
"330","","311","三宅健","ミヤケケン（ブイシックス）","46","23.7","260","908"
"330","","150","MISIA","ミーシャ","47","23.7","311","901"
"330","363","699","矢部浩之（ナインティナイン）","ヤベヒロユキ（ナインティナイン）","54","23.7","246","802"
"330","322","500","山田杏奈","ヤマダアンナ","24","23.7","460","491"
"330","212","171","ゆめっち（3時のヒロイン）","ユメッチ(サンジノヒロイン)","31","23.7","178","768"
"330","417","157","LiSA","リサ","38","23.7","149","1242"
"345","445","114","新田真剣佑","アラタマッケンユウ（マッケンユウ）","29","23.3","482","527"
"345","268","157","浮所飛貴（ACEes）","ウキショヒダカ（エイシーズ（ビショウネン））","23","23.3","376","501"
"345","381","369","堺雅人","サカイマサト","52","23.3","420","570"
"345","729","369","JO1","ジェイオーワン","","23.3","542","270"
"345","186","427","タカ（タカアンドトシ）","タカ（タカアンドトシ）","49","23.3","225","1109"
"345","445","513","松本まりか","マツモトマリカ","41","23.3","275","929"
