"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"345","417","420","丸山隆平（SUPER EIGHT(関ジャニ∞)）","マルヤマリュウヘイ（スーパーエイト(カンジャニエイト)）","42","23.3","482","316"
"345","388","361","見取り図","ミトリズ","","23.3","291","488"
"345","231","137","森七菜","モリナナ","24","23.3","311","988"
"354","489","369","荒川（エルフ）","アラカワ（エルフ）","29","23","504","802"
"354","433","572","新木優子","アラキユウコ","31","23","460","491"
"354","718","559","コットン","コットン","","23","619","121"
"354","","427","冨永愛","トミナガアイ","43","23","367","472"
"354","256","477","堂本剛（DOMOTO（KinKi Kids））","ドウモトツヨシ（ドウモト（キンキキッズ））","46","23","311","901"
"354","347","492","ナインティナイン","ナインティナイン","","23","237","681"
"354","155","142","仲里依紗","ナカリイサ","36","23","275","672"
"354","176","72","花江夏樹","ハナエナツキ","34","23","246","971"
"354","718","462","濵田崇裕（WEST.）","ハマダタカヒロ（ウエスト（ジャニーズウエスト））","36","23","482","653"
"354","445","","原嘉孝(timelesz)","ハラヨシタカ（タイムレス）","30","23","397","756"
"354","498","612","藤ヶ谷太輔（Kis-My-Ft2）","フジガヤタイスケ（キスマイフットツー）","38","23","376","829"
"354","576","257","マヂカルラブリー","マヂカルラブリー","","23","311","1061"
"366","194","420","IVE","アイブ","","22.7","579","559"
"366","417","351","生田絵梨花","イクタエリカ（ノギザカフォーティーシックス）","28","22.7","376","318"
"366","","667","井上咲楽","イノウエサクラ","26","22.7","311","810"
"366","","107","GACKT","ガクト","52","22.7","166","1124"
"366","347","447","草彅剛","クサナギツヨシ（スマップ）","51","22.7","149","1069"
"366","433","192","齋藤飛鳥","サイトウアスカ（ノギザカフォーティーシックス）","27","22.7","332","1076"
"366","498","361","渋谷凪咲","シブヤナギサ(エヌエムビーフォーティーエイト)","29","22.7","332","550"
"366","256","332","高橋茂雄（サバンナ）","タカハシシゲオ（サバンナ）","49","22.7","149","809"
"366","433","462","ダイアン","ダイアン","","22.7","397","653"
"366","250","164","ぺこぱ","ペコパ","","22.7","212","1130"
"376","510","420","アンタッチャブル","アンタッチャブル","","22.3","504","566"
"376","381","462","イワクラ（蛙亭）","イワクラ（カエルテイ）","35","22.3","420","432"
"376","410","572","江口のりこ","エグチノリコ","45","22.3","619","246"
"376","522","727","大倉忠義（SUPER EIGHT(関ジャニ∞)）","オオクラタダヨシ（スーパーエイト(カンジャニエイト)）","40","22.3","332","837"
"376","510","761","清原果耶","キヨハラカヤ","23","22.3","460","293"
"376","564","447","草間リチャード敬太（Aぇ! group）","クサマリチャードケイタ(エエ！グループ)","29","22.3","332","1005"
"376","417","405","柴田英嗣（アンタッチャブル）","シバタヒデツグ（アンタッチャブル）","50","22.3","332","837"
"376","186","351","鈴鹿央士","スズカオウジ","25","22.3","397","537"
"376","176","234","タカアンドトシ","タカアンドトシ","","22.3","178","916"
"376","558","","寺西拓人(timelesz)","テラニシタクト（タイムレス）","30","22.3","437","810"
"376","","626","本田真凜","ホンダマリン","24","22.3","311","1061"
"376","388","210","Mr.Children","ミスターチルドレン","","22.3","460","732"
"376","","311","横山だいすけ","ヨコヤマダイスケ","42","22.3","437","600"
"376","564","551","吉住","ヨシズミ","36","22.3","437","211"
"390","498","626","岩井勇気（ハライチ）","イワイユウキ（ハライチ）","39","22","275","1076"
"390","635","612","鬼越トマホーク","オニゴエトマホーク","","22","482","527"
"390","194","500","香取慎吾","カトリシンゴ（スマップ）","48","22","225","1170"
"390","","405","河北麻友子","カワキタマユコ","33","22","504","423"
"390","","157","きゃりーぱみゅぱみゅ","キャリーパミュパミュ","32","22","121","1193"
"390","522","265","Kep1er","ケプラー","","22","542","480"
"390","","537","坂上忍","サカガミシノブ","58","22","137","1208"
"390","809","","篠塚大輝(timelesz)","シノヅカタイキ（タイムレス）","23","22","600","712"
"390","558","500","末澤誠也（Aぇ! group）","スエザワセイヤ(エエグループ)","31","22","460","610"
"390","547","513","那須雄登（ACEes）","ナスユウト（エイシーズ（ビショウネン））","23","22","600","432"
"390","510","234","福士蒼汰","フクシソウタ","32","22","437","910"
"390","718","462","堀田真由","ホッタマユ","27","22","482","527"
"390","335","265","松岡茉優","マツオカマユ","30","22","367","802"
"390","268","175","宮川大輔","ミヤガワダイスケ","53","22","260","1114"
"390","250","200","柳楽優弥","ヤギラユウヤ","35","22","437","284"
"390","285","405","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","22","149","1231"
"406","335","667","安藤サクラ","アンドウサクラ","39","21.7","397","537"
"406","373","369","飯尾和樹（ずん）","イイオカズキ（ズン）","56","21.7","397","962"
"406","48","104","NJZ(NewJeans)","エヌジェージー（ニュージーンズ）","","21.7","560","291"
"406","768","500","AKB48","エーケービーフォーティーエイト","","21.7","619","467"
"406","231","","尾形貴弘（パンサー）","オガタタカヒロ（パンサー）","48","21.7","194","1180"
"406","694","572","小島健（Aぇ! group）","コジマケン(エエ！グループ)","26","21.7","600","592"
"406","313","369","城島茂","ジョウシマシゲル（トキオ）","55","21.7","460","944"
"406","205","175","トシ（タカアンドトシ）","トシ（タカアンドトシ）","49","21.7","149","1012"
"406","498","612","松本若菜","マツモトワカナ","41","21.7","504","802"
"415","335","210","磯村勇斗","イソムラハヤト","33","21.3","542","141"
"415","","537","稲葉浩志（B’z）","イナバコウシ（ビーズ）","61","21.3","645","132"
"415","","384","桐谷美玲","キリタニミレイ","35","21.3","397","653"
"415","461","286","児嶋一哉（アンジャッシュ）","コジマカズヤ（アンジャッシュ）","53","21.3","260","1178"
"415","461","332","しなこ","シナコ","29","21.3","121","1247"
"415","285","351","千賀健永（Kis-My-Ft2）","センガケント（キスマイフットツー）","34","21.3","437","695"
"415","155","462","花村想太（Da-iCE）","ハナムラソウタ(ダイス)","35","21.3","504","678"
"415","221","234","福山雅治","フクヤママサハル","56","21.3","178","1106"
"415","461","500","ふくらP","フクラピー","32","21.3","376","916"
"415","296","257","マカロニえんぴつ","マカロニエンピツ","","21.3","579","810"
"415","285","405","ももいろクローバーＺ","モモイロクローバーゼット","","21.3","275","764"
"415","410","332","矢吹奈子","ヤブキナコ（エイチケーティーフォーティーエイト・アイズワン）","24","21.3","579","559"
"415","480","311","山本舞香","ヤマモトマイカ","28","21.3","397","653"
"428","363","300","朝日奈央","アサヒナオ","31","21","311","1150"
"428","305","311","梶裕貴","カジユウキ","40","21","482","653"
"428","268","447","キタニタツヤ","キタニタツヤ","29","21","619","467"
"428","893","","KEY TO LIT","キテレツ","","21","757","34"
"428","381","477","木村佳乃","キムラヨシノ","49","21","376","610"
"428","221","186","昴生（ミキ）","コウセイ（ミキ）","39","21","178","1055"
"428","373","612","奈緒","ナオ","30","21","482","653"
"428","489","513","二階堂高嗣（Kis-My-Ft2）","ニカイドウタカシ（キスマイフットツー）","35","21","504","802"
"428","729","","橋本将生(timelesz)","ハシモトマサキ（タイムレス）","26","21","542","610"
"428","893","","B&ZAI","バンザイ","","21","781","1"
"428","313","257","福田麻貴（3時のヒロイン）","フクダマキ（サンジノヒロイン）","37","21","291","1220"
"428","682","513","藤井流星（WEST.）","フジイリュウセイ（ウエスト（ジャニーズウエスト））","32","21","560","782"
"428","433","369","堀内健（ネプチューン）","ホリウチケン（ネプチューン）","55","21","351","1100"
"428","","513","本田望結","ホンダミユ","21","21","311","1061"
"428","522","265","眞栄田郷敦","マエダゴウドン","25","21","560","518"
"443","335","477","EXIT","イグジィット","","20.7","260","1225"
"443","591","369","伊藤健太郎","イトウケンタロウ（ケンタロウ）","28","20.7","397","854"
"443","591","462","蛙亭","カエルテイ","","20.7","526","832"
"443","522","667","木村文乃","キムラフミノ","38","20.7","437","695"
"443","","447","郷ひろみ","ゴウヒロミ","70","20.7","128","1219"
"443","410","369","佐野晶哉(Aぇ！group)","サノマサヤ（エエ！グループ）","23","20.7","526","334"
"443","591","427","ジェラードン","ジェラードン","","20.7","645","262"
"443","388","300","関口メンディー","セキグチメンディー（ジェネレーションズ フロム エグザイルトライブ）","34","20.7","194","1072"
"443","908","952","武田真一","タケタシンイチ","58","20.7","781","207"
"443","246","405","Da-iCE","ダイス","","20.7","542","735"
"443","753","686","綱啓永","ツナケイト","26","20.7","695","98"
"443","510","311","ナダル（コロコロチキチキペッパーズ）","ナダル（コロコロチキチキペッパーズ）","40","20.7","194","1254"
"443","","572","秦基博","ハタモトヒロ","45","20.7","376","720"
"443","842","686","弘中綾香","ヒロナカアヤカ","34","20.7","695","444"
"443","353","361","藤井聡太","フジイソウタ","23","20.7","212","1188"
"443","417","286","堀田茜","ホッタアカネ","33","20.7","437","695"
"443","296","219","宮世琉弥","ミヤセリュウビ","21","20.7","332","928"
"443","","171","ローラ","ローラ","35","20.7","225","995"
"461","256","405","上戸彩","ウエトアヤ","40","20.3","275","1012"
"461","879","686","久間田琳加","クマダリンカ","24","20.3","711","111"
"461","","572","小泉孝太郎","コイズミコウタロウ","47","20.3","246","1215"
"461","217","192","高橋一生","タカハシイッセイ","44","20.3","351","771"
"461","","","髙比良くるま（令和ロマン）","タカヒラクルマ（レイワロマン）","31","20.3","460","491"
"461","","500","ダルビッシュ有","ダルビッシュユウ","39","20.3","437","1005"
"461","461","708","妻夫木聡","ツマブキサトシ","44","20.3","560","518"
"461","480","524","トム・ブラウン","トムブラウン","","20.3","376","1130"
"461","","384","中川翔子","ナカガワショウコ","40","20.3","212","1258"
"461","313","","希空","ノア","18","20.3","542","869"
"461","399","204","バイきんぐ","バイキング","","20.3","397","962"
"461","564","456","比嘉愛未","ヒガマナミ","39","20.3","600","326"
"461","","743","本郷奏多","ホンゴウカナタ","35","20.3","619","246"
"461","480","594","町田啓太","マチダケイタ","35","20.3","645","371"
"461","363","192","松下洸平","マツシタコウヘイ","38","20.3","397","756"
"461","","456","丸山桂里奈","マルヤマカリナ","42","20.3","291","1169"
"461","194","420","ME:I","ミーアイ","","20.3","437","810"
"461","522","524","盛山晋太郎(見取り図)","モリヤマシンタロウ（ミトリズ）","39","20.3","367","895"
"461","682","394","山田孝之","ヤマダタカユキ","42","20.3","526","702"
"461","453","492","渡辺隆（錦鯉）","ワタナベタカシ(ニシキゴイ)","47","20.3","332","1124"
"481","","587","池上彰","イケガミアキラ","75","20","275","1155"
"481","","332","榮倉奈々","エイクラナナ","37","20","560","384"
"481","461","708","後藤輝基（フットボールアワー）","ゴトウテルモト（フットボールアワー）","51","20","332","1076"
"481","353","524","杉野遥亮","スギノヨウスケ","30","20","579","308"
"481","","626","錦戸亮","ニシキドリョウ（カンジャニエイト）","41","20","504","678"
"481","694","708","ニューヨーク","ニューヨーク","","20","437","464"
"481","","827","橋本愛","ハシモトアイ","29","20","757","293"
"481","","456","桝太一","マスタイチ","44","20","504","237"
"481","417","247","ミキ","ミキ","","20","600","971"
"481","622","699","森川葵","モリカワアオイ","30","20","460","1019"
"481","","626","森田剛","モリタゴウ（ブイシックス）","46","20","600","432"
"481","453","587","安田章大（SUPER EIGHT(関ジャニ∞)）","ヤスダショウタ（スーパーエイト(カンジャニエイト)）","41","20","542","735"
"493","","300","安住紳一郎","アズミシンイチロウ","52","19.7","460","491"
"493","313","210","杏","アン","39","19.7","376","610"
"493","591","513","オズワルド","オズワルド","","19.7","695","610"
"493","498","477","桐谷健太","キリタニケンタ","45","19.7","367","305"
"493","522","743","黒木華","クロキハル","35","19.7","560","518"
"493","","295","サザンオールスターズ","サザンオールスターズ","","19.7","367","895"
"493","373","265","髙橋藍","タカハシラン","24","19.7","645","371"
"493","740","626","玉城ティナ","タマシロティナ","28","19.7","619","1000"
"493","461","405","名倉潤（ネプチューン）","ナグラジュン（ネプチューン）","57","19.7","291","966"
"493","381","361","成田凌","ナリタリョウ","32","19.7","420","432"
"493","703","699","西村真二（コットン）","ニシムラシンジ（コットン）","41","19.7","600","592"
"493","819","686","バッテリィズ","バッテリィズ","","19.7","619","246"
"493","","654","ぱーてぃーちゃん","パーティーチャン","","19.7","560","518"
"493","547","405","水上恒司","ミズカミコウシ（オカダケンシ）","26","19.7","619","467"
"493","819","626","森田哲矢（さらば青春の光）","モリタテツヤ（サラバセイシュンノヒカリ）","44","19.7","351","1100"
"508","659","462","INI","アイエヌアイ","","19.3","722","251"
"508","322","295","稲田直樹（アインシュタイン）","イナダナオキ（アインシュタイン）","40","19.3","260","1178"
"508","","667","大沢たかお","オオサワタカオ","57","19.3","579","559"
"508","564","594","河合郁人","カワイフミト（エー.ビー.シー-ジィー）","38","19.3","397","1208"
"508","498","462","さらば青春の光","サラバセイシュンノヒカリ","","19.3","376","916"
"508","","241","椎名林檎","シイナリンゴ","47","19.3","351","1140"
"508","285","369","笑福亭鶴瓶","ショウフクテイツルベ","73","19.3","194","944"
"508","790","815","真空ジェシカ","シンクウジェシカ","","19.3","668","385"
"508","539","175","Stray Kids","ストレイキッズ","","19.3","668","385"
"508","","332","高嶋ちさ子","タカシマチサコ","57","19.3","260","1114"
"508","","626","塚田僚一（A.B.C-Z）","ツカダリョウイチ（エー.ビー.シー-ジィー）","38","19.3","526","1019"
"508","433","300","TOMORROW X TOGETHER","トゥモローバイトゥギャザー","","19.3","738","178"
"508","217","265","八村塁","ハチムラルイ","27","19.3","260","1114"
"508","305","654","HANA","ハナ","","19.3","668","685"
"508","498","727","濱田岳","ハマダガク","37","19.3","600","712"
"508","","","松井ケムリ（令和ロマン）","マツイケムリ（レイワロマン）","32","19.3","560","659"
"508","667","929","松重豊","マツシゲユタカ","62","19.3","542","480"
"508","480","797","松山ケンイチ","マツヤマケンイチ","40","19.3","579","559"
"508","461","492","百田夏菜子（ももいろクローバーＺ）","モモタカナコ（モモイロクローバーゼット）","31","19.3","420","786"
"508","205","142","吉岡里帆","ヨシオカリホ","32","19.3","291","881"
"508","239","181","ヨルシカ","ヨルシカ","","19.3","682","305"
"529","729","551","おぎやはぎ","オギヤハギ","","19","482","881"
"529","305","257","神尾楓珠","カミオフウジュ","26","19","460","491"
"529","313","612","小杉竜一（ブラックマヨネーズ）","コスギリュウイチ（ブラックマヨネーズ）","52","19","246","1166"
"529","522","500","さまぁ～ず","サマァ～ズ","","19","504","1003"
"529","417","311","SEVENTEEN","セブンティーン","","19","816","145"
"529","","797","中山秀征","ナカヤマヒデユキ","58","19","600","1065"
"529","268","8","永野芽郁","ナガノメイ","26","19","26","1277"
"529","809","727","萩原利久","ハギワラリク","26","19","619","467"
"529","682","587","平子祐希（アルコ＆ピース）","ヒラコユウキ（アルコ＆ピース）","46","19","460","732"
"529","296","477","松岡昌宏","マツオカマサヒロ（トキオ）","48","19","504","566"
"529","335","351","山崎育三郎","ヤマザキイクサブロウ","39","19","376","1005"
"529","","537","山本美月","ヤマモトミヅキ","34","19","526","702"
"529","194","277","芳根京子","ヨシネキョウコ","28","19","420","675"
"529","609","572","ヨネダ2000","ヨネダニセン","","19","579","929"
"543","","594","石田ゆり子","イシダユリコ","56","18.7","619","610"
"543","410","572","伊藤俊介（オズワルド）","イトウシュンスケ（オズワルド）","36","18.7","482","768"
"543","649","","井上瑞稀（KEY TO LIT）","イノウエミズキ（キテレツ)","25","18.7","682","305"
"543","453","234","岩田剛典（三代目 J SOUL BROTHERS）","イワタタカノリ（サンダイメジェイソウルブラザーズ）","36","18.7","600","1133"
"543","740","","内田有紀","ウチダユキ","50","18.7","682","589"
"543","","492","梅沢富美男","ウメザワトミオ","75","18.7","104","1262"
"543","729","427","Uru","ウル","","18.7","834","149"
"543","539","436","片寄涼太(GENERATIONS from EXILE TRIBE)","カタヨセリョウタ（ジェネレーションズフロムエグザイルトライブ）","31","18.7","526","1019"
"543","","524","菅野美穂","カンノミホ","48","18.7","460","839"
"543","453","405","小瀧望（WEST.）","コタキノゾム（ウエスト（ジャニーズウエスト））","29","18.7","482","527"
"543","","332","長州力","チョウシュウリキ","73","18.7","275","1076"
"543","","513","Toshl（X JAPAN）","トシ（エックス　ジャパン）","60","18.7","376","1223"
"543","576","500","中村アン","ナカムラアン","38","18.7","579","559"
"543","740","594","ニシダ（ラランド）","ニシダ（ラランド）","31","18.7","560","1092"
"543","694","643","林遣都","ハヤシケント","34","18.7","542","270"
"543","539","594","フットボールアワー","フットボールアワー","","18.7","460","610"
"543","682","612","三村マサカズ（さまぁ～ず）","ミムラマサカズ（サマァーズ）","58","18.7","619","1093"
"543","682","727","薮宏太（Hey! Say! JUMP）","ヤブコウタ（ヘイセイジャンプ）","35","18.7","645","501"
"543","453","311","ONE OK ROCK","ワンオクロック","","18.7","645","262"
"562","667","643","飯沼愛","イイヌマアイ","22","18.3","816","145"
"562","753","643","柄本佑","エモトタスク","38","18.3","645","659"
"562","","777","織田裕二","オダユウジ","57","18.3","668","555"
"562","635","643","加藤清史郎","カトウセイシロウ","24","18.3","619","756"
"562","","594","志田未来","シダミライ","32","18.3","619","756"
"562","256","351","清野菜名","セイノナナ","31","18.3","504","566"
"562","790","594","玉井詩織（ももいろクローバーＺ）","タマイシオリ（モモイロクローバーゼット）","30","18.3","560","782"
"562","547","500","なえなの","ナエナノ","24","18.3","291","1246"
"562","729","436","中島みゆき","ナカジマミユキ","73","18.3","560","1145"
"562","576","559","中間淳太（WEST.）","ナカマジュンタ（ウエスト（ジャニーズウエスト））","38","18.3","376","1239"
"562","","727","生瀬勝久","ナマセカツヒサ","65","18.3","757","193"
"562","445","332","ハライチ","ハライチ","","18.3","504","1003"
"562","","384","松岡修造","マツオカシュウゾウ","58","18.3","420","1248"
"562","","384","吉田羊","ヨシダヨウ","51","18.3","420","1064"
"576","","477","ウエンツ瑛士","ウエンツエイジ（ワット）","40","18","332","1245"
"576","753","462","詩羽（水曜日のカンパネラ）","ウタハ（スイヨウビノカンパネラ）","24","18","645","796"
"576","","513","大島優子","オオシマユウコ（エーケービーフォーティーエイト）","37","18","460","839"
"576","","311","桑田佳祐（サザンオールスターズ）","クワタケイスケ（サザンオールスターズ）","69","18","212","1248"
"576","417","462","斎藤工","サイトウタクミ","44","18","420","786"
"576","489","332","櫻井優衣(FRUITS ZIPPER)","サクライユイ（フルーツジッパー）","25","18","619","610"
"576","461","332","瀬戸康史","セトコウジ","37","18","526","832"
"576","417","612","千原ジュニア（千原兄弟）","チハラジュニア（チハラキョウダイ）","51","18","194","1263"
"576","417","777","仲間由紀恵","ナカマユキエ","46","18","504","901"
"576","","551","野村周平","ノムラシュウヘイ","32","18","542","480"
"576","268","351","平手友梨奈","ヒラテユリナ（ケヤキザカフォーティーシックス）","24","18","437","1171"
"576","445","332","八木勇征（FANTASTICS from EXILE TRIBE）","ヤギユウセイ（ファンタスティックスフロムエグザイルトライブ）","28","18","460","839"
"576","649","513","山下幸輝","ヤマシタコウキ","24","18","757","121"
"576","703","667","吉田鋼太郎","ヨシダコウタロウ","66","18","526","832"
"576","","777","渡辺謙","ワタナベケン","66","18","682","875"
"591","539","295","Omoinotake","オモイノタケ","","17.7","757","428"
"591","","477","こがけん（おいでやすこが）","コガケン（オイデヤスコガ）","46","17.7","437","1134"
"591","622","743","櫻坂46","サクラザカフォーティーシックス（ケヤキザカフォーティーシックス）","","17.7","757","790"
"591","558","394","三代目 J SOUL BROTHERS from EXILE TRIBE","サンダイメジェイソウルブラザーズ フロム エグザイルトライブ","","17.7","682","730"
"591","522","394","Tani Yuuki","タニユウキ","27","17.7","816","377"
"591","","594","土佐兄弟","トサキョウダイ","","17.7","579","681"
"591","","524","速水もこみち","ハヤミモコミチ","41","17.7","482","1166"
"591","","743","古田新太","フルタアラタ","59","17.7","738","581"
"591","","797","MEGUMI","メグミ","44","17.7","526","939"
"591","","513","役所広司","ヤクショコウジ","69","17.7","579","407"
"601","781","708","秋元真夏","アキモトマナツ（ノギザカ フォーティーシックス）","32","17.3","645","501"
"601","622","361","石川祐希","イシカワユウキ","29","17.3","781","472"
"601","","686","ウエストランド","ウエストランド","","17.3","668","966"
"601","388","332","ENHYPEN","エンハイプン","","17.3","816","230"
"601","591","815","小木博明（おぎやはぎ）","オギヒロアキ（オギヤハギ）","54","17.3","367","1232"
"601","879","827","奥平大兼","オクダイラダイケン","22","17.3","816","574"
"601","","612","尾崎世界観（クリープハイプ）","オザキセカイカン（クリープハイプ）","41","17.3","849","98"
"601","","952","片桐仁","カタギリジン","51","17.3","757","610"
"601","","1003","上川隆也","カミカワタカヤ","60","17.3","738","398"
"601","781","612","神山智洋（WEST.）","カミヤマトモヒロ（ウエスト（ジャニーズウエスト））","32","17.3","645","796"
"601","","594","北山宏光","キタヤマヒロミツ（キスマイフットツー）","40","17.3","482","1123"
"601","649","708","銀シャリ","ギンシャリ","","17.3","668","685"
"601","558","667","空気階段","クウキカイダン","","17.3","619","886"
"601","703","699","小山慶一郎（NEWS）","コヤマケイイチロウ（ニュース）","41","17.3","437","1171"
"601","576","462","作間龍斗（ACEes）","サクマリュウト（エイシーズ（ハイハイジェッツ））","23","17.3","722","115"
"601","790","626","髙橋ひかる","タカハシヒカル","24","17.3","579","810"
"601","842","839","滝藤賢一","タキトウケンイチ","49","17.3","682","875"
"601","842","699","超特急","チョウトッキュウ","","17.3","868","54"
"601","718","654","塚地武雅（ドランクドラゴン）","ツカジムガ（ドランクドラゴン）","54","17.3","695","444"
"601","790","1079","戸塚純貴","トヅカジュンキ","33","17.3","695","213"
"601","","708","トリンドル玲奈","トリンドルレイナ","33","17.3","579","1156"
"601","453","667","長濱ねる","ナガハマネル（ケヤキザカフォーティーシックス）","27","17.3","504","1086"
"601","","559","松任谷由実","マツトウヤユミ","71","17.3","526","592"
"601","981","777","見上愛","ミカミアイ","25","17.3","798","334"
"601","718","797","横田真悠","ヨコタマユウ","26","17.3","695","444"
"601","539","257","Little Glee Monster","リトルグリーモンスター","","17.3","695","771"
"627","","594","井上真央","イノウエマオ","38","17","579","929"
"627","510","462","伊原六花","イハラリッカ","26","17","482","881"
"627","576","594","エルフ","エルフ","","17","600","592"
"627","480","524","A.B.C-Z","エービーシージー","","17","526","1193"
"627","622","654","大竹一樹（さまぁ～ず）","オオタケカズキ（サマァ～ズ）","57","17","460","944"
"627","790","797","影山優佳","カゲヤマユウカ（ヒナタザカフォーティーシックス）","24","17","619","756"
"627","","436","柏木由紀","カシワギユキ（エーケービーフォーティーエイト）","34","17","397","1183"
"627","335","537","Koki,","コウキ","22","17","560","1145"
"627","667","643","河野純喜（JO1）","コウノジュンキ(ジェイオーワン)","27","17","711","229"
"627","831","667","齊藤京子","サイトウキョウコ（ヒナタザカフォーティーシックス）","28","17","579","929"
"627","480","708","佐々木朗希","ササキロウキ","24","17","397","1104"
"627","740","743","髙木雄也（Hey! Say! JUMP）","タカキユウヤ（ヘイセイジャンプ）","35","17","619","756"
"627","682","626","竹野内豊","タケノウチユタカ","54","17","579","407"
"627","547","94","田中圭","タナカケイ","41","17","33","1274"
"627","","295","長嶋一茂","ナガシマカズシゲ","59","17","291","1220"
"627","","708","橋本良亮（A.B.C-Z）","ハシモトリョウスケ（エー.ビー.シー-ジィー）","32","17","645","1121"
"627","667","643","正門良規（Aぇ! group）","マサカドヨシノリ(エエ！グループ)","28","17","722","374"
"627","461","559","宮下草薙","ミヤシタクサナギ","34","17","376","1130"
"627","667","1028","森香澄","モリカスミ","30","17","311","1260"
"646","635","","ACEes","エイシーズ","","16.7","798","134"
"646","753","686","EXILE TAKAHIRO","エグザイル　タカヒロ","40","16.7","560","659"
"646","","909","えなこ","エナコ","31","16.7","645","1235"
"646","609","743","太田光（爆笑問題）","オオタヒカリ（バクショウモンダイ）","60","16.7","437","1083"
"646","399","500","岡田准一","オカダジュンイチ（ブイシックス）","45","16.7","504","901"
"646","498","427","加藤シゲアキ（NEWS）","カトウシゲアキ（ニュース）","38","16.7","482","527"
"646","522","384","クロちゃん（安田大サーカス）","クロチャン（ヤスダダイサーカス）","48","16.7","79","1272"
"646","1181","889","小坂菜緒（日向坂46）","コサカナオ（ヒナタザカフォーティーシックス）","23","16.7","868","54"
"646","","537","鈴木愛理","スズキアイリ","31","16.7","645","262"
"646","718","815","田村真子","タムラマコ","29","16.7","757","293"
"646","790","612","堤真一","ツツミシンイチ","61","16.7","668","685"
"646","","777","つるの剛士","ツルノタケシ","50","16.7","645","796"
"646","893","743","東京ホテイソン","トウキョウホテイソン","","16.7","645","796"
"646","740","667","中野周平（蛙亭）","ナカノシュウヘイ（カエルテイ）","35","16.7","738","735"
"646","","524","B’z","ビーズ","","16.7","645","262"
"646","922","797","深田竜生（ACEes）","フカダリュウセイ（エイシーズ（ショウネンニンジャ））","23","16.7","834","149"
"646","768","537","モグライダー","モグライダー","","16.7","619","886"
"646","740","1064","森崎ウィン","モリサキウイン","35","16.7","798","334"
"646","453","777","山下美月","ヤマシタミヅキ（ノギザカフォーティーシックス）","26","16.7","504","1086"
"646","703","797","ユースケ（ダイアン）","ユースケ（ダイアン）","48","16.7","560","895"
"666","","551","今田耕司","イマダコウジ","59","16.3","437","1243"
"666","622","537","EXILE","エグザイル","","16.3","560","1145"
"666","","952","大森南朋","オオモリナオ","53","16.3","849","173"
"666","997","777","柏木悠（超特急）","カシワギハル（チョウトッキュウ）","20","16.3","938","35"
"666","","537","草薙航基（宮下草薙）","クサナギコウキ（ミヤシタクサナギ）","34","16.3","332","1235"
"666","","743","剛力彩芽","ゴウリキアヤメ","33","16.3","367","1244"
"666","445","587","tuki.","ツキ","","16.3","351","1252"
"666","564","667","なすなかにし","ナスナカニシ","","16.3","695","610"
"666","388","456","東野幸治","ヒガシノコウジ","58","16.3","332","1193"
"666","893","626","豆原一成（JO1）","マメハライッセイ(ジェイオーワン)","23","16.3","757","428"
"666","","743","宮﨑あおい","ミヤザキアオイ","39","16.3","542","1065"
"666","781","699","ラバーガール","ラバーガール","","16.3","922","66"
"678","","348","阿部一二三","アベヒフミ","28","16","332","1165"
"678","1122","853","池松壮亮","イケマツソウスケ","35","16","798","702"
"678","729","699","井桁弘恵","イゲタヒロエ","28","16","757","293"
"678","842","761","市川團十郎(十三代目/市川海老蔵)","イチカワダンジュウロウ(イチカワエビゾウ)","47","16","619","1193"
"678","399","551","門脇麦","カドワキムギ","33","16","504","1086"
"678","","477","貴島明日香","キジマアスカ","29","16","695","1019"
"678","","1028","高良健吾","コウラケンゴ","38","16","757","610"
"678","510","286","Saucy Dog","サウシードッグ","","16","781","472"
"678","649","761","さや香","サヤカ","","16","781","472"
"678","461","361","下野紘","シモノヒロ","45","16","738","398"
"678","","727","高山一実","タカヤマカズミ（ノギザカフォーティーシックス）","31","16","757","293"
"678","","654","ミッツ・マングローブ","ミッツマングローブ","50","16","482","978"
"690","","777","岩尾望（フットボールアワー）","イワオノゾム（フットボールアワー）","49","15.7","600","850"
"690","","889","オダギリジョー","オダギリジョー","49","15.7","738","581"
"690","","761","唐沢寿明","カラサワトシアキ","62","15.7","668","284"
"690","591","727","河合優実","カワイユウミ","24","15.7","757","428"
"690","1253","1112","斎藤ちはる","サイトウチハル","28","15.7","986","38"
"690","388","797","桜井和寿（Mr.Children）","サクライカズトシ（ミスターチルドレン）","55","15.7","600","592"
"690","609","952","佐々木蔵之介","ササキクラノスケ","57","15.7","738","581"
"690","","686","杉浦太陽","スギウラタイヨウ","44","15.7","460","1106"
"690","399","537","乃木坂46","ノギザカフォーティーシックス","","15.7","645","916"
"690","461","351","坂東龍汰","バンドウリョウタ","28","15.7","645","659"
"690","268","300","ブラックマヨネーズ","ブラックマヨネーズ","","15.7","376","1005"
"701","","981","石川佳純","イシカワカスミ","32","15.3","695","1019"
"701","","594","大友花恋","オオトモカレン","26","15.3","600","971"
"701","","1003","岡田紗佳","オカダサヤカ","31","15.3","938","67"
"701","","572","岡山天音","オカヤマアマネ","31","15.3","738","178"
"701","","727","加藤史帆","カトウシホ（ヒナタザカフォーティーシックス）","27","15.3","816","230"
"701","","708","北村一輝","キタムラカズキ","56","15.3","738","398"
