"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"140","563","482","吉高由里子","ヨシタカユリコ","37","22.7","325","417"
"140","199","161","吉村崇（平成ノブシコブシ）","ヨシムラタカシ（ヘイセイノブシコブシ）","45","22.7","106","1012"
"150","139","147","兼近大樹(EXIT)","カネチカダイキ（イグジット）","34","22.3","106","931"
"150","","128","GACKT","ガクト","52","22.3","98","1140"
"150","311","260","指原莉乃","サシハラリノ（エイチケーティーフォーティーエイト）","33","22.3","106","470"
"150","","248","スピッツ","スピッツ","","22.3","230","642"
"150","182","88","タカ（タカアンドトシ）","タカ（タカアンドトシ）","49","22.3","157","568"
"150","224","110","千原ジュニア（千原兄弟）","チハラジュニア（チハラキョウダイ）","51","22.3","180","696"
"150","347","197","生見愛瑠（めるる）","ヌクミメル（メルル）","23","22.3","145","404"
"150","516","395","乃木坂46","ノギザカフォーティーシックス","","22.3","244","513"
"150","182","121","緑黄色社会","リョクオウショクシャカイ","","22.3","244","231"
"150","61","60","ロッチ","ロッチ","","22.3","157","568"
"160","43","50","相葉雅紀（嵐）","アイバマサキ（アラシ）","42","22","195","716"
"160","39","106","賀来賢人","カクケント","36","22","195","716"
"160","","165","桑田佳祐（サザンオールスターズ）","クワタケイスケ（サザンオールスターズ）","69","22","157","927"
"160","","216","坂上忍","サカガミシノブ","58","22","44","1241"
"160","","","髙比良くるま（令和ロマン）","タカヒラクルマ（レイワロマン）","31","22","244","647"
"160","","147","寺田心","テラダココロ","17","22","74","1216"
"160","286","232","ナインティナイン","ナインティナイン","","22","123","732"
"160","116","77","藤原竜也","フジワラタツヤ","43","22","195","967"
"160","106","161","マヂカルラブリー","マヂカルラブリー","","22","195","446"
"160","97","128","目黒蓮（Snow Man）","メグロレン（スノーマン）","28","22","106","615"
"160","","67","吉田沙保里","ヨシダサオリ","43","22","74","1153"
"171","192","121","池田美優（みちょぱ）","イケダミユウ（ミチョパ）","27","21.7","90","1175"
"171","217","89","くりぃむしちゅー","クリィムシチュー","","21.7","195","598"
"171","61","84","近藤春菜（ハリセンボン）","コンドウハルナ（ハリセンボン）","42","21.7","106","931"
"171","112","93","澤部佑（ハライチ）","サワベユウ（ハライチ）","39","21.7","58","1232"
"171","","137","タモリ","タモリ","80","21.7","46","1201"
"171","210","216","花江夏樹","ハナエナツキ","34","21.7","303","137"
"171","357","248","山里亮太（南海キャンディーズ）","ヤマサトリョウタ（ナンカイキャンディーズ）","48","21.7","123","1168"
"171","286","190","吉岡里帆","ヨシオカリホ","32","21.7","244","231"
"171","268","210","ラウール（Snow Man）","ラウール（スノーマン）","22","21.7","157","568"
"171","224","89","LiSA","リサ","38","21.7","136","759"
"181","61","232","飯尾和樹（ずん）","イイオカズキ（ズン）","56","21.3","180","812"
"181","503","418","生田絵梨花","イクタエリカ（ノギザカフォーティーシックス）","28","21.3","279","382"
"181","376","","今永昇太","イマナガショウタ","32","21.3","383","470"
"181","311","377","上戸彩","ウエトアヤ","40","21.3","157","927"
"181","182","165","3時のヒロイン","サンジノヒロイン","","21.3","106","1150"
"181","","71","ダルビッシュ有","ダルビッシュユウ","39","21.3","136","1060"
"181","629","595","奈緒","ナオ","30","21.3","383","155"
"181","261","186","永瀬廉（King & Prince）","ナガセレン（ キングアンドプリンス）","26","21.3","195","446"
"181","357","147","永野芽郁","ナガノメイ","26","21.3","74","1216"
"181","61","27","松尾駿（チョコレートプラネット）","マツオシュン（チョコレートプラネット）","43","21.3","74","1153"
"181","139","102","三笘薫","ミトマカオル","28","21.3","230","495"
"192","","216","阿部一二三","アベヒフミ","28","21","180","1213"
"192","298","348","大久保佳代子（オアシズ）","オオクボカヨコ（オアシズ）","55","21","180","696"
"192","376","210","昴生（ミキ）","コウセイ（ミキ）","39","21","244","797"
"192","","116","サザンオールスターズ","サザンオールスターズ","","21","230","911"
"192","172","177","佐藤健","サトウタケル","36","21","180","696"
"192","168","273","ダイアン","ダイアン","","21","157","1159"
"192","239","204","名倉潤（ネプチューン）","ナグラジュン（ネプチューン）","57","21","123","1168"
"192","58","121","ぺこぱ","ペコパ","","21","90","1057"
"192","","548","山本美月","ヤマモトミヅキ","34","21","354","797"
"201","217","248","アインシュタイン","アインシュタイン","","20.7","263","515"
"201","82","116","ウッチャンナンチャン","ウッチャンナンチャン","","20.7","157","682"
"201","247","165","おいでやす小田（おいでやすこが）","オイデヤスオダ（オイデヤスコガ）","47","20.7","279","382"
"201","100","102","上白石萌歌","カミシライシモカ","25","20.7","354","291"
"201","172","147","北村匠海（DISH//）","キタムラタクミ（ディッシュ）","28","20.7","145","778"
"201","233","133","クロちゃん（安田大サーカス）","クロチャン（ヤスダダイサーカス）","48","20.7","58","1271"
"201","454","314","桜井和寿（Mr.Children）","サクライカズトシ（ミスターチルドレン）","55","20.7","438","179"
"201","332","165","田中圭","タナカケイ","41","20.7","64","1185"
"201","388","332","DISH//","ディッシュ","","20.7","354","291"
"201","563","443","仲里依紗","ナカリイサ","36","20.7","383","155"
"201","192","280","福士蒼汰","フクシソウタ","32","20.7","195","967"
"201","473","358","福原遥","フクハラハルカ","27","20.7","244","931"
"201","268","197","ブラックマヨネーズ","ブラックマヨネーズ","","20.7","216","620"
"201","311","142","山崎弘也（アンタッチャブル）","ヤマザキヒロナリ（アンタッチャブル）","49","20.7","157","1098"
"215","30","40","秋山竜次（ロバート）","アキヤマリュウジ（ロバート）","47","20.3","145","1194"
"215","155","232","佐々木朗希","ササキロウキ","24","20.3","195","1186"
"215","485","320","さらば青春の光","サラバセイシュンノヒカリ","","20.3","303","732"
"215","87","232","城島茂","ジョウシマシゲル（トキオ）","55","20.3","263","682"
"215","278","106","滝沢カレン","タキザワカレン","33","20.3","216","747"
"215","134","155","中島健人","ナカジマケント（セクシー ゾーン）","31","20.3","180","696"
"215","145","248","福山雅治","フクヤママサハル","56","20.3","46","1268"
"215","217","177","優里","ユウリ","31","20.3","303","412"
"215","217","377","ラランド","ラランド","","20.3","303","412"
"224","182","314","天海祐希","アマミユウキ","58","20","195","967"
"224","357","280","EXILE","エグザイル","","20","157","1098"
"224","395","301","岡田准一","オカダジュンイチ（ブイシックス）","45","20","279","382"
"224","233","","尾形貴弘（パンサー）","オガタタカヒロ（パンサー）","48","20","230","1008"
"224","268","260","キタニタツヤ","キタニタツヤ","29","20","438","1"
"224","150","280","さまぁ～ず","サマァ～ズ","","20","230","1008"
"224","915","443","timelesz","タイムレス（セクシーゾーン）","","20","438","179"
"224","199","165","津田篤宏（ダイアン）","ツダアツヒロ（ダイアン）","49","20","136","1270"
"224","97","165","トム・ブラウン","トムブラウン","","20","279","122"
"224","182","165","ネプチューン","ネプチューン","","20","244","343"
"224","233","","野田クリスタル（マヂカルラブリー）","ノダクリスタル（マヂカルラブリー）","38","20","263","515"
"224","150","121","原田泰造（ネプチューン）","ハラダタイゾウ（ネプチューン）","55","20","136","1179"
"224","247","243","波瑠","ハル","34","20","325","417"
"224","","260","B’z","ビーズ","","20","195","967"
"224","210","273","山田裕貴","ヤマダユウキ","35","20","279","382"
"224","224","147","渡辺隆（錦鯉）","ワタナベタカシ(ニシキゴイ)","47","20","216","1075"
"240","611","611","EXILE TAKAHIRO","エグザイル　タカヒロ","40","19.7","263","965"
"240","168","232","亀梨和也","カメナシカズヤ（カトゥーン）","39","19.7","244","797"
"240","","165","郷ひろみ","ゴウヒロミ","70","19.7","180","1118"
"240","","443","篠原涼子","シノハラリョウコ","52","19.7","279","1210"
"240","516","404","TWICE","トゥワイス","","19.7","410","178"
"240","357","443","松重豊","マツシゲユタカ","62","19.7","303","1005"
"240","454","290","松田元太（Travis Japan）","マツダゲンタ(トラビスジャパン)","26","19.7","481","200"
"240","311","273","見取り図","ミトリズ","","19.7","325","615"
"240","406","467","宮舘涼太（Snow Man）","ミヤダテリョウタ（スノーマン）","32","19.7","354","448"
"249","224","301","朝日奈央","アサヒナオ","31","19.3","230","495"
"249","93","190","アンタッチャブル","アンタッチャブル","","19.3","216","620"
"249","","332","ウエンツ瑛士","ウエンツエイジ（ワット）","40","19.3","145","1142"
"249","836","","内田有紀","ウチダユキ","50","19.3","354","291"
"249","1142","1066","清原果耶","キヨハラカヤ","23","19.3","515","1"
"249","376","210","King & Prince","キングアンドプリンス","","19.3","157","927"
"249","","404","小泉孝太郎","コイズミコウタロウ","47","19.3","279","700"
"249","37","110","児嶋一哉（アンジャッシュ）","コジマカズヤ（アンジャッシュ）","53","19.3","180","812"
"249","376","232","田中みな実","タナカミナミ","39","19.3","180","1018"
"249","","301","Toshl（X JAPAN）","トシ（エックス　ジャパン）","60","19.3","325","762"
"249","596","828","仲間由紀恵","ナカマユキエ","46","19.3","354","291"
"249","298","204","Perfume","パフューム","","19.3","195","1216"
"249","376","342","矢部浩之（ナインティナイン）","ヤベヒロユキ（ナインティナイン）","54","19.3","279","986"
"249","","161","RADWIMPS","ラッドウィンプス","","19.3","279","986"
"249","","232","ローラ","ローラ","35","19.3","106","1262"
"264","406","301","杏","アン","39","19","244","1018"
"264","261","418","生田斗真","イクタトウマ","41","19","244","797"
"264","485","418","岩田剛典（三代目 J SOUL BROTHERS）","イワタタカノリ（サンダイメジェイソウルブラザーズ）","36","19","303","137"
"264","97","121","岡部大（ハナコ）","オカベダイ（ハナコ）","36","19","195","1060"
"264","278","223","おぎやはぎ","オギヤハギ","","19","157","1233"
"264","224","106","上白石萌音","カミシライシモネ","27","19","216","1234"
"264","261","301","小池栄子","コイケエイコ","45","19","216","1150"
"264","298","363","斎藤工","サイトウタクミ","44","19","279","866"
"264","388","332","坂口健太郎","サカグチケンタロウ","34","19","263","682"
"264","163","280","シソンヌ","シソンヌ","","19","354","797"
"264","653","696","杉咲花","スギサキハナ","28","19","383","647"
"264","286","363","鈴木亮平","スズキリョウヘイ","42","19","438","78"
"264","172","290","髙橋海人（King & Prince）","タカハシカイト（キングアンドプリンス）","26","19","230","911"
"264","","204","長州力","チョウシュウリキ","73","19","136","1132"
"264","433","377","西島秀俊","ニシジマヒデトシ","54","19","481","200"
"264","","342","ヒカル","ヒカル","34","19","180","1213"
"264","247","177","平野紫耀（Number_i）","ヒラノショウ（ナンバーアイ）","28","19","195","1060"
"264","199","155","Mr.Children","ミスターチルドレン","","19","354","448"
"264","806","348","芳根京子","ヨシネキョウコ","28","19","515","372"
"283","454","562","アイナ・ジ・エンド","アイナ・ジ・エンド","30","18.7","438","515"
"283","596","296","阿部サダヲ","アベサダヲ","55","18.7","354","955"
"283","320","363","伊藤沙莉","イトウサイリ","31","18.7","354","291"
"283","261","197","稲田直樹（アインシュタイン）","イナダナオキ（アインシュタイン）","40","18.7","263","1065"
"283","653","696","窪田正孝","クボタマサタカ","37","18.7","410","319"
"283","332","268","齋藤飛鳥","サイトウアスカ（ノギザカフォーティーシックス）","27","18.7","410","76"
"283","","780","佐倉綾音","サクラアヤネ","31","18.7","632","85"
"283","347","301","SixTONES","ストーンズ","","18.7","195","716"
"283","320","404","ニューヨーク","ニューヨーク","","18.7","279","382"
"283","433","243","向井康二（Snow Man）","ムカイコウジ（スノーマン）","31","18.7","325","417"
"283","454","280","ゆうちゃみ（古川優奈）","ユウチャミ（コガワユウナ）","24","18.7","325","417"
"283","150","121","ヨルシカ","ヨルシカ","","18.7","263","812"
"295","473","683","青木マッチョ（かけおち）","アオキマッチョ(カケオチ)","30","18.3","515","372"
"295","503","377","伊藤俊介（オズワルド）","イトウシュンスケ（オズワルド）","36","18.3","354","448"
"295","332","268","岩井勇気（ハライチ）","イワイユウキ（ハライチ）","39","18.3","230","1210"
"295","247","243","香取慎吾","カトリシンゴ（スマップ）","48","18.3","354","797"
"295","485","525","川栄李奈","カワエイリナ（エーケービーフォーティーエイト）","30","18.3","303","412"
"295","395","268","後藤輝基（フットボールアワー）","ゴトウテルモト（フットボールアワー）","51","18.3","354","448"
"295","239","525","サーヤ（ラランド）","サーヤ（ラランド）","29","18.3","410","510"
"295","286","296","東京03","トウキョウゼロサン","","18.3","481","200"
"295","777","988","長濱ねる","ナガハマネル（ケヤキザカフォーティーシックス）","27","18.3","556","1"
"295","332","320","爆笑問題","バクショウモンダイ","","18.3","195","1060"
"295","406","320","平子祐希（アルコ＆ピース）","ヒラコユウキ（アルコ＆ピース）","46","18.3","383","981"
"295","","377","本田望結","ホンダミユ","21","18.3","303","1005"
"295","","104","松岡修造","マツオカシュウゾウ","58","18.3","106","1248"
"295","","395","松任谷由実","マツトウヤユミ","71","18.3","410","510"
"295","629","268","矢作兼（おぎやはぎ）","ヤハギケン（オギヤハギ）","54","18.3","263","965"
"295","268","190","山田涼介（Hey! Say! JUMP）","ヤマダリョウスケ（ヘイセイジャンプ）","32","18.3","279","574"
"295","134","216","渡辺直美","ワタナベナオミ","38","18.3","195","1060"
"312","298","161","新しい学校のリーダーズ","アタラシイガッコウノリーダーズ","","18","98","1266"
"312","116","127","石原さとみ","イシハラサトミ","38","18","157","1098"
"312","433","562","AKB48","エーケービーフォーティーエイト","","18","592","231"
"312","332","348","大竹一樹（さまぁ～ず）","オオタケカズキ（サマァ～ズ）","57","18","145","1216"
"312","376","301","風間俊介","カザマシュンスケ","42","18","230","777"
"312","611","514","木村文乃","キムラフミノ","38","18","354","291"
"312","","577","桐谷美玲","キリタニミレイ","35","18","325","1018"
"312","485","443","小芝風花","コシバフウカ","28","18","515","1"
"312","172","223","佐藤栞里","サトウシオリ","35","18","230","1008"
"312","653","404","清野菜名","セイノナナ","31","18","383","470"
"312","357","137","タイムマシーン3号","タイムマシーンサンゴウ","","18","438","897"
"312","","320","土屋太鳳","ツチヤタオ","30","18","325","762"
"312","311","273","DJ松永（Creepy Nuts）","ディージェーマツナガ（クリーピーナッツ）","35","18","263","515"
"312","","314","中川翔子","ナカガワショウコ","40","18","145","1216"
"312","298","301","中島みゆき","ナカジマミユキ","73","18","410","319"
"312","82","197","ナダル（コロコロチキチキペッパーズ）","ナダル（コロコロチキチキペッパーズ）","40","18","195","1138"
"312","347","253","二階堂ふみ","ニカイドウフミ","31","18","244","647"
"312","239","493","ニシダ（ラランド）","ニシダ（ラランド）","31","18","438","179"
"312","130","223","ハライチ","ハライチ","","18","195","1138"
"312","93","50","バイきんぐ","バイキング","","18","303","595"
"312","298","232","東野幸治","ヒガシノコウジ","58","18","216","1075"
"312","424","377","フットボールアワー","フットボールアワー","","18","244","647"
"312","424","348","マカロニえんぴつ","マカロニエンピツ","","18","481","343"
"312","278","348","松岡昌宏","マツオカマサヒロ（トキオ）","48","18","303","595"
"312","1004","737","松本まりか","マツモトマリカ","41","18","438","515"
"312","395","332","盛山晋太郎(見取り図)","モリヤマシンタロウ（ミトリズ）","39","18","325","762"
"312","278","177","山本由伸","ヤマモトヨシノブ","27","18","383","812"
"339","836","780","新木優子","アラキユウコ","31","17.7","515","79"
"339","261","197","EXIT","イグジィット","","17.7","325","615"
"339","332","186","池田エライザ","イケダエライザ","29","17.7","354","1066"
"339","","296","今田耕司","イマダコウジ","59","17.7","145","1074"
"339","376","377","大橋和也（なにわ男子）","オオハシカズヤ(ナニワダンシ)","28","17.7","383","300"
"339","433","595","加藤清史郎","カトウセイシロウ","24","17.7","325","922"
"339","122","106","川島明（麒麟）","カワシマアキラ（キリン)","46","17.7","325","277"
"339","286","280","小松菜奈","コマツナナ","29","17.7","325","1133"
"339","722","377","しなこ","シナコ","29","17.7","325","922"
"339","","828","高橋克典","タカハシカツノリ","60","17.7","556","225"
"339","406","443","東京ホテイソン","トウキョウホテイソン","","17.7","438","716"
"339","","482","ポルノグラフィティ","ポルノグラフィティ","","17.7","438","716"
"339","413","595","水瀬いのり","ミナセイノリ","29","17.7","592","417"
"339","473","320","ミルクボーイ","ミルクボーイ","","17.7","438","716"
"339","1004","514","山添寛（相席スタート）","ヤマゾエカン(アイセキスタート)","40","17.7","438","716"
"354","","248","浅田真央","アサダマオ","35","17.3","230","1008"
"354","629","377","阿部亮平（Snow Man）","アベリョウヘイ（スノーマン）","31","17.3","354","637"
"354","1004","595","EXILE NAOTO（三代目 J SOUL BROTHERS）","エグザイル　ナオト（サンダイメジェイソウルブラザーズ）","42","17.3","556","80"
"354","247","290","柴田英嗣（アンタッチャブル）","シバタヒデツグ（アンタッチャブル）","50","17.3","230","1174"
"354","836","857","JO1","ジェイオーワン","","17.3","675","259"
"354","696","514","ちゃんみな","チャンミナ","27","17.3","303","890"
"354","320","493","塚地武雅（ドランクドラゴン）","ツカジムガ（ドランクドラゴン）","54","17.3","263","812"
"354","","548","トリンドル玲奈","トリンドルレイナ","33","17.3","303","890"
"354","454","630","成田凌","ナリタリョウ","32","17.3","303","1106"
