"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"354","233","137","パンサー","パンサー","43","17.3","244","931"
"354","","404","ぱーてぃーちゃん","パーティーチャン","","17.3","354","637"
"354","629","467","BTS（防弾少年団）","ビーティーエス（ボウダンショウネンダン）","","17.3","383","1089"
"354","","431","丸山桂里奈","マルヤマカリナ","42","17.3","354","637"
"354","696","514","丸山礼","マルヤマレイ","28","17.3","354","637"
"354","","177","MISIA","ミーシャ","47","17.3","230","230"
"354","","363","役所広司","ヤクショコウジ","69","17.3","438","515"
"354","406","253","ゆめっち（3時のヒロイン）","ユメッチ(サンジノヒロイン)","31","17.3","383","812"
"354","653","418","横山裕（SUPER EIGHT(関ジャニ∞))","ヨコヤマユウ（スーパーエイト(カンジャニエイト)）","44","17.3","354","955"
"354","433","216","令和ロマン","レイワロマン","","17.3","438","897"
"373","749","737","河合優実","カワイユウミ","24","17","556","1"
"373","332","443","木村佳乃","キムラヨシノ","49","17","279","866"
"373","","260","きゃりーぱみゅぱみゅ","キャリーパミュパミュ","32","17","180","1213"
"373","","683","佐々木希","ササキノゾミ","37","17","157","1265"
"373","286","110","関口メンディー","セキグチメンディー（ジェネレーションズ フロム エグザイルトライブ）","34","17","195","1186"
"373","516","630","仲野太賀","ナカノタイガ","32","17","383","300"
"373","653","290","なにわ男子","ナニワダンシ","","17","263","682"
"373","424","204","西村瑞樹（バイきんぐ）","ニシムラミズキ（バイキング）","48","17","279","257"
"373","247","210","藤井風","フジイカゼ","28","17","410","870"
"373","247","332","宮野真守","ミヤノマモル","42","17","383","300"
"373","278","458","山下智久","ヤマシタトモヒサ（ニュース）","40","17","216","1234"
"373","534","548","山之内すず","ヤマノウチスズ","24","17","325","922"
"373","433","377","ONE OK ROCK","ワンオクロック","","17","438","341"
"386","","780","葵わかな","アオイワカナ","27","16.7","515","207"
"386","","696","石田ゆり子","イシダユリコ","56","16.7","325","1199"
"386","278","296","井上尚弥","イノウエナオヤ","32","16.7","438","179"
"386","","780","井上真央","イノウエマオ","38","16.7","515","598"
"386","915","1099","内田理央","ウチダリオ","34","16.7","410","1003"
"386","413","418","Aimer","エメ","","16.7","556","812"
"386","722","482","大谷亮平","オオタニリョウヘイ","45","16.7","279","1160"
"386","485","630","きょん（コットン）","キョン（コットン）","38","16.7","410","76"
"386","127","155","久保建英","クボタケフサ","24","16.7","354","955"
"386","","761","黒木瞳","クロキヒトミ","65","16.7","675","732"
"386","653","253","佐久間大介（Snow Man）","サクマダイスケ（スノーマン）","33","16.7","481","749"
"386","100","116","佐藤二朗","サトウジロウ","56","16.7","438","515"
"386","534","467","佐野勇斗（M!LK）","サノハヤト（ミルク）","27","16.7","410","319"
"386","","301","椎名林檎","シイナリンゴ","47","16.7","410","686"
"386","413","458","志尊淳","シソンジュン","30","16.7","325","417"
"386","534","363","下野紘","シモノヒロ","45","16.7","383","812"
"386","268","404","ジェシー（SixTONES)","ジェシー（ストーンズ)","29","16.7","279","700"
"386","","418","高嶋ちさ子","タカシマチサコ","57","16.7","106","1279"
"386","","664","高橋英樹","タカハシヒデキ","81","16.7","438","515"
"386","563","649","ディーン・フジオカ","ディーンフジオカ","45","16.7","481","343"
"386","433","443","西野七瀬","ニシノナナセ（ノギザカフォーティーシックス）","31","16.7","279","986"
"386","134","404","ヒコロヒー","ヒコロヒー","36","16.7","216","881"
"386","","696","本田真凜","ホンダマリン","24","16.7","556","812"
"386","","664","前田敦子","マエダアツコ（エーケービーフォーティーエイト）","34","16.7","303","890"
"386","","342","桝太一","マスタイチ","44","16.7","303","890"
"386","534","467","百田夏菜子（ももいろクローバーＺ）","モモタカナコ（モモイロクローバーゼット）","31","16.7","279","1246"
"386","722","611","山下美月","ヤマシタミヅキ（ノギザカフォーティーシックス）","26","16.7","592","231"
"386","332","232","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","16.7","354","955"
"386","","443","渡辺謙","ワタナベケン","66","16.7","325","1018"
"415","","320","aiko","アイコ","50","16.3","556","225"
"415","","683","飯豊まりえ","イイトヨマリエ","27","16.3","592","1153"
"415","","664","柏木由紀","カシワギユキ（エーケービーフォーティーエイト）","34","16.3","354","1209"
"415","","595","唐沢寿明","カラサワトシアキ","62","16.3","303","1180"
"415","","210","河村勇輝","カワムラユウキ","24","16.3","410","1122"
"415","182","155","岸優太（Number_i）","キシユウタ（ナンバーアイ）","30","16.3","325","615"
"415","","1066","坂口憲二","サカグチケンジ","50","16.3","717","279"
"415","749","949","佐々木蔵之介","ササキクラノスケ","57","16.3","592","417"
"415","163","363","ジェラードン","ジェラードン","","16.3","556","225"
"415","413","458","竹野内豊","タケノウチユタカ","54","16.3","325","1133"
"415","347","314","田中裕二（爆笑問題）","タナカユウジ（バクショウモンダイ）","60","16.3","216","1234"
"415","596","548","多部未華子","タベミカコ","36","16.3","481","200"
"415","579","577","玉森裕太（Kis-My-Ft2）","タマモリユウタ（キスマイフットツー）","35","16.3","383","981"
"415","473","332","津田健次郎","ツダケンジロウ","54","16.3","354","1066"
"415","579","630","妻夫木聡","ツマブキサトシ","44","16.3","481","200"
"415","","223","土佐兄弟","トサキョウダイ","","16.3","244","1254"
"415","357","493","DOMOTO(KinKi Kids)","ドウモト（キンキキッズ）","","16.3","438","716"
"415","503","525","日向坂46","ヒナタザカフォーティーシックス","","16.3","481","200"
"415","836","828","古川琴音","フルカワコトネ","29","16.3","632","249"
"415","","715","松下奈緒","マツシタナオ","40","16.3","515","372"
"415","596","320","みなみかわ","ミナミカワ","43","16.3","592","417"
"415","286","301","三村マサカズ（さまぁ～ず）","ミムラマサカズ（サマァーズ）","58","16.3","279","574"
"415","473","611","モグライダー","モグライダー","","16.3","438","341"
"415","347","377","森田哲矢（さらば青春の光）","モリタテツヤ（サラバセイシュンノヒカリ）","44","16.3","279","866"
"415","1255","949","守屋麗奈（櫻坂46）","モリヤレナ（サクラザカフォーティーシックス)","25","16.3","814","327"
"415","629","857","安田顕","ヤスダケン","51","16.3","481","931"
"415","611","404","山崎育三郎","ヤマザキイクサブロウ","39","16.3","354","797"
"415","749","611","山本舞香","ヤマモトマイカ","28","16.3","515","789"
"415","433","363","吉田敬（ブラックマヨネーズ）","ヨシダタカシ（ブラックマヨネーズ）","52","16.3","145","1249"
"444","1116","882","INI","アイエヌアイ","","16","814","100"
"444","611","562","[ALEXANDROS]","アレキサンドロス","","16","717","89"
"444","596","514","石川祐希","イシカワユウキ","29","16","632","452"
"444","611","404","磯村勇斗","イソムラハヤト","33","16","410","686"
"444","454","562","Kis-My-Ft2","キスマイフットツー","","16","354","637"
"444","","358","小手伸也","コテシンヤ","51","16","438","515"
"444","","525","剛力彩芽","ゴウリキアヤメ","33","16","244","1216"
"444","749","630","櫻坂46","サクラザカフォーティーシックス（ケヤキザカフォーティーシックス）","","16","556","406"
"444","836","1066","佐々木彩夏（ももいろクローバーＺ）","ササキアヤカ（モモイロクローバーゼット）","29","16","556","406"
"444","579","630","高橋文哉","タカハシフミヤ","24","16","556","406"
"444","629","548","高畑充希","タカハタミツキ","33","16","383","812"
"444","","377","千原兄弟","チハラキョウダイ","","16","438","897"
"444","","358","秦基博","ハタモトヒロ","45","16","410","1003"
"444","","253","速水もこみち","ハヤミモコミチ","41","16","383","812"
"444","1039","761","藤井流星（WEST.）","フジイリュウセイ（ウエスト（ジャニーズウエスト））","32","16","481","343"
"444","653","404","増田貴久（NEWS）","マスダタカヒサ（ニュース）","39","16","481","749"
"444","","715","三浦友和","ミウラトモカズ","73","16","592","647"
"444","534","562","満島真之介","ミツシマシンノスケ","36","16","481","343"
"444","1039","649","宮澤エマ","ミヤザワエマ","37","16","481","749"
"444","877","595","村重杏奈","ムラシゲアンナ","27","16","556","80"
"444","534","348","森本慎太郎（SixTONES)","モリモトシンタロウ（ストーンズ）","28","16","410","319"
"465","376","223","亜生(ミキ)","アセイ（ミキ）","37","15.7","325","922"
"465","192","223","綾野剛","アヤノゴウ","43","15.7","279","1210"
"465","433","458","安藤サクラ","アンドウサクラ","39","15.7","438","716"
"465","","525","オダギリジョー","オダギリジョー","49","15.7","592","417"
"465","","562","菅野美穂","カンノミホ","48","15.7","556","631"
"465","","664","倉科カナ","クラシナカナ","37","15.7","717","279"
"465","433","630","齊藤京子","サイトウキョウコ（ヒナタザカフォーティーシックス）","28","15.7","592","82"
"465","","458","柴咲コウ","シバサキコウ","44","15.7","438","716"
"465","563","280","春風亭昇太","シュンプウテイショウタ","65","15.7","410","1122"
"465","629","630","瀬戸康史","セトコウジ","37","15.7","515","372"
"465","424","467","なえなの","ナエナノ","24","15.7","592","417"
"465","224","273","南原清隆（ウッチャンナンチャン）","ナンバラキヨタカ（ウッチャンナンチャン）","60","15.7","263","1142"
"465","653","493","ハシヤスメ・アツコ","ハシヤスメ・アツコ","","15.7","592","875"
"465","311","223","長谷川忍（シソンヌ）","ハセガワシノブ（シソンヌ）","47","15.7","410","870"
"465","836","577","濱田岳","ハマダガク","37","15.7","383","981"
"465","977","649","藤ヶ谷太輔（Kis-My-Ft2）","フジガヤタイスケ（キスマイフットツー）","38","15.7","438","716"
"465","332","525","Hey! Say! JUMP","ヘイセイジャンプ","","15.7","354","797"
"465","357","595","松村北斗（SixTONES)","マツムラホクト（ストーンズ)","30","15.7","410","510"
"465","1225","1099","南沙良","ミナミサラ","23","15.7","675","498"
"465","","761","SAKURA（宮脇咲良/LE SSERAFIM）","ミヤワキサクラ（ルセラフィム）","27","15.7","717","279"
"465","","803","MEGUMI","メグミ","44","15.7","556","631"
"465","139","243","山田孝之","ヤマダタカユキ","42","15.7","410","870"
"465","","664","リリー・フランキー","リリーフランキー","62","15.7","515","372"
"488","596","649","市原隼人","イチハラハヤト","38","15.3","592","647"
"488","516","482","イワクラ（蛙亭）","イワクラ（カエルテイ）","35","15.3","481","749"
"488","1116","780","HKT48","エイチケーティーフォーティーエイト","","15.3","984","1"
"488","","857","大島優子","オオシマユウコ（エーケービーフォーティーエイト）","37","15.3","303","1216"
"488","395","467","太田光（爆笑問題）","オオタヒカリ（バクショウモンダイ）","60","15.3","244","1216"
"488","247","404","オズワルド","オズワルド","","15.3","592","231"
"488","376","273","梶裕貴","カジユウキ","40","15.3","556","812"
"488","516","595","髙地優吾（SixTONES)","コウチユウゴ（ストーンズ）","31","15.3","383","812"
"488","","525","ザ・マミィ","ザ・マミィ","","15.3","515","598"
"488","596","664","ショーゴ（東京ホテイソン）","ショーゴ（トウキョウホテイソン）","31","15.3","515","598"
"488","","780","純烈","ジュンレツ","","15.3","438","897"
"488","","696","鈴木愛理","スズキアイリ","31","15.3","632","452"
"488","217","363","高橋一生","タカハシイッセイ","44","15.3","303","890"
"488","424","290","tuki.","ツキ","","15.3","717","89"
"488","433","363","中川大志","ナカガワタイシ","27","15.3","410","1194"
"488","629","525","長谷川博己","ハセガワヒロキ","48","15.3","354","1152"
"488","777","780","比嘉愛未","ヒガマナミ","39","15.3","556","406"
"488","534","493","平手友梨奈","ヒラテユリナ（ケヤキザカフォーティーシックス）","24","15.3","481","749"
"488","836","761","BE:FIRST","ビーファースト","","15.3","761","1"
"488","","431","松坂大輔","マツザカダイスケ","45","15.3","303","1216"
"488","454","301","宮下草薙","ミヤシタクサナギ","34","15.3","325","1018"
"488","653","803","森香澄","モリカスミ","30","15.3","515","598"
"488","357","443","ラバーガール","ラバーガール","","15.3","410","319"
"511","413","857","井桁弘恵","イゲタヒロエ","28","15","632","249"
"511","915","649","岩本照（Snow Man）","イワモトヒカル（スノーマン）","32","15","515","789"
"511","","525","えなこ","エナコ","31","15","556","631"
"511","1087","482","A.B.C-Z","エービーシージー","","15","592","875"
"511","534","404","岡田将生","オカダマサキ","36","15","438","1018"
"511","210","342","鬼越トマホーク","オニゴエトマホーク","","15","410","870"
"511","722","232","かが屋","カガヤ","","15","592","417"
"511","413","482","角田晃広（東京03）","カクタアキヒロ（トウキョウゼロサン）","51","15","438","716"
"511","","467","加藤浩次","カトウコウジ","56","15","438","1269"
"511","672","914","神田愛花","カンダアイカ","45","15","515","372"
"511","433","882","京本大我（SixTONES)","キョウモトタイガ（ストーンズ)","30","15","383","647"
"511","","514","佐藤隆太","サトウリュウタ","45","15","481","931"
"511","376","418","三代目 J SOUL BROTHERS from EXILE TRIBE","サンダイメジェイソウルブラザーズ フロム エグザイルトライブ","","15","481","200"
"511","503","761","重岡大毅（WEST.）","シゲオカダイキ（ウエスト（ジャニーズウエスト））","33","15","383","647"
"511","503","363","真空ジェシカ","シンクウジェシカ","","15","556","631"
"511","","493","田中碧","タナカアオ","27","15","515","789"
"511","406","363","玉木宏","タマキヒロシ","45","15","325","922"
"511","320","562","堤真一","ツツミシンイチ","61","15","383","647"
"511","563","342","堂本剛（DOMOTO（KinKi Kids））","ドウモトツヨシ（ドウモト（キンキキッズ））","46","15","263","1237"
"511","672","630","中村アン","ナカムラアン","38","15","481","1171"
"511","","611","中村俊介","ナカムラシュンスケ","50","15","592","82"
"511","877","630","バッテリィズ","バッテリィズ","","15","717","279"
"511","320","649","ひょうろく","ヒョウロク","38","15","481","576"
"511","320","404","深澤辰哉（Snow Man）","フカザワタツヤ（スノーマン）","33","15","515","372"
"511","","458","蛍原徹","ホトハラトオル（アメアガリケッシタイ）","57","15","410","1122"
"511","139","133","堀内健（ネプチューン）","ホリウチケン（ネプチューン）","55","15","279","866"
"511","579","467","ぼる塾","ボルジュク","","15","383","981"
"511","503","562","松山ケンイチ","マツヤマケンイチ","40","15","438","1018"
"511","210","320","間宮祥太朗","マミヤショウタロウ","32","15","515","372"
"511","516","683","丸山隆平（SUPER EIGHT(関ジャニ∞)）","マルヤマリュウヘイ（スーパーエイト(カンジャニエイト)）","42","15","515","372"
"511","836","514","三浦翔平","ミウラショウヘイ","37","15","325","1133"
"511","672","514","水田わさび","ミズタワサビ","51","15","632","249"
"511","332","280","村上信五（SUPER EIGHT(関ジャニ∞)）","ムラカミシンゴ（スーパーエイト(カンジャニエイト)）","43","15","438","1018"
"511","424","395","モモ（TWICE/MISAMO）","モモ（トゥワイス/ミサモ)","29","15","632","249"
"511","653","630","ロングコートダディ","ロングコートダディ","","15","632","249"
"546","","611","生駒里奈","イコマリナ（ノギザカフォーティーシックス）","29","14.7","632","452"
"546","","253","稲葉浩志（B’z）","イナバコウシ（ビーズ）","61","14.7","481","749"
"546","","431","ウエストランド","ウエストランド","","14.7","632","452"
"546","376","630","内田真礼","ウチダマアヤ","35","14.7","675","259"
"546","836","1026","Aぇ! group","エエグループ","","14.7","632","452"
"546","516","395","小木博明（おぎやはぎ）","オギヒロアキ（オギヤハギ）","54","14.7","481","749"
"546","286","548","蛙亭","カエルテイ","","14.7","556","406"
"546","534","253","空気階段","クウキカイダン","","14.7","592","647"
"546","","363","草薙航基（宮下草薙）","クサナギコウキ（ミヤシタクサナギ）","34","14.7","354","955"
"546","","803","桑子真帆","クワコマホ","38","14.7","761","300"
"546","1142","","佐々木舞香（＝LOVE）","ササキマイカ（イコールラブ）","25","14.7","717","515"
"546","516","696","渋谷凪咲","シブヤナギサ(エヌエムビーフォーティーエイト)","29","14.7","592","231"
"546","672","467","染谷将太","ソメタニショウタ","33","14.7","592","1018"
"546","357","467","千葉雄大","チバユウダイ","36","14.7","438","515"
"546","877","988","當真あみ","トウマアミ","19","14.7","717","515"
"546","","595","冨永愛","トミナガアイ","43","14.7","481","1068"
"546","611","395","Travis Japan","トラビスジャパン","","14.7","717","515"
"546","454","431","なすなかにし","ナスナカニシ","","14.7","632","452"
"546","579","","成田悠輔","ナリタユウスケ","","14.7","438","515"
"546","","914","錦戸亮","ニシキドリョウ（カンジャニエイト）","41","14.7","556","812"
"546","749","467","西畑大吾（なにわ男子）","ニシハタダイゴ（ナニワダンシ）","28","14.7","592","1018"
"546","454","493","NEWS","ニュース","","14.7","556","406"
"546","","715","野村周平","ノムラシュウヘイ","32","14.7","675","732"
"546","1207","988","畑芽育","ハタメイ","23","14.7","717","515"
"546","749","1066","町田啓太","マチダケイタ","35","14.7","675","732"
"546","534","482","松下洸平","マツシタコウヘイ","38","14.7","515","967"
"546","395","562","道枝駿佑（なにわ男子）","ミチエダシュンスケ（ナニワダンシ）","23","14.7","438","897"
"546","357","493","向井理","ムカイオサム","43","14.7","383","812"
"546","877","1066","山下幸輝","ヤマシタコウキ","24","14.7","761","300"
"546","836","857","山田杏奈","ヤマダアンナ","24","14.7","632","452"
"546","1039","664","矢本悠馬","ヤモトユウマ","35","14.7","592","647"
"577","","780","今市隆二（三代目 J SOUL BROTHERS）","イマイチリュウジ（サンダイメジェイソウルブラザーズ）","39","14.3","515","789"
"577","","525","岩尾望（フットボールアワー）","イワオノゾム（フットボールアワー）","49","14.3","481","931"
"577","836","988","浮所飛貴（ACEes）","ウキショヒダカ（エイシーズ（ビショウネン））","23","14.3","632","249"
"577","1004","431","江口拓也","エグチタクヤ","38","14.3","675","962"
"577","","431","織田裕二","オダユウジ","57","14.3","410","870"
"577","672","737","門脇麦","カドワキムギ","33","14.3","632","249"
"577","","761","北山宏光","キタヤマヒロミツ（キスマイフットツー）","40","14.3","675","86"
"577","","803","小嶋陽菜","コジマハルナ（エーケービーフォーティエイト）","37","14.3","632","688"
"577","268","332","沢村一樹","サワムライッキ","58","14.3","515","1103"
"577","","1257","椎名桔平","シイナキッペイ","61","14.3","717","1"
"577","298","204","じろう（シソンヌ）","ジロウ（シソンヌ）","47","14.3","632","249"
"577","777","493","SUPER EIGHT(関ジャニ∞)","スーパーエイト(カンジャニエイト)","","14.3","410","1122"
"577","696","577","SUPER BEAVER","スーパービーバー","","14.3","761","92"
"577","563","493","たける（東京ホテイソン）","タケル（トウキョウホテイソン）","30","14.3","481","931"
"577","485","715","出口夏希","デグチナツキ","24","14.3","592","82"
"577","877","780","南波雅俊","ナンバマサトシ","37","14.3","632","688"
"577","1004","803","二階堂高嗣（Kis-My-Ft2）","ニカイドウタカシ（キスマイフットツー）","35","14.3","592","417"
"577","","988","≠ME","ノットイコールミー","","14.3","761","92"
"577","","857","野間口徹","ノマグチトオル","52","14.3","556","1000"
"577","217","253","ミキ","ミキ","","14.3","383","981"
"577","","696","八嶋智人","ヤシマノリト","55","14.3","515","372"
"577","1266","649","横田真悠","ヨコタマユウ","26","14.3","927","382"
"577","","525","吉田羊","ヨシダヨウ","51","14.3","410","1239"
"600","611","443","伊藤健太郎","イトウケンタロウ（ケンタロウ）","28","14","556","812"
"600","653","525","上田竜也","ウエダタツヤ（カトゥーン）","42","14","556","812"
"600","516","493","上野樹里","ウエノジュリ","39","14","515","1186"
"600","","595","大沢たかお","オオサワタカオ","57","14","410","1194"
"600","696","715","岡田結実","オカダユイ","25","14","632","915"
"600","503","548","片寄涼太(GENERATIONS from EXILE TRIBE)","カタヨセリョウタ（ジェネレーションズフロムエグザイルトライブ）","31","14","556","812"
"600","","548","勝俣州和","カツマタクニカズ","60","14","383","1089"
"600","247","418","かなで（3時のヒロイン）","カナデ（サンジノヒロイン）","33","14","383","812"
"600","298","683","神谷浩史","カミヤヒロシ","50","14","675","259"
"600","1004","737","ガクテンソク","ガクテンソク","","14","814","100"
"600","","562","桐生祥秀","キリュウヨシヒデ","29","14","675","259"
"600","672","949","久間田琳加","クマダリンカ","24","14","717","515"
"600","","","ぐんぴぃ（春とヒコーキ）","グンピィ（ハルトヒコーキ）","35","14","632","452"
"600","","761","小日向文世","コヒナタフミヨ","71","14","761","300"
"600","749","548","Saucy Dog","サウシードッグ","","14","632","915"
"600","836","988","GENERATIONS from EXILE TRIBE","ジェネレーションズフロムエグザイルトライブ","","14","717","89"
"600","1004","828","千賀健永（Kis-My-Ft2）","センガケント（キスマイフットツー）","34","14","515","598"
"600","","577","谷原章介","タニハラショウスケ","53","14","515","967"
"600","611","664","玉城ティナ","タマシロティナ","28","14","515","598"
"600","915","803","ダウ90000","ダウキュウーマン","","14","761","1"
"600","206","314","堂安律","ドウアンリツ","27","14","481","749"
"600","653","683","中西アルノ(乃木坂46)","ナカニシアルノ（ノギザカフォーティーシックス）","22","14","814","100"
"600","806","737","永尾柚乃","ナガオユノ","9","14","717","515"
"600","","857","長野博","ナガノヒロシ（ブイシックス）","53","14","675","732"
"600","","1125","夏菜","ナツナ","36","14","864","343"
"600","454","348","早田ひな","ハヤタヒナ","25","14","515","967"
"600","611","577","原菜乃華","ハラナノカ","22","14","632","452"
"600","696","493","藤井貴彦","フジイタカヒコ","53","14","481","1068"
"600","473","493","藤原丈一郎（なにわ男子）","フジワラジョウイチロウ(ナニワダンシ)","29","14","515","967"
"600","596","493","堀田茜","ホッタアカネ","33","14","675","732"
"600","749","737","マユリカ","マユリカ","","14","761","300"
"600","672","514","MISAMO","ミサモ","","14","632","452"
"600","722","443","八乙女光（Hey! Say! JUMP）","ヤオトメヒカル（ヘイセイジャンプ）","34","14","481","749"
"600","696","715","LE SSERAFIM","ルセラフィム","","14","761","300"
"600","877","332","渡辺翔太（Snow Man）","ワタナベショウタ（スノーマン）","33","14","556","812"
"635","977","914","IMP.","アイエムピー","","13.7","864","111"
"635","454","780","秋元真夏","アキモトマナツ（ノギザカ フォーティーシックス）","32","13.7","675","86"
"635","","1269","石川恋","イシカワレン","32","13.7","761","92"
"635","454","577","詩羽（水曜日のカンパネラ）","ウタハ（スイヨウビノカンパネラ）","24","13.7","556","225"
"635","","737","江口洋介","エグチヨウスケ","57","13.7","675","498"
"635","","857","大友花恋","オオトモカレン","26","13.7","814","327"
"635","","377","北村一輝","キタムラカズキ","56","13.7","481","576"
"635","357","268","桐谷健太","キリタニケンタ","45","13.7","325","1274"
"635","","525","草刈正雄","クサカリマサオ","73","13.7","632","688"
"635","","482","ケツメイシ","ケツメイシ","","13.7","556","225"
"635","672","914","小坂菜緒（日向坂46）","コサカナオ（ヒナタザカフォーティーシックス）","23","13.7","675","498"
"635","579","595","コットン","コットン","","13.7","481","576"
"635","596","649","佐久間宣行","サクマノブユキ","50","13.7","717","279"
"635","534","737","真田広之","サナダヒロユキ","65","13.7","592","1153"
"635","777","649","サナ（TWICE/MISAMO)","サナ（トゥワイス/ミサモ)","28","13.7","761","581"
"635","722","301","さや香","サヤカ","","13.7","675","498"
"635","","857","杉浦太陽","スギウラタイヨウ","44","13.7","515","789"
"635","130","","鈴木誠也","スズキセイヤ","31","13.7","515","789"
"635","806","611","高城れに（ももいろクローバーＺ）","タカギレニ（モモイロクローバーゼット）","32","13.7","592","1153"
"635","806","548","高杉真宙","タカスギマヒロ","29","13.7","515","1103"
"635","672","548","高橋恭平（なにわ男子）","タカハシキョウヘイ(ナニワダンシ)","25","13.7","515","1103"
"635","806","1125","竹財輝之助","タケザイテルノスケ","45","13.7","864","647"
"635","1004","1066","醍醐虎汰朗","ダイゴコタロウ","25","13.7","814","327"
"635","836","828","超特急","チョウトッキュウ","","13.7","632","688"
"635","","493","ちょんまげラーメン（インディアンス）","チョンマゲラーメン（インディアンス）","","13.7","675","86"
"635","","562","つるの剛士","ツルノタケシ","50","13.7","438","1206"
"635","","696","天才ピアニスト","テンサイピアニスト","","13.7","761","581"
"635","433","577","中村悠一","ナカムラユウイチ","45","13.7","761","92"
"635","388","458","野呂佳代","ノロカヨ","42","13.7","383","1255"
"635","653","611","紅しょうが","ベニショウガ","","13.7","761","92"
"635","","857","堀未央奈","ホリミオナ（ノギザカフォーティーシックス）","29","13.7","675","498"
"635","424","577","松岡茉優","マツオカマユ","30","13.7","481","1171"
"635","953","1099","松本若菜","マツモトワカナ","41","13.7","717","778"
"635","","577","村上佳菜子","ムラカミカナコ","31","13.7","303","1180"
"635","877","290","ユースケ（ダイアン）","ユースケ（ダイアン）","48","13.7","675","498"
"635","877","828","横尾渉（Kis-My-Ft2）","ヨコオワタル（キスマイフットツー）","39","13.7","717","279"
"635","","342","横山だいすけ","ヨコヤマダイスケ","42","13.7","438","716"
"672","672","649","有岡大貴（Hey! Say! JUMP）","アリオカダイキ（ヘイセイジャンプ）","34","13.3","592","647"
"672","","611","石川佳純","イシカワカスミ","32","13.3","556","812"
"672","777","857","犬飼貴丈","イヌカイアツヒロ","31","13.3","814","620"
"672","433","595","伊野尾慧（Hey! Say! JUMP）","イノオケイ（ヘイセイジャンプ）","35","13.3","632","452"
"672","977","780","伊原六花","イハラリッカ","26","13.3","632","1182"
"672","749","780","遠藤さくら（乃木坂46）","エンドウサクラ（ノギザカフォーティーシックス）","24","13.3","717","515"
"672","722","377","大西流星（なにわ男子）","オオニシリュウセイ(ナニワダンシ)","24","13.3","515","1186"
"672","","1026","加藤史帆","カトウシホ（ヒナタザカフォーティーシックス）","27","13.3","675","259"
"672","1087","882","金川紗耶(乃木坂46)","カナガワサヤ（ノギザカフォーティーシックス）","24","13.3","1046","155"
"672","629","431","河合郁人","カワイフミト（エー.ビー.シー-ジィー）","38","13.3","675","259"
"672","749","803","黒木華","クロキハル","35","13.3","632","452"
"672","","232","こがけん（おいでやすこが）","コガケン（オイデヤスコガ）","46","13.3","325","1018"
"672","1004","882","小瀧望（WEST.）","コタキノゾム（ウエスト（ジャニーズウエスト））","29","13.3","717","515"
"672","454","611","佐藤勝利（timelesz）","サトウショウリ（タイムレス(セクシーゾーン)）","29","13.3","515","598"
"672","579","","篠塚大輝(timelesz)","シノヅカタイキ（タイムレス）","23","13.3","814","100"
"672","977","715","菅原咲月（乃木坂46）","スガワラサツキ（ノギザカフォーティシックス）","20","13.3","1046","155"
"672","","1066","高橋大輔","タカハシダイスケ","39","13.3","675","259"
"672","629","443","髙橋藍","タカハシラン","24","13.3","675","1106"
"672","534","649","滝藤賢一","タキトウケンイチ","49","13.3","438","515"
"672","","683","武井咲","タケイエミ","31","13.3","632","452"
"672","","737","男性ブランコ","ダンセイブランコ","","13.3","814","100"
"672","","514","徳光和夫","トクミツカズオ","84","13.3","303","1277"
"672","722","630","中川大輔","ナカガワダイスケ","27","13.3","632","1182"
"672","","1125","中村静香","ナカムラシズカ","37","13.3","717","998"
"672","806","715","西村真二（コットン）","ニシムラシンジ（コットン）","41","13.3","632","452"
"672","1225","696","濵田崇裕（WEST.）","ハマダタカヒロ（ウエスト（ジャニーズウエスト））","36","13.3","864","343"
"672","1142","1257","FANTASTICS from EXILE TRIBE","ファンタスティックスフロムエグザイルトライブ","","13.3","761","300"
"672","","1026","深川麻衣","フカガワマイ（ノギザカフォーティーシックス）","34","13.3","864","931"
"672","629","949","見上愛","ミカミアイ","25","13.3","814","100"
"672","1066","1099","水上恒司","ミズカミコウシ（オカダケンシ）","26","13.3","814","100"
"672","","630","森田剛","モリタゴウ（ブイシックス）","46","13.3","592","647"
"672","877","882","モーニング娘。’25","モーニングムスメ","","13.3","675","1106"
"672","485","431","吉田鋼太郎","ヨシダコウタロウ","66","13.3","556","812"
"672","1167","882","渡邊圭祐","ワタナベケイスケ","32","13.3","814","620"
"706","629","882","IVE","アイブ","","13","927","1"
"706","672","914","浅野忠信","アサノタダノブ","51","13","675","498"
"706","749","949","アバンギャルディ","アバンギャルディ","","13","864","111"
"706","454","857","荒川（エルフ）","アラカワ（エルフ）","29","13","632","688"
"706","","914","伊藤利尋","イトウトシヒロ","53","13","864","111"
"706","","803","榮倉奈々","エイクラナナ","37","13","438","1206"
"706","","803","大原櫻子","オオハラサクラコ","29","13","675","498"
"706","1039","611","影山優佳","カゲヤマユウカ（ヒナタザカフォーティーシックス）","24","13","814","1"
"706","696","525","神尾楓珠","カミオフウジュ","26","13","481","1257"
"706","","664","河北麻友子","カワキタマユコ","33","13","717","279"
"706","1167","1125","久保史緒里（乃木坂46）","クボシオリ（ノギザカフォーティーシックス）","24","13","761","581"
"706","","914","今野浩喜","コンノヒロキ","46","13","814","327"
"706","877","418","桜田ひより","サクラダヒヨリ","22","13","675","498"
"706","320","431","Tani Yuuki","タニユウキ","27","13","761","581"
