"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"984","","1058","篠原梨菜","シノハラリナ","29","16.7","1041","203"
"984","1155","1023","SKY-HI（日高光啓）","スカイハイ(ヒダカミツヒロ)","38","16.7","895","807"
"984","","1058","千葉恵里(AKB48)","チバエリイ（エーケービーフォーティーエイト）","22","16.7","1122","133"
"984","1041","1077","超特急","チョウトッキュウ","","16.7","1000","179"
"984","1208","767","中島颯太（FANTASTICS from EXILE TRIBE）","ナカジマソウタ（ファンタスティックスフロムエグザイルトライブ）","26","16.7","1041","43"
"984","","1244","長井短","ナガイミジカ","32","16.7","1122","133"
"984","1128","","原嘉孝(timelesz)","ハラヨシタカ（タイムレス）","30","16.7","1000","375"
"984","977","767","ふくらP","フクラピー","32","16.7","695","1088"
"984","932","892","藤嶌果歩(日向坂46)","フジシマカホ（ヒナタザカフォーティーシックス）","19","16.7","1144","60"
"984","1057","1189","藤原大祐","フジワラタイユ","22","16.7","1099","235"
"984","439","442","水田わさび","ミズタワサビ","51","16.7","709","867"
"984","813","495","向井康二（Snow Man）","ムカイコウジ（スノーマン）","31","16.7","811","678"
"984","892","961","山下健二郎（三代目 J SOUL BROTHERS）","ヤマシタケンジロウ（サンダイメジェイソウルブラザーズ）","40","16.7","830","832"
"984","","1058","渡辺瑠海","ワタナベルミ","28","16.7","1176","160"
"1008","","1264","’＝LOVE","イコールラブ","","16.4","1000","455"
"1008","1230","711","一ノ瀬颯","イチノセハヤテ","28","16.4","1000","273"
"1008","","667","今市隆二（三代目 J SOUL BROTHERS）","イマイチリュウジ（サンダイメジェイソウルブラザーズ）","39","16.4","514","1254"
"1008","","767","香音","カノン","24","16.4","957","425"
"1008","1239","1224","茅島みずき","カヤシマミズキ","21","16.4","1066","218"
"1008","727","565","キタニタツヤ","キタニタツヤ","29","16.4","875","199"
"1008","","1142","迫田孝也","サコダタカヤ","48","16.4","1066","45"
"1008","962","961","志田彩良","シダサラ","26","16.4","1066","45"
"1008","727","1095","JO1","ジェイオーワン","","16.4","957","425"
"1008","1208","1002","曽野舜太(M!LK)","ソノシュンタ（ミルク）","23","16.4","1041","294"
"1008","701","495","timelesz","タイムレス（セクシーゾーン）","","16.4","895","455"
"1008","1057","961","竹財輝之助","タケザイテルノスケ","45","16.4","1066","45"
"1008","","981","西田尚美","ニシダナオミ","","16.4","851","615"
"1008","1179","1214","乃紫","ノア","","16.4","1176","5"
"1008","792","442","ひょうろく","ヒョウロク","38","16.4","732","895"
"1008","1239","1002","FANTASTICS from EXILE TRIBE","ファンタスティックスフロムエグザイルトライブ","","16.4","1066","218"
"1008","1179","1176","豆原一成（JO1）","マメハライッセイ(ジェイオーワン)","23","16.4","1122","248"
"1008","603","794","優里","ユウリ","31","16.4","709","964"
"1026","932","872","A.B.C-Z","エービーシージー","","16.2","970","442"
"1026","1019","711","小田凱人","オダトキト","19","16.2","1021","103"
"1026","1057","1224","黒羽麻璃央","クロバマリオ","32","16.2","970","442"
"1026","1128","","佐々木舞香（＝LOVE）","ササキマイカ（イコールラブ）","25","16.2","1041","203"
"1026","962","908","さとうほなみ（ほな・いこか）","サトウホナミ（ホナ・イコカ）","36","16.2","1041","203"
"1026","","1142","佐藤梨那","サトウリナ","30","16.2","1122","133"
"1026","1128","1269","菅生新樹","スゴウアラキ","26","16.2","1198","74"
"1026","","1117","膳場貴子","ゼンバタカコ","50","16.2","916","489"
"1026","1041","767","花村想太（Da-iCE）","ハナムラソウタ(ダイス)","35","16.2","970","442"
"1026","655","612","福留光帆","フクトメミツホ","22","16.2","957","157"
"1026","1260","908","本田響矢","ホンダキョウヤ","26","16.2","1122","133"
"1026","1155","838","宮世琉弥","ミヤセリュウビ","21","16.2","939","408"
"1026","","464","SAKURA（宮脇咲良/LE SSERAFIM）","ミヤワキサクラ（ルセラフィム）","27","16.2","851","745"
"1026","","872","村上虹郎","ムラカミニジロウ","28","16.2","875","645"
"1026","866","1095","矢本悠馬","ヤモトユウマ","35","16.2","916","701"
"1026","701","961","吉住","ヨシズミ","36","16.2","732","791"
"1026","907","1189","吉野北人（THE RAMPAGE from EXILE TRIBE）","ヨシノホクト(ザランページフロムエグザイルトライブ)","28","16.2","1041","203"
"1043","","1047","青木崇高","アオキムネタカ","45","16","851","615"
"1043","","1058","明日海りお","アスミリオ","40","16","1122","53"
"1043","813","838","EXILE NAOTO（三代目 J SOUL BROTHERS）","エグザイル　ナオト（サンダイメジェイソウルブラザーズ）","42","16","791","878"
"1043","1239","1023","片山友希","カタヤマユキ","28","16","1176","70"
"1043","","908","カベポスター","カベポスター","","16","970","357"
"1043","","1077","上川周作","カミカワシュウサク","32","16","1144","19"
"1043","1057","1058","Cocomi","ココミ","24","16","830","1105"
"1043","497","529","佐久間大介（Snow Man）","サクマダイスケ（スノーマン）","33","16","568","936"
"1043","813","1047","櫻井優衣(FRUITS ZIPPER)","サクライユイ（フルーツジッパー）","25","16","970","357"
"1043","1019","","志田こはく","シダコハク","21","16","1176","279"
"1043","866","1023","ちゃんみな","チャンミナ","27","16","895","673"
"1043","775","739","tuki.","ツキ","","16","1041","294"
"1043","1101","1214","TOMORROW X TOGETHER","トゥモローバイトゥギャザー","","16","1099","338"
"1043","866","1058","富田望生","トミタミウ","25","16","970","167"
"1043","907","981","≒JOY","ニアリーイコールジョイ","","16","1099","338"
"1043","977","1224","HANA","ハナ","","16","1021","385"
"1043","1155","1117","林芽亜里","ハヤシメアリ","20","16","1176","70"
"1043","830","961","羊文学","ヒツジブンガク","","16","1000","94"
"1043","1128","1023","モーニング娘。’25","モーニングムスメ","","16","957","425"
"1043","680","464","山下瞳月（櫻坂46）","ヤマシタシヅキ（サクラザカフォーティーシックス）","20","16","970","167"
"1043","","711","リュウジ","リュウジ","39","16","675","1065"
"1064","1019","1189","INI","アイエヌアイ","","15.8","1144","60"
"1064","","1264","井頭愛海","イガシラマナミ","24","15.8","1144","60"
"1064","977","637","Aぇ! group","エエグループ","","15.8","830","832"
"1064","1266","1203","川原瑛都","カワハラエイト","12","15.8","1198","7"
"1064","","1189","川村壱馬（THE RAMPAGE from EXILE TRIBE）","カワムラカズマ(ザランページフロムエグザイルトライブ)","28","15.8","1066","317"
"1064","","1117","草川拓弥（超特急）","クサカワタクヤ（チョウトッキュウ）","31","15.8","1066","317"
"1064","1239","1264","向里祐香","コウリユウカ","35","15.8","1198","74"
"1064","977","1203","七五三掛龍也（Travis Japan）","シメカケリュウヤ（トラビスジャパン）","30","15.8","1021","489"
"1064","866","838","杉野遥亮","スギノヨウスケ","30","15.8","791","768"
"1064","1004","767","高瀬耕造","タカセコウゾウ","49","15.8","1000","579"
"1064","1155","1142","那須雄登（ACEes）","ナスユウト（エイシーズ（ビショウネン））","23","15.8","1099","235"
"1064","1223","544","Number_i","ナンバーアイ","","15.8","709","1048"
"1064","792","1002","藤原丈一郎（なにわ男子）","フジワラジョウイチロウ(ナニワダンシ)","29","15.8","970","442"
"1064","","1047","三浦透子","ミウラトウコ","29","15.8","1066","317"
"1064","","1117","米倉れいあ","ヨネクラレイア","20","15.8","1198","74"
"1064","907","612","ラブレターズ","ラブレターズ","","15.8","851","972"
"1064","849","1047","渡邊圭祐","ワタナベケイスケ","32","15.8","1176","160"
"1081","1019","1259","アンナ・サワイ","アンナ・サワイ","33","15.6","1099","338"
"1081","701","711","板垣李光人","イタガキリヒト","23","15.6","751","816"
"1081","1223","","井上瑞稀（KEY TO LIT）","イノウエミズキ（キテレツ)","25","15.6","1144","19"
"1081","","1247","梅澤廉","ウメザワレン","32","15.6","1099","338"
"1081","1041","1095","浦野モモ","ウラノモモ","26","15.6","1122","248"
"1081","1128","937","エバース","エバース","","15.6","1122","53"
"1081","977","","尾碕真花","オサキイチカ","24","15.6","1176","70"
"1081","","1247","城桧吏","ジョウカイリ","19","15.6","1144","379"
"1081","1155","1162","醍醐虎汰朗","ダイゴコタロウ","25","15.6","1021","42"
"1081","1086","838","超ときめき♡宣伝部","チョウトキメキセンデンブ","","15.6","970","357"
"1081","","","友田オレ","トモダオレ","24","15.6","1000","455"
"1081","962","981","林佑香","ハヤシユカ","23","15.6","1000","455"
"1081","1128","1095","兵頭功海","ヒョウドウカツミ","27","15.6","1066","420"
"1081","","397","フィッシャーズ","フィッシャーズ","","15.6","916","840"
"1081","1057","961","松本怜生","マツモトレオ","25","15.6","1099","123"
"1081","","961","森愁斗(しゅーと/BUDDiiS)","モリシュウト（シュート/バディーズ）","23","15.6","1176","70"
"1081","1057","937","八木勇征（FANTASTICS from EXILE TRIBE）","ヤギユウセイ（ファンタスティックスフロムエグザイルトライブ）","28","15.6","1066","218"
"1098","1057","","IS:SUE","イッシュ","","15.3","1217","29"
"1098","1004","1023","aespa","エスパ","","15.3","1237","94"
"1098","1101","495","NJZ(NewJeans)","エヌジェージー（ニュージーンズ）","","15.3","1021","489"
"1098","1101","1264","曽田陵介","ソタリョウスケ","28","15.3","1099","235"
"1098","1128","1077","髙石あかり","タカイシアカリ","22","15.3","1122","133"
"1098","","","谷原七音","タニハラナナト","21","15.3","1144","4"
"1098","","","ツートライブ","ツートライブ","","15.3","1099","235"
"1098","1179","1275","中沢元紀","ナカザワモトキ","25","15.3","1176","160"
"1098","1239","937","仁村紗和","ニムラサワ","31","15.3","1198","74"
"1098","949","1058","濵田崇裕（WEST.）","ハマダタカヒロ（ウエスト（ジャニーズウエスト））","36","15.3","1041","634"
"1098","1276","818","日向亘","ヒュウガワタル","21","15.3","1099","235"
"1098","962","818","BTS（防弾少年団）","ビーティーエス（ボウダンショウネンダン）","","15.3","1000","579"
"1098","1155","1247","深田竜生（ACEes）","フカダリュウセイ（エイシーズ（ショウネンニンジャ））","23","15.3","1099","235"
"1098","","","松本麗世","マツモトレイヨ","17","15.3","1176","24"
"1098","1019","1095","山下幸輝","ヤマシタコウキ","24","15.3","1176","24"
"1098","603","667","渡辺翔太（Snow Man）","ワタナベショウタ（スノーマン）","33","15.3","970","673"
"1114","","","嵐莉菜","アラシリナ","21","15.1","1144","148"
"1114","1019","1162","安藤萌々","アンドウモモ","","15.1","1144","148"
"1114","","838","井浦新","イウラアラタ（アラタ）","51","15.1","675","906"
"1114","","1023","石橋静河","イシバシシズカ","31","15.1","1144","148"
"1114","","1214","上杉柊平","ウエスギシュウヘイ","33","15.1","1144","19"
"1114","","838","STU48","エスティ―ユーフォーティーエイト","","15.1","1000","455"
"1114","1275","1117","倉悠貴","クラユウキ","25","15.1","1252","9"
"1114","1208","1047","河野純喜（JO1）","コウノジュンキ(ジェイオーワン)","27","15.1","1099","123"
"1114","866","872","小関裕太","コセキユウタ","30","15.1","1066","420"
"1114","977","1002","佐々木舞音","ササキマイネ","27","15.1","1144","148"
"1114","1128","1142","しなこ","シナコ","29","15.1","1066","420"
"1114","977","794","白濱亜嵐（GENERATIONS from EXILE TRIBE）","シラハマアラン（ジェネレーションズフロムエグザイルトライブ）","32","15.1","772","1105"
"1114","1086","1189","綱啓永","ツナケイト","26","15.1","1066","218"
"1114","","667","戸塚祥太（A.B.C-Z）","トツカショウタ（エー.ビー.シー-ズィー）","39","15.1","939","511"
"1114","907","1047","戸塚純貴","トヅカジュンキ","33","15.1","970","357"
"1114","1128","","TOMOO","トモオ","30","15.1","1144","148"
"1114","","","瞳水ひまり","ヒトミヒマリ","23","15.1","1217","83"
"1114","949","818","藤井流星（WEST.）","フジイリュウセイ（ウエスト（ジャニーズウエスト））","32","15.1","851","859"
"1114","1057","495","マカロニえんぴつ","マカロニエンピツ","","15.1","1066","218"
"1114","","","円井わん","マルイワン","27","15.1","1217","8"
"1114","","","南琴奈","ミナミコトナ","19","15.1","1217","83"
"1114","","961","横山だいすけ","ヨコヤマダイスケ","42","15.1","875","775"
"1114","892","981","LE SSERAFIM","ルセラフィム","","15.1","1041","110"
"1137","1004","981","青木柚","アオキユズ","24","14.9","1176","396"
"1137","1128","1176","猪狩蒼弥（KEY TO LIT）","イガリソウヤ（キテレツ（ハイハイジェッツ））","23","14.9","1066","536"
"1137","1128","1203","伊礼姫奈","イレイヒメナ","19","14.9","1252","35"
"1137","1101","1247","影山拓也(IMP.)","カゲヤマタクヤ（アイエムピー）","28","14.9","1144","60"
"1137","1260","","KEY TO LIT","キテレツ","","14.9","1066","317"
"1137","1230","","越山敬達","コシヤマケイタツ","16","14.9","1176","24"
"1137","","1077","佐津川愛美","サツカワアイミ","37","14.9","1099","235"
"1137","1194","1095","塩野瑛久","シオノアキヒサ","30","14.9","1217","1"
"1137","1128","1117","Stray Kids","ストレイキッズ","","14.9","1198","74"
"1137","1194","495","田牧そら","タマキソラ","19","14.9","1021","489"
"1137","1128","981","永尾柚乃","ナガオユノ","9","14.9","957","529"
"1137","1208","","永瀬ゆずな","ナガセユズナ","10","14.9","1237","94"
"1137","1057","1176","ハ・ヨンス","ハ・ヨンス","35","14.9","1198","74"
"1137","907","1214","細田佳央太","ホソダカナタ","23","14.9","957","157"
"1137","1194","1189","BOYNEXTDOOR","ボーイズネクストドア","","14.9","1261","12"
"1137","","1189","毎熊克哉","マイグマカツヤ","38","14.9","1144","60"
"1153","1128","1077","IVE","アイブ","","14.7","1099","338"
"1153","","711","石崎ひゅーい","イシザキヒューイ","41","14.7","939","748"
"1153","1223","794","岩瀬洋志","イワセヨウジ","21","14.7","1144","148"
"1153","1230","1023","ENHYPEN","エンハイプン","","14.7","1041","294"
"1153","1057","711","草間リチャード敬太（Aぇ! group）","クサマリチャードケイタ(エエ！グループ)","29","14.7","895","931"
"1153","1101","908","上坂樹里","コウサカジュリ","20","14.7","1066","670"
"1153","1194","961","山時聡真","サントキソウマ","20","14.7","1198","28"
"1153","907","1224","Tani Yuuki","タニユウキ","27","14.7","970","556"
"1153","1128","711","田村芽実","タムラメイミ","27","14.7","1252","9"
"1153","830","794","DISH//","ディッシュ","","14.7","957","640"
"1153","1101","","夏生大湖","ナツキオミ","24","14.7","1217","310"
"1153","1260","1023","鳴海唯","ナルミユイ","27","14.7","1198","179"
"1153","","1247","≠ME","ノットイコールミー","","14.7","1122","248"
"1153","","1203","真飛聖","マトブセイ","49","14.7","1099","123"
"1153","727","686","ME:I","ミーアイ","","14.7","1041","294"
"1153","","1176","栁俊太郎","ヤナギシュンタロウ","34","14.7","1144","148"
"1169","","937","青柳翔","アオヤギショウ","40","14.4","1066","317"
"1169","1194","1269","大倉空人（原因は自分にある。）","オオクラタカト（ゲンインハジブンニアル。）","23","14.4","1099","438"
"1169","1155","","大島美優","オオシマミユ","16","14.4","1217","29"
"1169","1019","739","CUTIE STREET","キューティーストリート","","14.4","1099","438"
"1169","1252","838","倉沢杏菜","クラサワアンナ","20","14.4","1176","160"
"1169","","637","私立恵比寿中学","シリツエビスチュウガク","","14.4","1000","375"
"1169","1179","1247","白山乃愛","シロヤマノア","13","14.4","1176","160"
"1169","1260","961","瀧内公美","タキウチクミ","36","14.4","1122","357"
"1169","","","鎮西寿々歌（FRUITS ZIPPER）","チンゼイスズカ（フルーツジッパー）","27","14.4","916","701"
"1169","1239","872","中島瑠菜","ナカシマルナ","19","14.4","1176","160"
"1169","","1142","西田有志","ニシダユウジ","25","14.4","1041","634"
"1169","1041","1117","藤岡真威人","フジオカマイト","21","14.4","1176","24"
"1169","1223","767","RIIZE","ライズ","","14.4","1144","264"
"1182","1101","937","泉谷星奈","イズタニラナ","8","14.2","1252","103"
"1182","949","686","犬飼貴丈","イヌカイアツヒロ","31","14.2","811","997"
"1182","866","711","岩本照（Snow Man）","イワモトヒカル（スノーマン）","32","14.2","851","859"
"1182","1208","872","NCT127","エヌシーティーイチニナナ","","14.2","1066","670"
"1182","","","小倉史也","オグラフミヤ","28","14.2","1237","32"
"1182","1208","1047","Omoinotake","オモイノタケ","","14.2","1144","379"
"1182","1179","1142","川西拓実（JO1）","カワニシタクミ(ジェイオーワン)","26","14.2","1198","179"
"1182","","1023","五関晃一（A.B.C-Z）","ゴセキコウイチ（エー.ビー.シー-ジィー）","40","14.2","1041","513"
"1182","","1278","坂元愛登","サカモトマナト","16","14.2","1252","9"
"1182","1239","1095","高野洸","タカノアキラ","28","14.2","1198","179"
"1182","1239","1002","月島琉衣","ツキシマルイ","17","14.2","1198","179"
"1182","","1233","中田青渚","ナカタセイナ","25","14.2","1217","83"
"1182","1057","1117","長尾謙杜（なにわ男子）","ナガオケント(ナニワダンシ)","23","14.2","1041","513"
"1182","1155","872","永瀬莉子","ナガセリコ","23","14.2","1217","310"
"1182","1252","","新原泰佑","ニイハラタイスケ","25","14.2","1198","179"
"1182","1155","1117","樋口幸平","ヒグチコウヘイ","24","14.2","1237","32"
"1182","1101","1142","古川雄大","フルカワユウタ","38","14.2","1021","606"
"1182","1086","1189","前田旺志郎","マエダオウシロウ","24","14.2","1099","338"
"1182","1252","908","前田拳太郎","マエダケンタロウ","26","14.2","1252","103"
"1182","1276","961","モトーラ世理奈","モトーラセリナ","27","14.2","1217","310"
"1202","","","井内悠陽","イウチハルヒ","21","14","1198","74"
"1202","1101","","ACEes","エイシーズ","","14","1217","197"
"1202","1194","1176","柿澤勇人","カキザワハヤト","38","14","1217","29"
"1202","1155","1233","Kep1er","ケプラー","","14","1237","94"
"1202","762","767","神宮寺勇太（Number_i）","ジングウジユウタ（ナンバーアイ）","28","14","1021","748"
"1202","1239","961","末澤誠也（Aぇ! group）","スエザワセイヤ(エエグループ)","31","14","1066","317"
"1202","1208","1023","杉山真也","スギヤマシンヤ","42","14","1176","396"
"1202","1101","1176","中本悠太（NCT127）","ナカモトユウタ（エヌシーティーイチニナナ）","30","14","1144","500"
"1202","1270","","橋本将生(timelesz)","ハシモトマサキ（タイムレス）","26","14","1198","289"
"1202","1194","767","坂東龍汰","バンドウリョウタ","28","14","1122","357"
"1202","","908","樋口日奈","ヒグチヒナ","27","14","1066","317"
"1202","","","山口馬木也","ヤマグチマキヤ","52","14","1144","264"
"1214","1155","892","稲垣来泉","イナガキクルミ","14","13.8","1237","214"
"1214","1252","1095","鈴木新彩","スズキサラサ","25","13.8","1217","83"
"1214","1128","794","前田公輝","マエダゴウキ","34","13.8","1099","123"
"1214","1179","686","松倉海斗(Travis Japan)","マツクラカイト（トラビスジャパン）","28","13.8","1021","889"
"1214","","","南出凌嘉","ミナミデリョウカ","20","13.8","1261","36"
"1219","1252","1117","白鳥玉季","シラトリタマキ","15","13.6","1237","94"
"1219","1128","981","BE:FIRST","ビーファースト","","13.6","1144","60"
"1219","","","美村里江","ミムラリエ","41","13.6","1144","264"
"1219","866","981","宮沢氷魚","ミヤザワヒオ","31","13.6","875","895"
"1223","830","1047","井之脇海","イノワキカイ","30","13.3","1144","148"
"1223","1041","1095","WEST.","ウエスト（ジャニーズウエスト）","","13.3","1021","889"
"1223","","937","角谷暁子","カドヤアキコ","31","13.3","1176","515"
"1223","1208","872","小島健（Aぇ! group）","コジマケン(エエ！グループ)","26","13.3","1122","455"
"1223","","","玉置玲央","タマオキレオ","40","13.3","1217","83"
"1223","962","1189","中間淳太（WEST.）","ナカマジュンタ（ウエスト（ジャニーズウエスト））","38","13.3","1000","701"
"1223","","1244","葉山奨之","ハヤマショウノ","29","13.3","1144","379"
"1223","","937","本多力","ホンダチカラ","46","13.3","1144","623"
"1223","792","565","ミナ（TWICE/MISAMO)","ミナ（トゥワイス/ミサモ)","28","13.3","1066","420"
"1223","1155","1117","山中柔太朗(M!LK)","ヤマナカジュウタロウ（ミルク）","23","13.3","1217","83"
"1233","1260","1142","阿佐辰美","アサタツミ","25","13.1","1269","40"
"1233","1057","794","imase","イマセ","25","13.1","1041","634"
"1233","1041","1117","寛一郎","カンイチロウ","29","13.1","1237","94"
"1233","","1233","杉野真実","スギノマミ","35","13.1","1237","94"
"1233","1057","961","鈴木奈穂子","スズキナオコ","43","13.1","1176","396"
"1233","830","1023","髙木雄也（Hey! Say! JUMP）","タカキユウヤ（ヘイセイジャンプ）","35","13.1","939","871"
"1233","","1002","中島セナ","ナカジマセナ","19","13.1","1252","233"
"1233","1041","1203","にぼしいわし","ニボシイワシ","","13.1","1252","233"
"1233","1057","1176","濱尾ノリタカ","ハマオノリタカ","26","13.1","1261","115"
"1233","1101","1162","星乃夢奈（ゆな）","ホシノユナ(ユナ)","21","13.1","1198","289"
"1233","","1023","吉田美月喜","ヨシダミヅキ","22","13.1","1261","115"
"1233","","1162","渡辺大知（黒猫CHELSEA）","ワタナベダイチ（クロネコチェルシー）","35","13.1","1176","160"
"1245","907","1142","片岡凜","カタオカリン","22","12.9","1261","36"
"1245","","1077","吉柳咲良","キリュウサクラ","21","12.9","1261","36"
"1245","1128","1259","窪塚愛流","クボヅカアイル","22","12.9","1099","867"
"1245","1230","","月城かなと","ツキシロカナト","34","12.9","1252","103"
"1245","932","1058","浜野謙太","ハマノケンタ","44","12.9","1000","701"
"1250","1086","961","神山智洋（WEST.）","カミヤマトモヒロ（ウエスト（ジャニーズウエスト））","32","12.7","1144","500"
"1250","866","1095","Saucy Dog","サウシードッグ","","12.7","1217","438"
"1250","907","908","THE RAMPAGE from EXILE TRIBE","ザランページフロムエグザイルトライブ","","12.7","1198","289"
"1250","1128","","寺西拓人(timelesz)","テラニシタクト（タイムレス）","30","12.7","1122","357"
"1250","","739","服部樹咲","ハットリミサキ","19","12.7","1217","197"
"1255","","1117","浅香航大","アサカコウダイ","33","12.4","1217","310"
"1255","977","794","K(&TEAM)","ケイ（エンティーム）","28","12.4","1122","1044"
"1255","1101","711","小林虎之介","コバヤシトラノスケ","27","12.4","1269","405"
"1255","1208","1095","田畑志真","タバタシマ","19","12.4","1269","123"
"1255","1086","981","MISAMO","ミサモ","","12.4","1099","567"
"1255","1194","1023","水沢林太郎","ミズサワリンタロウ","22","12.4","1217","310"
"1255","1086","981","宮﨑優","ミヤザキユウ","25","12.4","1217","310"
"1262","","","MATSURI","マツリ","","12.2","1198","553"
"1262","","","宮本茉由","ミヤモトマユ","30","12.2","1237","338"
"1264","1208","1095","青島心","アオシマココロ","26","12","1269","405"
"1264","1239","1142","尾崎匠海(INI)","オザキタクミ（アイエヌアイ）","26","12","1237","32"
"1264","1208","1023","藤﨑ゆみあ","フジサキユミア","17","12","1269","13"
"1267","1155","1162","野村康太","ノムラコウタ","21","11.8","1237","338"
"1267","1252","1224","早瀬憩","ハヤセイコイ","18","11.8","1277","143"
"1267","","","増子敦貴","マシコアツキ","25","11.8","1269","267"
"1267","1278","1162","杢代和人（原因は自分にある。）","モクダイカズト(ゲンインハジブンニアル。)","21","11.8","1277","143"
"1271","1266","1117","XG","エックスジー","","11.6","1237","214"
"1271","1273","","B&ZAI","バンザイ","","11.6","1237","455"
"1271","1194","1189","増田梨沙","マスダリサ","12","11.6","1277","283"
"1271","1179","1142","三山凌輝（BE:FIRST）","ミヤマリョウキ（ビーファースト）","26","11.6","1237","455"
"1271","","1276","若葉竜也","ワカバリュウヤ","36","11.6","1269","123"
"1276","1239","1203","木戸大聖","キドタイセイ","28","11.3","1277","143"
"1277","1086","1117","佐藤新（IMP.）","サトウアラタ(アイエムピー)","25","11.1","1269","123"
"1277","","1203","山田真歩","ヤマダマホ","44","11.1","1261","248"
"1279","1101","1117","中村嶺亜（KEY TO LIT）","ナカムラレイア（キテレツ（セブンメンサムライ））","28","10.7","1261","529"
"1279","1086","1117","正門良規（Aぇ! group）","マサカドヨシノリ(エエ！グループ)","28","10.7","1198","701"
