"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"女性ﾀﾚﾝﾄ/男性12～19歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
96,"森　香澄",9.7,27.3,0.9,2.2,3.1,1.8,14.1,0.4,4.0
100,"久本　雅美",9.3,48.0,14.5,0.4,11.0,1.3,0,1.8,1.8
100,"井上　咲楽",9.3,36.1,6.2,4.0,6.2,2.2,5.3,1.3,1.3
100,"江口　のりこ",9.3,28.6,3.1,1.8,9.7,4.4,0.4,5.3,7.5
100,"河合　優実",9.3,22.5,0.9,4.0,6.2,0.9,3.1,4.4,3.1
104,"浅田　真央",8.8,53.7,1.3,8.4,6.6,4.8,7.9,3.1,2.6
104,"えなこ",8.8,35.7,2.2,0.9,6.6,1.3,9.3,0.4,3.5
104,"内田　有紀",8.8,27.3,1.3,3.5,3.5,2.2,6.2,4.8,10.1
104,"松嶋　菜々子",8.8,27.3,0,1.8,2.2,0.9,2.2,4.4,13.2
108,"村上　知子",8.4,45.8,18.9,0.9,7.5,1.3,1.8,0.4,1.8
108,"杏",8.4,37.9,1.3,3.1,7.0,4.0,4.8,6.6,7.9
108,"サ－ヤ",8.4,36.1,15.0,0.9,6.2,2.2,2.6,2.2,2.6
108,"永尾　柚乃",8.4,39.6,2.2,2.2,6.2,1.8,11.0,0.9,2.6
108,"柳原　可奈子",8.4,33.5,10.1,2.2,4.0,3.1,3.5,0.9,2.2
108,"影山　優佳",8.4,26.0,0.9,2.2,1.8,0.9,10.1,0.9,1.8
108,"川栄　李奈",8.4,27.8,3.1,3.1,4.4,2.2,9.7,0.4,2.2
108,"丸山　礼",8.4,29.1,13.7,0.4,6.6,1.8,0.4,0.9,1.3
108,"松村　沙友理",8.4,20.3,2.6,1.8,3.5,0.4,10.1,0.9,2.2
117,"安藤　サクラ",7.9,29.1,3.1,1.8,5.7,4.8,0.4,5.7,4.0
117,"生田　絵梨花",7.9,28.6,0.4,3.1,1.8,0.4,10.6,1.3,2.2
117,"杉咲　花",7.9,29.5,0,3.5,2.6,2.6,10.1,1.3,2.6
117,"神田　愛花",7.9,28.6,8.4,1.8,4.0,1.3,2.2,0,1.8
117,"松岡　茉優",7.9,25.6,0.4,2.2,3.5,0.4,5.7,1.3,3.5
117,"満島　ひかり",7.9,26.9,3.1,3.5,5.3,3.1,4.0,4.4,6.2
117,"磯山　さやか",7.9,22.9,4.8,1.8,1.8,1.3,4.8,0.4,5.3
124,"北斗　晶",7.5,41.9,10.1,0,7.5,2.6,0.4,4.4,0.9
124,"前田　敦子",7.5,35.7,0.9,0.4,6.2,0.9,4.4,0.9,4.8
124,"井森　美幸",7.5,30.4,8.4,2.6,3.5,3.5,1.3,1.3,7.0
124,"柏木　由紀",7.5,30.8,4.0,3.1,2.2,0.4,7.0,0.4,3.1
124,"篠原　涼子",7.5,32.6,1.3,2.6,5.7,1.3,2.6,4.8,12.3
124,"山之内　すず",7.5,33.5,2.6,1.8,3.5,1.3,7.9,1.3,3.1
124,"石田　ゆり子",7.5,24.7,0.4,5.7,2.2,3.1,5.3,2.6,10.1
124,"松下　奈緒",7.5,23.3,0.9,4.4,2.6,2.2,1.3,4.0,7.9
124,"清原　果耶",7.5,20.7,0,6.2,0.9,0.9,7.9,0.9,2.6
133,"大島　優子",7.0,27.8,1.3,2.6,1.8,1.8,7.0,0.4,3.5
133,"長濱　ねる",7.0,27.8,0.4,3.1,0.9,0.9,12.3,0,1.8
133,"ＭＥＧＵＭＩ",7.0,26.0,3.5,1.8,4.0,1.8,1.3,2.6,8.4
133,"新木　優子",7.0,22.9,0.4,4.0,2.2,0.9,8.4,2.6,4.4
133,"榮倉　奈々",7.0,24.2,0.9,4.8,2.2,1.8,3.5,5.3,6.6
133,"優香",7.0,22.9,2.2,1.8,1.8,0.4,6.2,0.4,6.6
133,"倉科　カナ",7.0,22.5,1.3,3.5,3.1,2.2,7.5,1.3,5.3
133,"堀田　真由",7.0,21.6,1.3,2.6,1.3,0.9,7.9,0.9,2.2
133,"原　菜乃華",7.0,17.2,0,3.5,2.6,0.4,9.3,0.4,1.3
133,"比嘉　愛未",7.0,18.9,0.4,4.4,0.9,2.2,4.8,2.6,5.3
143,"山崎　静代",6.6,37.0,13.2,0.4,10.6,2.2,0.9,1.3,2.6
143,"蒼井　優",6.6,30.4,0.9,1.8,5.3,3.1,6.2,1.3,5.3
143,"柴咲　コウ",6.6,30.0,0,0.9,6.2,1.3,0.9,5.3,9.3
143,"土屋　アンナ",6.6,33.0,4.0,0.4,7.5,1.3,3.5,7.0,6.2
143,"松本　まりか",6.6,31.3,1.3,2.2,8.4,0.9,4.4,1.8,6.2
143,"安達　祐実",6.6,28.6,2.2,1.8,3.5,3.5,8.8,2.6,8.4
143,"戸田　恵子",6.6,27.3,2.6,0,3.5,2.6,1.8,2.6,7.5
143,"平手　友梨奈",6.6,30.0,0,0.4,12.3,0,3.1,2.6,1.3
143,"木村　多江",6.6,22.5,0,2.2,4.0,2.2,2.6,3.1,9.7
143,"福田　麻貴",6.6,26.4,11.5,0,3.5,0.4,2.6,0,0.9
143,"森川　葵",6.6,22.9,1.8,1.8,2.2,2.2,7.5,2.2,2.2
143,"井上　真央",6.6,20.3,1.3,3.1,3.1,2.2,4.4,1.3,4.0
143,"橋本　マナミ",6.6,20.3,0,0.9,1.8,0.9,2.6,1.3,8.8
143,"畑　芽育",6.6,17.2,0.9,2.6,1.3,1.3,10.1,0.4,1.8
157,"滝川　クリステル",6.2,45.8,0.9,3.5,5.7,4.0,1.8,4.0,10.6
157,"ベッキ－",6.2,46.7,3.5,1.3,11.9,0.9,0.4,2.2,4.4
157,"大竹　しのぶ",6.2,38.3,3.1,1.8,5.7,3.1,1.8,2.6,11.0
157,"鈴木　奈々",6.2,34.8,12.8,1.3,6.6,0.9,4.0,0.4,1.8
157,"ＳＨＥＬＬＹ",6.2,30.4,6.2,1.3,5.7,4.4,0.9,5.3,3.5
157,"夏木　マリ",6.2,26.9,1.8,0.4,9.3,0.9,0.4,7.0,6.6
157,"村重　杏奈",6.2,28.6,8.8,0.4,3.5,1.8,6.6,0.9,1.8
157,"菅野　美穂",6.2,23.3,2.2,2.2,4.0,2.6,3.5,1.8,8.4
157,"吉瀬　美智子",6.2,22.5,1.3,2.6,2.6,1.3,1.3,3.5,9.3
157,"木村　文乃",6.2,23.3,0.4,4.0,2.2,1.3,5.3,4.8,4.8
157,"奈緒",6.2,24.7,1.3,2.2,4.0,0.9,5.3,0.4,3.1
157,"貴島　明日香",6.2,19.4,1.3,2.2,2.2,1.3,6.6,1.3,2.2
157,"百田　夏菜子",6.2,21.1,1.8,3.1,1.8,0.4,7.0,0.9,1.8
157,"矢田　亜希子",6.2,22.0,2.2,2.6,1.8,1.3,4.8,0.9,4.8
157,"山田　杏奈",6.2,16.7,0.9,3.1,1.3,0,9.3,0.4,1.3
172,"松田　聖子",5.7,38.8,0.9,2.6,4.0,1.8,1.8,2.6,11.5
172,"高橋　みなみ",5.7,31.3,1.3,0.4,5.3,0.9,4.4,0.9,4.0
172,"トリンドル　玲奈",5.7,27.8,1.3,3.1,2.2,0,11.9,0.9,2.6
172,"藤本　美貴",5.7,30.0,5.3,1.3,3.5,4.4,1.8,1.3,2.6
172,"山本　舞香",5.7,26.9,0.4,1.3,3.1,0.9,7.0,6.6,3.1
172,"のん",5.7,23.3,0.4,1.8,5.7,1.3,6.6,0.9,2.2
172,"黒木　華",5.7,22.5,0.4,1.8,4.4,1.8,2.2,1.8,4.8
172,"大地　真央",5.7,21.1,1.8,1.3,3.5,3.1,1.8,2.6,9.3
172,"堀田　茜",5.7,22.5,3.1,1.8,1.3,0.4,5.7,0.4,2.2
172,"水川　あさみ",5.7,19.8,1.3,1.8,2.6,0.9,2.2,3.1,5.3
172,"斉藤　由貴",5.7,18.9,1.3,2.6,6.2,1.8,3.5,2.2,5.7
172,"鈴木　京香",5.7,18.5,0,3.1,3.1,2.6,1.8,2.6,7.9
172,"高橋　ひかる",5.7,17.2,0.4,2.2,2.2,1.3,5.7,0.4,2.2
172,"深津　絵里",5.7,18.5,0.9,0.9,2.6,0.9,0.9,2.6,5.3
172,"松下　由樹",5.7,17.2,0.9,0,2.2,4.4,0.9,1.3,6.2
172,"出口　夏希",5.7,15.0,0,3.1,2.2,0.4,7.5,0.9,2.6
172,"横田　真悠",5.7,13.7,1.8,1.8,0.9,0,6.2,0.4,1.8
189,"小倉　優子",5.3,34.4,1.8,1.8,4.8,1.3,6.2,0.9,3.1
189,"木村　カエラ",5.3,33.9,0.9,0.9,8.8,1.8,3.5,2.2,2.2
189,"藤原　紀香",5.3,27.3,0.4,0.4,5.3,0.4,0,2.2,10.1
189,"吉永　小百合",5.3,26.4,0.9,2.6,2.6,2.6,1.3,0.9,11.0
189,"沢口　靖子",5.3,23.3,1.3,3.5,4.0,3.5,0.9,1.3,7.0
189,"平　愛梨",5.3,23.8,3.1,0.9,2.6,0.9,5.7,0,3.1
189,"足立　梨花",5.3,22.0,0,1.3,1.3,0.9,3.1,0,2.6
189,"加藤　綾子",5.3,21.6,0.4,3.1,1.8,0,4.4,1.8,4.4
189,"當真　あみ",5.3,16.3,0.9,2.2,0.9,0.4,11.0,0,1.3
198,"なえなの",4.8,35.7,2.2,0.4,6.2,0.4,7.0,0.9,1.8
198,"ＹＯＵ",4.8,34.4,6.6,1.8,11.0,0.9,1.3,3.1,5.3
198,"アイナ・ジ・エンド",4.8,28.2,1.3,0.4,11.0,0,3.1,2.6,1.3
198,"島崎　和歌子",4.8,26.0,10.1,1.3,4.0,1.3,0,0.4,4.0
198,"高橋メアリ－ジュン",4.8,23.8,0.9,0.4,4.4,0.9,1.3,4.4,5.3
198,"生駒　里奈",4.8,19.8,1.3,3.1,2.2,0.9,6.2,0.4,1.8
198,"宮脇　咲良",4.8,22.0,0,1.3,2.2,1.3,8.4,3.1,2.2
198,"飯豊　まりえ",4.8,18.9,0,4.0,1.3,1.3,6.6,1.3,1.3
198,"井桁　弘恵",4.8,18.1,2.2,3.1,1.3,0.9,7.5,0.9,2.2
198,"上野　樹里",4.8,19.8,0.9,1.8,3.5,0,3.1,1.8,2.2
198,"齊藤　京子",4.8,17.6,1.3,0.9,0.9,0.9,6.2,0.9,0.9
198,"松本　若菜",4.8,18.9,1.3,2.2,2.2,0.4,3.5,3.1,5.7
198,"水野　美紀",4.8,18.5,1.8,0.9,0.9,1.8,0.9,2.6,8.4
198,"大友　花恋",4.8,15.0,0.4,2.2,1.3,0.4,5.3,0.9,0.9
198,"中谷　美紀",4.8,15.4,0,0.9,1.3,1.3,1.8,1.8,7.9
213,"ＬｉＬｉＣｏ",4.4,36.6,7.5,0.4,11.0,1.3,1.3,2.2,4.0
213,"千秋",4.4,31.3,7.5,0.9,8.4,0.4,0.9,0.9,2.2
213,"高橋　真麻",4.4,28.2,4.0,0.4,6.6,1.8,0.4,0.9,3.5
213,"清水　ミチコ",4.4,25.1,6.6,0.9,6.6,1.3,1.3,0.9,2.6
213,"武井　咲",4.4,26.0,0.4,2.2,2.2,0.9,6.2,1.3,4.4
213,"門脇　麦",4.4,23.3,1.3,2.6,5.7,0.9,3.5,1.8,2.2
213,"中村　アン",4.4,22.9,0.9,0.4,2.6,0.4,4.0,2.6,6.2
213,"秋元　真夏",4.4,19.8,0.4,1.3,0.9,0.4,6.6,0,1.8
213,"桜田　ひより",4.4,18.1,0.9,3.5,1.8,0.4,8.8,0,1.3
213,"鈴木　保奈美",4.4,18.1,0.4,0.4,2.2,1.3,0.4,0.4,7.5
213,"夏菜",4.4,18.5,0.9,0.9,2.6,0.4,3.5,1.3,4.0
213,"筧　美和子",4.4,15.9,0.4,1.3,1.8,0.4,4.8,0.4,3.1
213,"山崎　怜奈",4.4,16.7,1.3,1.3,2.2,1.3,4.4,0.9,3.1
226,"ダレノガレ明美",4.0,38.8,1.3,0.9,7.9,0.4,3.1,1.3,3.1
226,"岡田　結実",4.0,22.9,3.5,1.3,2.2,0.9,6.2,0.4,0.9
226,"黒木　瞳",4.0,22.5,1.8,2.6,2.6,1.3,2.6,4.4,10.1
226,"志田　未来",4.0,23.8,0,1.3,4.0,2.6,7.5,0.4,1.8
226,"薬師丸　ひろ子",4.0,22.0,0.9,1.3,2.6,1.8,0.4,2.2,8.4
226,"伊原　六花",4.0,19.8,0.4,1.8,1.3,0.9,7.0,0,0.9
226,"内田　理央",4.0,17.6,0.9,1.8,2.6,0.4,8.4,0.9,2.2
226,"鈴木　愛理",4.0,17.2,0.4,1.3,1.8,0.4,7.0,1.3,1.3
226,"高畑　淳子",4.0,18.5,2.6,0,3.5,0.4,0,0.4,5.7
226,"常盤　貴子",4.0,17.6,0.4,0.9,2.6,0.9,1.8,0.9,8.4
226,"石田　ひかり",4.0,16.3,0,1.3,1.8,1.3,2.6,0.4,5.7
226,"大原　優乃",4.0,14.1,0.4,1.8,2.2,1.3,7.0,0.9,2.2
226,"新川　優愛",4.0,15.0,0,0.4,0.9,0.9,4.4,0,1.8
226,"檀　れい",4.0,15.4,0.4,0.4,2.2,0.4,0.4,2.2,8.4
226,"稲森　いずみ",4.0,12.3,0.9,1.3,0.9,1.3,0.9,2.2,4.4
226,"高梨　臨",4.0,13.2,0.9,2.2,1.8,0,3.1,1.3,2.6
226,"羽田　美智子",4.0,11.0,0,0.4,0.9,0.9,0.4,0.4,6.2
243,"森　泉",3.5,35.2,6.2,0.4,7.9,0.4,2.6,4.0,3.1
243,"松本　伊代",3.5,28.6,5.3,0,5.3,0.9,1.3,0.4,6.2
243,"磯野　貴理子",3.5,21.6,7.0,0.9,4.4,1.8,0.9,1.3,3.5
243,"真矢　ミキ",3.5,20.7,1.3,0.4,2.6,1.8,0.4,5.3,7.5
243,"宮崎　美子",3.5,21.1,0.9,1.8,3.1,3.1,1.8,0.9,5.7
243,"石田　ニコル",3.5,18.9,1.3,2.2,2.2,0.4,4.4,1.3,3.5
243,"片桐　はいり",3.5,18.5,4.0,1.3,8.8,0.9,0,1.3,1.8
243,"川島　海荷",3.5,17.2,0,2.2,1.8,0.4,4.8,0,1.8
243,"木南　晴夏",3.5,17.2,1.8,1.3,3.5,0.4,1.8,1.3,3.5
243,"趣里",3.5,18.1,0.4,1.8,6.2,2.2,2.6,0.9,1.8
243,"宮崎　あおい",3.5,19.8,0,1.3,3.1,0.4,5.3,0.9,3.5
243,"村山　輝星",3.5,20.7,1.3,1.3,5.7,0.9,4.8,0.9,0.9
243,"森高　千里",3.5,18.9,0.4,2.2,2.6,1.3,1.3,2.6,8.4
243,"山下　美月",3.5,17.6,0.4,2.6,1.8,0,6.2,0.4,1.3
243,"尾野　真千子",3.5,15.9,1.3,1.3,2.2,0.9,2.2,1.8,5.7
243,"高島　彩",3.5,16.3,0.4,1.8,3.1,0.9,1.8,0.4,4.0
243,"橋本　愛",3.5,16.3,0.4,0.4,3.5,0.9,1.8,4.0,2.2
243,"原田　知世",3.5,15.9,0.9,0.9,1.3,0,1.3,0.9,4.0
243,"与田　祐希",3.5,14.1,0.9,0.9,0.9,0.9,5.3,0.4,1.8
243,"乙葉",3.5,14.1,0,1.3,1.3,0.9,4.0,0,3.1
243,"キムラ　緑子",3.5,13.2,0.9,0.9,3.1,0.9,0.4,0.9,4.0
243,"福地　桃子",3.5,12.3,0.4,1.3,1.3,0.9,4.8,0.9,1.3
243,"山口　紗弥加",3.5,13.7,0.9,1.8,0.4,0.9,1.8,1.8,3.1
243,"りょう",3.5,12.8,0.9,1.3,2.2,0.4,0.9,4.4,3.1
267,"村上　佳菜子",3.1,29.1,1.8,1.3,3.1,0.4,2.2,0,0.4
267,"小雪",3.1,22.9,0.4,0.4,5.3,1.3,0.4,2.2,5.3
267,"観月　ありさ",3.1,21.6,0.4,0.4,2.6,1.3,1.8,2.6,7.9
267,"山口　もえ",3.1,21.6,2.6,2.2,3.5,1.8,6.2,0.4,3.5
267,"山本　美月",3.1,21.6,0.9,2.6,2.6,0.4,5.3,1.3,4.8
267,"大沢　あかね",3.1,18.1,0.9,1.3,2.6,0.9,1.3,0.4,1.8
267,"鷲見　玲奈",3.1,17.2,0.9,1.3,2.2,0.9,3.1,0.4,3.1
267,"トラウデン　直美",3.1,20.3,0.4,1.3,3.1,0.9,3.1,0.9,2.2
267,"草刈　民代",3.1,14.1,0.9,1.8,0.9,1.3,0.9,3.1,6.6
267,"齊藤　なぎさ",3.1,15.0,0,0.4,1.3,0,7.9,0,0.9
267,"坂下　千里子",3.1,15.9,3.5,0,3.5,1.3,0.4,0,0.9
267,"桜井　日奈子",3.1,17.2,0,1.8,2.6,0.4,7.0,0,1.3
267,"高島　礼子",3.1,15.0,0.9,0.9,0.9,2.2,0.4,1.8,7.0
267,"吹石　一恵",3.1,14.5,0.4,1.3,2.2,1.3,1.8,0.9,5.3
267,"古川　琴音",3.1,14.1,0.9,2.2,4.4,1.8,3.1,1.8,1.8
267,"松雪　泰子",3.1,15.9,0,1.8,2.2,1.8,0,3.1,5.3
267,"眞鍋　かをり",3.1,14.5,1.3,0.4,2.6,0.4,2.2,0.4,3.1
267,"本仮屋　ユイカ",3.1,16.3,0.9,0.4,2.6,0.4,4.8,0.4,1.8
267,"山口　智子",3.1,17.2,0.9,0.9,1.8,1.3,1.3,4.0,8.4
267,"渡辺　満里奈",3.1,17.2,0.4,1.8,2.6,1.3,1.8,0.9,4.4
267,"田牧　そら",3.1,11.0,0,1.3,1.3,0.4,4.8,0,0.9
267,"安田　成美",3.1,13.2,0,0.9,1.8,0.4,0.9,1.8,4.8
267,"吉川　愛",3.1,13.2,0.9,0.9,0.4,0.4,6.6,0,0.9
267,"笛木　優子",3.1,10.1,0,2.2,1.3,0.4,0.4,1.3,4.4
291,"宮沢　りえ",2.6,25.1,0.9,0.4,4.0,0.9,1.3,3.5,9.7
291,"益若　つばさ",2.6,22.0,0,0,4.4,0,2.2,0.9,2.6
291,"井川　遥",2.6,17.6,0.9,4.0,2.2,3.5,3.1,3.1,6.6
291,"夏帆",2.6,18.1,0.4,1.8,2.2,1.3,3.5,0.9,3.1
291,"葵　わかな",2.6,15.4,0,1.8,1.3,1.3,4.4,0,1.3
