"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"男性ﾀﾚﾝﾄ/男性50～69歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
64,"小峠　英二",33.1,92.6,50.1,2.3,42.2,7.0,1.9,1.9,4.3
64,"神木　隆之介",33.1,84.2,4.4,15.4,26.3,9.6,10.2,12.9,4.2
66,"佐藤　二朗",32.9,85.8,28.8,1.6,51.3,7.3,1.9,2.3,9.6
67,"若林　正恭",32.0,85.0,42.3,3.2,29.5,6.5,3.8,1.6,2.2
68,"豊川　悦司",31.7,92.9,4.2,4.3,41.5,10.2,0.4,28.3,47.0
68,"柄本　明",31.7,92.0,11.8,1.6,51.5,10.8,0.9,4.6,24.5
68,"妻夫木　聡",31.7,90.4,3.5,14.6,28.8,10.1,3.2,26.8,16.0
71,"松山　ケンイチ",31.5,88.9,6.7,4.9,42.1,10.6,0.7,14.8,13.4
71,"賀来　賢人",31.5,82.3,12.2,11.4,31.0,7.6,1.8,25.5,8.8
73,"六角　精児",31.2,87.5,16.6,1.6,52.2,7.6,0.8,1.8,10.4
74,"三浦　友和",31.0,93.9,1.5,11.7,24.9,18.6,0.5,23.9,49.5
74,"劇団ひとり",31.0,94.6,43.7,2.2,43.7,5.5,1.0,2.3,3.6
74,"山本　耕史",31.0,85.2,10.3,7.8,37.9,9.7,1.0,18.6,17.9
77,"反町　隆史",30.8,94.7,3.0,11.5,30.0,11.5,1.2,42.9,38.0
78,"浜田　雅功",30.7,95.9,47.9,2.0,36.7,6.6,2.2,3.2,7.7
78,"斎藤　工",30.7,85.7,4.7,4.9,39.3,9.2,1.3,29.9,26.4
80,"本木　雅弘",30.6,94.7,2.8,10.3,36.7,12.8,0.2,32.3,34.8
80,"かまいたち",30.6,87.5,45.6,2.1,31.1,4.6,1.3,1.1,2.1
82,"小林　薫",30.4,81.8,2.1,3.5,32.7,12.2,0.8,12.7,39.2
83,"佐々木　蔵之介",30.3,86.4,3.6,6.8,31.5,11.0,0.8,18.8,33.4
84,"おぎやはぎ",30.2,93.2,39.8,1.5,35.0,4.9,0.1,1.9,7.3
84,"寺島　進",30.2,80.5,7.8,2.4,40.7,9.2,0.7,13.3,30.8
86,"藤原　竜也",30.0,91.5,5.3,9.3,38.1,10.7,2.1,20.7,13.4
86,"原田　泰造",30.0,90.6,39.5,3.1,34.0,6.6,1.0,4.9,8.5
86,"濱田　岳",30.0,80.1,16.6,3.0,41.5,6.7,5.0,2.5,4.3
86,"安田　顕",30.0,71.3,13.8,3.0,33.6,8.0,0.2,7.3,20.8
90,"オダギリ　ジョ－",29.9,92.1,5.5,3.2,49.2,8.4,1.3,24.5,24.6
90,"木梨　憲武",29.9,96.1,40.7,2.7,41.0,6.6,0.8,6.6,12.8
90,"錦鯉",29.9,87.3,41.7,1.4,34.5,2.7,1.5,0.5,3.8
93,"伊集院　光",29.8,94.6,35.5,1.9,38.9,16.6,0.8,1.0,6.4
94,"古田　新太",29.7,86.3,19.8,1.6,50.2,6.2,1.0,4.1,19.1
95,"大沢　たかお",29.6,89.2,2.0,9.4,31.1,11.3,0.5,23.1,31.7
96,"藤岡　弘、",29.2,93.3,9.2,3.9,46.4,14.2,1.1,16.2,37.1
96,"林　修",29.2,92.1,11.9,3.7,32.0,26.2,0.5,1.9,9.2
96,"ブラックマヨネ－ズ",29.2,88.8,46.8,1.4,29.2,3.7,0.5,1.0,2.7
99,"山口　智充",29.0,88.7,36.4,3.0,33.6,6.2,0.5,4.8,8.1
100,"高橋　克典",28.8,91.2,4.3,8.3,30.7,10.0,0.5,30.7,37.3
101,"有吉　弘行",28.7,95.8,42.6,2.5,36.5,9.7,1.3,1.4,4.8
101,"北村　一輝",28.7,82.4,3.8,3.9,38.2,8.4,0.7,21.8,28.6
103,"岡村　隆史",28.6,95.4,51.2,2.2,36.1,5.5,4.7,1.2,3.5
103,"羽鳥　慎一",28.6,88.1,7.3,12.2,20.9,23.0,0.7,5.1,9.9
105,"織田　裕二",28.5,93.8,4.1,7.8,34.6,10.0,0.7,22.9,23.3
105,"佐藤　健",28.5,80.2,3.6,13.6,26.1,7.0,2.3,40.7,9.5
107,"ケンド－コバヤシ",28.4,92.2,43.8,1.4,41.8,5.7,1.0,2.5,7.9
107,"二宮　和也",28.4,93.1,10.7,10.0,33.0,7.7,4.8,13.9,5.7
107,"玉木　宏",28.4,87.3,3.3,9.3,29.7,9.2,0.5,32.4,26.6
110,"生瀬　勝久",28.1,81.2,17.9,3.1,39.9,8.1,0.8,4.5,18.0
110,"横浜　流星",28.1,83.4,2.3,16.8,24.4,6.5,2.2,43.2,6.1
112,"松平　健",28.0,95.4,8.7,4.3,33.7,14.0,1.2,15.4,40.7
113,"松岡　昌宏",27.9,90.5,8.0,8.9,34.4,14.0,0.4,23.5,12.7
113,"宮川　大輔",27.9,93.0,47.6,1.9,36.0,3.6,1.1,1.3,2.7
113,"八嶋　智人",27.9,85.5,34.2,3.3,39.6,6.0,1.4,2.4,5.9
116,"上田　晋也",27.8,91.7,41.3,1.9,32.3,10.1,0.2,2.1,6.9
116,"笹野　高史",27.8,85.5,10.1,1.6,44.0,10.0,1.6,3.0,19.2
118,"設楽　統",27.7,88.3,40.0,3.5,27.9,7.8,0.5,2.1,3.9
119,"木村　拓哉",27.6,96.5,4.5,15.6,34.3,12.4,1.1,43.5,24.0
120,"リリ－・フランキ－",27.5,90.5,11.1,2.4,48.2,8.1,0.7,8.7,30.2
120,"内野　聖陽",27.5,76.8,3.3,3.2,29.8,10.5,0.8,18.5,32.7
122,"有田　哲平",27.2,93.5,46.5,1.9,32.7,5.8,0.4,2.3,4.4
122,"塚地　武雅",27.2,86.3,41.5,1.3,35.6,6.2,2.8,0.5,4.1
124,"ＤＡＩＧＯ",26.9,94.3,24.0,9.7,38.6,5.8,4.6,16.3,4.7
125,"ユ－スケ・サンタマリア",26.8,94.1,30.2,2.7,45.7,5.8,0.2,3.0,8.4
126,"ヒロミ",26.6,95.9,28.8,3.5,37.1,12.6,0.8,6.4,15.7
126,"角田　晃広",26.6,66.3,30.8,1.3,29.5,4.2,0.8,2.4,5.1
128,"上川　隆也",26.4,82.9,2.6,7.8,26.7,12.2,0.7,18.2,27.8
129,"高橋　一生",26.1,85.7,4.3,14.3,35.4,9.6,1.4,19.8,14.0
129,"滝藤　賢一",26.1,65.9,9.0,2.5,38.7,6.6,1.0,6.1,15.2
131,"三宅　裕司",26.0,94.3,33.8,2.3,33.3,12.0,0.7,2.2,15.3
132,"高橋　茂雄",25.7,85.3,39.5,3.1,26.6,5.6,2.7,1.4,2.6
132,"吉沢　亮",25.7,75.6,3.2,13.0,21.4,5.6,3.1,30.7,5.1
134,"向井　理",25.6,88.8,2.4,17.1,24.5,7.6,1.3,30.0,13.8
135,"中村　倫也",25.5,77.5,7.2,12.0,28.3,7.4,5.6,18.2,8.1
136,"浅野　忠信",25.4,87.7,2.8,2.8,40.3,8.9,0.4,20.4,36.4
137,"及川　光博",25.3,90.0,8.1,10.3,41.1,7.2,2.0,22.0,18.7
137,"春日　俊彰",25.3,93.9,41.2,2.3,41.1,3.1,0.7,1.4,2.3
139,"田中　裕二",25.1,93.8,39.8,2.4,30.9,8.7,4.1,1.6,3.8
140,"高橋　英樹",25.0,93.2,5.5,4.9,26.9,16.4,1.0,12.8,38.8
140,"山里　亮太",25.0,94.2,39.2,3.0,38.0,7.4,1.1,1.0,3.8
142,"椎名　桔平",24.9,87.8,2.8,6.1,31.4,8.0,0.7,24.4,32.6
143,"田中　要次",24.8,84.8,7.0,2.5,46.3,8.8,0.4,6.5,21.2
143,"山崎　賢人",24.8,79.4,1.6,12.5,21.8,4.4,3.2,30.6,4.2
145,"桐谷　健太",24.6,82.0,10.1,5.6,36.4,5.6,0.9,16.6,7.8
146,"陣内　孝則",24.5,94.7,19.4,3.9,38.6,7.8,1.3,14.3,33.0
146,"草なぎ　剛",24.5,94.7,8.9,5.9,41.1,8.4,1.4,8.7,7.7
146,"内藤　剛志",24.5,88.7,5.4,3.5,33.2,14.3,0.7,8.8,29.7
149,"なかやまきんに君",24.4,93.5,35.6,4.1,40.2,3.3,1.5,1.6,2.2
149,"香川　照之",24.4,90.8,9.4,2.3,43.0,6.9,0.8,4.6,16.2
149,"市原　隼人",24.4,83.0,3.1,6.0,38.4,6.6,1.1,23.0,11.4
149,"長谷川　博己",24.4,70.4,2.0,9.1,24.3,9.0,0.3,18.4,24.1
153,"伊藤　淳史",24.2,84.4,11.4,3.7,39.6,5.9,5.5,3.0,4.3
154,"吉岡　秀隆",24.1,79.3,2.2,4.9,35.9,8.0,1.1,4.2,12.7
155,"今田　耕司",24.0,94.4,42.7,2.6,30.8,5.7,1.2,1.3,3.9
155,"星野　源",24.0,92.0,7.6,7.8,38.1,8.0,1.5,7.0,7.2
157,"川島　明",23.9,80.2,33.7,3.9,26.6,8.0,0.5,3.3,5.9
157,"松田　龍平",23.9,79.0,2.5,4.4,38.9,6.8,0.9,17.9,11.5
159,"澤部　佑",23.7,89.3,44.2,2.2,31.0,4.3,2.4,0.8,1.2
159,"田中　卓志",23.7,86.4,43.7,1.3,36.1,5.3,0.7,0.9,2.2
161,"相葉　雅紀",23.5,91.5,8.8,11.9,25.2,8.3,4.9,12.8,4.5
161,"杉本　哲太",23.5,85.3,3.7,2.0,34.6,8.7,0.5,12.6,30.3
161,"柄本　佑",23.5,77.9,5.8,3.4,44.9,5.3,0.3,5.7,6.2
164,"シソンヌ",23.4,69.8,34.5,1.3,26.3,2.7,0.4,1.1,2.7
165,"堺　正章",23.3,96.2,22.1,3.4,34.9,10.5,1.4,5.6,26.1
166,"松岡　修造",23.2,94.7,20.0,12.9,39.0,7.3,0.5,9.6,8.0
166,"太田　光",23.2,95.5,36.6,1.8,46.1,6.5,0.4,1.0,3.9
166,"温水　洋一",23.2,86.6,16.3,1.1,46.8,5.9,3.4,1.1,10.3
169,"哀川　翔",23.1,93.6,10.2,3.5,42.4,6.9,1.3,19.5,26.2
170,"綾野　剛",23.0,85.9,2.2,5.4,39.2,5.9,0.8,23.7,13.1
171,"岡田　将生",22.8,76.1,2.2,12.8,20.6,4.4,2.3,28.6,5.8
172,"寺脇　康文",22.5,84.4,6.8,5.1,29.2,8.7,0.3,10.8,23.5
172,"渡部　篤郎",22.5,84.6,3.0,4.3,35.2,7.9,0.3,15.9,34.2
172,"大森　南朋",22.5,72.8,3.5,2.5,35.5,8.1,0.3,7.1,22.6
175,"満島　真之介",22.3,70.4,14.3,7.4,28.0,4.3,1.8,11.9,2.6
175,"仲野　太賀",22.3,55.6,7.6,5.1,23.3,5.1,2.0,3.6,2.7
177,"みやぞん",22.2,89.4,38.3,2.8,36.6,4.5,2.8,1.8,2.4
177,"風間　俊介",22.2,82.8,6.7,11.2,28.7,8.2,7.1,6.9,3.8
177,"児嶋　一哉",22.2,81.3,36.0,2.0,28.8,5.9,0.5,1.3,2.0
180,"佐藤　隆太",22.1,86.1,8.2,8.2,31.7,7.3,0.8,7.8,9.7
180,"山下　智久",22.1,85.7,2.4,11.8,25.5,5.3,2.2,36.4,6.9
180,"野村　萬斎",22.1,83.6,3.4,5.8,37.3,11.9,1.0,9.4,25.3
183,"岸谷　五朗",21.9,89.7,6.4,3.1,38.0,9.2,0.2,10.1,29.1
183,"柴田　英嗣",21.9,76.2,33.3,2.2,26.1,4.6,0.5,2.2,3.3
183,"柳楽　優弥",21.9,68.2,2.3,4.8,31.0,6.0,1.5,14.2,5.8
186,"石原　良純",21.8,94.7,20.7,4.1,38.6,10.4,0.8,2.7,11.5
186,"要　潤",21.8,87.6,4.2,9.6,29.1,7.6,0.5,26.9,21.1
186,"中山　秀征",21.8,94.2,22.5,5.3,26.9,11.0,1.0,3.0,8.3
186,"竹内　涼真",21.8,79.0,2.8,15.3,21.9,4.9,2.2,30.6,5.4
186,"松田　翔太",21.8,75.2,2.1,8.1,30.9,4.2,1.0,25.0,8.5
186,"國村　隼",21.8,64.6,1.6,1.6,29.8,10.7,0.2,7.0,28.1
192,"藤井　隆",21.7,90.4,35.2,4.4,39.3,5.9,1.8,1.9,4.6
193,"武田　鉄矢",21.5,96.2,12.7,1.8,42.4,12.0,0.4,2.2,15.9
193,"宇梶　剛士",21.5,87.4,4.7,2.1,40.6,7.6,0.4,12.7,27.3
195,"藤木　直人",21.2,80.5,3.2,12.4,21.8,7.7,1.1,24.9,20.3
196,"千原　ジュニア",21.1,93.6,40.7,2.6,35.6,5.8,1.1,2.8,4.1
196,"南原　清隆",21.1,91.8,37.8,2.5,27.5,8.2,1.1,1.6,5.7
196,"伊藤　英明",21.1,87.0,3.5,6.4,30.4,7.0,1.2,25.1,23.9
199,"梅沢　富美男",21.0,95.0,20.9,2.2,42.8,8.3,1.4,3.1,21.9
199,"ＤＥＡＮ　ＦＵＪＩＯＫＡ",21.0,87.4,2.5,12.4,30.4,6.5,0.7,36.9,23.5
199,"山田　裕貴",21.0,64.5,4.9,8.2,22.7,4.7,2.2,18.7,3.5
202,"櫻井　翔",20.9,92.9,4.4,15.2,25.4,10.4,3.1,16.9,4.4
202,"土田　晃之",20.9,89.7,37.0,1.8,32.4,6.1,0.4,1.4,4.1
204,"カンニング竹山",20.8,95.4,36.7,1.4,41.3,5.1,0.7,0.7,2.8
204,"目黒　蓮",20.8,76.1,2.3,15.7,18.6,3.8,4.4,37.6,3.8
206,"小島　よしお",20.7,95.0,41.9,2.2,42.2,4.9,0.4,1.6,1.6
206,"陣内　智則",20.7,93.2,42.6,2.6,29.8,3.3,1.3,2.5,3.3
206,"野間口　徹",20.7,68.7,8.2,2.1,37.6,6.9,0.7,1.6,8.9
209,"筧　利夫",20.6,87.5,9.7,3.5,38.1,8.0,0.7,6.5,15.6
209,"長嶋　一茂",20.6,96.3,23.7,3.9,42.4,3.4,1.0,4.7,6.0
209,"タイムマシ－ン３号",20.6,63.6,31.2,1.2,18.7,1.5,1.3,0.4,1.2
212,"又吉　直樹",20.3,92.8,16.8,1.6,52.0,8.7,0.3,2.0,5.3
212,"山崎　育三郎",20.3,74.0,4.5,11.3,25.5,7.2,1.1,17.0,10.5
214,"福士　蒼汰",19.8,79.7,2.4,14.5,21.0,4.3,2.4,29.0,4.4
215,"谷原　章介",19.7,88.4,3.8,15.7,23.8,13.7,0.2,16.5,21.4
215,"後藤　輝基",19.7,73.9,36.8,2.0,22.2,3.2,0.5,1.9,2.3
217,"加藤　浩次",19.3,93.2,25.5,2.0,35.8,7.3,0.2,2.2,6.1
217,"生田　斗真",19.3,80.7,3.8,11.6,25.4,6.2,1.1,31.2,8.5
217,"ぺこぱ",19.3,80.9,32.6,1.6,29.1,2.2,2.0,1.1,1.2
220,"鈴木　福",19.2,88.4,4.9,12.3,23.9,5.7,20.2,2.3,1.5
221,"川平　慈英",18.8,88.6,18.6,4.9,41.5,7.4,0.8,5.4,7.4
222,"香取　慎吾",18.7,95.7,14.8,5.3,36.4,6.6,2.1,10.4,6.0
222,"松本　潤",18.7,92.7,4.3,10.5,29.2,4.8,2.1,30.6,6.9
222,"北村　匠海",18.7,64.6,1.2,9.7,20.7,4.8,4.3,17.6,3.0
225,"岡部　大",18.6,74.9,30.9,2.6,28.4,3.8,1.9,0.9,1.4
226,"片岡　愛之助",18.5,86.0,6.2,5.5,34.0,6.9,0.7,10.0,22.9
227,"サンシャイン池崎",18.4,87.0,32.1,1.5,36.0,4.5,0.9,0.9,1.6
228,"井ノ原　快彦",18.3,90.3,8.0,8.8,26.0,11.2,1.3,6.5,7.1
228,"ＩＫＫＯ",18.3,94.1,27.3,3.3,49.9,5.3,1.3,1.8,4.5
228,"木村　昴",18.3,65.0,14.8,3.9,29.7,4.4,1.0,6.2,2.6
231,"東野　幸治",17.9,92.9,37.2,1.9,33.1,3.7,0.8,0.9,4.2
232,"船越　英一郎",17.7,92.8,5.5,3.0,34.2,10.0,0.2,5.6,27.3
232,"吉村　崇",17.7,80.7,32.7,2.1,25.2,2.8,0.9,1.8,2.1
234,"田中　直樹",17.6,82.6,32.6,2.6,30.6,4.8,0.7,1.1,2.6
234,"間宮　祥太朗",17.6,64.8,1.5,10.0,19.9,3.8,1.0,21.4,4.1
236,"田村　淳",17.5,93.4,28.9,3.1,34.9,7.7,0.8,2.6,3.7
236,"柄本　時生",17.5,77.1,8.1,1.6,48.8,4.8,1.1,2.8,4.1
238,"勝村　政信",17.4,80.4,10.0,2.8,31.1,7.1,0.4,3.4,11.1
238,"ティモンディ",17.4,75.2,25.3,2.6,26.4,2.7,0.7,1.8,2.3
240,"勝俣　州和",17.3,93.5,31.2,3.2,33.8,4.1,1.0,1.2,3.2
240,"小籔　千豊",17.3,86.6,32.1,1.6,35.9,5.3,0.5,2.1,4.4
240,"小手　伸也",17.3,72.8,11.8,1.8,38.7,4.6,1.4,2.0,9.3
243,"奥田　瑛二",17.2,88.9,1.8,2.5,31.9,9.3,0.3,12.7,40.6
243,"尾上　松也",17.2,80.1,6.1,6.0,32.6,6.0,0.7,12.5,9.5
245,"堀内　健",17.1,85.0,34.7,1.4,35.0,1.5,1.8,1.1,1.5
245,"志尊　淳",17.1,68.9,1.5,12.3,17.3,2.6,8.5,23.2,2.6
247,"永瀬　正敏",17.0,82.5,1.1,2.7,35.8,5.8,0.8,17.1,25.1
247,"ダイアン",17.0,70.2,27.4,1.1,24.9,1.3,0.5,0.5,1.8
249,"亀梨　和也",16.9,90.0,3.3,11.0,27.1,5.6,1.4,32.9,6.0
249,"原田　龍二",16.9,79.7,9.7,3.0,29.1,4.2,0.9,11.6,11.7
249,"坂口　健太郎",16.9,66.9,0.9,11.0,19.7,5.3,1.9,18.6,5.5
249,"マキタスポ－ツ",16.9,67.8,17.0,0.4,37.5,2.7,0.5,1.3,6.7
253,"稲垣　吾郎",16.6,94.6,4.2,8.4,37.9,5.4,1.3,15.6,10.0
253,"矢部　浩之",16.6,89.7,30.3,2.5,26.8,4.3,0.1,2.7,3.6
253,"村上　信五",16.6,76.1,21.0,5.3,21.8,3.5,1.4,5.0,2.8
253,"染谷　将太",16.6,65.3,2.1,3.7,31.2,4.6,1.8,7.2,3.8
253,"光石　研",16.6,52.9,2.0,2.2,24.1,6.7,0.3,2.6,16.5
258,"ビビる大木",16.5,90.7,35.6,1.8,32.7,3.3,0.7,0.9,2.7
258,"あばれる君",16.5,89.7,32.3,1.2,38.1,2.2,1.1,0.8,1.6
260,"別所　哲也",16.4,84.0,2.7,5.0,28.3,8.2,0.3,11.6,24.3
260,"菊池　風磨",16.4,64.7,12.5,6.2,18.3,2.1,4.6,14.1,1.1
260,"井浦　新",16.4,55.2,1.3,3.9,22.0,5.6,0.3,10.6,16.0
263,"中村　獅童",16.3,91.7,3.9,3.1,44.8,4.9,0.4,11.7,14.7
263,"くっき－！",16.3,81.3,32.4,0.5,43.5,2.4,0.3,1.1,2.2
265,"中尾　明慶",16.2,71.0,8.5,4.4,25.8,4.2,3.0,5.1,3.6
266,"速水　もこみち",16.1,91.9,2.8,13.5,26.7,5.4,0.8,31.8,9.6
266,"平子　祐希",16.1,64.3,21.5,1.3,24.4,2.5,0.4,3.0,4.8
266,"松下　洸平",16.1,57.1,1.8,12.0,15.8,4.5,1.9,17.4,4.9
269,"藤森　慎吾",16.0,83.1,28.8,3.4,26.0,3.0,2.2,4.7,2.4
269,"窪田　正孝",16.0,61.4,1.5,6.1,25.2,4.2,2.0,12.4,3.7
271,"霜降り明星",15.8,83.2,33.7,0.9,28.3,2.3,0.5,0.5,1.8
272,"田辺　誠一",15.7,67.4,3.3,6.4,24.8,5.8,0.3,10.6,17.9
273,"ウエンツ　瑛士",15.3,91.2,17.6,9.5,28.4,3.3,6.2,9.2,2.6
274,"岡田　圭右",15.2,80.6,34.0,1.9,25.7,3.0,0.4,1.9,2.4
275,"ＥＸＩＴ",15.1,80.2,23.3,2.2,28.5,2.4,1.4,6.7,1.3
275,"渡辺　いっけい",15.1,70.9,6.1,2.0,31.2,6.6,0.2,2.7,13.3
277,"堂本　剛",14.8,93.3,7.2,4.9,40.2,5.3,2.3,12.8,5.3
277,"ミキ",14.8,75.7,28.6,1.4,21.7,1.5,2.6,0.7,1.5
279,"名倉　潤",14.7,91.9,29.7,1.2,34.0,5.3,0.9,1.1,4.3
279,"小澤　征悦",14.7,84.9,5.0,3.0,36.8,7.2,0.5,8.0,21.1
279,"恵　俊彰",14.7,90.4,16.3,2.6,27.6,9.1,0.8,1.0,6.2
282,"城田　優",14.6,79.4,3.7,10.1,26.5,5.0,0.8,29.7,8.1
283,"永山　瑛太",14.5,63.4,1.5,3.7,26.5,4.6,0.2,15.4,8.0
284,"武井　壮",14.3,91.1,13.4,4.2,40.9,5.5,0.4,5.4,3.8
284,"でんでん",14.3,68.6,11.3,0.9,36.6,3.9,0.4,1.2,9.1
286,"高嶋　政伸",14.2,94.0,6.9,3.6,44.7,7.8,1.1,3.3,11.1
286,"工藤　阿須加",14.2,59.1,1.5,11.5,18.3,4.4,2.7,11.0,2.3
288,"成田　凌",14.1,61.8,2.6,5.8,23.8,3.4,1.1,14.5,4.7
289,"玉山　鉄二",14.0,66.7,1.2,2.1,25.0,3.6,0.3,17.6,16.4
289,"千葉　雄大",14.0,64.3,4.2,10.3,17.3,2.8,14.5,10.7,1.9
289,"岩田　剛典",14.0,62.4,1.3,9.4,17.2,3.7,2.5,26.9,4.4
289,"片桐　仁",14.0,55.3,11.7,1.5,31.5,3.1,0.1,1.0,3.1
