"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"男性ﾀﾚﾝﾄ/女性20～34歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
"順位","タレント名","人気度","知名度","おもしろい","清潔感がある","個性的な","信頼できる","かわいい","カッコいい","大人の魅力がある"
254,"ニュ－ヨ－ク",13.9,69.4,25.9,0.8,10.1,1.2,0.2,1.5,0.8
254,"坂東　龍汰",13.9,39.3,4.4,6.6,5.0,3.5,3.5,13.2,2.3
258,"リリ－・フランキ－",13.7,75.6,4.8,1.5,23.6,2.3,0.8,5.8,19.7
259,"速水　もこみち",13.5,84.7,5.0,9.7,9.7,3.3,0.6,25.0,10.3
259,"加藤　清史郎",13.5,78.1,1.4,8.3,5.0,2.9,11.0,13.7,1.5
259,"渡辺　謙",13.5,78.9,1.2,3.9,6.8,7.2,0.6,12.6,32.9
259,"眞栄田　郷敦",13.5,65.4,1.4,6.6,8.3,2.3,1.7,27.5,1.9
263,"藤森　慎吾",13.3,81.4,31.1,4.3,10.6,2.3,0.6,5.0,2.5
264,"稲垣　吾郎",13.2,84.9,6.6,7.5,14.3,3.1,1.4,13.0,15.3
264,"ヒロミ",13.2,83.6,20.3,1.0,13.2,7.5,0.4,3.1,7.9
264,"戸塚　純貴",13.2,42.4,11.6,4.4,10.4,2.7,1.2,7.4,1.4
267,"北大路　欣也",13.0,72.5,0.8,2.1,7.7,8.5,0.2,7.0,26.9
267,"大森　南朋",13.0,62.5,1.9,2.1,13.7,5.0,1.9,5.8,15.5
267,"高良　健吾",13.0,62.9,1.0,6.6,7.2,2.3,0.8,21.9,6.4
267,"戸次　重幸",13.0,50.9,7.5,4.6,10.1,4.3,1.4,5.0,9.5
267,"バッテリィズ",13.0,46.6,21.9,0.8,9.7,1.2,1.9,0,0.4
272,"柴田　英嗣",12.8,74.3,28.0,2.7,8.7,4.1,0.6,1.7,1.7
272,"寺島　進",12.8,57.3,4.1,1.9,10.6,3.9,0.2,8.9,20.1
274,"関根　勤",12.6,82.4,24.8,3.9,11.8,8.5,1.2,1.2,7.5
274,"木梨　憲武",12.6,77.9,25.0,1.5,12.8,5.0,0.2,3.7,10.1
