"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"男性ﾀﾚﾝﾄ/女性50～69歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
293,"田中　要次",15.9,90.7,5.7,0.5,49.4,8.3,0.7,3.3,17.7
294,"岸　優太",15.8,69.8,14.7,4.5,15.4,2.6,9.5,10.5,0.9
295,"三宅　裕司",15.7,97.3,30.4,0.3,28.8,11.1,0.6,1.3,10.1
295,"伊原　剛志",15.7,83.1,1.7,2.1,21.5,6.3,0.3,12.7,30.0
297,"春日　俊彰",15.6,96.3,40.5,1.2,40.7,4.1,1.7,1.2,0.9
297,"佐野　勇斗",15.6,59.6,5.1,9.2,10.5,2.6,9.9,18.3,1.0
299,"香川　照之",15.5,95.7,6.4,1.5,44.1,5.7,0.3,2.1,12.5
300,"伊沢　拓司",15.4,81.3,8.4,3.4,20.7,16.5,1.2,1.9,2.6
301,"柴田　英嗣",15.1,81.4,31.2,1.3,24.9,5.7,0.5,3.0,3.4
301,"荒川　良々",15.1,68.6,13.9,0.6,46.4,3.1,1.6,0.3,1.5
301,"渡辺　翔太",15.1,62.3,5.6,11.4,11.9,2.2,5.1,19.3,1.9
301,"タイムマシ－ン３号",15.1,59.6,27.6,0.5,16.5,1.7,1.4,0.7,0.5
305,"哀川　翔",15.0,96.4,10.9,1.6,39.3,6.6,1.2,12.9,24.9
305,"別所　哲也",15.0,92.9,3.4,5.7,20.8,11.1,0.6,12.3,31.9
305,"浅利　陽介",15.0,80.0,6.1,4.9,37.5,5.2,2.6,2.3,3.4
305,"水上　恒司",15.0,43.0,0.9,7.0,9.4,3.5,2.2,19.9,1.5
309,"千原　ジュニア",14.9,96.7,36.6,1.3,36.3,5.6,0.2,1.4,3.3
310,"中村　勘九郎　（波野　雅行）",14.8,93.4,2.7,7.3,27.8,12.2,0.6,4.7,8.4
310,"霜降り明星",14.8,86.8,36.6,0.7,27.1,1.3,1.3,0.7,0.8
310,"森崎　ウィン",14.8,64.0,2.6,8.0,14.6,3.5,6.4,16.8,1.7
313,"筧　利夫",14.7,92.3,11.3,1.5,39.5,6.6,0.6,4.7,17.7
313,"加藤　諒",14.7,89.9,26.9,0.5,58.4,2.8,4.3,1.2,0.9
313,"森本　慎太郎",14.7,61.0,7.6,3.7,14.8,2.7,3.4,15.3,1.7
313,"岡山　天音",14.7,58.2,2.9,2.4,39.3,4.5,2.0,2.7,1.9
313,"坂東　龍汰",14.7,36.6,2.1,5.9,10.9,3.3,5.5,9.1,1.0
318,"片岡　愛之助",14.6,93.7,4.9,4.1,33.9,9.2,0.7,9.3,23.1
318,"寺田　心",14.6,90.5,1.2,9.0,16.4,5.0,30.5,4.3,1.4
320,"松本　幸四郎　（藤間　照薫）",14.4,93.4,1.3,5.5,25.0,9.3,0.5,7.1,23.4
320,"藤森　慎吾",14.4,91.0,32.4,3.4,23.6,4.1,2.2,5.7,2.2
320,"片桐　仁",14.4,71.7,18.5,0.7,46.1,3.6,0.6,1.5,4.5
323,"カンニング竹山",14.3,97.6,29.7,0.5,42.3,7.2,0.3,0.6,1.6
323,"田中　圭",14.3,94.8,5.7,4.4,22.5,2.0,5.1,9.2,6.5
323,"北村　有起哉",14.3,66.2,2.7,1.4,33.4,7.5,0.6,4.2,15.8
326,"堺　正章",14.2,98.3,18.6,2.8,31.3,9.4,0.5,2.3,19.2
326,"永瀬　正敏",14.2,88.7,1.5,2.0,38.1,5.7,0.1,14.0,29.9
326,"高良　健吾",14.2,76.3,1.2,9.7,22.8,4.5,1.3,23.6,5.7
329,"後藤　輝基",14.1,81.1,37.5,0.9,21.1,3.6,0.1,1.5,2.3
329,"見取り図",14.1,71.6,31.0,0.2,22.1,1.6,0.3,1.4,1.2
331,"奥田　瑛二",14.0,95.9,1.6,2.0,30.2,8.6,0.3,11.4,49.8
331,"松丸　亮吾",14.0,81.6,5.2,9.0,21.9,11.9,12.6,2.8,0.9
331,"鈴木　伸之",14.0,54.8,0.7,6.6,10.1,2.8,0.9,23.4,3.8
334,"太田　光",13.9,97.2,32.7,0.6,47.5,6.8,0.3,0.8,3.4
334,"関口　メンディ－",13.9,88.9,24.4,1.6,37.5,2.7,1.5,10.0,1.3
334,"槙野　智章",13.9,79.2,14.2,7.2,22.8,5.1,1.0,17.6,5.8
334,"中島　裕翔",13.9,63.3,1.0,12.0,8.7,2.8,7.6,26.5,2.0
338,"藤岡　弘、",13.7,97.2,7.6,2.0,43.9,13.0,1.0,7.6,26.2
338,"土田　晃之",13.7,93.9,35.6,0.8,27.6,8.4,0.3,0.7,3.6
338,"上地　雄輔",13.7,92.2,14.3,5.4,22.8,5.5,2.3,5.7,2.6
341,"小澤　征悦",13.6,92.0,8.4,1.9,39.5,8.1,0.7,7.0,23.5
341,"杉浦　太陽",13.6,93.5,5.6,10.4,13.5,6.5,7.3,9.7,2.1
341,"坂上　忍",13.6,98.4,9.9,1.6,40.0,11.1,0.5,1.6,5.2
341,"佐藤　勝利",13.6,62.6,1.3,10.4,9.2,1.9,23.4,17.9,0.9
345,"渡辺　いっけい",13.5,86.3,7.1,0.6,34.3,9.3,0.6,2.4,15.3
345,"向井　康二",13.5,60.5,17.8,4.8,14.8,2.2,5.6,10.0,1.5
347,"小手　伸也",13.4,82.4,16.8,1.3,43.1,5.7,1.5,1.6,8.5
348,"武井　壮",13.2,95.1,12.6,2.0,40.3,7.9,0.1,4.2,3.0
348,"川平　慈英",13.2,89.2,16.4,3.4,35.3,7.6,1.2,4.7,5.9
350,"くっき－！",13.0,85.7,31.5,0.3,51.0,2.0,0.8,0.7,1.4
350,"竜星　涼",13.0,55.8,3.4,6.8,15.3,2.3,1.6,19.3,2.7
350,"矢本　悠馬",13.0,49.0,8.8,1.7,23.3,4.2,3.7,1.3,1.5
353,"あばれる君",12.8,93.4,33.1,0.9,36.7,4.2,2.0,0.3,0.7
354,"つるの　剛士",12.7,97.0,18.2,2.1,26.1,8.7,0.8,3.6,3.6
354,"矢部　浩之",12.7,93.9,32.0,2.1,22.2,5.9,0.3,1.9,3.1
354,"塚本　高史",12.7,79.2,3.6,4.9,28.4,3.5,1.3,10.4,5.6
354,"平子　祐希",12.7,69.6,24.3,0.8,21.7,3.3,0.2,6.1,6.9
354,"河合　郁人",12.7,69.6,19.9,3.6,17.5,2.9,2.6,8.4,1.2
359,"おいでやす小田",12.6,80.4,32.4,0.6,27.6,2.2,1.2,0.5,1.6
360,"田村　淳",12.5,97.4,26.9,1.0,32.1,8.5,0.5,1.6,2.9
360,"原田　龍二",12.5,90.8,12.6,2.1,24.3,3.4,0.6,10.6,12.2
362,"船越　英一郎",12.2,97.2,4.0,1.9,27.0,10.7,0.3,2.3,23.7
362,"武田　鉄矢",12.2,98.6,11.1,0.7,34.3,13.6,0.7,0.7,8.8
362,"鈴木　浩介",12.2,66.1,7.3,2.3,32.5,5.2,0.7,2.3,6.3
362,"井之脇　海",12.2,41.8,1.6,6.6,15.1,4.3,3.0,4.0,0.9
366,"三浦　貴大",12.1,71.8,1.0,7.7,18.2,6.3,0.3,10.6,3.7
367,"小籔　千豊",12.0,90.8,30.5,0.3,35.7,6.1,0.1,1.5,2.7
367,"中村　獅童",12.0,94.9,4.5,2.3,44.9,5.9,0.7,6.4,12.3
367,"吹越　満",12.0,66.0,3.7,1.3,35.0,4.8,0.1,2.9,15.3
370,"市川　團十郎白猿　（堀越　寶世）",11.9,91.0,1.6,3.8,35.9,6.9,0.7,11.8,17.1
371,"ダイアン",11.6,69.2,27.5,0.2,21.8,1.4,0.8,0.2,0.8
371,"浜野　謙太",11.6,61.9,15.0,0.8,35.6,3.3,1.4,0.6,1.9
373,"大倉　孝二",11.5,59.4,10.0,1.5,34.5,4.3,0.8,2.6,6.2
374,"勝俣　州和",11.3,95.9,32.2,1.6,29.0,4.4,1.4,1.4,1.6
375,"東野　幸治",11.1,96.5,34.2,1.0,30.7,4.0,0.5,0.6,2.0
376,"勝地　涼",10.8,84.2,10.8,4.7,29.8,3.1,1.5,8.3,3.6
376,"本郷　奏多",10.8,58.2,1.7,5.2,28.9,3.3,5.0,7.9,1.4
378,"名倉　潤",10.7,96.2,27.2,0.9,27.5,11.2,0.9,1.4,2.9
378,"駿河　太郎",10.7,52.9,2.8,4.4,20.6,5.8,0.2,2.0,3.7
380,"小関　裕太",10.6,50.9,1.0,8.7,8.3,2.1,7.5,15.4,1.6
380,"塩野　瑛久",10.6,32.5,0.7,8.1,7.5,2.3,2.7,15.7,2.0
382,"恵　俊彰",10.5,93.1,16.5,1.7,22.2,11.8,0.3,0.8,4.4
382,"マキタスポ－ツ",10.5,70.2,15.0,0.1,40.0,4.0,0.3,0.8,4.3
382,"津田　寛治",10.5,60.1,2.2,1.7,22.7,5.7,0.3,4.8,15.7
385,"堀内　健",10.4,91.3,37.7,0.2,34.7,1.7,2.3,0.9,0.8
386,"伊藤　俊介",10.2,73.7,30.6,0.3,26.4,1.4,1.3,0.2,1.4
386,"ニュ－ヨ－ク",10.2,67.1,24.4,0.2,18.9,0.9,0.5,1.5,1.0
388,"濱田　龍臣",10.1,61.4,1.2,7.9,12.1,2.9,14.4,6.4,0.7
389,"前田　旺志郎",9.9,50.3,4.1,5.7,13.2,2.9,7.1,4.1,0.6
390,"高橋　光臣",9.8,41.2,2.0,3.8,9.8,3.6,0.5,7.6,6.3
390,"細田　佳央太",9.8,37.6,1.2,6.8,10.5,2.7,5.5,6.9,0.9
392,"でんでん",9.5,70.7,12.3,0.7,35.2,5.1,0.2,1.0,7.0
392,"重岡　大毅",9.5,61.6,8.3,4.3,12.0,2.4,7.5,8.8,1.6
394,"高嶋　政宏",9.4,97.3,8.4,2.2,36.8,5.6,0.2,4.1,14.0
394,"毎熊　克哉",9.4,31.3,0.2,0.8,12.5,2.6,0.1,9.3,7.2
396,"薬丸　裕英",9.3,98.0,5.4,5.4,21.0,11.8,0.8,3.0,8.1
396,"平岡　祐太",9.3,53.7,0.5,6.4,7.3,2.7,1.6,16.8,3.3
398,"高嶋　政伸",9.2,97.2,6.2,1.7,41.7,5.4,0.3,2.0,9.1
398,"市川　染五郎　（藤間　齋）",9.2,75.8,0.6,7.8,21.3,3.5,3.3,12.6,5.2
398,"岩井　勇気",9.2,77.1,24.8,1.0,29.3,2.3,0.2,0.7,1.3
398,"西畑　大吾",9.2,50.2,3.7,4.8,7.0,1.0,18.9,5.7,0.6
398,"古川　雄大",9.2,39.8,1.2,3.3,14.7,2.2,1.4,11.5,4.2
403,"バッテリィズ",9.0,49.0,20.0,0.3,15.5,1.0,2.0,0.3,0.3
404,"ビビる大木",8.8,93.8,33.6,0.8,26.3,3.3,0.3,0.6,1.7
404,"白洲　迅",8.8,40.4,0.5,7.2,6.8,1.4,2.6,13.3,1.7
406,"坂東　彌十郎",8.7,52.4,1.9,1.0,16.3,9.3,0.7,2.0,18.0
407,"一ノ瀬　ワタル",8.6,44.9,10.4,0.2,25.8,2.0,2.9,0.8,1.4
407,"岡部　たかし",8.6,39.8,4.2,0.3,23.1,3.3,0.6,2.1,7.3
409,"板尾　創路",8.5,80.9,16.2,0.6,37.6,3.3,0.1,1.5,7.0
410,"橋本　じゅん",8.4,43.8,4.1,1.4,21.8,4.5,0.8,2.6,6.4
410,"宮世　琉弥",8.4,46.0,1.3,4.7,12.8,2.0,11.3,8.6,0.7
412,"渡邊　圭祐",8.3,34.8,1.2,5.0,8.4,1.2,1.7,13.6,1.3
413,"本田　響矢",8.0,26.2,1.2,5.5,6.5,1.9,5.9,10.7,1.2
414,"ＨＩＫＡＫＩＮ",7.9,90.9,21.3,0.8,36.8,3.4,0.5,0.6,1.0
414,"野村　周平",7.9,68.9,2.6,4.1,19.7,2.0,2.2,13.9,3.0
416,"寺西　拓人",7.8,29.7,0.9,3.7,5.4,2.4,2.4,9.5,1.6
417,"萩原　利久",7.7,38.3,1.2,4.8,10.9,1.6,3.5,6.4,0.8
418,"片寄　涼太",7.6,62.0,1.7,8.4,10.5,1.5,7.0,19.0,1.7
418,"梶原　善",7.6,55.8,5.9,0.6,30.2,4.0,0.2,0.5,4.2
418,"迫田　孝也",7.6,36.4,2.7,1.9,15.1,3.7,0.1,2.4,4.8
421,"白濱　亜嵐",7.5,62.0,0.5,5.1,11.9,1.0,3.3,24.8,1.4
422,"岡田　圭右",7.1,87.9,31.0,1.4,22.7,2.4,0.9,2.1,2.8
423,"窪塚　愛流",6.9,55.5,2.0,4.3,15.1,1.3,11.3,8.7,0.3
423,"音尾　琢真",6.9,34.9,3.0,0.3,17.6,3.3,0.2,0.8,4.3
425,"木戸　大聖",6.8,23.4,0.6,3.7,4.2,1.6,4.8,8.0,0.5
426,"今野　浩喜",6.6,47.8,11.1,0.3,28.9,2.7,0.7,0.3,1.6
426,"平山　浩行",6.6,38.3,0.3,1.4,11.4,2.6,0.2,7.8,10.2
428,"桐山　漣",6.2,37.6,0.8,3.5,8.0,1.4,1.3,13.2,2.3
428,"渡辺　大知",6.2,37.7,0.8,3.8,13.0,1.7,1.0,5.4,1.3
428,"原　嘉孝",6.2,34.7,8.8,1.2,12.3,2.0,1.4,5.0,0.5
428,"柿澤　勇人",6.2,31.2,0.5,3.1,7.6,1.9,1.7,7.0,1.4
432,"森田　哲矢",6.1,48.1,19.8,0.5,15.7,1.2,0.1,0.3,0.9
432,"三宅　弘城",6.1,34.3,5.4,0.2,15.8,3.0,0.3,0.6,2.6
434,"峰　竜太",5.9,97.6,12.3,2.4,21.5,6.9,0.6,1.2,11.1
434,"中村　隼人",5.9,40.7,1.3,4.2,11.1,2.0,0.3,9.2,2.1
434,"犬飼　貴丈",5.9,37.1,1.9,4.2,7.3,1.6,3.7,10.1,1.7
437,"中川　大輔",5.8,37.1,0.6,4.1,7.2,0.9,1.9,9.5,0.8
438,"山中　崇",5.7,33.3,1.0,0.7,16.9,3.8,0.2,2.8,5.4
439,"大東　駿介",5.5,47.8,0.9,1.7,16.5,1.6,0.3,10.5,4.8
440,"八木　勇征",5.2,34.1,0.8,5.4,6.5,1.3,4.3,13.6,0.8
440,"若葉　竜也",5.2,24.6,0.7,0.9,11.1,1.9,0.3,4.8,1.7
442,"ひょうろく",5.1,40.7,10.0,0.3,23.6,1.4,1.0,0.2,0.3
443,"中沢　元紀",5.0,19.4,0.2,3.1,4.1,1.0,1.7,5.6,0.3
444,"佐久間　宜行",4.5,40.9,5.6,0.6,14.7,1.9,0,0.8,2.9
444,"林　泰文",4.5,29.1,0.7,0.9,11.2,2.2,0.3,1.4,2.6
444,"野村　康太",4.5,21.1,0.5,3.8,4.7,1.4,2.6,6.6,0.6
447,"綱　啓永",4.4,24.2,0.9,3.1,4.8,0.8,2.3,6.9,0.5
448,"前野　朋哉",4.2,37.4,5.8,0.2,20.7,2.2,0.2,0.2,1.6
449,"藤岡　真威人",4.1,36.0,0.6,4.8,5.5,0.9,5.7,11.6,0.6
449,"奥平　大兼",4.1,26.3,0.5,1.6,7.9,0.9,3.0,3.8,0.1
449,"泉澤　祐希",4.1,22.1,0.5,2.4,5.9,1.9,1.9,2.1,0.9
452,"菅生　新樹",3.7,34.5,0.9,2.3,10.4,0.7,2.6,5.1,0.5
452,"清水　尋也",3.7,24.1,0.6,2.2,10.8,0.9,0.7,4.4,0.5
454,"三山　凌輝",3.6,38.5,0.6,1.4,12.8,0.6,0.5,10.0,0.5
455,"はじめしゃちょ－",3.3,60.2,7.8,1.3,18.3,0.9,1.6,3.5,0.8
455,"中島　颯太",3.3,24.0,0.5,2.7,4.4,0.6,4.5,6.8,0.1
457,"佐藤　大樹",3.0,23.4,0.7,2.4,4.5,0.6,4.2,5.6,0.2
458,"櫻井　海音",2.9,23.7,0.8,3.4,4.7,0.8,2.3,5.5,0.3
458,"小林　虎之介",2.9,15.6,0.7,1.9,3.8,0.3,2.1,3.5,0.6
460,"前田　拳太郎",2.8,22.7,0.9,2.8,5.7,0.7,1.4,4.9,0.5
461,"橋本　さとし",2.7,21.1,0.7,0.6,8.1,2.0,0.1,2.2,3.5
461,"井上　祐貴",2.7,18.7,0.3,2.7,4.3,0.7,1.6,4.7,0.9
461,"上川　周作",2.7,20.3,1.4,0.6,10.0,0.8,0.8,2.1,0.6
464,"森永　悠希",2.6,20.5,1.0,1.7,8.0,1.2,0.7,1.4,0.2
465,"上杉　柊平",2.2,21.4,0.5,0.7,8.0,1.2,0.1,4.8,2.1
465,"一ノ瀬　颯",2.2,18.5,0.2,1.4,3.4,0.5,1.6,4.8,0.3
465,"駒木根　葵汰",2.2,12.3,0.5,1.6,3.7,0.5,0.7,3.5,0.3
468,"吉野　北人",2.1,17.2,0.3,1.5,4.2,0.5,2.9,4.8,0.1
468,"黒川　想矢",2.1,13.6,0.2,1.4,3.6,0.3,2.3,2.7,0.3
470,"倉　悠貴",2.0,17.5,0.7,1.3,4.5,1.2,1.0,2.8,0.6
470,"齋藤　潤",2.0,15.1,0.2,1.5,4.1,0.6,1.5,3.6,0.2
470,"兵頭　功海",2.0,14.0,0.6,1.3,4.8,1.0,1.2,2.8,0.3
473,"高野　洸",1.9,18.2,0.3,1.2,3.8,0.7,0.9,5.2,0.8
473,"藤原　大祐",1.9,17.2,0.7,1.6,3.8,0.5,4.2,3.3,0.3
475,"柏木　悠",1.7,15.3,0.2,0.9,2.8,0.3,2.3,3.0,0.2
475,"味方　良介",1.7,16.2,0.2,2.0,4.4,0.6,0.5,2.6,0.7
475,"草川　拓弥",1.7,13.9,0.6,1.9,3.6,0.8,1.5,3.5,0.3
478,"山中　柔太朗",1.6,15.7,0.3,1.3,3.6,0.2,0.7,5.1,0.3
478,"内藤　秀一郎",1.6,14.0,0.5,1.2,3.5,0.5,0.7,3.6,0.3
478,"松本　怜生",1.6,13.4,0.6,1.3,3.8,0.5,0.8,3.6,0.1
481,"川村　壱馬",1.5,16.5,0.1,1.7,4.3,0.7,0.7,4.9,0.5
481,"福山　翔大",1.5,14.0,0.5,0.8,4.5,0.3,0.5,3.5,0.3
483,"尾崎　匠海",1.3,15.8,0.1,1.2,3.3,0.3,2.6,4.0,0.2
483,"小宮　璃央",1.3,17.0,0.3,1.4,4.2,0.3,2.1,3.4,0.3
483,"岩瀬　洋志",1.3,12.7,0.3,0.7,3.1,0.1,0.8,2.7,0.2
483,"水沢　林太郎",1.3,14.6,0.5,1.6,3.8,0.3,1.9,2.7,0.2
487,"西垣　匠",1.2,14.7,0.3,1.5,3.6,0.7,1.5,3.3,0.8
487,"奥　智哉",1.2,13.7,0.1,1.3,3.4,0.3,1.7,2.7,0.2
487,"山下　幸輝",1.2,14.1,0.6,1.0,4.0,0.3,1.5,2.0,0.2
490,"八村　倫太郎",1.0,15.4,0.9,1.0,4.7,0.3,0.6,3.0,0.5
490,"青木　柚",1.0,13.6,0.3,1.3,3.6,0.3,1.6,2.6,0.2
490,"結木　滉星",1.0,12.0,0.2,0.8,3.8,0.3,0.8,2.4,0.3
493,"大西　利空",0.9,15.8,0.1,0.8,3.4,0.5,3.3,2.7,0.2
493,"越山　敬達",0.9,11.8,0.2,1.0,3.1,0,1.4,2.2,0.3
493,"山時　聡真",0.9,12.6,0.3,1.3,3.4,0.2,1.0,2.1,0.6
493,"豊田　裕大",0.9,11.9,0.3,0.7,3.7,0,0.7,2.9,0.2
493,"濱　正悟",0.9,13.5,0.6,0.9,4.5,0.5,0.5,2.0,0.8
498,"曽田　陵介",0.8,15.0,0.3,1.0,3.8,0.6,1.0,2.8,0.1
499,"杢代　和人",0.7,10.2,0.2,0.3,3.4,0.1,0.1,1.9,0.1
500,"新原　泰佑",0.6,11.3,0.5,0.7,3.3,0.5,0.6,2.9,0.3
