"2025年7月調査・ﾀﾚﾝﾄｲﾒｰｼﾞ",,,,,,,,,,
"男性ﾀﾚﾝﾄ/女性50～69歳/並び順:人気度",,,,,,,,,,
,,,,,,,,,,
,,,,"イメージ",,,,,,
50,"山崎　賢人",38.1,91.6,2.6,16.9,18.2,7.5,6.4,47.0,4.7
52,"柳楽　優弥",37.7,87.7,3.5,5.9,41.2,12.0,1.6,23.1,9.7
53,"玉木　宏",36.9,95.5,3.8,9.0,24.2,10.6,0.8,42.0,42.0
53,"松下　洸平",36.9,81.3,4.2,22.5,14.4,9.7,5.5,31.1,9.4
55,"佐藤　浩市",36.8,97.1,1.5,4.1,27.5,16.1,1.2,22.0,59.5
56,"斎藤　工",36.7,94.9,5.1,4.1,39.5,9.1,1.0,35.0,33.5
57,"沢村　一樹",36.6,96.0,25.6,9.0,27.7,9.8,2.1,30.0,38.1
58,"本木　雅弘",36.4,97.9,2.2,10.1,36.3,15.8,0.8,34.9,47.8
58,"小日向　文世",36.4,93.1,11.2,3.8,39.5,16.5,3.5,3.3,26.0
60,"大沢　たかお",36.3,96.3,2.9,8.1,26.8,13.6,1.0,29.6,47.0
60,"ナイツ",36.3,91.9,49.7,2.2,24.9,11.2,0.7,1.2,5.7
62,"千鳥",36.2,94.6,54.6,0.5,31.4,7.5,1.5,2.2,3.3
63,"松岡　昌宏",36.1,96.5,10.7,8.8,29.6,25.1,1.7,30.5,16.2
64,"向井　理",35.5,96.5,1.5,25.0,19.6,10.9,1.9,42.5,21.1
65,"内野　聖陽",35.4,90.1,4.4,2.9,31.2,12.3,0.9,24.6,44.9
66,"二宮　和也",35.3,98.1,16.9,10.8,26.7,10.6,8.6,18.3,4.7
67,"木村　拓哉",34.9,99.0,3.8,12.8,27.8,14.7,1.7,48.0,30.3
68,"バカリズム",34.6,95.2,46.1,2.1,44.7,11.6,2.8,1.2,3.1
69,"及川　光博",34.5,96.5,14.6,12.2,44.2,9.0,3.4,24.9,29.5
69,"草刈　正雄",34.5,97.8,5.0,7.7,24.7,15.0,1.4,30.3,61.4
69,"北村　匠海",34.5,83.4,1.7,13.5,21.2,5.8,11.6,27.7,4.0
69,"仲野　太賀",34.5,75.0,13.7,5.7,26.8,9.4,4.2,8.0,3.4
73,"高橋　一生",34.0,94.8,4.2,13.9,35.6,10.0,2.7,25.6,21.3
73,"山田　裕貴",34.0,81.8,7.5,11.1,22.9,8.4,5.6,28.9,3.3
75,"吉田　鋼太郎",33.9,95.3,12.0,2.2,42.1,13.5,2.1,12.0,49.0
75,"柄本　佑",33.9,89.9,3.3,5.6,52.9,10.4,0.6,12.1,14.8
77,"ＩＫＫＯ",33.5,98.1,34.9,3.1,57.6,13.5,5.4,3.5,7.6
77,"安田　顕",33.5,81.7,15.0,2.4,36.2,11.2,1.5,9.5,23.2
79,"濱田　岳",33.4,89.6,17.8,2.6,45.9,9.9,7.2,1.7,3.1
80,"岡田　准一",33.3,96.4,5.6,11.4,26.4,12.8,2.2,39.9,21.7
80,"藤木　直人",33.3,93.2,2.6,19.2,18.3,10.4,1.0,37.7,34.7
82,"笑福亭　鶴瓶",32.9,98.6,49.9,1.4,36.0,15.4,3.4,1.3,10.9
83,"坂口　健太郎",32.7,87.0,1.2,21.4,18.9,6.8,6.1,35.5,6.5
84,"タカアンドトシ",32.5,96.3,51.5,1.6,23.4,8.0,1.6,0.3,2.1
85,"日村　勇紀",32.4,96.5,57.0,0.9,39.0,10.0,5.6,0.8,2.2
86,"吉川　晃司",32.1,98.1,2.4,5.2,37.1,12.3,0.9,39.3,52.5
86,"満島　真之介",32.1,88.2,27.7,8.1,33.3,6.9,6.8,16.5,3.5
88,"山崎　育三郎",32.0,89.3,9.2,13.7,26.3,11.9,2.4,23.3,14.3
89,"豊川　悦司",31.9,97.2,4.0,2.2,40.3,8.8,0.8,26.9,55.8
89,"高田　純次",31.9,97.8,54.0,2.2,44.1,5.4,1.5,7.2,20.6
89,"松本　潤",31.9,97.8,4.5,10.9,24.6,9.9,4.5,39.5,10.0
89,"山田　孝之",31.9,94.3,11.1,1.3,56.6,8.7,1.4,13.0,16.6
89,"福士　蒼汰",31.9,92.3,1.6,20.7,15.0,4.9,8.1,44.1,5.7
94,"風間　俊介",31.8,92.9,8.5,14.2,26.5,14.4,8.6,5.4,3.5
95,"櫻井　翔",31.7,98.0,5.1,16.5,16.1,19.1,5.5,19.4,7.0
96,"真田　広之",31.5,96.5,1.2,4.3,32.7,20.4,0.3,29.7,57.6
96,"岩田　剛典",31.5,83.5,1.7,20.4,13.4,6.3,7.1,45.1,7.5
98,"舘　ひろし",31.4,98.1,4.3,6.6,27.1,14.3,1.4,35.7,66.2
99,"羽鳥　慎一",31.3,94.4,10.2,13.0,15.0,26.8,1.5,6.5,9.2
100,"生田　斗真",31.2,92.4,5.2,13.5,20.3,6.3,4.7,39.8,9.5
101,"秋山　竜次",30.8,94.8,57.9,0.3,49.7,5.0,1.3,1.5,2.3
101,"北村　一輝",30.8,92.5,5.5,2.6,43.7,8.3,0.5,24.2,38.5
103,"さまぁ～ず",30.7,95.5,47.1,1.2,26.1,7.3,1.7,1.3,6.3
104,"山本　耕史",30.6,93.0,12.7,8.0,33.9,12.3,0.8,17.1,20.5
105,"江口　洋介",30.4,97.4,2.4,8.1,22.5,12.7,0.8,34.8,42.5
106,"瀬戸　康史",30.3,81.0,2.4,19.9,13.9,6.4,15.8,24.1,5.2
107,"上川　隆也",30.0,92.2,4.4,10.2,22.9,16.4,0.9,16.1,38.6
108,"平野　紫耀",29.9,83.1,12.3,13.0,15.1,2.8,15.3,45.6,2.6
109,"綾野　剛",29.8,95.1,2.0,4.9,42.6,6.6,1.6,27.1,19.7
109,"井浦　新",29.8,78.5,2.3,7.2,26.8,10.2,1.4,18.3,37.5
111,"菊池　風磨",29.7,83.2,25.4,8.3,19.7,4.8,10.2,22.4,2.6
112,"オダギリ　ジョ－",29.6,96.9,2.9,2.9,53.8,6.8,0.7,28.4,31.9
112,"柳沢　慎吾",29.6,98.3,57.3,0.9,40.2,6.3,3.7,1.4,2.7
114,"水谷　豊",29.5,98.3,5.5,5.2,36.3,17.2,1.0,10.9,41.6
115,"井ノ原　快彦",29.2,96.3,10.4,11.4,15.7,19.8,2.3,6.6,8.0
116,"星野　源",29.1,96.6,11.2,7.2,37.0,13.5,2.7,6.8,7.8
116,"塚地　武雅",29.1,90.8,43.0,0.9,35.6,8.6,4.8,0.3,1.9
116,"八嶋　智人",29.1,90.3,42.6,2.2,42.5,7.5,1.6,1.3,5.8
116,"長谷川　博己",29.1,85.6,1.6,9.9,23.4,10.6,1.0,23.5,34.7
120,"草なぎ　剛",29.0,97.7,10.7,6.9,44.2,12.5,2.2,9.2,8.6
120,"原田　泰造",29.0,95.9,46.4,2.3,26.7,9.7,2.4,5.0,8.0
122,"柳葉　敏郎",28.5,97.8,8.6,2.6,36.1,12.6,1.4,13.5,39.9
122,"山田　涼介",28.5,85.1,6.9,19.6,16.3,4.7,25.8,36.0,2.9
124,"藤原　竜也",28.4,96.5,4.0,7.6,40.0,10.8,2.3,22.6,13.2
125,"柄本　明",28.3,95.5,9.7,0.8,51.9,12.0,0.3,3.0,24.7
125,"ビ－トたけし（北野　武）",28.3,99.1,26.3,0.9,51.7,17.3,0.6,5.1,18.5
125,"ヒロミ",28.3,98.5,31.4,2.2,35.7,17.2,0.9,5.5,12.6
128,"みやぞん",28.1,93.9,47.6,1.4,37.1,7.9,3.3,1.3,1.3
129,"関根　勤",27.9,98.5,47.4,3.7,28.2,15.0,2.4,1.9,9.1
130,"鈴木　福",27.7,96.3,3.4,15.5,13.6,10.4,34.5,2.9,0.6
130,"中川　大志",27.7,79.9,2.9,16.5,13.3,5.6,8.0,35.3,2.6
132,"千葉　雄大",27.6,85.1,6.5,12.3,17.2,3.5,33.3,12.9,2.2
133,"高橋　克典",27.5,95.6,2.7,6.9,23.3,11.1,0.9,27.9,43.7
133,"出川　哲朗",27.5,98.8,55.6,0.6,38.2,7.0,5.2,0.6,1.6
133,"かまいたち",27.5,91.3,48.0,1.0,28.6,3.8,0.8,1.2,1.9
136,"竹中　直人",27.2,98.3,29.7,1.4,60.9,10.8,1.6,5.9,21.7
136,"渡辺　謙",27.2,98.3,1.5,3.0,28.8,15.7,0.2,21.8,55.9
136,"椎名　桔平",27.2,94.9,2.6,6.5,24.7,9.7,0.7,25.5,43.9
139,"亀梨　和也",27.0,96.7,4.0,12.9,22.6,8.0,3.1,41.9,9.1
139,"赤楚　衛二",27.0,71.5,1.4,17.1,11.5,4.0,12.9,27.7,2.9
141,"北大路　欣也",26.9,97.3,1.5,3.5,26.0,21.0,0.5,12.8,54.8
141,"設楽　統",26.9,93.1,40.0,4.4,22.8,14.7,1.0,3.3,6.5
141,"松田　翔太",26.9,89.4,2.2,7.8,37.1,5.4,1.0,33.6,11.8
141,"山崎　弘也",26.9,91.3,54.8,0.8,28.4,3.7,1.7,0.8,1.0
145,"シソンヌ",26.8,75.1,40.4,1.0,28.3,4.5,1.2,1.7,2.3
146,"ＥＸＩＴ",26.7,86.6,36.0,2.2,29.9,2.7,2.9,10.5,0.8
146,"津田　健次郎",26.7,62.2,3.3,4.0,25.8,8.4,1.5,19.3,27.8
148,"林　修",26.4,97.7,12.3,2.7,28.5,33.2,0.8,1.0,9.1
148,"間宮　祥太朗",26.4,83.5,3.4,12.1,19.1,5.1,1.7,35.4,5.4
148,"滝藤　賢一",26.4,80.3,11.9,1.0,50.2,7.0,0.3,5.4,16.4
151,"山里　亮太",26.3,97.7,42.8,1.6,42.1,10.7,1.0,0.9,2.8
151,"桐谷　健太",26.3,91.2,17.7,4.9,38.9,5.8,1.7,20.0,9.4
153,"若林　正恭",26.2,90.2,42.0,2.3,25.4,9.5,3.4,1.6,2.6
154,"藤井　隆",26.0,94.3,44.2,3.0,35.7,10.9,1.7,1.9,3.3
155,"高橋　克実",25.8,96.3,26.4,1.5,41.7,12.9,1.4,1.6,15.7
155,"市原　隼人",25.8,91.7,3.5,8.0,38.2,8.1,0.9,25.8,15.0
155,"眞栄田　郷敦",25.8,79.9,0.8,8.7,23.3,3.3,5.0,40.7,3.7
158,"野村　萬斎",25.7,92.5,3.0,6.9,40.6,18.9,0.5,9.7,29.2
159,"佐藤　二朗",25.6,91.3,31.1,0.7,53.9,7.6,1.3,1.0,7.0
160,"織田　裕二",25.4,97.2,3.3,6.3,30.6,10.2,0.5,19.3,26.4
160,"木梨　憲武",25.4,97.9,38.3,3.0,43.1,9.4,0.8,6.2,12.7
160,"ぺこぱ",25.4,88.9,39.5,1.7,26.8,3.1,3.8,1.4,0.7
163,"松田　龍平",25.0,90.3,3.4,4.2,44.5,6.8,0.7,21.8,14.9
163,"大森　南朋",25.0,84.3,3.0,1.3,38.2,7.9,0.8,7.6,28.8
163,"中島　健人",25.0,85.4,6.1,11.4,14.1,2.9,13.0,37.6,2.6
163,"宮沢　氷魚",25.0,79.6,1.0,18.0,27.7,4.9,3.1,30.4,6.5
167,"古田　新太",24.9,91.7,20.1,0.2,55.4,7.3,0.9,4.5,18.3
168,"小林　薫",24.8,91.4,2.7,2.7,29.1,14.1,0.6,11.6,48.4
169,"小峠　英二",24.7,95.5,48.7,1.4,41.3,7.7,1.2,2.8,2.3
169,"竹内　涼真",24.7,91.6,2.1,15.3,14.9,4.0,4.1,37.3,5.4
169,"生瀬　勝久",24.7,89.2,21.3,1.5,40.4,11.1,0.5,3.5,18.3
172,"谷原　章介",24.6,94.6,3.1,17.1,16.5,15.4,0.8,17.7,29.5
173,"町田　啓太",24.4,62.0,0.7,13.2,11.2,4.3,2.0,34.8,7.1
174,"香取　慎吾",24.3,98.5,18.3,4.3,38.6,8.8,3.8,11.6,7.0
174,"サンシャイン池崎",24.3,91.5,35.2,0.9,37.3,8.6,2.0,1.7,1.2
176,"リリ－・フランキ－",24.2,94.3,9.5,0.9,50.4,10.0,1.3,5.6,31.8
176,"磯村　勇斗",24.2,66.9,2.6,7.6,18.0,4.8,4.5,20.8,3.8
178,"有吉　弘行",24.1,98.3,38.9,2.0,32.7,9.7,1.2,0.7,3.3
179,"宮川　大輔",24.0,96.3,48.9,1.0,33.3,5.2,1.0,1.7,1.9
179,"成田　凌",24.0,80.6,2.4,6.6,26.0,4.0,2.9,27.1,7.1
181,"要　潤",23.9,94.6,5.8,10.7,25.3,8.1,1.3,28.8,26.9
181,"三浦　翔平",23.9,79.7,4.1,15.1,12.7,4.7,4.2,41.6,7.1
183,"笹野　高史",23.7,91.2,11.8,0.7,41.3,12.8,1.2,1.3,17.3
183,"玉森　裕太",23.7,82.7,2.7,16.2,11.6,2.6,22.1,25.8,2.3
183,"松村　北斗",23.7,64.6,4.7,14.6,11.2,4.0,7.7,26.7,1.7
186,"岡部　大",23.5,82.3,36.0,3.0,25.4,5.8,3.3,0.3,1.3
187,"松田　元太",23.4,61.7,22.9,5.4,14.7,2.6,11.4,17.5,1.4
188,"堂本　光一",23.3,98.0,7.6,9.8,24.6,8.4,4.7,28.8,8.4
188,"稲垣　吾郎",23.3,97.9,6.4,8.7,34.2,6.2,2.1,15.9,14.0
188,"伊藤　淳史",23.3,91.0,12.5,5.2,41.8,8.7,7.0,1.0,2.9
188,"城田　優",23.3,92.2,3.8,10.4,26.8,4.9,1.3,39.5,10.4
188,"松岡　修造",23.3,98.4,26.2,9.9,35.3,12.0,0.6,7.6,7.5
193,"窪田　正孝",23.2,82.7,1.5,7.0,35.6,5.7,3.1,16.5,5.1
194,"松平　健",23.1,98.3,6.8,4.3,28.8,17.8,1.0,11.8,41.4
194,"羽生　結弦",23.1,98.0,0.5,21.2,30.8,8.1,8.3,19.3,3.6
194,"新田　真剣佑",23.1,86.1,1.0,11.8,19.0,2.7,3.8,46.8,3.6
197,"錦鯉",22.7,90.2,40.2,0.5,29.8,3.7,2.1,0.6,2.7
198,"澤部　佑",22.6,93.4,43.0,2.3,27.0,7.0,2.6,0.3,1.2
198,"浜田　雅功",22.6,97.8,47.7,0.8,34.1,7.6,1.0,1.7,4.4
200,"永瀬　廉",22.5,79.4,4.0,12.3,11.4,3.0,12.9,33.9,1.4
201,"寺脇　康文",22.2,92.5,9.1,4.1,23.4,10.0,1.0,12.2,28.6
201,"川島　明",22.2,86.5,33.8,3.8,24.2,14.6,0.5,4.8,7.2
201,"寺島　進",22.2,84.5,7.1,1.9,37.3,8.3,0.5,9.9,28.8
201,"永山　瑛太",22.2,82.2,2.4,4.1,33.6,5.4,1.0,26.7,14.2
205,"佐藤　隆太",22.1,92.8,12.1,7.0,24.1,8.7,2.1,8.8,8.8
205,"山口　智充",22.1,93.6,38.3,2.0,28.2,8.8,0.7,3.0,8.7
205,"長嶋　一茂",22.1,98.3,29.0,3.6,41.0,5.4,1.6,4.4,5.2
208,"おぎやはぎ",22.0,96.0,41.0,0.9,30.3,5.9,0.5,1.3,6.3
208,"劇団ひとり",22.0,97.7,41.6,2.4,39.1,7.7,2.0,1.6,3.8
210,"ウエンツ　瑛士",21.9,96.4,19.0,11.5,20.5,4.4,11.1,13.7,2.3
210,"杉野　遥亮",21.9,63.9,2.1,16.2,9.4,3.5,6.3,26.1,1.6
212,"田辺　誠一",21.8,86.4,5.9,7.9,25.3,8.1,2.1,12.3,26.7
213,"角田　晃広",21.7,69.8,27.6,1.3,30.6,4.2,1.4,2.1,6.2
214,"道枝　駿佑",21.5,69.2,2.4,16.2,8.6,2.6,30.8,22.1,1.0
215,"尾上　松也",21.4,90.1,12.8,5.9,31.7,6.5,1.4,14.3,10.4
216,"浅野　忠信",21.3,93.0,1.9,1.5,38.3,7.9,0.7,17.7,41.3
216,"吉岡　秀隆",21.3,88.8,1.5,2.9,36.4,13.3,1.6,2.3,12.6
216,"林　遣都",21.3,80.2,2.4,11.9,23.7,5.9,6.4,17.2,3.4
219,"六角　精児",21.2,93.4,16.9,0.5,58.2,6.1,0.6,0.8,6.1
220,"岡村　隆史",21.1,98.4,48.2,1.5,32.7,5.2,5.4,0.7,2.0
220,"高橋　茂雄",21.1,90.3,42.1,2.9,21.3,7.6,1.7,0.7,1.4
220,"溝端　淳平",21.1,82.8,2.0,14.2,14.1,4.0,4.8,30.2,4.0
220,"工藤　阿須加",21.1,77.3,2.6,17.5,16.4,8.7,3.5,17.3,3.5
224,"内藤　剛志",21.0,94.4,4.1,3.1,27.0,14.4,0.3,5.4,34.2
225,"ブラックマヨネ－ズ",20.8,92.7,46.3,0,26.9,4.2,1.3,0.6,1.4
226,"渡部　篤郎",20.7,92.4,1.6,3.0,31.7,8.3,0.9,14.7,43.0
226,"村上　信五",20.7,88.8,31.5,2.8,19.2,7.5,4.0,6.2,2.1
226,"佐久間　大介",20.7,63.6,14.8,5.9,19.7,4.4,12.5,13.9,1.4
229,"又吉　直樹",20.6,96.7,15.3,0.7,57.9,11.9,0.7,2.7,4.7
229,"伊藤　英明",20.6,93.8,2.9,5.1,27.6,7.2,1.0,27.5,26.3
229,"高橋　文哉",20.6,56.3,2.4,13.0,8.3,3.1,17.0,19.7,1.6
232,"杉本　哲太",20.5,92.8,3.3,2.0,33.8,11.1,0.8,9.4,35.3
233,"ティモンディ",20.4,75.2,28.1,4.1,22.9,5.6,2.3,2.1,0.8
234,"上田　晋也",20.3,95.2,39.7,0.8,27.2,11.2,0.5,0.9,4.5
234,"木村　昴",20.3,76.0,24.2,2.4,29.6,5.4,1.6,7.7,2.8
236,"堂本　剛",20.1,98.0,9.8,2.2,46.8,5.1,2.4,12.7,3.8
236,"ラウ－ル",20.1,79.0,6.6,9.7,26.1,3.3,9.9,36.0,2.8
236,"大橋　和也",20.1,67.2,14.2,7.3,9.7,2.8,31.0,6.1,1.2
239,"高橋　英樹",19.9,96.7,5.2,4.4,18.4,19.9,1.2,9.1,34.3
239,"染谷　将太",19.9,82.1,1.6,3.6,44.5,6.1,2.1,7.7,3.0
239,"阿部　亮平",19.9,64.3,3.4,13.2,10.7,10.2,4.5,18.3,2.1
242,"小島　よしお",19.8,97.7,41.9,2.2,43.0,9.0,1.3,2.6,2.0
242,"中尾　明慶",19.8,84.2,15.9,3.6,25.6,7.1,3.8,4.5,2.3
244,"小池　徹平",19.7,92.9,3.6,14.6,16.5,4.0,26.7,15.0,3.0
244,"なかやまきんに君",19.7,96.2,32.5,3.8,37.7,6.3,1.6,2.6,1.5
244,"板垣　李光人",19.7,64.6,1.2,12.5,16.9,2.9,31.1,10.8,0.8
247,"石原　良純",19.6,97.6,24.0,3.3,35.6,13.9,1.0,1.6,8.8
247,"岸谷　五朗",19.6,95.0,8.7,2.1,38.5,10.5,0.7,7.2,27.1
247,"野間口　徹",19.6,78.3,8.5,2.1,45.3,9.2,0.2,1.6,9.9
250,"横山　裕",19.4,85.4,21.2,4.8,22.1,5.7,4.0,10.6,2.0
251,"速水　もこみち",19.3,97.3,3.0,13.9,21.8,4.8,1.4,37.1,11.3
252,"ユ－スケ・サンタマリア",19.0,97.7,26.8,1.7,46.2,5.6,0.1,2.0,8.8
252,"柄本　時生",19.0,89.8,10.4,0.9,60.2,4.4,0.7,2.0,3.7
252,"藤ヶ谷　太輔",19.0,76.9,3.7,10.6,14.0,5.5,5.8,26.4,3.7
255,"田中　裕二",18.7,97.2,35.9,1.6,23.9,11.6,4.0,0.6,2.4
255,"加藤　清史郎",18.7,89.5,1.6,15.8,15.1,4.5,21.3,9.3,2.2
257,"伊集院　光",18.6,97.4,30.6,1.2,32.0,15.6,0.7,1.2,3.1
257,"児嶋　一哉",18.6,86.5,35.6,3.1,25.8,8.7,0.9,1.6,2.9
257,"ジェシ－",18.6,75.8,16.1,7.2,20.5,2.3,5.5,29.9,2.6
260,"有田　哲平",18.5,96.0,46.6,0.8,29.3,4.9,0.2,0.5,2.6
260,"吉村　崇",18.5,88.6,40.6,1.5,23.3,4.7,0.6,3.1,2.2
260,"大谷　亮平",18.5,73.6,0.8,5.6,16.5,6.6,0.6,23.1,29.8
263,"戸次　重幸",18.4,68.2,8.5,3.7,22.8,5.7,1.2,8.3,12.0
264,"森山　未來",18.3,83.8,2.1,2.7,51.7,6.1,1.2,8.6,7.9
264,"玉山　鉄二",18.3,81.0,1.4,2.3,24.8,4.9,0.5,22.1,25.4
266,"池松　壮亮",18.2,69.0,2.1,2.1,34.9,5.9,1.5,8.5,7.8
266,"宮舘　涼太",18.2,60.2,16.6,6.2,19.3,4.0,3.0,13.2,2.0
268,"光石　研",18.0,67.3,3.4,2.1,24.4,10.0,0.8,3.3,21.8
269,"加藤　浩次",17.9,95.8,22.7,1.5,32.5,9.8,0.2,4.0,8.8
269,"高橋　海人",17.9,67.5,4.7,8.0,10.4,2.6,18.9,19.2,0.9
271,"中山　秀征",17.8,97.6,21.8,4.2,20.7,12.3,0.5,1.6,6.1
271,"眞島　秀和",17.8,69.0,1.4,3.8,23.2,6.8,0.8,12.8,23.3
273,"國村　隼",17.7,71.2,1.5,1.0,26.1,12.1,0.3,5.2,29.2
274,"南原　清隆",17.5,95.2,36.6,0.9,24.7,11.4,0.7,1.0,4.5
274,"梅沢　富美男",17.5,98.1,27.2,1.0,35.9,9.0,1.6,1.9,16.8
276,"陣内　孝則",17.3,97.9,18.6,1.7,37.7,6.8,0.8,9.7,28.3
277,"今田　耕司",17.1,97.0,41.3,2.3,27.9,7.1,0.7,1.2,3.0
277,"ケンド－コバヤシ",17.1,94.2,39.8,0.5,37.4,5.4,0.7,2.2,7.0
279,"勝村　政信",17.0,87.3,13.3,2.9,28.6,7.8,0.6,3.7,14.3
280,"宇梶　剛士",16.9,92.2,6.9,1.3,40.2,9.9,0.9,8.4,23.9
280,"田中　卓志",16.9,90.9,39.6,1.0,37.0,7.1,1.2,0.6,1.4
280,"神尾　楓珠",16.9,60.2,0.9,10.9,13.5,1.9,8.5,26.3,0.9
283,"戸塚　純貴",16.8,46.2,10.0,4.9,17.3,3.7,3.3,6.4,1.6
284,"青木　崇高",16.6,61.8,2.4,1.3,26.1,5.9,0.2,12.6,18.6
285,"温水　洋一",16.5,92.9,13.5,0.7,50.5,7.2,2.7,0.5,4.9
285,"高杉　真宙",16.5,60.1,1.2,12.3,9.0,2.9,11.9,20.6,1.6
287,"石丸　幹二",16.4,77.6,1.0,8.6,16.9,11.3,0.5,12.6,27.2
288,"陣内　智則",16.3,96.9,43.7,2.4,21.9,3.3,0.9,1.9,1.6
289,"田中　直樹",16.1,88.9,33.2,1.7,28.8,6.9,0.6,1.3,3.5
289,"ミキ",16.1,82.4,35.9,0.9,18.4,3.3,3.8,0.7,0.3
289,"加瀬　亮",16.1,71.6,1.0,5.8,25.0,7.1,0.3,13.4,15.7
289,"鈴鹿　央士",16.1,67.6,1.2,13.7,10.5,2.4,27.9,11.3,1.3
