"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"1","","5","タモリ","タモリ","80","40.2","1","711"
"2","16","2","阿部寛","アベヒロシ","61","39.1","14","428"
"3","34","7","イチロー","イチロー","52","38.7","1","677"
"4","11","2","大谷翔平","オオタニショウヘイ","31","38.4","8","917"
"5","6","39","明石家さんま","アカシヤサンマ","70","37.8","3","755"
"6","12","4","サンドウィッチマン","サンドウィッチマン","","37.3","7","461"
"7","13","10","綾瀬はるか","アヤセハルカ","40","37.1","9","1030"
"7","4","8","北川景子","キタガワケイコ","39","37.1","125","389"
"9","44","18","大泉洋","オオイズミヨウ","52","36.7","20","632"
"10","1","9","芦田愛菜","アシダマナ","21","36.2","154","400"
"11","2","5","長澤まさみ","ナガサワマサミ","38","36","62","379"
"12","","17","B’z","ビーズ","","35.8","22","594"
"13","10","1","新垣結衣","アラガキユイ","37","35.3","154","400"
"13","8","19","内村光良（ウッチャンナンチャン）","ウチムラテルヨシ（ウッチャンナンチャン）","61","35.3","11","606"
"13","16","26","伊達みきお（サンドウィッチマン）","ダテミキオ（サンドウィッチマン）","51","35.3","36","762"
"13","5","26","富澤たけし（サンドウィッチマン）","トミザワタケシ（サンドウィッチマン）","51","35.3","90","470"
"17","7","50","有村架純","アリムラカスミ","32","35.1","196","289"
"17","9","13","浜田雅功（ダウンタウン）","ハマダマサトシ（ダウンタウン）","62","35.1","14","786"
"19","23","15","吉高由里子","ヨシタカユリコ","37","34.4","137","238"
"20","","10","所ジョージ","トコロジョージ","70","34","11","673"
"21","14","","内田有紀","ウチダユキ","50","33.1","69","275"
"22","74","50","宇多田ヒカル","ウタダヒカル","42","32.9","6","606"
"22","25","39","春日俊彰（オードリー）","カスガトシアキ（オードリー）","46","32.9","22","640"
"22","15","12","小芝風花","コシバフウカ","28","32.9","330","351"
"22","16","48","吉岡里帆","ヨシオカリホ","32","32.9","291","404"
"26","32","30","ウッチャンナンチャン","ウッチャンナンチャン","","32.2","9","963"
"26","85","19","さまぁ～ず","サマァ～ズ","","32.2","32","796"
"26","115","63","ダウンタウン","ダウンタウン","","32.2","3","1149"
"29","52","36","川口春奈","カワグチハルナ","30","32","252","500"
"29","190","50","白石麻衣","シライシマイ（ノギザカフォーティーシックス）","33","32","184","525"
"29","29","47","マツコ・デラックス","マツコデラックス","53","32","26","946"
"32","67","76","鈴木亮平","スズキリョウヘイ","42","31.8","252","379"
"32","21","86","バカリズム","バカリズム","49","31.8","137","356"
"34","39","57","多部未華子","タベミカコ","36","31.6","184","525"
"34","133","70","Mr.Children","ミスターチルドレン","","31.6","102","633"
"36","59","127","アンタッチャブル","アンタッチャブル","","31.3","137","770"
"37","71","103","今田美桜","イマダミオ","28","30.9","229","520"
"38","111","136","小峠英二（バイきんぐ）","コトウゲエイジ（バイキング）","49","30.7","90","851"
"38","103","30","中島みゆき","ナカジマミユキ","73","30.7","45","731"
"38","39","39","松重豊","マツシゲユタカ","62","30.7","291","318"
"41","39","159","上戸彩","ウエトアヤ","40","30.4","54","755"
"41","81","30","日村勇紀（バナナマン）","ヒムラユウキ（バナナマン）","53","30.4","26","652"
"43","","21","サザンオールスターズ","サザンオールスターズ","","30","79","932"
"43","","94","スピッツ","スピッツ","","30","154","471"
"43","52","15","仲間由紀恵","ナカマユキエ","46","30","45","606"
"43","199","303","安田顕","ヤスダケン","51","30","330","390"
"47","","30","稲葉浩志（B’z）","イナバコウシ（ビーズ）","61","29.8","69","991"
"48","","13","桑田佳祐（サザンオールスターズ）","クワタケイスケ（サザンオールスターズ）","69","29.6","26","911"
"48","115","48","堺雅人","サカイマサト","52","29.6","137","862"
"48","26","21","浜辺美波","ハマベミナミ","25","29.6","229","601"
"48","373","70","Perfume","パフューム","","29.6","113","731"
"52","115","76","石原さとみ","イシハラサトミ","38","29.3","14","1020"
"52","183","23","バナナマン","バナナマン","","29.3","11","972"
"54","59","36","広瀬すず","ヒロセスズ","27","29.1","79","737"
"54","95","36","三村マサカズ（さまぁ～ず）","ミムラマサカズ（サマァーズ）","58","29.1","32","1033"
"54","","130","宮﨑あおい","ミヤザキアオイ","39","29.1","102","870"
"57","160","23","遠藤憲一","エンドウケンイチ","64","28.9","137","610"
"57","","39","深田恭子","フカダキョウコ","43","28.9","113","673"
"57","249","124","福原遥","フクハラハルカ","27","28.9","303","452"
"57","120","39","福山雅治","フクヤママサハル","56","28.9","26","1020"
"57","19","26","若林正恭（オードリー）","ワカバヤシマサヤス（オードリー）","47","28.9","90","762"
"62","86","103","大竹一樹（さまぁ～ず）","オオタケカズキ（サマァ～ズ）","57","28.7","90","537"
"62","23","70","高畑充希","タカハタミツキ","33","28.7","217","551"
"64","54","39","くりぃむしちゅー","クリィムシチュー","","28.4","62","775"
"64","199","30","設楽統（バナナマン）","シタラオサム（バナナマン）","52","28.4","79","606"
"64","143","39","博多華丸・大吉","ハカタハナマルダイキチ","","28.4","102","711"
"67","46","154","太田光（爆笑問題）","オオタヒカリ（バクショウモンダイ）","60","28.2","54","1014"
"67","318","266","草彅剛","クサナギツヨシ（スマップ）","51","28.2","14","1052"
"67","228","76","広瀬アリス","ヒロセアリス","30","28.2","166","796"
"67","103","235","水卜麻美","ミウラアサミ","38","28.2","217","551"
"71","169","60","竹野内豊","タケノウチユタカ","54","28","32","744"
"71","190","186","千鳥","チドリ","","28","79","1048"
"71","59","73","西島秀俊","ニシジマヒデトシ","54","28","291","256"
"71","","91","森高千里","モリタカチサト","56","28","217","509"
"75","","66","石田ゆり子","イシダユリコ","56","27.8","62","551"
"75","","86","菅野美穂","カンノミホ","48","27.8","154","720"
"75","29","112","タカ（タカアンドトシ）","タカ（タカアンドトシ）","49","27.8","137","862"
"75","169","136","生見愛瑠（めるる）","ヌクミメル（メルル）","23","27.8","420","221"
"75","67","116","ネプチューン","ネプチューン","","27.8","45","786"
"80","","143","榮倉奈々","エイクラナナ","37","27.6","196","572"
"80","","63","江口洋介","エグチヨウスケ","57","27.6","79","681"
"80","135","26","博多大吉（博多華丸・大吉）","ハカタダイキチ（ハカタハナマルダイキチ）","54","27.6","102","711"
"80","135","23","博多華丸（博多華丸・大吉）","ハカタハナマル（ハカタハナマルダイキチ）","55","27.6","90","762"
"80","176","124","橋本環奈","ハシモトカンナ（レブフロムディーブイエル）","26","27.6","69","920"
"80","","326","藤井フミヤ","フジイフミヤ","63","27.6","20","1063"
"80","67","254","山里亮太（南海キャンディーズ）","ヤマサトリョウタ（ナンカイキャンディーズ）","48","27.6","79","796"
"87","","127","安住紳一郎","アズミシンイチロウ","52","27.3","125","690"
"87","100","60","阿部サダヲ","アベサダヲ","55","27.3","229","601"
"87","127","30","有吉弘行","アリヨシヒロイキ","51","27.3","22","1164"
"87","19","84","オードリー","オードリー","","27.3","90","809"
"87","","73","唐沢寿明","カラサワトシアキ","62","27.3","54","755"
"87","39","68","桜井和寿（Mr.Children）","サクライカズトシ（ミスターチルドレン）","55","27.3","252","731"
"87","","191","柴咲コウ","シバサキコウ","44","27.3","102","952"
"87","27","99","出川哲朗","デガワテツロウ","61","27.3","14","984"
"87","46","177","爆笑問題","バクショウモンダイ","","27.3","45","786"
"87","","76","役所広司","ヤクショコウジ","69","27.3","166","898"
"97","127","94","川島明（麒麟）","カワシマアキラ（キリン)","46","27.1","184","601"
"97","","99","桐谷美玲","キリタニミレイ","35","27.1","217","803"
"97","","143","篠原涼子","シノハラリョウコ","52","27.1","62","775"
"100","189","103","天海祐希","アマミユウキ","58","26.9","90","696"
"100","","177","いきものがかり","イキモノガカリ","","26.9","291","844"
"100","","112","ダルビッシュ有","ダルビッシュユウ","39","26.9","62","1060"
"100","54","136","なかやまきんに君","ナカヤマキンニクン","47","26.9","69","959"
"100","","103","菜々緒","ナナオ","37","26.9","217","744"
"100","","224","山下達郎","ヤマシタタツロウ","72","26.9","166","594"
"106","71","94","岡村隆史（ナインティナイン）","オカムラタカシ（ナインティナイン）","55","26.7","36","1045"
"106","169","116","長田庄平（チョコレートプラネット）","オサダショウヘイ（チョコレートプラネット）","45","26.7","279","601"
"106","199","50","真田広之","サナダヒロユキ","65","26.7","154","782"
"106","","136","椎名林檎","シイナリンゴ","47","26.7","243","828"
"106","156","154","柴田英嗣（アンタッチャブル）","シバタヒデツグ（アンタッチャブル）","50","26.7","166","844"
"106","","57","中川翔子","ナカガワショウコ","40","26.7","45","991"
"106","54","103","本田翼","ホンダツバサ","33","26.7","263","755"
"106","","191","矢沢永吉","ヤザワエイキチ","76","26.7","22","1106"
"114","285","186","上白石萌音","カミシライシモネ","27","26.4","263","681"
"114","184","76","小池栄子","コイケエイコ","45","26.4","42","906"
"114","242","143","菅田将暉","スダマサキ","32","26.4","184","860"
"114","152","170","ノブ（千鳥）","ノブ（チドリ）","45","26.4","125","984"
"114","","116","MISIA","ミーシャ","47","26.4","125","984"
"119","74","286","木村文乃","キムラフミノ","38","26.2","380","400"
"119","153","50","ムロツヨシ","ムロツヨシ","49","26.2","154","885"
"121","","63","aiko","アイコ","50","26","166","677"
"121","133","60","秋山竜次（ロバート）","アキヤマリュウジ（ロバート）","47","26","125","1063"
"121","220","254","杏","アン","39","26","243","782"
"121","148","254","木村拓哉","キムラタクヤ（スマップ）","53","26","26","1215"
"121","296","170","児嶋一哉（アンジャッシュ）","コジマカズヤ（アンジャッシュ）","53","26","154","828"
"121","199","254","二階堂ふみ","ニカイドウフミ","31","26","330","566"
"121","296","235","錦鯉","ニシキゴイ","","26","279","656"
"121","302","94","藤原竜也","フジワラタツヤ","43","26","113","731"
"129","513","286","生田絵梨花","イクタエリカ（ノギザカフォーティーシックス）","28","25.8","380","494"
"129","160","191","井上尚弥","イノウエナオヤ","32","25.8","368","529"
"129","148","116","上田晋也（くりぃむしちゅー）","ウエダシンヤ（クリィムシチュー）","55","25.8","69","1131"
"129","","203","大島優子","オオシマユウコ（エーケービーフォーティーエイト）","37","25.8","102","1077"
"129","","112","佐々木希","ササキノゾミ","37","25.8","102","822"
"129","135","99","妻夫木聡","ツマブキサトシ","44","25.8","184","601"
"129","143","209","星野源","ホシノゲン","44","25.8","125","654"
"129","","191","松坂大輔","マツザカダイスケ","45","25.8","42","946"
"129","184","378","芳根京子","ヨシネキョウコ","28","25.8","462","205"
"138","265","116","飯尾和樹（ずん）","イイオカズキ（ズン）","56","25.6","154","828"
"138","86","136","劇団ひとり","ゲキダンヒトリ","48","25.6","90","984"
"138","","136","THE ALFEE","ジアルフィー","","25.6","263","681"
"138","46","286","杉咲花","スギサキハナ","28","25.6","449","357"
"138","220","286","田中みな実","タナカミナミ","39","25.6","196","1093"
"138","86","303","チョコレートプラネット","チョコレートプラネット","","25.6","263","681"
"138","","191","山口智子","ヤマグチトモコ","61","25.6","79","840"
"138","190","286","山本由伸","ヤマモトヨシノブ","27","25.6","348","416"
"146","","103","石川佳純","イシカワカスミ","32","25.3","217","803"
"146","","466","えなこ","エナコ","31","25.3","348","645"
"146","","86","大沢たかお","オオサワタカオ","57","25.3","154","669"
"146","","143","狩野英孝","カノエイコウ","43","25.3","79","892"
"146","","337","鈴木保奈美","スズキホナミ","59","25.3","166","737"
"146","310","235","松尾駿（チョコレートプラネット）","マツオシュン（チョコレートプラネット）","43","25.3","229","654"
"146","","91","松任谷由実","マツトウヤユミ","71","25.3","79","972"
"153","","170","さかなクン","サカナクン","50","25.1","36","1081"
"153","354","235","澤部佑（ハライチ）","サワベユウ（ハライチ）","39","25.1","90","1060"
"153","34","103","タカアンドトシ","タカアンドトシ","","25.1","113","833"
"153","46","170","トシ（タカアンドトシ）","トシ（タカアンドトシ）","49","25.1","113","833"
"153","","68","松下奈緒","マツシタナオ","40","25.1","217","744"
"153","148","303","YOASOBI","ヨアソビ","","25.1","380","352"
"159","354","191","久保建英","クボタケフサ","24","24.9","310","504"
"159","","50","土屋太鳳","ツチヤタオ","30","24.9","252","902"
"159","302","203","中岡創一(ロッチ)","ナカオカソウイチ（ロッチ）","47","24.9","196","779"
"159","74","130","南原清隆（ウッチャンナンチャン）","ナンバラキヨタカ（ウッチャンナンチャン）","60","24.9","45","1069"
"159","406","337","西野七瀬","ニシノナナセ（ノギザカフォーティーシックス）","31","24.9","368","633"
"159","199","191","波瑠","ハル","34","24.9","263","755"
"159","176","303","ブラックマヨネーズ","ブラックマヨネーズ","","24.9","166","1101"
"159","232","224","松本人志（ダウンタウン）","マツモトヒトシ（ダウンタウン）","62","24.9","5","1268"
"159","265","82","米津玄師","ヨネヅケンシ","34","24.9","243","828"
"168","","94","織田裕二","オダユウジ","57","24.7","36","1227"
"168","","130","小日向文世","コヒナタフミヨ","71","24.7","263","681"
"168","405","136","佐藤栞里","サトウシオリ","35","24.7","310","762"
"168","120","286","堂本剛（DOMOTO（KinKi Kids））","ドウモトツヨシ（ドウモト（キンキキッズ））","46","24.7","166","984"
"168","","317","吉田沙保里","ヨシダサオリ","43","24.7","102","1146"
"168","111","224","米倉涼子","ヨネクラリョウコ","50","24.7","113","1085"
"174","29","116","いとうあさこ","イトウアサコ","55","24.4","166","938"
"174","","235","井上真央","イノウエマオ","38","24.4","279","703"
"174","46","143","大久保佳代子（オアシズ）","オオクボカヨコ（オアシズ）","55","24.4","154","885"
"174","242","124","黒木華","クロキハル","35","24.4","368","345"
"174","","143","小嶋陽菜","コジマハルナ（エーケービーフォーティエイト）","37","24.4","310","690"
"174","103","203","小杉竜一（ブラックマヨネーズ）","コスギリュウイチ（ブラックマヨネーズ）","52","24.4","263","755"
"174","","116","佐藤浩市","サトウコウイチ","64","24.4","196","878"
"174","","326","鈴木京香","スズキキョウカ","57","24.4","330","851"
"174","111","159","戸田恵梨香","トダエリカ","37","24.4","279","703"
"174","74","203","ナインティナイン","ナインティナイン","","24.4","26","1231"
"174","276","103","原田泰造（ネプチューン）","ハラダタイゾウ（ネプチューン）","55","24.4","45","991"
"174","339","317","百田夏菜子（ももいろクローバーＺ）","モモタカナコ（モモイロクローバーゼット）","31","24.4","279","703"
"174","","116","吉田羊","ヨシダヨウ","51","24.4","229","870"
"187","339","286","池田エライザ","イケダエライザ","29","24.2","348","590"
"187","","401","柏木由紀","カシワギユキ（エーケービーフォーティーエイト）","34","24.2","279","980"
"187","538","457","齋藤飛鳥","サイトウアスカ（ノギザカフォーティーシックス）","27","24.2","411","637"
"187","","235","サンシャイン池崎","サンシャインイケザキ","44","24.2","217","744"
"187","354","177","長谷川博己","ハセガワヒロキ","48","24.2","341","449"
"187","296","127","バイきんぐ","バイキング","","24.2","243","1069"
"187","36","286","三笘薫","ミトマカオル","28","24.2","368","227"
"187","","159","柳葉敏郎","ヤナギバトシロウ","64","24.2","113","833"
"195","308","209","あいみょん","アイミョン","30","24","263","755"
"195","373","159","池田美優（みちょぱ）","イケダミユウ（ミチョパ）","27","24","137","1077"
"195","46","112","カズレーザー（メイプル超合金）","カズレーザー（メイプルチョウゴウキン）","41","24","137","991"
"195","","224","DAIGO","ダイゴ","47","24","45","1069"
"195","","154","長州力","チョウシュウリキ","73","24","54","1189"
"195","93","203","東京03","トウキョウゼロサン","","24","357","256"
"195","265","507","比嘉愛未","ヒガマナミ","39","24","483","206"
"202","59","91","小栗旬","オグリシュン","42","23.8","125","803"
"202","","246","オダギリジョー","オダギリジョー","49","23.8","217","645"
"202","74","170","かまいたち","カマイタチ","","23.8","217","851"
"202","36","86","滝沢カレン","タキザワカレン","33","23.8","291","844"
"202","310","82","塚地武雅（ドランクドラゴン）","ツカジムガ（ドランクドラゴン）","54","23.8","166","1063"
"202","228","66","堤真一","ツツミシンイチ","61","23.8","263","814"
"202","169","186","藤井聡太","フジイソウタ","23","23.8","310","885"
"209","285","317","川栄李奈","カワエイリナ（エーケービーフォーティーエイト）","30","23.6","341","925"
"209","354","378","指原莉乃","サシハラリノ（エイチケーティーフォーティーエイト）","33","23.6","137","1208"
"209","228","191","佐藤二朗","サトウジロウ","56","23.6","243","934"
"209","383","130","沢村一樹","サワムライッキ","58","23.6","217","803"
"209","236","191","長谷川雅紀（錦鯉）","ハセガワマサノリ(ニシキゴイ)","54","23.6","291","662"
"209","220","378","濱田岳","ハマダガク","37","23.6","330","520"
"209","","317","ポルノグラフィティ","ポルノグラフィティ","","23.6","320","656"
"209","95","84","松山ケンイチ","マツヤマケンイチ","40","23.6","196","660"
"209","220","401","ももいろクローバーＺ","モモイロクローバーゼット","","23.6","320","898"
"209","54","76","山崎弘也（アンタッチャブル）","ヤマザキヒロナリ（アンタッチャブル）","49","23.6","210","1026"
"219","285","370","浅野忠信","アサノタダノブ","51","23.3","310","645"
"219","517","401","伊藤沙莉","イトウサイリ","31","23.3","320","710"
"219","120","277","小木博明（おぎやはぎ）","オギヒロアキ（オギヤハギ）","54","23.3","166","1130"
"219","103","277","後藤輝基（フットボールアワー）","ゴトウテルモト（フットボールアワー）","51","23.3","210","893"
"223","257","186","阿佐ヶ谷姉妹","アサガヤシマイ","","23.1","166","938"
"223","","143","池上彰","イケガミアキラ","75","23.1","113","1048"
"223","","348","伊藤淳史","イトウアツシ","42","23.1","341","581"
"223","","99","小泉孝太郎","コイズミコウタロウ","47","23.1","166","1101"
"223","656","378","滝藤賢一","タキトウケンイチ","49","23.1","411","377"
"223","86","235","田中裕二（爆笑問題）","タナカユウジ（バクショウモンダイ）","60","23.1","54","1112"
"223","","286","生瀬勝久","ナマセカツヒサ","65","23.1","229","870"
"223","384","159","吉田敬（ブラックマヨネーズ）","ヨシダタカシ（ブラックマヨネーズ）","52","23.1","184","991"
"223","236","348","ロッチ","ロッチ","","23.1","291","786"
"232","393","103","おぎやはぎ","オギヤハギ","","22.9","137","1037"
"232","249","286","神木隆之介","カミキリュウノスケ","32","22.9","330","662"
"232","439","","キンタロー。","キンタロー","44","22.9","102","1220"
"232","596","235","櫻井翔（嵐）","サクライショウ（アラシ）","43","22.9","90","1227"
"232","127","154","大悟（千鳥）","ダイゴ（チドリ）","45","22.9","252","1043"
"232","487","303","野呂佳代","ノロカヨ","42","22.9","279","775"
"232","44","182","濱家隆一（かまいたち）","ハマイエリュウイチ（カマイタチ）","42","22.9","291","720"
"232","","224","MEGUMI","メグミ","44","22.9","166","984"
"232","257","209","ゆず","ユズ","","22.9","125","984"
"241","95","159","有田哲平（くりぃむしちゅー）","アリタテッペイ（クリィムシチュー）","54","22.7","113","1048"
"241","495","182","幾田りら（YOASOBI）","イクタリラ（ヨアソビ）","25","22.7","483","390"
"241","","416","大江麻理子","オオエマリコ","47","22.7","440","457"
"241","156","277","佐々木蔵之介","ササキクラノスケ","57","22.7","330","724"
"241","276","266","ディーン・フジオカ","ディーンフジオカ","45","22.7","279","824"
"241","310","466","仲里依紗","ナカリイサ","36","22.7","310","932"
"241","199","337","長濱ねる","ナガハマネル（ケヤキザカフォーティーシックス）","27","22.7","495","457"
"241","339","159","名倉潤（ネプチューン）","ナグラジュン（ネプチューン）","57","22.7","36","1106"
"241","470","457","パンサー","パンサー","43","22.7","303","633"
"241","","235","蛍原徹","ホトハラトオル（アメアガリケッシタイ）","57","22.7","210","840"
"241","393","57","松坂桃李","マツザカトオリ","37","22.7","263","862"
"252","","378","香里奈","カリナ","41","22.4","279","656"
"252","","431","河北麻友子","カワキタマユコ","33","22.4","310","885"
"252","276","361","佐藤健","サトウタケル","36","22.4","362","980"
"252","","317","武井咲","タケイエミ","31","22.4","102","1146"
"252","283","224","山田孝之","ヤマダタカユキ","42","22.4","229","1096"
"257","492","303","朝日奈央","アサヒナオ","31","22.2","303","963"
"257","228","246","あの","アノ","","22.2","210","1149"
"257","393","235","上野樹里","ウエノジュリ","39","22.2","210","938"
"257","115","209","岡田准一","オカダジュンイチ（ブイシックス）","45","22.2","243","1154"
"257","","182","皆藤愛子","カイトウアイコ","41","22.2","440","457"
"257","519","348","風間俊介","カザマシュンスケ","42","22.2","320","782"
"257","451","337","近藤春菜（ハリセンボン）","コンドウハルナ（ハリセンボン）","42","22.2","54","1218"
"257","257","348","斎藤工","サイトウタクミ","44","22.2","368","633"
"257","","130","坂口憲二","サカグチケンジ","50","22.2","263","645"
"257","","182","椎名桔平","シイナキッペイ","61","22.2","291","479"
"257","135","159","笑福亭鶴瓶","ショウフクテイツルベ","73","22.2","54","1189"
"257","199","254","タイムマシーン3号","タイムマシーンサンゴウ","","22.2","506","315"
"257","","303","山本美月","ヤマモトミヅキ","34","22.2","368","762"
"270","335","446","安藤サクラ","アンドウサクラ","39","22","429","449"
"270","528","326","岩井勇気（ハライチ）","イワイユウキ（ハライチ）","39","22","252","950"
"270","103","73","香取慎吾","カトリシンゴ（スマップ）","48","22","42","1248"
"270","219","378","上白石萌歌","カミシライシモカ","25","22","320","1045"
"270","","286","黒木瞳","クロキヒトミ","65","22","154","925"
"270","455","416","シソンヌ","シソンヌ","","22","411","520"
"270","","266","千原兄弟","チハラキョウダイ","","22","229","1014"
"270","415","348","ぺこぱ","ペコパ","","22","320","1124"
"270","93","154","矢部浩之（ナインティナイン）","ヤベヒロユキ（ナインティナイン）","54","22","62","1159"
"270","563","303","山下智久","ヤマシタトモヒサ（ニュース）","40","22","184","1116"
"270","","317","ローラ","ローラ","35","22","125","1203"
"270","318","170","渡辺隆（錦鯉）","ワタナベタカシ(ニシキゴイ)","47","22","310","645"
"270","","254","渡部篤郎","ワタベアツロウ","57","22","252","731"
"283","325","143","賀来賢人","カクケント","36","21.8","380","840"
"283","","217","草刈正雄","クサカリマサオ","73","21.8","291","662"
"283","153","409","粗品（霜降り明星）","ソシナ（シモフリミョウジョウ）","32","21.8","217","1181"
"283","220","303","二宮和也（嵐）","ニノミヤカズナリ（アラシ）","42","21.8","166","1189"
"283","555","421","乃木坂46","ノギザカフォーティーシックス","","21.8","516","598"
"283","67","246","藤田ニコル","フジタニコル","27","21.8","184","1139"
"283","455","191","吉村崇（平成ノブシコブシ）","ヨシムラタカシ（ヘイセイノブシコブシ）","45","21.8","137","991"
"290","","186","浅田真央","アサダマオ","35","21.6","69","1215"
"290","265","326","清原果耶","キヨハラカヤ","23","21.6","549","404"
"290","310","401","窪田正孝","クボタマサタカ","37","21.6","440","610"
"290","339","217","せいや（霜降り明星）","セイヤ（シモフリミョウジョウ）","33","21.6","137","1196"
"290","","177","高橋克典","タカハシカツノリ","60","21.6","229","696"
"290","81","254","千原ジュニア（千原兄弟）","チハラジュニア（チハラキョウダイ）","51","21.6","154","1141"
"290","","86","Toshl（X JAPAN）","トシ（エックス　ジャパン）","60","21.6","229","1014"
"290","363","326","奈緒","ナオ","30","21.6","495","404"
"290","127","326","山内健司（かまいたち）","ヤマウチケンジ（カマイタチ）","44","21.6","252","848"
"290","127","50","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","21.6","137","1149"
"300","393","482","新木優子","アラキユウコ","31","21.3","471","333"
"300","257","224","有働由美子","ウドウユミコ","56","21.3","229","1052"
"300","296","326","玉木宏","タマキヒロシ","45","21.3","196","1052"
"300","","416","ミッツ・マングローブ","ミッツマングローブ","50","21.3","166","1223"
"300","308","401","向井理","ムカイオサム","43","21.3","229","969"
"300","","254","薬師丸ひろ子","ヤクシマルヒロコ","61","21.3","196","1164"
"306","363","130","イモトアヤコ","イモトアヤコ","39","21.1","79","1207"
"306","","224","岩尾望（フットボールアワー）","イワオノゾム（フットボールアワー）","49","21.1","263","1014"
"306","","370","筧美和子","カケイミワコ","31","21.1","420","479"
"306","","246","GACKT","ガクト","52","21.1","137","1149"
"306","","246","志田未来","シダミライ","32","21.1","310","762"
"306","346","224","渋谷凪咲","シブヤナギサ(エヌエムビーフォーティーエイト)","29","21.1","462","799"
"306","346","46","永野芽郁","ナガノメイ","26","21.1","184","1227"
"306","384","303","堀内健（ネプチューン）","ホリウチケン（ネプチューン）","55","21.1","62","1267"
"306","190","378","松岡昌宏","マツオカマサヒロ（トキオ）","48","21.1","196","1093"
"306","190","421","山下美月","ヤマシタミヅキ（ノギザカフォーティーシックス）","26","21.1","549","300"
"316","","416","北村一輝","キタムラカズキ","56","20.9","348","893"
"316","265","348","高橋一生","タカハシイッセイ","44","20.9","411","690"
"316","692","533","髙橋ひかる","タカハシヒカル","24","20.9","563","610"
"316","135","143","堂本光一（DOMOTO（KinKi Kids））","ドウモトコウイチ（ドウモト（キンキキッズ））","46","20.9","113","1159"
"316","437","286","ハライチ","ハライチ","","20.9","196","1205"
"316","","409","本田真凜","ホンダマリン","24","20.9","362","669"
"316","605","317","やす子","ヤスコ","27","20.9","125","1218"
"316","406","266","吉田鋼太郎","ヨシダコウタロウ","66","20.9","330","963"
"316","476","395","LiSA","リサ","38","20.9","405","744"
"316","285","466","令和ロマン","レイワロマン","","20.9","440","457"
"326","","370","石田ひかり","イシダヒカリ","53","20.7","368","681"
"326","","431","井上咲楽","イノウエサクラ","26","20.7","405","938"
"326","393","477","内田理央","ウチダリオ","34","20.7","495","404"
"326","","217","内野聖陽","ウチノセイヨウ","57","20.7","429","548"
"326","648","577","江口のりこ","エグチノリコ","45","20.7","341","878"
"326","451","389","王林","オウリン（リンゴムスメ）","27","20.7","279","1073"
"326","156","191","大谷亮平","オオタニリョウヘイ","45","20.7","396","720"
"326","169","466","銀シャリ","ギンシャリ","","20.7","449","357"
"326","439","266","八村塁","ハチムラルイ","27","20.7","341","744"
"326","236","143","松本まりか","マツモトマリカ","41","20.7","420","588"
"326","596","519","松本若菜","マツモトワカナ","41","20.7","602","287"
"337","","337","今田耕司","イマダコウジ","59","20.4","54","1237"
"337","176","","尾形貴弘（パンサー）","オガタタカヒロ（パンサー）","48","20.4","303","963"
"337","555","277","小松菜奈","コマツナナ","29","20.4","440","560"
"337","","317","郷ひろみ","ゴウヒロミ","70","20.4","69","1231"
"337","455","493","さらば青春の光","サラバセイシュンノヒカリ","","20.4","429","724"
"337","393","286","津田篤宏（ダイアン）","ツダアツヒロ（ダイアン）","49","20.4","357","848"
"337","","159","八嶋智人","ヤシマノリト","55","20.4","263","862"
"337","328","254","山﨑賢人","ヤマザキケント","31","20.4","462","289"
"337","","191","渡辺謙","ワタナベケン","66","20.4","113","1117"
"346","285","361","市原隼人","イチハラハヤト","38","20.2","357","1163"
"346","","286","上川隆也","カミカワタカヤ","60","20.2","348","1045"
"346","592","606","北村匠海（DISH//）","キタムラタクミ（ディッシュ）","28","20.2","449","468"
"346","153","277","木村佳乃","キムラヨシノ","49","20.2","330","911"
"346","","209","きゃりーぱみゅぱみゅ","キャリーパミュパミュ","32","20.2","210","1210"
"346","","389","倉科カナ","クラシナカナ","37","20.2","495","509"
"346","648","552","玉井詩織（ももいろクローバーＺ）","タマイシオリ（モモイロクローバーゼット）","30","20.2","429","938"
"346","430","209","ダイアン","ダイアン","","20.2","348","946"
"346","","303","冨永愛","トミナガアイ","43","20.2","252","1164"
"346","328","217","羽鳥慎一","ハトリシンイチ","54","20.2","137","1037"
"346","428","446","ヒコロヒー","ヒコロヒー","36","20.2","330","1158"
"346","584","446","堀田茜","ホッタアカネ","33","20.2","483","558"
"346","211","254","ミルクボーイ","ミルクボーイ","","20.2","411","520"
"346","","286","山崎まさよし","ヤマザキマサヨシ","53","20.2","229","1189"
"360","","507","井浦新","イウラアラタ（アラタ）","51","20","516","363"
"360","302","421","EXIT","イグジィット","","20","348","991"
"360","662","431","岡田結実","オカダユイ","25","20","362","1030"
"360","541","170","竹内涼真","タケウチリョウマ","32","20","303","963"
"360","","326","谷原章介","タニハラショウスケ","53","20","210","1197"
"360","","303","檀れい","ダンレイ","54","20","411","690"
"360","584","266","中村アン","ナカムラアン","38","20","471","538"
"360","","361","羽生結弦","ハニュウユズル","30","20","32","1249"
"360","","493","原田龍二","ハラダリュウジ","55","20","320","1089"
"360","242","409","松本潤（嵐）","マツモトジュン（アラシ）","42","20","184","1179"
"360","478","466","森七菜","モリナナ","24","20","471","662"
