"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"951","1061","1078","SUPER BEAVER","スーパービーバー","","8.7","938","509"
"951","959","803","高杉真宙","タカスギマヒロ","29","8.7","862","502"
"951","","","ツートライブ","ツートライブ","","8.7","990","464"
"951","904","1067","Travis Japan","トラビスジャパン","","8.7","862","1037"
"951","980","748","Number_i","ナンバーアイ","","8.7","821","1033"
"951","","1048","西田有志","ニシダユウジ","25","8.7","938","509"
"951","908","984","古川雄大","フルカワユウタ","38","8.7","969","111"
"951","","803","村上虹郎","ムラカミニジロウ","28","8.7","862","770"
"951","","1124","渡辺大知（黒猫CHELSEA）","ワタナベダイチ（クロネコチェルシー）","35","8.7","1052","58"
"967","810","984","安斉星来","アンザイセイラ","21","8.4","952","101"
"967","1104","1048","一ノ瀬颯","イチノセハヤテ","28","8.4","990","318"
"967","","1180","伊藤万理華","イトウマリカ","29","8.4","1052","1"
"967","1025","1048","上垣皓太朗","ウエガキコウタロウ","24","8.4","938","384"
"967","","1014","STU48","エスティ―ユーフォーティーエイト","","8.4","952","292"
"967","996","971","草間リチャード敬太（Aぇ! group）","クサマリチャードケイタ(エエ！グループ)","29","8.4","938","384"
"967","996","893","上坂樹里","コウサカジュリ","20","8.4","898","991"
"967","","786","今野浩喜","コンノヒロキ","46","8.4","922","479"
"967","700","786","神宮寺勇太（Number_i）","ジングウジユウタ（ナンバーアイ）","28","8.4","884","809"
"967","1131","748","菅原咲月（乃木坂46）","スガワラサツキ（ノギザカフォーティシックス）","20","8.4","1041","256"
"967","996","866","南波雅俊","ナンバマサトシ","37","8.4","862","610"
"967","904","786","羊文学","ヒツジブンガク","","8.4","990","116"
"979","782","907","井上芳雄","イノウエヨシオ","46","8.2","795","1235"
"979","959","955","WEST.","ウエスト（ジャニーズウエスト）","","8.2","862","770"
"979","1096","1124","Uru","ウル","","8.2","1041","404"
"979","1148","1037","Omoinotake","オモイノタケ","","8.2","1041","152"
"979","","955","香音","カノン","24","8.2","1019","53"
"979","1038","1250","CUTIE STREET","キューティーストリート","","8.2","1107","1"
"979","980","907","桐山照史（WEST.）","キリヤマアキト（ウエスト（ジャニーズウエスト））","36","8.2","821","1033"
"979","1069","","佐々木舞香（＝LOVE）","ササキマイカ（イコールラブ）","25","8.2","1019","240"
"979","718","820","佐野勇斗（M!LK）","サノハヤト（ミルク）","27","8.2","938","833"
"979","1025","820","GENERATIONS from EXILE TRIBE","ジェネレーションズフロムエグザイルトライブ","","8.2","862","1037"
"979","1131","1014","田牧そら","タマキソラ","19","8.2","1052","279"
"979","1245","1134","田村芽実","タムラメイミ","27","8.2","1070","168"
"979","1069","1141","ダウ90000","ダウキュウーマン","","8.2","922","357"
"979","936","1014","中間淳太（WEST.）","ナカマジュンタ（ウエスト（ジャニーズウエスト））","38","8.2","898","851"
"979","859","984","西畑大吾（なにわ男子）","ニシハタダイゴ（ナニワダンシ）","28","8.2","952","416"
"979","918","1014","堀越麗禾（市川ぼたん）","ホリコシレイカ（イチカワボタン ）","14","8.2","851","585"
"979","","","的野美青（櫻坂46）","マトノミオ（サクラザカフォーティシックス)","19","8.2","1107","1"
"996","847","1107","エバース","エバース","","8","922","786"
"996","718","","大島美優","オオシマミユ","16","8","1019","138"
"996","980","1093","柿澤勇人","カキザワハヤト","38","8","1041","55"
"996","859","786","片寄涼太(GENERATIONS from EXILE TRIBE)","カタヨセリョウタ（ジェネレーションズフロムエグザイルトライブ）","31","8","753","1242"
"996","859","1214","寛一郎","カンイチロウ","29","8","912","342"
"996","877","786","timelesz","タイムレス（セクシーゾーン）","","8","912","581"
"996","1259","1242","宮﨑優","ミヤザキユウ","25","8","1052","156"
"996","1131","971","宮近海斗（Travis Japan）","ミヤチカカイト（トラビスジャパン）","28","8","990","318"
"996","804","856","森本慎太郎（SixTONES)","モリモトシンタロウ（ストーンズ）","28","8","862","1135"
"1005","1003","1134","赤荻歩","アカオギアユミ","44","7.8","969","574"
"1005","847","936","安藤萌々","アンドウモモ","","7.8","1019","240"
"1005","918","856","HKT48","エイチケーティーフォーティーエイト","","7.8","884","952"
"1005","1229","1204","XG","エックスジー","","7.8","1153","1"
"1005","","1037","角谷暁子","カドヤアキコ","31","7.8","1019","240"
"1005","1088","907","金川紗耶(乃木坂46)","カナガワサヤ（ノギザカフォーティーシックス）","24","7.8","1019","240"
"1005","931","1014","上村ひなの（日向坂46）","カミムラヒナノ（ヒナタザカフォーティーシックス）","21","7.8","1070","168"
"1005","844","866","京本大我（SixTONES)","キョウモトタイガ（ストーンズ)","30","7.8","732","1244"
"1005","1049","1180","鈴木新彩","スズキサラサ","25","7.8","1041","152"
"1005","","838","男性ブランコ","ダンセイブランコ","","7.8","912","731"
"1005","","773","三浦貴大","ミウラタカヒロ","40","7.8","922","610"
"1005","","","M!LK","ミルク","","7.8","1019","240"
"1005","1188","936","ME:I","ミーアイ","","7.8","1070","168"
"1005","825","803","横尾渉（Kis-My-Ft2）","ヨコオワタル（キスマイフットツー）","39","7.8","772","1200"
"1005","1006","1078","ラブレターズ","ラブレターズ","","7.8","884","952"
"1020","","1028","蒼井翔太","アオイショウタ","38","7.6","922","786"
"1020","1117","1141","江口拓也","エグチタクヤ","38","7.6","990","318"
"1020","877","761","キタニタツヤ","キタニタツヤ","29","7.6","990","116"
"1020","","1067","五関晃一（A.B.C-Z）","ゴセキコウイチ（エー.ビー.シー-ジィー）","40","7.6","1019","711"
"1020","1016","1159","白鳥玉季","シラトリタマキ","15","7.6","1107","64"
"1020","","1134","天才ピアニスト","テンサイピアニスト","","7.6","1005","496"
"1020","1104","738","中川大輔","ナカガワダイスケ","27","7.6","1005","222"
"1020","1104","1271","濱尾ノリタカ","ハマオノリタカ","26","7.6","1131","1"
"1020","936","1028","BE:FIRST","ビーファースト","","7.6","1052","156"
"1020","1100","1048","FANTASTICS from EXILE TRIBE","ファンタスティックスフロムエグザイルトライブ","","7.6","952","292"
"1030","977","1078","飯沼愛","イイヌマアイ","22","7.3","1107","1"
"1030","1100","1159","川西拓実（JO1）","カワニシタクミ(ジェイオーワン)","26","7.3","1107","1"
"1030","1158","1078","黒羽麻璃央","クロバマリオ","32","7.3","1052","279"
"1030","1188","1048","小島健（Aぇ! group）","コジマケン(エエ！グループ)","26","7.3","1041","404"
"1030","","1093","駒田健吾","コマダケンゴ","51","7.3","969","574"
"1030","1131","1048","髙石あかり","タカイシアカリ","22","7.3","1070","471"
"1030","959","1078","富田望生","トミタミウ","25","7.3","969","574"
"1030","1245","936","中島颯太（FANTASTICS from EXILE TRIBE）","ナカジマソウタ（ファンタスティックスフロムエグザイルトライブ）","26","7.3","1096","318"
"1030","859","","成田悠輔","ナリタユウスケ","","7.3","693","1271"
"1030","","838","ヒカル","ヒカル","34","7.3","583","1280"
"1030","1229","1269","日向亘","ヒュウガワタル","21","7.3","1070","168"
"1030","1229","1180","本田響矢","ホンダキョウヤ","26","7.3","1052","279"
"1030","1188","1048","前田拳太郎","マエダケンタロウ","26","7.3","1096","61"
"1030","1188","1048","松島聡（timelesz）","マツシマソウ（タイムレス(セクシーゾーン)）","27","7.3","1019","240"
"1030","953","820","水瀬いのり","ミナセイノリ","29","7.3","938","509"
"1030","1245","1048","ミナ（TWICE/MISAMO)","ミナ（トゥワイス/ミサモ)","28","7.3","1107","560"
"1030","1003","936","森田望智","モリタミサト","29","7.3","1107","1"
"1047","","1159","青柳翔","アオヤギショウ","40","7.1","1019","365"
"1047","","1141","吉柳咲良","キリュウサクラ","21","7.1","1153","81"
"1047","1151","1048","小瀧望（WEST.）","コタキノゾム（ウエスト（ジャニーズウエスト））","29","7.1","1096","178"
"1047","1061","1037","近藤華","コンドウハナ","18","7.1","1070","304"
"1047","1264","1037","櫻井海音(Kaito)","サクライカイト","24","7.1","1070","59"
"1047","","1078","篠原梨菜","シノハラリナ","29","7.1","952","538"
"1047","1069","1258","田畑志真","タバタシマ","19","7.1","1170","1"
"1047","","","鎮西寿々歌（FRUITS ZIPPER）","チンゼイスズカ（フルーツジッパー）","27","7.1","1052","156"
"1047","1025","936","なえなの","ナエナノ","24","7.1","952","893"
"1047","936","984","長尾謙杜（なにわ男子）","ナガオケント(ナニワダンシ)","23","7.1","1019","711"
"1047","1188","1214","永瀬莉子","ナガセリコ","23","7.1","1096","178"
"1047","1038","1159","仁村紗和","ニムラサワ","31","7.1","1107","64"
"1047","908","1037","濵田崇裕（WEST.）","ハマダタカヒロ（ウエスト（ジャニーズウエスト））","36","7.1","990","318"
"1047","1006","1264","星乃夢奈（ゆな）","ホシノユナ(ユナ)","21","7.1","1107","352"
"1047","","1188","三浦透子","ミウラトウコ","29","7.1","1052","431"
"1047","","","美村里江","ミムラリエ","41","7.1","969","202"
"1047","948","1014","みりちゃむ（大木美里亜）","ミリチャム（オオキミリア）","23","7.1","952","538"
"1047","1104","936","莉子","リコ","22","7.1","1070","304"
"1065","788","803","大西流星（なにわ男子）","オオニシリュウセイ(ナニワダンシ)","24","6.9","862","1037"
"1065","1220","1134","片山友希","カタヤマユキ","28","6.9","1131","70"
"1065","1038","936","ガクテンソク","ガクテンソク","","6.9","990","464"
"1065","959","838","恒松祐里","ツネマツユリ","27","6.9","1096","318"
"1065","1117","921","松倉海斗(Travis Japan)","マツクラカイト（トラビスジャパン）","28","6.9","1019","529"
"1070","936","1067","神山智洋（WEST.）","カミヤマトモヒロ（ウエスト（ジャニーズウエスト））","32","6.7","1070","304"
"1070","","936","佐藤梨那","サトウリナ","30","6.7","1070","304"
"1070","1003","984","白洲迅","シラスジン","33","6.7","1005","496"
"1070","1117","1003","高瀬耕造","タカセコウゾウ","49","6.7","1041","55"
"1070","1049","1107","竹財輝之助","タケザイテルノスケ","45","6.7","1070","304"
"1070","","748","ちょんまげラーメン（インディアンス）","チョンマゲラーメン（インディアンス）","","6.7","898","1181"
"1070","","","友田オレ","トモダオレ","24","6.7","862","1135"
"1070","1016","1228","にぼしいわし","ニボシイワシ","","6.7","1052","156"
"1070","1025","921","萩原利久","ハギワラリク","26","6.7","969","762"
"1070","1047","1003","FRUITS ZIPPER","フルーツジッパー","","6.7","1019","711"
"1070","1061","1188","増田梨沙","マスダリサ","12","6.7","1107","64"
"1070","","","宮本茉由","ミヤモトマユ","30","6.7","1070","304"
"1070","1088","1028","渡邊圭祐","ワタナベケイスケ","32","6.7","1131","206"
"1070","","1141","渡辺瑠海","ワタナベルミ","28","6.7","1131","1"
"1084","1069","1250","IVE","アイブ","","6.4","1107","194"
"1084","","786","石川恋","イシカワレン","32","6.4","990","817"
"1084","1104","1078","imase","イマセ","25","6.4","1005","348"
"1084","1245","1180","倉沢杏菜","クラサワアンナ","20","6.4","1131","70"
"1084","980","984","さとうほなみ（ほな・いこか）","サトウホナミ（ホナ・イコカ）","36","6.4","1052","279"
"1084","1104","1159","JO1","ジェイオーワン","","6.4","990","817"
"1084","918","921","髙木雄也（Hey! Say! JUMP）","タカキユウヤ（ヘイセイジャンプ）","35","6.4","1019","529"
"1084","","","玉置玲央","タマオキレオ","40","6.4","1070","168"
"1084","1069","","寺西拓人(timelesz)","テラニシタクト（タイムレス）","30","6.4","1170","87"
"1084","","1134","フィッシャーズ","フィッシャーズ","","6.4","969","574"
"1084","1088","876","宮世琉弥","ミヤセリュウビ","21","6.4","1019","240"
"1084","1131","1277","杢代和人（原因は自分にある。）","モクダイカズト(ゲンインハジブンニアル。)","21","6.4","1195","1"
"1084","","1180","若葉竜也","ワカバリュウヤ","36","6.4","1131","70"
"1097","1203","1159","青木柚","アオキユズ","24","6.2","1107","352"
"1097","1131","1134","アバンギャルディ","アバンギャルディ","","6.2","1107","64"
"1097","","1093","井頭愛海","イガシラマナミ","24","6.2","1195","101"
"1097","","1124","上杉柊平","ウエスギシュウヘイ","33","6.2","1170","256"
"1097","1083","1188","浦野モモ","ウラノモモ","26","6.2","1131","1"
"1097","1069","1048","Aぇ! group","エエグループ","","6.2","952","893"
"1097","1069","971","北香那","キタカナ","28","6.2","1153","431"
"1097","","1048","草川拓弥（超特急）","クサカワタクヤ（チョウトッキュウ）","31","6.2","1070","304"
"1097","1216","1159","K(&TEAM)","ケイ（エンティーム）","28","6.2","1131","206"
"1097","980","1236","小林虎之介","コバヤシトラノスケ","27","6.2","1170","1"
"1097","918","1188","超特急","チョウトッキュウ","","6.2","1041","256"
"1097","","1037","中村隼人","ナカムラハヤト","31","6.2","1096","509"
"1097","","1214","葉山奨之","ハヤマショウノ","29","6.2","1131","206"
"1097","","1188","本多力","ホンダチカラ","46","6.2","1096","509"
"1097","","","南琴奈","ミナミコトナ","19","6.2","1096","178"
"1097","","1274","吉田美月喜","ヨシダミヅキ","22","6.2","1131","206"
"1113","1096","1214","青井実","アオイミノル","44","6","862","1251"
"1113","1117","1236","青島心","アオシマココロ","26","6","1170","87"
"1113","1279","1141","泉谷星奈","イズタニラナ","8","6","1170","87"
"1113","1275","1242","岩瀬洋志","イワセヨウジ","21","6","1070","471"
"1113","1131","1107","奥平大兼","オクダイラダイケン","22","6","1070","168"
"1113","","","小倉史也","オグラフミヤ","28","6","1131","390"
"1113","1096","1124","久間田琳加","クマダリンカ","24","6","1052","610"
"1113","1131","1141","佐藤大樹（FANTASTICS from EXILE TRIBE）","サトウタイキ（ファンタスティックスフロムエグザイルトライブ）","30","6","1107","194"
"1113","980","1037","SKY-HI（日高光啓）","スカイハイ(ヒダカミツヒロ)","38","6","1041","404"
"1113","1061","1204","高野洸","タカノアキラ","28","6","1153","1"
"1113","","1093","千葉恵里(AKB48)","チバエリイ（エーケービーフォーティーエイト）","22","6","1131","70"
"1113","1177","1003","中嶋優月(櫻坂46)","ナカシマユヅキ（サクラザカフォーティーシックス）","22","6","1170","87"
"1113","1229","","中島歩","ナカジマアユム","37","6","1131","390"
"1113","1158","1067","鳴海唯","ナルミユイ","27","6","1107","194"
"1113","","1159","服部樹咲","ハットリミサキ","19","6","1153","227"
"1113","","1107","平山浩行","ヒラヤマヒロユキ","48","6","1052","279"
"1113","1069","1093","正門良規（Aぇ! group）","マサカドヨシノリ(エエ！グループ)","28","6","1153","227"
"1113","","","山口馬木也","ヤマグチマキヤ","52","6","1107","194"
"1131","1245","1258","NCT127","エヌシーティーイチニナナ","","5.8","1153","81"
"1131","1188","1124","木村柾哉(INI)","キムラマサヤ（アイエヌアイ）","28","5.8","1170","256"
"1131","1245","1141","Kep1er","ケプラー","","5.8","1195","101"
"1131","1047","1093","小室瑛莉子","コムロエリコ","26","5.8","1052","431"
"1131","1069","1271","佐藤新（IMP.）","サトウアラタ(アイエムピー)","25","5.8","1131","206"
"1131","1049","1159","しなこ","シナコ","29","5.8","938","991"
"1131","1245","","篠塚大輝(timelesz)","シノヅカタイキ（タイムレス）","23","5.8","1153","431"
"1131","1049","1228","中村嶺亜（KEY TO LIT）","ナカムラレイア（キテレツ（セブンメンサムライ））","28","5.8","1170","256"
"1131","","876","橋本良亮（A.B.C-Z）","ハシモトリョウスケ（エー.ビー.シー-ジィー）","32","5.8","1019","1106"
"1131","1220","1141","ハ・ヨンス","ハ・ヨンス","35","5.8","1170","256"
"1131","","","増子敦貴","マシコアツキ","25","5.8","1209","1"
"1131","1177","1271","山中柔太朗(M!LK)","ヤマナカジュウタロウ（ミルク）","23","5.8","1131","1"
"1143","1220","1264","ILLIT","アイリット","","5.6","1209","116"
"1143","1177","1159","阿佐辰美","アサタツミ","25","5.6","1209","116"
"1143","1275","1028","稲垣来泉","イナガキクルミ","14","5.6","1107","560"
"1143","1229","","井上瑞稀（KEY TO LIT）","イノウエミズキ（キテレツ)","25","5.6","1107","1073"
"1143","1025","1250","伊礼姫奈","イレイヒメナ","19","5.6","1195","1"
"1143","","1067","岡本夏美","オカモトナツミ","27","5.6","1131","390"
"1143","1038","1141","尾崎匠海(INI)","オザキタクミ（アイエヌアイ）","26","5.6","1209","116"
"1143","1049","1228","木戸大聖","キドタイセイ","28","5.6","1107","1"
"1143","","","ぐんぴぃ（春とヒコーキ）","グンピィ（ハルトヒコーキ）","35","5.6","1107","194"
"1143","1131","1067","佐野晶哉(Aぇ！group)","サノマサヤ（エエ！グループ）","23","5.6","1019","1199"
"1143","1069","1078","塩野瑛久","シオノアキヒサ","30","5.6","1170","479"
"1143","1203","1159","末澤誠也（Aぇ! group）","スエザワセイヤ(エエグループ)","31","5.6","1107","560"
"1143","1083","1188","Tani Yuuki","タニユウキ","27","5.6","1195","1"
"1143","1229","1242","月島琉衣","ツキシマルイ","17","5.6","1209","116"
"1143","1245","1228","中島瑠菜","ナカシマルナ","19","5.6","1170","87"
"1143","","984","忽滑谷こころ","ヌカリヤココロ","27","5.6","1070","925"
"1143","1245","1188","乃紫","ノア","","5.6","1170","87"
"1143","1259","","希空","ノア","18","5.6","1070","471"
"1143","","1228","≠ME","ノットイコールミー","","5.6","1096","744"
"1143","1025","1188","野村康太","ノムラコウタ","21","5.6","1131","70"
"1143","1220","","橋本将生(timelesz)","ハシモトマサキ（タイムレス）","26","5.6","1131","390"
"1143","","1188","毎熊克哉","マイグマカツヤ","38","5.6","1052","610"
"1143","","","円井わん","マルイワン","27","5.6","1170","87"
"1143","1025","1141","八木勇征（FANTASTICS from EXILE TRIBE）","ヤギユウセイ（ファンタスティックスフロムエグザイルトライブ）","28","5.6","1070","925"
"1143","","1107","山田真歩","ヤマダマホ","44","5.6","1170","87"
"1168","980","971","猪狩蒼弥（KEY TO LIT）","イガリソウヤ（キテレツ（ハイハイジェッツ））","23","5.3","1070","1120"
"1168","1211","1250","&TEAM","エンティーム","","5.3","1153","431"
"1168","1177","1236","川原瑛都","カワハラエイト","12","5.3","1209","1"
"1168","1264","1159","Saucy Dog","サウシードッグ","","5.3","1153","81"
"1168","1104","1188","櫻井優衣(FRUITS ZIPPER)","サクライユイ（フルーツジッパー）","25","5.3","1195","101"
"1168","1131","1078","清水尋也","シミズヒロヤ","26","5.3","1255","1"
"1168","1158","1204","七五三掛龍也（Travis Japan）","シメカケリュウヤ（トラビスジャパン）","30","5.3","1107","824"
"1168","1131","1188","SHOW-WA","ショウワ","","5.3","1107","824"
"1168","","1250","城桧吏","ジョウカイリ","19","5.3","1235","138"
"1168","1211","1204","中沢元紀","ナカザワモトキ","25","5.3","1170","256"
"1168","","1014","林美桜","ハヤシミオウ","31","5.3","1096","509"
"1168","1100","876","坂東龍汰","バンドウリョウタ","28","5.3","1070","669"
"1168","","","松本麗世","マツモトレイヨ","17","5.3","1195","538"
"1168","1188","1228","吉野北人（THE RAMPAGE from EXILE TRIBE）","ヨシノホクト(ザランページフロムエグザイルトライブ)","28","5.3","1195","101"
"1182","","1141","’＝LOVE","イコールラブ","","5.1","1070","925"
"1182","1158","1048","浮所飛貴（ACEes）","ウキショヒダカ（エイシーズ（ビショウネン））","23","5.1","1052","610"
"1182","1272","1124","ENHYPEN","エンハイプン","","5.1","1209","116"
"1182","980","1078","片岡凜","カタオカリン","22","5.1","1131","70"
"1182","1203","1134","TOMORROW X TOGETHER","トゥモローバイトゥギャザー","","5.1","1170","479"
"1182","","1107","長井短","ナガイミジカ","32","5.1","1107","560"
"1182","1117","1214","兵頭功海","ヒョウドウカツミ","27","5.1","1209","116"
"1182","1177","","星街すいせい","ホシマチスイセイ","","5.1","1170","479"
"1182","1131","984","僕が見たかった青空","ボクガミタカッタアオゾラ","","5.1","1153","227"
"1182","1177","971","松本怜生","マツモトレオ","25","5.1","1195","292"
"1182","959","1204","三山凌輝（BE:FIRST）","ミヤマリョウキ（ビーファースト）","26","5.1","969","1181"
"1182","","1159","栁俊太郎","ヤナギシュンタロウ","34","5.1","1153","227"
"1194","","1003","後呂有紗","ウシロアリサ","31","4.9","1170","256"
"1194","1151","1228","柏木悠（超特急）","カシワギハル（チョウトッキュウ）","20","4.9","1170","256"
"1194","1220","1141","倉悠貴","クラユウキ","25","4.9","1209","318"
"1194","1158","1214","向里祐香","コウリユウカ","35","4.9","1255","1"
"1194","1117","1107","菅生新樹","スゴウアラキ","26","4.9","1209","1"
"1194","1272","1188","深田竜生（ACEes）","フカダリュウセイ（エイシーズ（ショウネンニンジャ））","23","4.9","1235","138"
"1194","1088","984","藤原丈一郎（なにわ男子）","フジワラジョウイチロウ(ナニワダンシ)","29","4.9","1070","1120"
"1194","","","MATSURI","マツリ","","4.9","1153","991"
"1194","1188","1228","三浦獠太","ミウラリョウタ","28","4.9","1153","431"
"1194","1151","1258","水沢林太郎","ミズサワリンタロウ","22","4.9","1235","138"
"1194","","1159","山形純菜","ヤマガタジュンナ","31","4.9","1096","178"
"1205","","1242","荒木飛羽","アラキトワ","20","4.7","1153","227"
"1205","1158","1159","アンナ・サワイ","アンナ・サワイ","33","4.7","1265","1"
"1205","","1236","梅澤廉","ウメザワレン","32","4.7","1070","471"
"1205","","1214","上川周作","カミカワシュウサク","32","4.7","1170","479"
"1205","1211","1214","木村慧人（FANTASTICS from EXILE TRIBE）","キムラケイト（ファンタスティックスフロムエグザイルトライブ）","26","4.7","1209","116"
"1205","1177","1141","佐野玲於（GENERATIONS from EXILE TRIBE）","サノレオ（ジェネレーションズフロムエグザイルトライブ）","29","4.7","1131","390"
"1205","1117","1264","白山乃愛","シロヤマノア","13","4.7","1235","1"
"1205","","","谷原七音","タニハラナナト","21","4.7","1209","116"
"1205","1104","936","土居志央梨","ドイシオリ","33","4.7","1235","1"
"1205","1211","","永瀬ゆずな","ナガセユズナ","10","4.7","1209","116"
"1205","1229","","新原泰佑","ニイハラタイスケ","25","4.7","1195","292"
"1205","1257","1258","西垣匠","ニシガキショウ","26","4.7","1209","116"
"1205","1177","1124","藤﨑ゆみあ","フジサキユミア","17","4.7","1195","292"
"1205","","","南出凌嘉","ミナミデリョウカ","20","4.7","1170","479"
"1205","1245","1159","モトーラ世理奈","モトーラセリナ","27","4.7","1209","610"
"1220","1203","","月城かなと","ツキシロカナト","34","4.4","1195","101"
"1220","1177","1107","那須雄登（ACEes）","ナスユウト（エイシーズ（ビショウネン））","23","4.4","1235","138"
"1220","1083","","原嘉孝(timelesz)","ハラヨシタカ（タイムレス）","30","4.4","1041","991"
"1220","1259","1107","樋口幸平","ヒグチコウヘイ","24","4.4","1209","318"
"1220","1220","","山﨑翠佳","ヤマザキスイカ","25","4.4","1235","138"
"1220","1203","1078","山下幸輝","ヤマシタコウキ","24","4.4","1153","991"
"1220","","1107","米倉れいあ","ヨネクラレイア","20","4.4","1273","1"
"1227","1188","1124","IMP.","アイエムピー","","4.2","1235","365"
"1227","","","嵐莉菜","アラシリナ","21","4.2","1131","911"
"1227","","","井内悠陽","イウチハルヒ","21","4.2","1265","1"
"1227","","1159","カベポスター","カベポスター","","4.2","1131","911"
"1227","","1141","川村壱馬（THE RAMPAGE from EXILE TRIBE）","カワムラカズマ(ザランページフロムエグザイルトライブ)","28","4.2","1170","87"
"1227","1275","","KEY TO LIT","キテレツ","","4.2","1209","116"
"1227","1274","","越山敬達","コシヤマケイタツ","16","4.2","1209","610"
"1227","1229","","志田こはく","シダコハク","21","4.2","1209","116"
"1227","977","","TAKAHIRO（上野隆博）","タカヒロ（ウエノタカヒロ）","44","4.2","1070","925"
"1227","1229","","夏生大湖","ナツキオミ","24","4.2","1255","156"
"1227","1216","1078","林芽亜里","ハヤシメアリ","20","4.2","1255","156"
"1227","1117","1250","早瀬憩","ハヤセイコイ","18","4.2","1195","292"
"1227","1279","","B&ZAI","バンザイ","","4.2","1235","365"
"1227","1096","1242","藤原大祐","フジワラタイユ","22","4.2","1209","116"
"1241","1220","1141","aespa","エスパ","","4","1209","1"
"1241","1201","1278","黒川想矢","クロカワソウヤ","15","4","1255","1"
"1241","1158","1242","齋藤潤","サイトウジュン","18","4","1273","1"
"1241","1278","1204","山時聡真","サントキソウマ","20","4","1195","538"
"1241","1211","1274","曽田陵介","ソタリョウスケ","28","4","1209","318"
"1241","1131","1107","醍醐虎汰朗","ダイゴコタロウ","25","4","1255","1"
"1241","1148","1280","塚本恋乃葉","ツカモトコノハ","21","4","1235","138"
"1241","","1258","豊田裕大","トヨダユウダイ","26","4","1265","178"
"1241","1229","1264","HANA","ハナ","","4","1170","256"
"1250","1201","1274","影山拓也(IMP.)","カゲヤマタクヤ（アイエムピー）","28","3.8","1235","365"
"1250","","1204","久保田紗友","クボタサユ","25","3.8","1255","156"
"1250","1131","1180","河野純喜（JO1）","コウノジュンキ(ジェイオーワン)","27","3.8","1170","1085"
"1250","1216","1214","Stray Kids","ストレイキッズ","","3.8","1209","116"
"1250","","1188","中島セナ","ナカジマセナ","19","3.8","1235","365"
"1250","1259","1204","BOYNEXTDOOR","ボーイズネクストドア","","3.8","1209","610"
"1250","","1188","森愁斗(しゅーと/BUDDiiS)","モリシュウト（シュート/バディーズ）","23","3.8","1235","365"
"1257","1083","","尾碕真花","オサキイチカ","24","3.6","1265","178"
"1257","","1264","紺野彩夏","コンノアヤカ","26","3.6","1265","178"
"1257","1259","","酒井大成","サカイタイセイ","27","3.6","1265","178"
"1257","","1269","坂元愛登","サカモトマナト","16","3.6","1235","711"
"1257","1083","1180","SEVENTEEN","セブンティーン","","3.6","1209","991"
"1257","1049","1014","高橋恭平（なにわ男子）","タカハシキョウヘイ(ナニワダンシ)","25","3.6","1153","991"
"1257","1158","","TOMOO","トモオ","30","3.6","1278","256"
"1264","1188","1141","INI","アイエヌアイ","","3.3","1209","610"
"1264","1104","1188","茅島みずき","カヤシマミズキ","21","3.3","1235","365"
"1264","1264","1250","曽野舜太(M!LK)","ソノシュンタ（ミルク）","23","3.3","1235","365"
"1264","1188","1204","綱啓永","ツナケイト","26","3.3","1255","851"
"1264","1229","1214","中本悠太（NCT127）","ナカモトユウタ（エヌシーティーイチニナナ）","30","3.3","1255","156"
"1264","","","瞳水ひまり","ヒトミヒマリ","23","3.3","1273","206"
"1270","","1236","明日海りお","アスミリオ","40","3.1","1235","138"
"1270","1245","","猪俣周杜(timelesz)","イノマタシュウト（タイムレス）","24","3.1","1278","256"
"1270","1229","","ACEes","エイシーズ","","3.1","1273","1"
"1270","1264","1278","NCT WISH","エヌシーティーウイッシュ","","3.1","1278","256"
"1270","1229","1250","大倉空人（原因は自分にある。）","オオクラタカト（ゲンインハジブンニアル。）","23","3.1","1265","178"
"1270","1245","1236","豆原一成（JO1）","マメハライッセイ(ジェイオーワン)","23","3.1","1235","711"
"1270","1264","1242","RIIZE","ライズ","","3.1","1235","711"
"1270","1158","1107","LIL LEAGUE from EXILE TRIBE","リルリーグフロムエグザイルトライブ","","3.1","1255","431"
"1278","1220","","IS:SUE","イッシュ","","2.9","1273","206"
"1278","1151","1093","作間龍斗（ACEes）","サクマリュウト（エイシーズ（ハイハイジェッツ））","23","2.9","1235","365"
"1280","","1093","中田青渚","ナカタセイナ","25","2.2","1265","178"
