"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"87","","96","役所広司","ヤクショコウジ","69","40.2","151","365"
"91","104","146","浜辺美波","ハマベミナミ","25","40","210","318"
"92","","99","内野聖陽","ウチノセイヨウ","57","39.8","312","198"
"92","73","26","堺雅人","サカイマサト","52","39.8","25","339"
"92","87","232","坂口健太郎","サカグチケンタロウ","34","39.8","312","306"
"92","","63","佐藤浩市","サトウコウイチ","64","39.8","25","248"
"92","","139","高橋克典","タカハシカツノリ","60","39.8","176","279"
"92","30","43","山下智久","ヤマシタトモヒサ（ニュース）","40","39.8","151","491"
"98","121","189","濱田岳","ハマダガク","37","39.6","257","152"
"99","98","17","宇多田ヒカル","ウタダヒカル","42","39.3","8","373"
"99","369","117","設楽統（バナナマン）","シタラオサム（バナナマン）","52","39.3","94","545"
"99","168","180","仲里依紗","ナカリイサ","36","39.3","176","393"
"99","104","101","渡辺直美","ワタナベナオミ","38","39.3","94","400"
"103","","69","大沢たかお","オオサワタカオ","57","39.1","151","176"
"103","","150","オダギリジョー","オダギリジョー","49","39.1","196","337"
"103","46","110","仲間由紀恵","ナカマユキエ","46","39.1","94","261"
"103","205","139","原田泰造（ネプチューン）","ハラダタイゾウ（ネプチューン）","55","39.1","8","539"
"107","","162","江口洋介","エグチヨウスケ","57","38.9","94","400"
"107","93","110","遠藤憲一","エンドウケンイチ","64","38.9","94","235"
"107","98","167","岡田准一","オカダジュンイチ（ブイシックス）","45","38.9","176","539"
"107","","304","草刈正雄","クサカリマサオ","73","38.9","67","367"
"107","269","72","日村勇紀（バナナマン）","ヒムラユウキ（バナナマン）","53","38.9","8","639"
"107","55","96","米倉涼子","ヨネクラリョウコ","50","38.9","8","577"
"113","116","138","杏","アン","39","38.4","94","473"
"113","93","37","玉木宏","タマキヒロシ","45","38.4","127","380"
"115","","183","井浦新","イウラアラタ（アラタ）","51","38.2","451","62"
"115","29","24","岡田将生","オカダマサキ","36","38.2","268","182"
"115","","48","唐沢寿明","カラサワトシアキ","62","38.2","8","289"
"115","471","384","高橋文哉","タカハシフミヤ","24","38.2","503","133"
"115","62","198","戸田恵梨香","トダエリカ","37","38.2","226","298"
"115","74","285","二階堂ふみ","ニカイドウフミ","31","38.2","210","318"
"115","136","110","安田顕","ヤスダケン","51","38.2","324","255"
"115","","56","山口智子","ヤマグチトモコ","61","38.2","127","485"
"123","161","269","風間俊介","カザマシュンスケ","42","38","196","698"
"123","48","134","川口春奈","カワグチハルナ","30","38","151","568"
"123","","205","菅野美穂","カンノミホ","48","38","67","426"
"123","133","227","木村佳乃","キムラヨシノ","49","38","176","327"
"123","","150","坂口憲二","サカグチケンジ","50","38","293","223"
"123","","99","DAIGO","ダイゴ","47","38","67","254"
"123","165","189","中島健人","ナカジマケント（セクシー ゾーン）","31","38","324","339"
"123","165","260","山里亮太（南海キャンディーズ）","ヤマサトリョウタ（ナンカイキャンディーズ）","48","38","25","551"
"131","77","134","有村架純","アリムラカスミ","32","37.8","210","453"
"131","98","101","草彅剛","クサナギツヨシ（スマップ）","51","37.8","25","686"
"131","248","86","長谷川博己","ハセガワヒロキ","48","37.8","347","218"
"131","77","122","平野紫耀（Number_i）","ヒラノショウ（ナンバーアイ）","28","37.8","370","583"
"131","141","94","広瀬アリス","ヒロセアリス","30","37.8","94","446"
"136","50","60","ムロツヨシ","ムロツヨシ","49","37.6","67","577"
"137","84","168","上戸彩","ウエトアヤ","40","37.3","25","583"
"137","116","220","有働由美子","ウドウユミコ","56","37.3","151","530"
"137","","215","椎名桔平","シイナキッペイ","61","37.3","127","295"
"137","161","168","山崎育三郎","ヤマザキイクサブロウ","39","37.3","226","498"
"137","70","189","ゆず","ユズ","","37.3","257","592"
"142","77","32","真田広之","サナダヒロユキ","65","37.1","25","479"
"142","112","244","二宮和也（嵐）","ニノミヤカズナリ（アラシ）","42","37.1","94","783"
"142","84","101","福士蒼汰","フクシソウタ","32","37.1","210","412"
"142","127","56","向井理","ムカイオサム","43","37.1","94","545"
"146","277","311","板垣李光人","イタガキリヒト","23","36.9","432","152"
"146","","51","北村一輝","キタムラカズキ","56","36.9","127","188"
"146","59","281","桜井和寿（Mr.Children）","サクライカズトシ（ミスターチルドレン）","55","36.9","242","712"
"146","141","101","波瑠","ハル","34","36.9","196","400"
"146","149","198","山田裕貴","ヤマダユウキ","35","36.9","347","327"
"151","228","205","くりぃむしちゅー","クリィムシチュー","","36.7","127","649"
"151","","184","スピッツ","スピッツ","","36.7","525","104"
"151","","251","柳葉敏郎","ヤナギバトシロウ","64","36.7","127","592"
"151","","130","吉田羊","ヨシダヨウ","51","36.7","176","327"
"155","269","146","亀梨和也","カメナシカズヤ（カトゥーン）","39","36.4","67","660"
"155","","130","冨永愛","トミナガアイ","43","36.4","226","498"
"155","","110","菜々緒","ナナオ","37","36.4","176","641"
"155","","285","八嶋智人","ヤシマノリト","55","36.4","268","417"
"155","176","81","山田孝之","ヤマダタカユキ","42","36.4","151","458"
"160","109","139","大久保佳代子（オアシズ）","オオクボカヨコ（オアシズ）","55","36.2","94","545"
"160","248","126","櫻井翔（嵐）","サクライショウ（アラシ）","43","36.2","67","855"
"160","112","28","沢村一樹","サワムライッキ","58","36.2","94","285"
"160","121","351","堂本剛（DOMOTO（KinKi Kids））","ドウモトツヨシ（ドウモト（キンキキッズ））","46","36.2","94","668"
"160","194","269","浜田雅功（ダウンタウン）","ハマダマサトシ（ダウンタウン）","62","36.2","1","808"
"165","182","130","あいみょん","アイミョン","30","36","324","535"
"165","50","101","高橋一生","タカハシイッセイ","44","36","196","671"
"165","98","63","松重豊","マツシゲユタカ","62","36","396","135"
"165","67","81","松下洸平","マツシタコウヘイ","38","36","361","669"
"169","","126","IKKO","イッコー","63","35.8","48","592"
"169","104","71","黒木華","クロキハル","35","35.8","347","188"
"169","187","86","仲野太賀","ナカノタイガ","32","35.8","406","304"
"172","","156","浅田真央","アサダマオ","35","35.6","67","660"
"172","","76","織田裕二","オダユウジ","57","35.6","25","647"
"172","317","251","眞栄田郷敦","マエダゴウドン","25","35.6","412","384"
"172","198","335","松田元太（Travis Japan）","マツダゲンタ(トラビスジャパン)","26","35.6","539","412"
"172","68","232","Mrs.GREEN APPLE","ミセスグリーン アップル","","35.6","498","437"
"177","149","184","ウッチャンナンチャン","ウッチャンナンチャン","","35.3","176","618"
"177","390","134","羽鳥慎一","ハトリシンイチ","54","35.3","127","380"
"177","84","126","藤原竜也","フジワラタツヤ","43","35.3","196","306"
"180","158","130","秋山竜次（ロバート）","アキヤマリュウジ（ロバート）","47","35.1","151","775"
"180","","304","伊藤淳史","イトウアツシ","42","35.1","210","318"
"180","403","275","京本大我（SixTONES)","キョウモトタイガ（ストーンズ)","30","35.1","370","498"
"180","482","340","杉野遥亮","スギノヨウスケ","30","35.1","525","47"
"180","149","180","チョコレートプラネット","チョコレートプラネット","","35.1","347","400"
"185","219","232","上白石萌音","カミシライシモネ","27","34.9","257","559"
"185","187","162","近藤春菜（ハリセンボン）","コンドウハルナ（ハリセンボン）","42","34.9","48","877"
"185","","195","檀れい","ダンレイ","54","34.9","293","327"
"185","","244","桝太一","マスタイチ","44","34.9","312","306"
"185","205","150","若林正恭（オードリー）","ワカバヤシマサヤス（オードリー）","47","34.9","196","373"
"190","228","79","柄本佑","エモトタスク","38","34.7","293","592"
"190","146","285","窪田正孝","クボタマサタカ","37","34.7","370","339"
"190","219","117","玉森裕太（Kis-My-Ft2）","タマモリユウタ（キスマイフットツー）","35","34.7","347","479"
"190","149","67","DOMOTO(KinKi Kids)","ドウモト（キンキキッズ）","","34.7","347","327"
"190","","139","深田恭子","フカダキョウコ","43","34.7","48","712"
"190","","317","ミッツ・マングローブ","ミッツマングローブ","50","34.7","94","870"
"196","228","323","木村文乃","キムラフミノ","38","34.4","279","498"
"196","248","162","中川大志","ナカガワタイシ","27","34.4","432","235"
"196","350","227","松尾駿（チョコレートプラネット）","マツオシュン（チョコレートプラネット）","43","34.4","406","535"
"196","161","232","溝端淳平","ミゾバタジュンペイ","36","34.4","324","180"
"196","","205","山下達郎","ヤマシタタツロウ","72","34.4","226","710"
"201","356","139","赤楚衛二","アカソエイジ","31","34.2","451","280"
"201","291","281","新田真剣佑","アラタマッケンユウ（マッケンユウ）","29","34.2","384","551"
"201","149","296","生田斗真","イクタトウマ","41","34.2","176","804"
"201","","110","さかなクン","サカナクン","50","34.2","8","660"
"205","187","414","大森元貴（Mrs.GREEN APPLE）","オオモリモトキ(ミセスグリーンアップル)","29","34","486","539"
"205","121","150","香取慎吾","カトリシンゴ（スマップ）","48","34","48","877"
"205","","436","狩野英孝","カノエイコウ","43","34","196","698"
"205","133","445","河合優実","カワイユウミ","24","34","513","255"
"205","205","227","川島明（麒麟）","カワシマアキラ（キリン)","46","34","334","390"
"205","379","414","福原遥","フクハラハルカ","27","34","465","262"
"205","228","323","松本若菜","マツモトワカナ","41","34","564","84"
"212","516","484","池田エライザ","イケダエライザ","29","33.8","412","384"
"212","127","49","石原さとみ","イシハラサトミ","38","33.8","25","758"
"212","","232","柴咲コウ","シバサキコウ","44","33.8","67","612"
"212","182","251","奈緒","ナオ","30","33.8","503","95"
"212","390","391","藤ヶ谷太輔（Kis-My-Ft2）","フジガヤタイスケ（キスマイフットツー）","38","33.8","412","467"
"212","335","269","増田貴久（NEWS）","マスダタカヒサ（ニュース）","39","33.8","361","613"
"212","169","364","道枝駿佑（なにわ男子）","ミチエダシュンスケ（ナニワダンシ）","23","33.8","481","306"
"219","242","174","有吉弘行","アリヨシヒロイキ","51","33.3","1","847"
"219","214","260","長田庄平（チョコレートプラネット）","オサダショウヘイ（チョコレートプラネット）","45","33.3","483","120"
"219","317","232","成田凌","ナリタリョウ","32","33.3","432","267"
"219","242","205","松岡昌宏","マツオカマサヒロ（トキオ）","48","33.3","210","512"
"219","141","168","間宮祥太朗","マミヤショウタロウ","32","33.3","324","458"
"219","68","296","芳根京子","ヨシネキョウコ","28","33.3","396","613"
"225","214","311","King & Prince","キングアンドプリンス","","33.1","419","692"
"225","127","359","永瀬廉（King & Prince）","ナガセレン（ キングアンドプリンス）","26","33.1","370","539"
"227","403","215","アンタッチャブル","アンタッチャブル","","32.9","419","437"
"227","198","311","岡村隆史（ナインティナイン）","オカムラタカシ（ナインティナイン）","55","32.9","25","686"
"227","205","189","上白石萌歌","カミシライシモカ","25","32.9","293","592"
"227","214","198","さまぁ～ず","サマァ～ズ","","32.9","210","775"
"227","225","304","タカ（タカアンドトシ）","タカ（タカアンドトシ）","49","32.9","324","618"
"227","","180","ダルビッシュ有","ダルビッシュユウ","39","32.9","127","671"
"227","136","81","広瀬すず","ヒロセスズ","27","32.9","48","790"
"227","87","109","福山雅治","フクヤママサハル","56","32.9","1","1045"
"227","242","285","ラウール（Snow Man）","ラウール（スノーマン）","22","32.9","419","712"
"236","205","244","Official髭男dism","オフィシャルヒゲダンディズム","","32.7","629","66"
"236","379","257","小松菜奈","コマツナナ","29","32.7","486","369"
"236","","260","宮﨑あおい","ミヤザキアオイ","39","32.7","242","822"
"239","","424","石黒賢","イシグロケン","59","32.4","151","660"
"239","242","260","滝沢カレン","タキザワカレン","33","32.4","347","479"
"239","277","146","塚地武雅（ドランクドラゴン）","ツカジムガ（ドランクドラゴン）","54","32.4","176","641"
"239","291","402","濱家隆一（かまいたち）","ハマイエリュウイチ（カマイタチ）","42","32.4","451","158"
"239","","215","松下奈緒","マツシタナオ","40","32.4","312","337"
"244","","296","いきものがかり","イキモノガカリ","","32.2","334","545"
"244","","205","ウエンツ瑛士","ウエンツエイジ（ワット）","40","32.2","25","710"
"244","","424","高橋大輔","タカハシダイスケ","39","32.2","412","588"
"244","149","122","千鳥","チドリ","","32.2","293","393"
"244","","275","羽田美智子","ハダミチコ","57","32.2","361","577"
"244","205","158","松村北斗（SixTONES)","マツムラホクト（ストーンズ)","30","32.2","486","369"
"250","413","402","阿部亮平（Snow Man）","アベリョウヘイ（スノーマン）","31","32","532","218"
"250","","369","池上彰","イケガミアキラ","75","32","127","712"
"250","","198","鈴木保奈美","スズキホナミ","59","32","127","712"
"250","261","402","宮沢氷魚","ミヤザワヒオ","31","32","465","369"
"254","","162","井ノ原快彦","イノハラヨシヒコ（ブイシックス）","49","31.8","127","931"
"254","109","150","上野樹里","ウエノジュリ","39","31.8","242","583"
"254","","122","榮倉奈々","エイクラナナ","37","31.8","210","412"
"254","","227","桐谷美玲","キリタニミレイ","35","31.8","279","498"
"254","","335","郷ひろみ","ゴウヒロミ","70","31.8","1","924"
"254","369","340","白石麻衣","シライシマイ（ノギザカフォーティーシックス）","33","31.8","334","625"
"254","169","317","瀬戸康史","セトコウジ","37","31.8","432","530"
"254","261","323","Hey! Say! JUMP","ヘイセイジャンプ","","31.8","451","384"
"254","281","359","山崎弘也（アンタッチャブル）","ヤマザキヒロナリ（アンタッチャブル）","49","31.8","257","751"
"263","198","351","村上信五（SUPER EIGHT(関ジャニ∞)）","ムラカミシンゴ（スーパーエイト(カンジャニエイト)）","43","31.6","210","893"
"264","434","459","佐久間大介（Snow Man）","サクマダイスケ（スノーマン）","33","31.3","546","426"
"264","390","431","シソンヌ","シソンヌ","","31.3","629","232"
"264","228","174","滝藤賢一","タキトウケンイチ","49","31.3","347","446"
"264","","168","生瀬勝久","ナマセカツヒサ","65","31.3","151","568"
"264","169","323","比嘉愛未","ヒガマナミ","39","31.3","475","303"
"264","379","414","藤井風","フジイカゼ","28","31.3","525","686"
"270","","391","石川佳純","イシカワカスミ","32","31.1","406","491"
"270","","340","坂井真紀","サカイマキ","55","31.1","242","545"
"270","425","260","SUPER EIGHT(関ジャニ∞)","スーパーエイト(カンジャニエイト)","","31.1","483","365"
"270","","317","土屋太鳳","ツチヤタオ","30","31.1","127","948"
"270","269","232","林遣都","ハヤシケント","34","31.1","370","424"
"270","158","158","やす子","ヤスコ","27","31.1","127","1012"
"276","174","86","綾野剛","アヤノゴウ","43","30.9","151","751"
"276","362","369","新木優子","アラキユウコ","31","30.9","465","205"
"276","291","260","加藤清史郎","カトウセイシロウ","24","30.9","293","629"
"276","219","335","出川哲朗","デガワテツロウ","61","30.9","25","1041"
"276","205","205","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","30.9","279","825"
"281","","346","石田ひかり","イシダヒカリ","53","30.7","151","775"
"281","317","275","上田晋也（くりぃむしちゅー）","ウエダシンヤ（クリィムシチュー）","55","30.7","48","897"
"281","248","351","オードリー","オードリー","","30.7","226","808"
"281","281","174","桐谷健太","キリタニケンタ","45","30.7","279","539"
"281","425","","キンタロー。","キンタロー","44","30.7","127","1012"
"281","","323","寺島しのぶ","テラジマシノブ","52","30.7","196","712"
"281","228","376","中条あやみ","ナカジョウアヤミ","28","30.7","334","588"
"281","180","391","町田啓太","マチダケイタ","35","30.7","564","289"
"289","356","296","大倉忠義（SUPER EIGHT(関ジャニ∞)）","オオクラタダヨシ（スーパーエイト(カンジャニエイト)）","40","30.4","370","625"
"289","497","323","大橋和也（なにわ男子）","オオハシカズヤ(ナニワダンシ)","28","30.4","492","507"
"289","","205","志田未来","シダミライ","32","30.4","293","551"
"289","269","281","笑福亭鶴瓶","ショウフクテイツルベ","73","30.4","8","907"
"289","228","220","髙橋海人（King & Prince）","タカハシカイト（キングアンドプリンス）","26","30.4","396","641"
"289","","391","玉山鉄二","タマヤマテツジ","45","30.4","396","327"
"289","228","146","千葉雄大","チバユウダイ","36","30.4","293","679"
"289","342","502","トシ（タカアンドトシ）","トシ（タカアンドトシ）","49","30.4","226","783"
"289","413","323","ナインティナイン","ナインティナイン","","30.4","94","988"
"289","434","260","中村アン","ナカムラアン","38","30.4","406","621"
"289","451","232","Perfume","パフューム","","30.4","242","887"
"289","269","205","藤井聡太","フジイソウタ","23","30.4","347","909"
"289","194","220","松田龍平","マツダリュウヘイ","42","30.4","268","664"
"302","434","275","池田美優（みちょぱ）","イケダミユウ（ミチョパ）","27","30.2","279","915"
"302","187","369","磯村勇斗","イソムラハヤト","33","30.2","465","453"
"302","350","139","イモトアヤコ","イモトアヤコ","39","30.2","67","825"
"302","557","555","岩本照（Snow Man）","イワモトヒカル（スノーマン）","32","30.2","557","400"
"302","","232","大森南朋","オオモリナオ","53","30.2","396","451"
"302","356","215","尾上松也","オノエマツヤ","40","30.2","334","588"
"302","261","376","兼近大樹(EXIT)","カネチカダイキ（イグジット）","34","30.2","384","759"
"302","256","220","小峠英二（バイきんぐ）","コトウゲエイジ（バイキング）","49","30.2","48","712"
"302","242","459","清野菜名","セイノナナ","31","30.2","459","568"
"302","326","384","生見愛瑠（めるる）","ヌクミメル（メルル）","23","30.2","465","759"
"302","176","195","ノブ（千鳥）","ノブ（チドリ）","45","30.2","176","580"
"302","291","195","ヒコロヒー","ヒコロヒー","36","30.2","384","551"
"302","149","376","星野源","ホシノゲン","44","30.2","176","1029"
"302","198","269","満島真之介","ミツシマシンノスケ","36","30.2","293","705"
"302","","220","矢沢永吉","ヤザワエイキチ","76","30.2","8","1063"
"302","","431","リリー・フランキー","リリーフランキー","62","30.2","293","839"
"302","","184","渡辺謙","ワタナベケン","66","30.2","25","686"
"319","228","414","市原隼人","イチハラハヤト","38","30","210","751"
"319","342","391","柄本時生","エモトトキオ","36","30","361","490"
"319","","198","GACKT","ガクト","52","30","176","1007"
"319","281","376","劇団ひとり","ゲキダンヒトリ","48","30","67","909"
"319","550","323","中岡創一(ロッチ)","ナカオカソウイチ（ロッチ）","47","30","293","679"
"319","335","281","南原清隆（ウッチャンナンチャン）","ナンバラキヨタカ（ウッチャンナンチャン）","60","30","127","931"
"319","","285","森高千里","モリタカチサト","56","30","67","955"
"319","434","511","横山裕（SUPER EIGHT(関ジャニ∞))","ヨコヤマユウ（スーパーエイト(カンジャニエイト)）","44","30","268","900"
"327","","244","井上真央","イノウエマオ","38","29.8","242","671"
"327","362","346","ネプチューン","ネプチューン","","29.8","293","592"
"329","165","168","大谷亮平","オオタニリョウヘイ","45","29.6","513","412"
"329","291","410","タカアンドトシ","タカアンドトシ","","29.6","176","841"
"329","269","285","吉岡里帆","ヨシオカリホ","32","29.6","324","768"
"332","491","492","上田竜也","ウエダタツヤ（カトゥーン）","42","29.3","370","841"
"332","335","466","清原果耶","キヨハラカヤ","23","29.3","503","251"
"332","369","376","SixTONES","ストーンズ","","29.3","513","551"
"332","291","168","竹内涼真","タケウチリョウマ","32","29.3","94","870"
"332","","532","山本美月","ヤマモトミヅキ","34","29.3","492","235"
"337","399","384","EXIT","イグジィット","","29.1","465","406"
"337","403","251","春日俊彰（オードリー）","カスガトシアキ（オードリー）","46","29.1","67","1056"
"337","291","414","かまいたち","カマイタチ","","29.1","481","280"
"337","228","351","菊池風磨（timelesz）","キクチフウマ（タイムレス(セクシーゾーン)）","30","29.1","334","1041"
"337","356","351","Kis-My-Ft2","キスマイフットツー","","29.1","444","588"
"337","","244","JUJU","ジュジュ","49","29.1","312","786"
"337","326","251","東京03","トウキョウゼロサン","","29.1","597","109"
"337","","391","錦戸亮","ニシキドリョウ（カンジャニエイト）","41","29.1","279","937"
"337","529","391","堀田真由","ホッタマユ","27","29.1","546","262"
"337","","296","渡部篤郎","ワタベアツロウ","57","29.1","257","751"
"347","219","122","岩田剛典（三代目 J SOUL BROTHERS）","イワタタカノリ（サンダイメジェイソウルブラザーズ）","36","28.9","257","775"
"347","261","189","佐藤二朗","サトウジロウ","56","28.9","242","545"
"347","","476","長嶋一茂","ナガシマカズシゲ","59","28.9","48","1163"
"347","326","317","橋本環奈","ハシモトカンナ（レブフロムディーブイエル）","26","28.9","127","948"
"347","326","304","爆笑問題","バクショウモンダイ","","28.9","127","1099"
"347","","574","船越英一郎","フナコシエイイチロウ","65","28.9","67","1038"
"347","304","340","松本まりか","マツモトマリカ","41","28.9","432","779"
"354","","592","梅沢富美男","ウメザワトミオ","75","28.7","94","988"
"354","","567","椎名林檎","シイナリンゴ","47","28.7","293","1168"
"354","281","220","三浦翔平","ミウラショウヘイ","37","28.7","384","507"
"354","403","555","宮澤エマ","ミヤザワエマ","37","28.7","465","583"
"358","","592","石丸幹二","イシマルカンジ","60","28.4","551","270"
"358","291","502","佐藤勝利（timelesz）","サトウショウリ（タイムレス(セクシーゾーン)）","29","28.4","539","613"
"358","","189","藤井フミヤ","フジイフミヤ","63","28.4","25","960"
"358","225","402","矢部浩之（ナインティナイン）","ヤベヒロユキ（ナインティナイン）","54","28.4","151","986"
"362","","402","aiko","アイコ","50","28.2","384","852"
"362","326","260","児嶋一哉（アンジャッシュ）","コジマカズヤ（アンジャッシュ）","53","28.2","210","751"
"362","350","402","小杉竜一（ブラックマヨネーズ）","コスギリュウイチ（ブラックマヨネーズ）","52","28.2","324","893"
"362","248","184","趣里","シュリ","35","28.2","419","564"
"362","342","449","SEKAI NO OWARI","セカイノオワリ","","28.2","521","568"
"362","425","323","中島裕翔","ナカジマユウト（ヘイセイジャンプ）","32","28.2","503","629"
"362","573","346","名倉潤（ネプチューン）","ナグラジュン（ネプチューン）","57","28.2","25","1041"
"362","","227","速水もこみち","ハヤミモコミチ","41","28.2","94","841"
