"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"560","686","561","EXILE NAOTO（三代目 J SOUL BROTHERS）","エグザイル　ナオト（サンダイメジェイソウルブラザーズ）","42","24.2","526","1028"
"560","345","294","草彅剛","クサナギツヨシ（スマップ）","51","24.2","94","1186"
"560","643","643","桜井ユキ","サクライユキ","38","24.2","725","106"
"560","","782","須賀健太","スガケンタ","31","24.2","443","938"
"560","706","635","高城れに（ももいろクローバーＺ）","タカギレニ（モモイロクローバーゼット）","32","24.2","331","1158"
"560","616","712","田中裕二（爆笑問題）","タナカユウジ（バクショウモンダイ）","60","24.2","262","1203"
"560","","522","谷原章介","タニハラショウスケ","53","24.2","388","990"
"560","","486","秦基博","ハタモトヒロ","45","24.2","617","473"
"560","503","522","森七菜","モリナナ","24","24.2","515","1098"
"560","","561","薬師丸ひろ子","ヤクシマルヒロコ","61","24.2","433","891"
"560","440","413","吉田敬（ブラックマヨネーズ）","ヨシダタカシ（ブラックマヨネーズ）","52","24.2","280","1125"
"560","461","402","LiSA","リサ","38","24.2","502","916"
"574","476","539","福田麻貴（3時のヒロイン）","フクダマキ（サンジノヒロイン）","37","24","198","1171"
"575","277","596","荒川（エルフ）","アラカワ（エルフ）","29","23.8","617","596"
"575","599","672","井桁弘恵","イゲタヒロエ","28","23.8","617","919"
"575","541","554","大谷亮平","オオタニリョウヘイ","45","23.8","681","621"
"575","290","402","3時のヒロイン","サンジノヒロイン","","23.8","388","1057"
"575","760","663","白洲迅","シラスジン","33","23.8","789","224"
"575","336","402","滝藤賢一","タキトウケンイチ","49","23.8","637","511"
"575","861","699","森香澄","モリカスミ","30","23.8","414","1175"
"575","686","539","LE SSERAFIM","ルセラフィム","","23.8","755","224"
"583","588","611","岡田結実","オカダユイ","25","23.6","331","1143"
"583","","554","高良健吾","コウラケンゴ","38","23.6","663","700"
"583","","704","コカドケンタロウ(ロッチ)","コカドケンタロウ（ロッチ）","47","23.6","234","1094"
"583","","730","村上佳菜子","ムラカミカナコ","31","23.6","480","1070"
"583","742","730","森崎ウィン","モリサキウイン","35","23.6","584","426"
"588","","611","池上彰","イケガミアキラ","75","23.3","114","1225"
"588","","627","井上咲楽","イノウエサクラ","26","23.3","313","1168"
"588","440","635","内田理央","ウチダリオ","34","23.3","590","895"
"588","653","571","太田光（爆笑問題）","オオタヒカリ（バクショウモンダイ）","60","23.3","52","1227"
"588","","790","金子ノブアキ","カネコノブアキ","44","23.3","703","467"
"588","503","627","神田愛花","カンダアイカ","45","23.3","575","944"
"588","721","730","岸井ゆきの","キシイユキノ","33","23.3","703","238"
"588","529","704","ちゃんみな","チャンミナ","27","23.3","666","581"
"588","760","827","綱啓永","ツナケイト","26","23.3","789","64"
"588","440","382","長谷川雅紀（錦鯉）","ハセガワマサノリ(ニシキゴイ)","54","23.3","480","967"
"588","","491","蛍原徹","ホトハラトオル（アメアガリケッシタイ）","57","23.3","313","1138"
"588","550","450","森田哲矢（さらば青春の光）","モリタテツヤ（サラバセイシュンノヒカリ）","44","23.3","617","1015"
"600","574","522","新しい学校のリーダーズ","アタラシイガッコウノリーダーズ","","23.1","515","1076"
"600","","692","加藤浩次","カトウコウジ","56","23.1","125","1216"
"600","433","423","桜田ひより","サクラダヒヨリ","22","23.1","715","307"
"600","653","522","玉井詩織（ももいろクローバーＺ）","タマイシオリ（モモイロクローバーゼット）","30","23.1","457","1033"
"600","706","396","玉城ティナ","タマシロティナ","28","23.1","535","1042"
"600","550","596","富田望生","トミタミウ","25","23.1","773","106"
"600","667","738","萩原利久","ハギワラリク","26","23.1","709","351"
"600","599","596","藤井聡太","フジイソウタ","23","23.1","443","1163"
"600","","450","本田望結","ホンダミユ","21","23.1","331","1143"
"600","643","554","松田龍平","マツダリュウヘイ","42","23.1","617","666"
"610","541","571","秋元真夏","アキモトマナツ（ノギザカ フォーティーシックス）","32","22.9","590","976"
"610","616","585","イワクラ（蛙亭）","イワクラ（カエルテイ）","35","22.9","637","641"
"610","643","657","齊藤京子","サイトウキョウコ（ヒナタザカフォーティーシックス）","28","22.9","689","827"
"610","","712","長嶋一茂","ナガシマカズシゲ","59","22.9","355","1220"
"610","503","372","ニューヨーク","ニューヨーク","","22.9","590","895"
"610","753","596","花江夏樹","ハナエナツキ","34","22.9","725","692"
"610","788","758","ヒカキン","ヒカキン","36","22.9","293","1239"
"610","556","596","ゆうちゃみ（古川優奈）","ユウチャミ（コガワユウナ）","24","22.9","560","1070"
"618","","604","梅沢富美男","ウメザワトミオ","75","22.7","94","1211"
"618","529","566","梶裕貴","カジユウキ","40","22.7","666","777"
"618","667","","KEY TO LIT","キテレツ","","22.7","789","276"
"618","686","712","Cocomi","ココミ","24","22.7","526","1105"
"618","512","561","小島健（Aぇ! group）","コジマケン(エエ！グループ)","26","22.7","720","530"
"618","","643","郷ひろみ","ゴウヒロミ","70","22.7","221","1184"
"618","","790","島崎遥香","シマザキハルカ（エーケービーフォーティーエイト）","31","22.7","198","1230"
"618","","782","玉山鉄二","タマヤマテツジ","45","22.7","663","565"
"618","","771","寺島しのぶ","テラジマシノブ","52","22.7","637","817"
"618","721","672","トム・ブラウン","トムブラウン","","22.7","590","1026"
"618","","802","野村周平","ノムラシュウヘイ","32","22.7","535","1133"
"629","382","663","市川実日子","イチカワミカコ","47","22.4","806","710"
"629","721","539","オズワルド","オズワルド","","22.4","663","628"
"629","388","450","Koki,","コウキ","22","22.4","457","1060"
"629","599","486","ジェラードン","ジェラードン","","22.4","773","134"
"629","","522","野間口徹","ノマグチトオル","52","22.4","735","484"
"629","541","","橋本将生(timelesz)","ハシモトマサキ（タイムレス）","26","22.4","720","961"
"629","667","561","竜星涼","リュウセイリョウ","32","22.4","666","581"
"636","","585","伊沢拓司","イザワタクシ","31","22.2","388","1191"
"636","","511","岩尾望（フットボールアワー）","イワオノゾム（フットボールアワー）","49","22.2","94","1211"
"636","588","459","EXILE","エグザイル","","22.2","584","1139"
"636","861","771","窪塚愛流","クボヅカアイル","22","22.2","741","511"
"636","574","643","小山慶一郎（NEWS）","コヤマケイイチロウ（ニュース）","41","22.2","52","1238"
"636","","423","高嶋ちさ子","タカシマチサコ","57","22.2","355","1204"
"636","","","松井ケムリ（令和ロマン）","マツイケムリ（レイワロマン）","32","22.2","806","453"
"636","680","704","宮下草薙","ミヤシタクサナギ","34","22.2","433","1005"
"644","","699","浅利陽介","アサリヨウスケ","38","22","637","762"
"644","680","704","伊藤健太郎","イトウケンタロウ（ケンタロウ）","28","22","571","1142"
"644","523","712","伊原六花","イハラリッカ","26","22","590","570"
"644","398","704","エルフ","エルフ","","22","725","169"
"644","523","459","門脇麦","カドワキムギ","33","22","584","831"
"644","","712","上地雄輔","カミジユウスケ","46","22","421","1217"
"644","574","712","染谷将太","ソメタニショウタ","33","22","695","661"
"644","","450","檀れい","ダンレイ","54","22","629","426"
"644","","611","橋本愛","ハシモトアイ","29","22","617","596"
"644","767","604","BTS（防弾少年団）","ビーティーエス（ボウダンショウネンダン）","","22","709","1033"
"654","","730","内野聖陽","ウチノセイヨウ","57","21.8","766","342"
"654","","657","岡山天音","オカヤマアマネ","31","21.8","755","840"
"654","637","566","関口メンディー","セキグチメンディー（ジェネレーションズ フロム エグザイルトライブ）","34","21.8","331","1218"
"654","523","763","髙橋ひかる","タカハシヒカル","24","21.8","695","844"
"654","323","545","Vaundy","バウンディ","25","21.8","741","804"
"654","905","771","マユリカ","マユリカ","","21.8","891","32"
"654","529","479","水上恒司","ミズカミコウシ（オカダケンシ）","26","21.8","818","142"
"661","788","539","尾上松也","オノエマツヤ","40","21.6","617","831"
"661","388","459","趣里","シュリ","35","21.6","603","852"
"661","616","585","田村真子","タムラマコ","29","21.6","871","57"
"661","834","819","超ときめき♡宣伝部","チョウトキメキセンデンブ","","21.6","818","194"
"661","760","683","山添寛（相席スタート）","ヤマゾエカン(アイセキスタート)","40","21.6","715","1000"
"661","529","511","ゆめっち（3時のヒロイン）","ユメッチ(サンジノヒロイン)","31","21.6","515","1098"
"661","461","459","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","21.6","151","1250"
"661","599","554","りんたろー。（EXIT)","リンタロー。（イグジット）","39","21.6","37","1197"
"669","","663","生駒里奈","イコマリナ（ノギザカフォーティーシックス）","29","21.3","457","1154"
"669","","566","今田耕司","イマダコウジ","59","21.3","94","1223"
"669","","443","千原兄弟","チハラキョウダイ","","21.3","137","1225"
"669","","","鎮西寿々歌（FRUITS ZIPPER）","チンゼイスズカ（フルーツジッパー）","27","21.3","826","328"
"669","742","838","中村嶺亜（KEY TO LIT）","ナカムラレイア（キテレツ（セブンメンサムライ））","28","21.3","789","581"
"669","","657","濱田龍臣","ハマダタツオミ","25","21.3","648","868"
"669","767","","B&ZAI","バンザイ","","21.3","853","459"
"669","732","511","藤井貴彦","フジイタカヒコ","53","21.3","748","612"
"669","512","500","松本人志（ダウンタウン）","マツモトヒトシ（ダウンタウン）","62","21.3","37","1270"
"669","","576","三浦友和","ミウラトモカズ","73","21.3","666","971"
"669","800","604","山下健二郎（三代目 J SOUL BROTHERS）","ヤマシタケンジロウ（サンダイメジェイソウルブラザーズ）","40","21.3","457","1033"
"680","680","576","池松壮亮","イケマツソウスケ","35","21.1","703","328"
"680","610","635","片寄涼太(GENERATIONS from EXILE TRIBE)","カタヨセリョウタ（ジェネレーションズフロムエグザイルトライブ）","31","21.1","388","1237"
"680","","545","草薙航基（宮下草薙）","クサナギコウキ（ミヤシタクサナギ）","34","21.1","637","852"
"680","","763","高橋英樹","タカハシヒデキ","81","21.1","603","1042"
"680","","511","ダルビッシュ有","ダルビッシュユウ","39","21.1","280","1154"
"680","","627","塚田僚一（A.B.C-Z）","ツカダリョウイチ（エー.ビー.シー-ジィー）","38","21.1","402","1152"
"680","","738","夏菜","ナツナ","36","21.1","402","1179"
"680","503","522","宮世琉弥","ミヤセリュウビ","21","21.1","695","792"
"680","541","522","渡辺隆（錦鯉）","ワタナベタカシ(ニシキゴイ)","47","21.1","603","1171"
"689","","860","五関晃一（A.B.C-Z）","ゴセキコウイチ（エー.ビー.シー-ジィー）","40","20.9","673","1042"
"689","695","585","佐々木朗希","ササキロウキ","24","20.9","656","938"
"689","","827","鈴木保奈美","スズキホナミ","59","20.9","695","728"
"689","","","髙比良くるま（令和ロマン）","タカヒラクルマ（レイワロマン）","31","20.9","748","990"
"689","359","511","FRUITS ZIPPER","フルーツジッパー","","20.9","778","255"
"689","637","571","緑黄色社会","リョクオウショクシャカイ","","20.9","782","204"
"695","","838","石田ひかり","イシダヒカリ","53","20.7","773","361"
"695","732","771","A.B.C-Z","エービーシージー","","20.7","629","986"
"695","","643","高橋大輔","タカハシダイスケ","39","20.7","421","1168"
"695","847","576","ふくらP","フクラピー","32","20.7","715","895"
"695","854","692","矢本悠馬","ヤモトユウマ","35","20.7","755","473"
"700","","763","大森南朋","オオモリナオ","53","20.4","735","292"
"700","643","738","蛙亭","カエルテイ","","20.4","673","596"
"700","556","802","河合優実","カワイユウミ","24","20.4","840","97"
"700","721","663","永尾柚乃","ナガオユノ","9","20.4","617","961"
"700","788","596","乃木坂46","ノギザカフォーティーシックス","","20.4","725","621"
"700","","611","船越英一郎","フナコシエイイチロウ","65","20.4","125","1235"
"700","","872","美山加恋","ミヤマカレン","28","20.4","725","621"
"700","695","413","村重杏奈","ムラシゲアンナ","27","20.4","234","1209"
"708","767","749","鬼越トマホーク","オニゴエトマホーク","","20.2","673","895"
"708","610","643","K(&TEAM)","ケイ（エンティーム）","28","20.2","831","357"
"708","667","730","さや香","サヤカ","","20.2","789","336"
"708","476","643","サーヤ（ラランド）","サーヤ（ラランド）","29","20.2","560","1070"
"708","","522","中川翔子","ナカガワショウコ","40","20.2","17","1268"
"708","","627","中山秀征","ナカヤマヒデユキ","58","20.2","402","1197"
"708","","635","野々村友紀子","ノノムラユキコ","51","20.2","755","899"
"708","861","782","モグライダー","モグライダー","","20.2","798","429"
"708","","","森カンナ","モリカンナ(モリヤカンナ)","37","20.2","798","767"
"708","","838","横山だいすけ","ヨコヤマダイスケ","42","20.2","656","990"
"718","","730","矢沢永吉","ヤザワエイキチ","76","20","443","1163"
"719","","491","阿部一二三","アベヒフミ","28","19.8","637","1101"
"719","732","712","銀シャリ","ギンシャリ","","19.8","648","919"
"719","667","479","近藤千尋","コンドウチヒロ","35","19.8","689","926"
"719","695","522","髙橋藍","タカハシラン","24","19.8","818","316"
"719","800","5","永野芽郁","ナガノメイ","26","19.8","94","1271"
"719","625","","希空","ノア","18","19.8","748","683"
"719","","545","本田真凜","ホンダマリン","24","19.8","262","1213"
"719","800","749","前田公輝","マエダゴウキ","34","19.8","735","484"
"719","721","683","優里","ユウリ","31","19.8","457","1259"
"728","574","","井上瑞稀（KEY TO LIT）","イノウエミズキ（キテレツ)","25","19.6","834","367"
"728","","802","片桐仁","カタギリジン","51","19.6","725","762"
"728","721","635","齊藤なぎさ","サイトウナギサ（イコールラブ）","22","19.6","725","1076"
"728","","712","坂上忍","サカガミシノブ","58","19.6","221","1257"
"728","824","749","三笘薫","ミトマカオル","28","19.6","741","913"
"733","637","","ACEes","エイシーズ","","19.3","891","231"
"733","","545","大原櫻子","オオハラサクラコ","29","19.3","584","1119"
"733","834","712","久間田琳加","クマダリンカ","24","19.3","818","479"
"733","742","897","八村塁","ハチムラルイ","27","19.3","617","1015"
"733","","704","藤井フミヤ","フジイフミヤ","63","19.3","629","986"
"733","883","627","マカロニえんぴつ","マカロニエンピツ","","19.3","806","710"
"733","680","657","矢吹奈子","ヤブキナコ（エイチケーティーフォーティーエイト・アイズワン）","24","19.3","831","536"
"733","667","943","横尾渉（Kis-My-Ft2）","ヨコオワタル（キスマイフットツー）","39","19.3","457","1246"
"741","971","704","泉里香","イズミリカ","37","19.1","748","756"
"741","","782","軽部真一","カルベシンイチ","63","19.1","553","1108"
"741","742","712","SUPER BEAVER","スーパービーバー","","19.1","860","587"
"741","","819","男性ブランコ","ダンセイブランコ","","19.1","945","20"
"741","574","763","辻岡義堂","ツジアカギドウ","39","19.1","735","944"
"741","","643","Toshl（X JAPAN）","トシ（エックス　ジャパン）","60","19.1","388","1220"
"741","","883","はじめしゃちょー","ハジメシャチョー","32","19.1","502","1241"
"741","781","771","紅しょうが","ベニショウガ","","19.1","806","628"
"741","","730","松坂大輔","マツザカダイスケ","45","19.1","603","1117"
"741","1064","771","ロングコートダディ","ロングコートダディ","","19.1","977","26"
"751","874","522","Aimer","エメ","","18.9","853","367"
"751","861","943","たける（東京ホテイソン）","タケル（トウキョウホテイソン）","30","18.9","860","484"
"751","","657","つるの剛士","ツルノタケシ","50","18.9","151","1236"
"751","810","937","當真あみ","トウマアミ","19","18.9","871","259"
"751","","916","橋本良亮（A.B.C-Z）","ハシモトリョウスケ（エー.ビー.シー-ジィー）","32","18.9","681","1053"
"751","847","611","宮沢氷魚","ミヤザワヒオ","31","18.9","575","1133"
"751","","838","森高千里","モリタカチサト","56","18.9","656","990"
"751","","790","山崎まさよし","ヤマザキマサヨシ","53","18.9","673","1070"
"751","1007","1008","山中柔太朗(M!LK)","ヤマナカジュウタロウ（ミルク）","23","18.9","860","167"
"751","686","663","吉住","ヨシズミ","36","18.9","715","791"
"751","643","576","ラランド","ラランド","","18.9","617","1124"
"762","","827","葵わかな","アオイワカナ","27","18.7","703","1087"
"762","550","782","作間龍斗（ACEes）","サクマリュウト（エイシーズ（ハイハイジェッツ））","23","18.7","860","241"
"762","","663","徳光和夫","トクミツカズオ","84","18.7","457","1252"
"762","760","860","西村瑞樹（バイきんぐ）","ニシムラミズキ（バイキング）","48","18.7","629","1191"
"766","1064","1020","赤荻歩","アカオギアユミ","44","18.4","977","41"
"766","874","943","井上和（乃木坂46）","イノウエナギ（ノギザカフォーティーシックス）","20","18.4","891","596"
"766","706","683","下野紘","シモノヒロ","45","18.4","860","167"
"766","","604","丸山桂里奈","マルヤマカリナ","42","18.4","313","1230"
"770","","627","ØMI（登坂広臣（三代目 J SOUL BROTHERS））","オミ(トサカヒロオミ(サンダイメジェイソウルブラザーズ）)","38","18.2","666","1110"
"770","","749","河村勇輝","カワムラユウキ","24","18.2","912","84"
"770","781","704","桐山照史（WEST.）","キリヤマアキト（ウエスト（ジャニーズウエスト））","36","18.2","502","1264"
"770","834","927","クロちゃん（安田大サーカス）","クロチャン（ヤスダダイサーカス）","48","18.2","221","1276"
"770","819","883","白石聖","シライシセイ","27","18.2","826","210"
"770","","771","土佐兄弟","トサキョウダイ","","18.2","778","949"
"770","","883","平岡祐太","ヒラオカユウタ","41","18.2","773","754"
"770","667","749","ME:I","ミーアイ","","18.2","871","514"
"770","667","683","横田真悠","ヨコタマユウ","26","18.2","798","692"
"779","653","","猪俣周杜(timelesz)","イノマタシュウト（タイムレス）","24","18","834","1061"
"779","","860","IMALU","イマル","36","18","544","1224"
"779","854","763","岩田絵里奈","イワタエリナ","30","18","778","777"
"779","","683","貴島明日香","キジマアスカ","29","18","766","1070"
"779","742","585","空気階段","クウキカイダン","","18","725","692"
"779","","782","ケツメイシ","ケツメイシ","","18","755","628"
"779","","554","剛力彩芽","ゴウリキアヤメ","33","18","24","1273"
"779","637","29","田中圭","タナカケイ","41","18","68","1274"
"779","643","611","バッテリィズ","バッテリィズ","","18","871","123"
"788","","763","浅香航大","アサカコウダイ","33","17.8","766","493"
"788","834","672","石川祐希","イシカワユウキ","29","17.8","860","241"
"788","","790","筧美和子","カケイミワコ","31","17.8","433","1220"
"788","695","802","真空ジェシカ","シンクウジェシカ","","17.8","918","276"
"788","","692","ちょんまげラーメン（インディアンス）","チョンマゲラーメン（インディアンス）","","17.8","972","108"
"788","944","738","西村真二（コットン）","ニシムラシンジ（コットン）","41","17.8","755","840"
"788","781","699","細田佳央太","ホソダカナタ","23","17.8","798","357"
"788","680","585","山田杏奈","ヤマダアンナ","24","17.8","871","319"
"796","","635","今市隆二（三代目 J SOUL BROTHERS）","イマイチリュウジ（サンダイメジェイソウルブラザーズ）","39","17.6","553","1247"
"796","","927","中村ゆり","ナカムラユリ","43","17.6","871","123"
"796","721","812","平手友梨奈","ヒラテユリナ（ケヤキザカフォーティーシックス）","24","17.6","480","1263"
"796","905","852","みなみかわ","ミナミカワ","43","17.6","741","1062"
"800","883","758","アイナ・ジ・エンド","アイナ・ジ・エンド","30","17.3","709","767"
"800","958","812","[ALEXANDROS]","アレキサンドロス","","17.3","922","224"
"800","","883","勝俣州和","カツマタクニカズ","60","17.3","515","1254"
"800","","749","高山一実","タカヤマカズミ（ノギザカフォーティーシックス）","31","17.3","766","804"
"800","","883","納言","ナゴン","","17.3","789","751"
"800","905","749","前田旺志郎","マエダオウシロウ","24","17.3","860","241"
"800","","790","松井愛莉","マツイアイリ","28","17.3","755","705"
"800","","872","ユージ","ユージ","38","17.3","617","1200"
"808","","827","荒川良々","アラカワヨシヨシ","51","17.1","789","501"
"808","","852","皆藤愛子","カイトウアイコ","41","17.1","725","1038"
"808","","872","香音","カノン","24","17.1","902","316"
"808","824","838","CUTIE STREET","キューティーストリート","","17.1","891","231"
"808","","910","佐久間由衣","サクマユイ","30","17.1","826","762"
"808","491","576","三代目 J SOUL BROTHERS from EXILE TRIBE","サンダイメジェイソウルブラザーズ フロム エグザイルトライブ","","17.1","673","1161"
"808","","790","ザ・マミィ","ザ・マミィ","","17.1","806","710"
"808","","916","鈴木浩介","スズキコウスケ","50","17.1","782","849"
"808","","1020","中村俊介","ナカムラシュンスケ","50","17.1","806","710"
"808","788","1020","HANA","ハナ","","17.1","891","231"
"808","874","957","深田竜生（ACEes）","フカダリュウセイ（エイシーズ（ショウネンニンジャ））","23","17.1","912","119"
"808","927","883","松本穂香","マツモトホノカ","28","17.1","755","899"
"808","914","860","見上愛","ミカミアイ","25","17.1","871","57"
"808","","758","山口智子","ヤマグチトモコ","61","17.1","766","967"
"808","732","738","Little Glee Monster","リトルグリーモンスター","","17.1","755","1007"
"808","944","860","渡邊圭祐","ワタナベケイスケ","32","17.1","871","399"
"824","","672","石井杏奈","イシイアンナ","27","16.9","845","399"
"824","","643","北山宏光","キタヤマヒロミツ（キスマイフットツー）","40","16.9","457","1252"
"824","927","802","久保建英","クボタケフサ","24","16.9","840","484"
"824","753","712","櫻井優衣(FRUITS ZIPPER)","サクライユイ（フルーツジッパー）","25","16.9","840","831"
"824","971","","佐々木舞香（＝LOVE）","ササキマイカ（イコールラブ）","25","16.9","891","493"
"824","","782","杉本哲太","スギモトテッタ","60","16.9","806","628"
"824","1007","1095","Stray Kids","ストレイキッズ","","16.9","972","259"
"824","","916","ハマ・オカモト（OKAMOTO's）","ハマオカモト（オカモトズ）","34","16.9","834","553"
"832","874","860","井上芳雄","イノウエヨシオ","46","16.7","806","1084"
"832","935","838","AKB48","エーケービーフォーティーエイト","","16.7","798","1020"
"832","914","872","影山優佳","カゲヤマユウカ（ヒナタザカフォーティーシックス）","24","16.7","748","1154"
"832","800","790","春風亭昇太","シュンプウテイショウタ","65","16.7","703","1110"
"832","944","819","堂安律","ドウアンリツ","27","16.7","871","944"
"832","","749","ぱーてぃーちゃん","パーティーチャン","","16.7","741","1062"
"838","","883","生田竜聖","イクタリュウセイ","37","16.4","741","1026"
"838","847","712","市川團十郎(十三代目/市川海老蔵)","イチカワダンジュウロウ(イチカワエビゾウ)","47","16.4","544","1241"
"838","541","423","NJZ(NewJeans)","エヌジェージー（ニュージーンズ）","","16.4","918","692"
"838","","790","大友花恋","オオトモカレン","26","16.4","806","628"
"838","984","860","清水尋也","シミズヒロヤ","26","16.4","902","399"
"838","935","897","南沙良","ミナミサラ","23","16.4","945","73"
"838","","758","村上虹郎","ムラカミニジロウ","28","16.4","853","656"
"838","660","738","ラバーガール","ラバーガール","","16.4","818","740"
"838","","819","蓮佛美沙子","レンブツミサコ","34","16.4","773","998"
"838","","1070","和田正人","ワダマサト","46","16.4","782","798"
"848","935","957","青木マッチョ（かけおち）","アオキマッチョ(カケオチ)","30","16.2","888","670"
"848","800","838","aespa","エスパ","","16.2","990","130"
"848","927","712","尾上右近（二代目）","オノエウコン","33","16.2","930","238"
"851","810","683","IVE","アイブ","","16","960","399"
"851","883","771","Saucy Dog","サウシードッグ","","16","945","171"
"851","","860","深川麻衣","フカガワマイ（ノギザカフォーティーシックス）","34","16","902","628"
"851","742","692","ヨネダ2000","ヨネダニセン","","16","755","1058"
"855","","990","’＝LOVE","イコールラブ","","15.8","965","439"
"855","","683","石川佳純","イシカワカスミ","32","15.8","709","1143"
"855","1026","957","泉谷星奈","イズタニラナ","8","15.8","960","134"
"855","984","802","市川新之助（八代目／堀越勸玄）","イチカワシンノスケ（ホリコシカンゲン）","12","15.8","853","901"
"855","944","763","上垣皓太朗","ウエガキコウタロウ","24","15.8","965","99"
"855","","","ぐんぴぃ（春とヒコーキ）","グンピィ（ハルトヒコーキ）","35","15.8","930","399"
"855","958","964","佐野玲於（GENERATIONS from EXILE TRIBE）","サノレオ（ジェネレーションズフロムエグザイルトライブ）","29","15.8","888","1002"
"855","1042","827","THE RAMPAGE from EXILE TRIBE","ザランページフロムエグザイルトライブ","","15.8","884","1050"
"855","800","852","しなこ","シナコ","29","15.8","526","1265"
"855","944","1032","宮澤エマ","ミヤザワエマ","37","15.8","860","845"
"865","874","771","Uru","ウル","","15.6","988","119"
"865","834","643","岡崎紗絵","オカザキサエ","30","15.6","806","628"
"865","861","838","神谷浩史","カミヤヒロシ","50","15.6","945","361"
"865","","812","鈴木砂羽","スズキサワ","53","15.6","818","868"
"865","","978","田中碧","タナカアオ","27","15.6","990","14"
"865","854","883","日向坂46","ヒナタザカフォーティーシックス","","15.6","834","1007"
"865","788","827","FANTASTICS from EXILE TRIBE","ファンタスティックスフロムエグザイルトライブ","","15.6","891","868"
"865","996","827","堀越麗禾（市川ぼたん）","ホリコシレイカ（イチカワボタン ）","14","15.6","871","710"
"873","","943","青木崇高","アオキムネタカ","45","15.3","849","809"
"873","888","819","東京ホテイソン","トウキョウホテイソン","","15.3","849","429"
"873","935","1008","仁村紗和","ニムラサワ","31","15.3","960","307"
"873","667","827","八木勇征（FANTASTICS from EXILE TRIBE）","ヤギユウセイ（ファンタスティックスフロムエグザイルトライブ）","28","15.3","778","1210"
"877","996","883","佐久間宣行","サクマノブユキ","50","15.1","834","735"
"877","958","957","塩野瑛久","シオノアキヒサ","30","15.1","1012","272"
"877","788","802","ニシダ（ラランド）","ニシダ（ラランド）","31","15.1","695","1103"
"877","824","802","東ブクロ（さらば青春の光）","ヒガシブクロ（サラバセイシュンノヒカリ）","40","15.1","766","1185"
"877","","903","平野美宇","ヒラノミウ","25","15.1","735","1110"
"877","706","643","古川琴音","フルカワコトネ","29","15.1","871","514"
"877","810","790","山之内すず","ヤマノウチスズ","24","15.1","575","1257"
"884","788","943","古川雄大","フルカワユウタ","38","14.9","782","849"
"884","824","596","ヨルシカ","ヨルシカ","","14.9","952","381"
"886","888","1045","奥平大兼","オクダイラダイケン","22","14.7","902","628"
"886","1142","978","ガクテンソク","ガクテンソク","","14.7","1012","17"
"886","958","611","木戸大聖","キドタイセイ","28","14.7","1021","171"
"886","996","916","与田祐希","ヨダユウキ（ノギザカフォーティーシックス）","25","14.7","834","1101"
"890","1102","838","Omoinotake","オモイノタケ","","14.4","972","163"
"890","667","957","佐藤大樹（FANTASTICS from EXILE TRIBE）","サトウタイキ（ファンタスティックスフロムエグザイルトライブ）","30","14.4","831","986"
"890","996","927","志田彩良","シダサラ","26","14.4","952","81"
"890","781","978","JO1","ジェイオーワン","","14.4","912","1007"
"890","742","790","GENERATIONS from EXILE TRIBE","ジェネレーションズフロムエグザイルトライブ","","14.4","782","1079"
"890","1053","978","超特急","チョウトッキュウ","","14.4","930","648"
"890","653","604","ナダル（コロコロチキチキペッパーズ）","ナダル（コロコロチキチキペッパーズ）","40","14.4","371","1277"
"890","1042","1070","モーニング娘。’25","モーニングムスメ","","14.4","977","514"
"898","","964","石黒賢","イシグロケン","59","14.2","766","1028"
"898","","916","石丸幹二","イシマルカンジ","60","14.2","840","961"
"898","1064","990","XG","エックスジー","","14.2","1000","351"
"898","996","943","&TEAM","エンティーム","","14.2","977","171"
"898","888","1070","Kep1er","ケプラー","","14.2","1000","145"
"898","","819","須田亜香里","スダアカリ（エスケーイーフォーティーエイト）","34","14.2","629","1256"
"898","819","943","髙石あかり","タカイシアカリ","22","14.2","965","56"
"898","1053","978","竹財輝之助","タケザイテルノスケ","45","14.2","1021","57"
"898","","943","田中哲司","タナカテツシ","59","14.2","853","967"
"898","927","812","水田わさび","ミズタワサビ","51","14.2","912","553"
"908","","1105","Aマッソ","エイマッソ","","14","884","901"
"908","","883","尾崎世界観（クリープハイプ）","オザキセカイカン（クリープハイプ）","41","14","922","906"
"908","971","927","武田真一","タケタシンイチ","58","14","860","845"
"908","1111","1045","TOMORROW X TOGETHER","トゥモローバイトゥギャザー","","14","1048","399"
"908","971","916","浜野謙太","ハマノケンタ","44","14","849","628"
"908","905","872","八木莉可子","ヤギリカコ","24","14","849","809"
"914","","1032","青柳翔","アオヤギショウ","40","13.8","990","444"
"914","834","738","imase","イマセ","25","13.8","853","459"
"914","","964","竹内由恵","タケウチヨシエ","39","13.8","818","1002"
"914","810","663","ヤーレンズ","ヤーレンズ","","13.8","1000","145"
"914","","927","若葉竜也","ワカバリュウヤ","36","13.8","965","577"
"919","","964","坂井真紀","サカイマキ","55","13.6","902","901"
"919","","1134","鞘師里保","サヤシリホ（モーニングムスメ）","27","13.6","952","628"
"919","","852","純烈","ジュンレツ","","13.6","720","1186"
"919","914","838","中川大輔","ナカガワダイスケ","27","13.6","891","804"
"923","888","999","安斉星来","アンザイセイラ","21","13.3","860","919"
