"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"923","935","782","詩羽（水曜日のカンパネラ）","ウタハ（スイヨウビノカンパネラ）","24","13.3","860","919"
"923","944","838","影山拓也(IMP.)","カゲヤマタクヤ（アイエムピー）","28","13.3","922","986"
"923","","738","加藤史帆","カトウシホ（ヒナタザカフォーティーシックス）","27","13.3","891","868"
"923","1082","937","櫻坂46","サクラザカフォーティーシックス（ケヤキザカフォーティーシックス）","","13.3","798","1227"
"923","854","903","SKY-HI（日高光啓）","スカイハイ(ヒダカミツヒロ)","38","13.3","725","1251"
"923","971","1061","ハシヤスメ・アツコ","ハシヤスメ・アツコ","","13.3","845","919"
"923","","964","原田龍二","ハラダリュウジ","55","13.3","789","1232"
"923","1042","763","BE:FIRST","ビーファースト","","13.3","806","1197"
"923","819","860","眞島秀和","マシマヒデカズ","49","13.3","922","616"
"923","775","872","吉野北人（THE RAMPAGE from EXILE TRIBE）","ヨシノホクト(ザランページフロムエグザイルトライブ)","28","13.3","952","933"
"934","695","827","真田広之","サナダヒロユキ","65","13.1","902","530"
"934","914","838","中野周平（蛙亭）","ナカノシュウヘイ（カエルテイ）","35","13.1","818","1175"
"934","","1020","馬場典子","ババノリコ","51","13.1","884","748"
"934","935","916","ひょうろく","ヒョウロク","38","13.1","940","565"
"934","990","999","藤原大祐","フジワラタイユ","22","13.1","1000","247"
"934","","910","真飛聖","マトブセイ","49","13.1","977","114"
"940","","1020","石崎ひゅーい","イシザキヒューイ","41","12.9","930","536"
"940","1026","1087","岩瀬洋志","イワセヨウジ","21","12.9","1070","63"
"940","","897","小栗有以（AKB48）","オグリユイ（エーケービーフォーティーエイト）","23","12.9","902","976"
"940","958","990","小野花梨","オノカリン","27","12.9","972","740"
"940","","1142","北村有起哉","キタムラユキヤ","51","12.9","930","756"
"940","971","978","小坂菜緒（日向坂46）","コサカナオ（ヒナタザカフォーティーシックス）","23","12.9","972","740"
"940","800","943","櫻井海音(Kaito)","サクライカイト","24","12.9","945","821"
"940","760","771","SEVENTEEN","セブンティーン","","12.9","952","1163"
"940","1033","927","武田玲奈","タケダレナ","28","12.9","918","868"
"940","854","916","中村悠一","ナカムラユウイチ","45","12.9","1000","351"
"940","","990","葉山奨之","ハヤマショウノ","29","12.9","912","926"
"940","927","738","山本由伸","ヤマモトヨシノブ","27","12.9","888","767"
"940","1142","1015","渡邊雄太","ワタナベユウタ","31","12.9","902","976"
"953","861","927","市來玲奈","イチキレナ","29","12.7","918","798"
"953","888","1123","一ノ瀬ワタル","イチノセワタル","40","12.7","960","134"
"953","","943","大原優乃","オオハラユウノ","26","12.7","922","906"
"953","","1087","今野浩喜","コンノヒロキ","46","12.7","1039","79"
"953","900","883","沢城みゆき","サワシロミユキ","40","12.7","1033","342"
"953","","1020","羽田美智子","ハダミチコ","57","12.7","952","381"
"953","996","916","山下幸輝","ヤマシタコウキ","24","12.7","1012","160"
"960","1082","999","Tani Yuuki","タニユウキ","27","12.4","965","150"
"960","861","802","中島颯太（FANTASTICS from EXILE TRIBE）","ナカジマソウタ（ファンタスティックスフロムエグザイルトライブ）","26","12.4","902","976"
"960","","852","ネルソンズ","ネルソンズ","","12.4","977","377"
"960","958","999","畠中悠（オズワルド）","ハタナカユウ（オズワルド）","37","12.4","826","1181"
"960","","1061","宮内ひとみ（桜庭ななみ）","ミヤウチヒトミ（サクラバナナミ）","33","12.4","884","827"
"965","1033","957","一ノ瀬颯","イチノセハヤテ","28","12.2","1039","255"
"965","1026","872","井之脇海","イノワキカイ","30","12.2","965","439"
"965","1149","1152","浦野モモ","ウラノモモ","26","12.2","1000","976"
"965","1022","852","木村柾哉(INI)","キムラマサヤ（アイエヌアイ）","28","12.2","1039","255"
"965","927","903","黒羽麻璃央","クロバマリオ","32","12.2","891","949"
"965","900","860","関水渚","セキミズナギサ","27","12.2","990","587"
"965","927","827","田辺桃子","タナベモモコ","26","12.2","922","906"
"965","1122","1032","筒井あやめ（乃木坂46）","ツツイアヤメ（ノギザカフォーティシックス）","21","12.2","1058","210"
"965","861","903","恒松祐里","ツネマツユリ","27","12.2","977","971"
"965","","978","中村静香","ナカムラシズカ","37","12.2","912","661"
"965","1007","860","野村康太","ノムラコウタ","21","12.2","1052","100"
"965","","964","ビスケットブラザーズ","ビスケットブラザーズ","","12.2","1033","127"
"965","","1080","三浦貴大","ミウラタカヒロ","40","12.2","977","276"
"978","","1123","伊藤利尋","イトウトシヒロ","53","12","1012","530"
"978","1016","903","井上尚弥","イノウエナオヤ","32","12","826","1266"
"978","819","927","遠藤さくら（乃木坂46）","エンドウサクラ（ノギザカフォーティーシックス）","24","12","952","933"
"978","1033","1070","賀喜遥香（乃木坂46）","カキハルカ（ノギザカフォーティシックス）","24","12","1021","710"
"978","","910","草川拓弥（超特急）","クサカワタクヤ（チョウトッキュウ）","31","12","1033","231"
"978","944","910","ショーゴ（東京ホテイソン）","ショーゴ（トウキョウホテイソン）","31","12","940","674"
"978","","1105","天才ピアニスト","テンサイピアニスト","","12","1124","15"
"978","944","827","西垣匠","ニシガキショウ","26","12","1052","171"
"978","","1095","BABYMETAL","ベビーメタル","","12","922","1105"
"987","958","1015","INI","アイエヌアイ","","11.8","1012","377"
"987","847","903","IMP.","アイエムピー","","11.8","940","1094"
"987","","916","蒼井翔太","アオイショウタ","38","11.8","930","1119"
"987","1016","937","佐藤新（IMP.）","サトウアラタ(アイエムピー)","25","11.8","845","1152"
"987","1053","1105","曽野舜太(M!LK)","ソノシュンタ（ミルク）","23","11.8","1012","377"
"987","1042","964","高野正成（きしたかの）","タカノマサノリ（キシタカノ）","36","11.8","1000","484"
"987","1016","943","トラウデン直美","トラウデンナオミ","26","11.8","806","1208"
"987","923","1142","なえなの","ナエナノ","24","11.8","840","1262"
"987","923","1032","豆原一成（JO1）","マメハライッセイ(ジェイオーワン)","23","11.8","1048","399"
"987","","999","向井地美音(AKB48)","ムカイチミオン（エーケービーフォーティーエイト）","27","11.8","930","1015"
"997","847","1015","飯沼愛","イイヌマアイ","22","11.6","1000","351"
"997","","802","ウエストランド","ウエストランド","","11.6","798","1227"
"997","1064","897","川西拓実（JO1）","カワニシタクミ(ジェイオーワン)","26","11.6","1027","309"
"997","971","978","久保史緒里（乃木坂46）","クボシオリ（ノギザカフォーティーシックス）","24","11.6","952","933"
"997","958","990","水沢林太郎","ミズサワリンタロウ","22","11.6","1070","238"
"997","1225","1080","宮﨑優","ミヤザキユウ","25","11.6","1058","328"
"997","","883","リュウジ","リュウジ","39","11.6","853","1219"
"1004","","990","石川恋","イシカワレン","32","11.3","1027","756"
"1004","958","","TAKAHIRO（上野隆博）","タカヒロ（ウエノタカヒロ）","44","11.3","1027","444"
"1004","861","838","福地桃子","フクチモモコ","28","11.3","945","710"
"1004","1042","1070","森田ひかる(櫻坂46)","モリタヒカル(サクラザカフォーティーシックス) ","24","11.3","1103","87"
"1008","1082","1123","内田雄馬","ウチダユウマ","33","11.1","1081","134"
"1008","1042","1087","サルゴリラ","サルゴリラ","","11.1","1039","43"
"1008","1033","1095","南波雅俊","ナンバマサトシ","37","11.1","1103","41"
"1008","","872","福澤朗","フクザワアキラ","62","11.1","782","1234"
"1008","1093","897","藤岡真威人","フジオカマイト","21","11.1","1021","399"
"1013","990","1087","アバンギャルディ","アバンギャルディ","","10.9","1012","670"
"1013","944","852","江藤愛","エトウアイ","40","10.9","977","777"
"1013","","1045","オダウエダ","オダウエダ","","10.9","965","906"
"1013","971","1123","木村慧人（FANTASTICS from EXILE TRIBE）","キムラケイト（ファンタスティックスフロムエグザイルトライブ）","26","10.9","1070","367"
"1013","1111","1179","田村芽実","タムラメイミ","27","10.9","1147","73"
"1013","","1196","ヒカル","ヒカル","34","10.9","689","1278"
"1013","1053","1008","ラブレターズ","ラブレターズ","","10.9","1081","68"
"1020","944","","IS:SUE","イッシュ","","10.7","1070","553"
"1020","944","943","梅澤美波（乃木坂46）","ウメザワミナミ（ノギザカフォーティシックス）","26","10.7","1021","1110"
"1020","","1105","大江麻理子","オオエマリコ","47","10.7","1039","143"
"1020","1194","1244","黒川想矢","クロカワソウヤ","15","10.7","1199","10"
"1020","","883","杉村太蔵","スギムラタイゾウ","46","10.7","603","1279"
"1020","958","","菅田愛貴（超ときめき♡宣伝部）","スダアキ（チョウトキメキセンデンブ）","20","10.7","1058","328"
"1020","1082","1123","新浜レオン","ニイハマレオン","29","10.7","930","1080"
"1020","1093","1045","早田ひな","ハヤタヒナ","25","10.7","1027","309"
"1028","","872","えなこ","エナコ","31","10.4","798","1267"
"1028","990","937","尾崎匠海(INI)","オザキタクミ（アイエヌアイ）","26","10.4","1033","652"
"1028","1093","1020","茅島みずき","カヤシマミズキ","21","10.4","1000","484"
"1028","905","1045","河野純喜（JO1）","コウノジュンキ(ジェイオーワン)","27","10.4","1058","507"
"1028","","1070","私立恵比寿中学","シリツエビスチュウガク","","10.4","1012","160"
"1028","1183","1045","永瀬莉子","ナガセリコ","23","10.4","1103","87"
"1028","","1134","西田尚美","ニシダナオミ","","10.4","1048","751"
"1028","1082","1045","原田葵","ハラダアオイ","25","10.4","1081","596"
"1028","923","937","RIIZE","ライズ","","10.4","1147","20"
"1037","1022","1032","栗谷（カカロニ）","クリタニ（カカロニ）","36","10.2","940","1186"
"1037","1016","","鈴木誠也","スズキセイヤ","31","10.2","1096","77"
"1037","","1045","長井短","ナガイミジカ","32","10.2","990","728"
"1037","1053","883","早見沙織","ハヤミサオリ","34","10.2","1052","453"
"1041","1156","1032","市川染五郎（八代目）","イチカワソメゴロウ","20","10","990","1045"
"1041","1111","1087","SKE48","エスケーイーフォーティーエイト","","10","977","1110"
"1041","","978","生野陽子","ショウノヨウコ","41","10","930","1182"
"1041","","1179","角田夏実","ツノダナツミ","33","10","1103","24"
"1041","","","友田オレ","トモダオレ","24","10","1058","507"
"1041","","903","堀未央奈","ホリミオナ（ノギザカフォーティーシックス）","29","10","782","1272"
"1041","1082","1061","山﨑天(櫻坂46)","ヤマサキテン(サクラザカフォーティーシックス) ","20","10","1039","542"
"1048","984","990","一ノ瀬美空（乃木坂46）","イチノセミク（ノギザカフォーティシックス）","22","9.8","1052","453"
"1048","1053","1015","NCT127","エヌシーティーイチニナナ","","9.8","1112","103"
"1048","1053","1070","さとうほなみ（ほな・いこか）","サトウホナミ（ホナ・イコカ）","36","9.8","990","728"
"1048","1122","927","高野洸","タカノアキラ","28","9.8","1033","804"
"1048","1111","1061","ダウ90000","ダウキュウーマン","","9.8","1070","553"
"1048","","1070","≠ME","ノットイコールミー","","9.8","1039","949"
"1048","","1045","松山英樹","マツヤマヒデキ","33","9.8","922","1174"
"1048","958","978","莉子","リコ","22","9.8","1012","1020"
"1056","1042","943","エバース","エバース","","9.6","1103","319"
"1056","","1045","岡部たかし","オカベタカシ","53","9.6","1081","269"
"1056","1093","1020","小川彩(乃木坂46 )","オガワアヤ（ノギザカフォーティーシックス）","18","9.6","1112","570"
"1056","1132","1196","金川紗耶(乃木坂46)","カナガワサヤ（ノギザカフォーティーシックス）","24","9.6","1158","34"
"1056","800","812","キタニタツヤ","キタニタツヤ","29","9.6","871","1076"
"1056","1178","1095","佐々木舞音","ササキマイネ","27","9.6","1134","54"
"1056","1122","964","tuki.","ツキ","","9.6","977","971"
"1056","1053","1160","富田鈴花(日向坂46)","トミタスズカ（ヒナタザカフォーティーシックス）","24","9.6","1096","154"
"1056","1132","1160","日比麻音子","ヒビマオコ","32","9.6","1140","152"
"1056","984","1105","蒔田彩珠","マキタアジュ","23","9.6","1112","216"
"1056","1132","1160","牧野真莉愛(モーニング娘。’25)","マキノマリア（モーニングムスメ）","24","9.6","1096","154"
"1056","1178","1196","山下瞳月（櫻坂46）","ヤマシタシヅキ（サクラザカフォーティーシックス）","20","9.6","1147","73"
"1068","1149","1169","NMB48","エヌエムビーフォーティーエイト","","9.3","930","1154"
"1068","1064","1169","小田凱人","オダトキト","19","9.3","1081","134"
"1068","1102","1105","SHOW-WA","ショウワ","","9.3","1058","328"
"1068","","838","フィッシャーズ","フィッシャーズ","","9.3","990","1182"
"1068","","","MATSURI","マツリ","","9.3","1096","294"
"1068","","1160","森愁斗(しゅーと/BUDDiiS)","モリシュウト（シュート/バディーズ）","23","9.3","1081","1177"
"1068","","1045","ゆうたろう","ユウタロウ","27","9.3","902","1232"
"1075","","1123","明日海りお","アスミリオ","40","9.1","1112","570"
"1075","1164","1080","五百城茉央（乃木坂46）","イオキマオ（ノギザカフォーティーシックス）","20","9.1","1070","367"
"1075","1111","1008","稲垣来泉","イナガキクルミ","14","9.1","1096","154"
"1075","1007","964","井上清華","イノウエセイカ","30","9.1","940","1094"
"1075","1064","937","内田真礼","ウチダマアヤ","35","9.1","1081","269"
"1075","","1061","川村壱馬（THE RAMPAGE from EXILE TRIBE）","カワムラカズマ(ザランページフロムエグザイルトライブ)","28","9.1","1070","735"
"1075","1033","1032","上坂樹里","コウサカジュリ","20","9.1","1058","837"
"1075","","964","迫田孝也","サコダタカヤ","48","9.1","1000","484"
"1075","1142","1087","田村保乃（櫻坂46)","タムラホノ（サクラザカフォーティシックス)","27","9.1","1112","570"
"1075","","1070","中村光宏","ナカムラミツヒロ","41","9.1","1058","507"
"1075","1132","1152","≒JOY","ニアリーイコールジョイ","","9.1","1027","990"
"1075","996","1020","日向亘","ヒュウガワタル","21","9.1","1081","596"
"1075","1053","910","山崎怜奈","ヤマザキレナ（ノギザカフォーティーシックス）","28","9.1","891","1249"
"1088","1122","1134","HKT48","エイチケーティーフォーティーエイト","","8.9","945","1215"
"1088","1111","1045","小川彩佳","オガワアヤカ","40","8.9","1027","1080"
"1088","1194","1134","斎藤ちはる","サイトウチハル","28","8.9","1039","1201"
"1088","","1179","駿河太郎","スルガタロウ","47","8.9","1058","674"
"1088","1183","","中島歩","ナカジマアユム","37","8.9","1140","66"
"1088","","1142","中村七之助","ナカムラシチノスケ","42","8.9","990","1103"
"1088","","1152","毎熊克哉","マイグマカツヤ","38","8.9","1183","9"
"1088","1111","1204","水瀬いのり","ミナセイノリ","29","8.9","1124","247"
"1088","","1105","栁俊太郎","ヤナギシュンタロウ","34","8.9","1081","783"
"1097","824","872","ILLIT","アイリット","","8.7","1081","596"
"1097","","1095","梅澤廉","ウメザワレン","32","8.7","1081","596"
"1097","944","852","ENHYPEN","エンハイプン","","8.7","1000","1190"
"1097","","1105","佐倉綾音","サクラアヤネ","31","8.7","1096","459"
"1097","1093","1123","菅原咲月（乃木坂46）","スガワラサツキ（ノギザカフォーティシックス）","20","8.7","1134","692"
"1097","","1095","種﨑敦美","タネザキアツミ","","8.7","1174","44"
"1097","1188","1210","田牧そら","タマキソラ","19","8.7","1174","298"
"1097","","","宮本茉由","ミヤモトマユ","30","8.7","1058","837"
"1097","","","山口馬木也","ヤマグチマキヤ","52","8.7","1199","1"
"1106","990","819","江口拓也","エグチタクヤ","38","8.4","1103","171"
"1106","1082","1080","菅井友香","スガイユウカ（サクラザカフォーティーシックス）","29","8.4","1000","1247"
"1106","","1142","千葉恵里(AKB48)","チバエリイ（エーケービーフォーティーエイト）","22","8.4","1058","674"
"1106","1164","1134","杢代和人（原因は自分にある。）","モクダイカズト(ゲンインハジブンニアル。)","21","8.4","1112","365"
"1110","1042","1032","柏木悠（超特急）","カシワギハル（チョウトッキュウ）","20","8.2","1124","399"
"1110","1188","1134","玉田志織","タマダシオリ","23","8.2","1164","108"
"1110","1022","1087","チャンス大城","チャンスオオシロ","50","8.2","990","1045"
"1110","","964","丹生明里","ニブアカリ（ヒナタザカフォーティーシックス）","24","8.2","1081","919"
"1110","","1087","松田里奈（櫻坂46)","マツダリナ（サクラザカフォーティシックス)","26","8.2","1140","536"
"1110","","","美村里江","ミムラリエ","41","8.2","1081","919"
"1110","1026","1008","守屋麗奈（櫻坂46）","モリヤレナ（サクラザカフォーティーシックス)","25","8.2","1058","1070"
"1117","1164","1179","石井亮次","イシイリョウジ","48","8","1147","171"
"1117","1033","","今永昇太","イマナガショウタ","32","8","1164","39"
"1117","","1105","上杉柊平","ウエスギシュウヘイ","33","8","1096","967"
"1117","1007","1061","柿澤勇人","カキザワハヤト","38","8","1140","18"
"1117","1172","1169","金村美玖（日向坂46）","カネムラミク（ヒナタザカフォーティシックス）","23","8","1147","1179"
"1117","","","ツートライブ","ツートライブ","","8","1140","309"
"1117","1194","1252","中嶋優月(櫻坂46)","ナカシマユヅキ（サクラザカフォーティーシックス）","22","8","1217","12"
"1117","1122","","永瀬ゆずな","ナガセユズナ","10","8","1199","10"
"1117","","1008","西田有志","ニシダユウジ","25","8","1081","1177"
"1117","","1105","本多力","ホンダチカラ","46","8","1158","87"
"1117","1122","910","弓木奈於(乃木坂46)","ユミキナオ（ノギザカフォーティーシックス）","26","8","1103","514"
"1128","","1219","荒木飛羽","アラキトワ","20","7.8","1164","108"
"1128","1078","1061","池田瑛紗（乃木坂46）","イケダテレサ（ノギザカフォーティーシックス）","23","7.8","1103","710"
"1128","1122","1105","齋藤潤","サイトウジュン","18","7.8","1164","23"
"1128","1102","1152","菅生新樹","スゴウアラキ","26","7.8","1048","1143"
"1128","1102","1142","瀧内公美","タキウチクミ","36","7.8","1112","570"
"1128","","1219","田中瞳","タナカヒトミ","29","7.8","1134","1038"
"1128","1102","1134","中西アルノ(乃木坂46)","ナカニシアルノ（ノギザカフォーティーシックス）","22","7.8","1021","1158"
"1128","1102","1008","宮司愛海","ミヤジマナミ","34","7.8","1052","916"
"1136","1188","1179","青木柚","アオキユズ","24","7.6","1217","111"
"1136","","999","石橋静河","イシバシシズカ","31","7.6","1124","247"
"1136","","1095","伊藤万理華","イトウマリカ","29","7.6","1112","767"
"1136","","1219","後呂有紗","ウシロアリサ","31","7.6","1174","119"
"1136","","1204","STU48","エスティ―ユーフォーティーエイト","","7.6","1124","976"
"1136","","1179","忽滑谷こころ","ヌカリヤココロ","27","7.6","1081","783"
"1136","1156","1105","森田望智","モリタミサト","29","7.6","1112","767"
"1143","","1210","赤江珠緒","アカエタマオ","50","7.3","1147","361"
"1143","","999","阿部華也子","アベカヤコ","29","7.3","1070","735"
"1143","1149","1196","寛一郎","カンイチロウ","29","7.3","1124","399"
"1143","1132","1032","白鳥玉季","シラトリタマキ","15","7.3","1174","814"
"1143","1149","","新原泰佑","ニイハラタイスケ","25","7.3","1207","87"
"1143","1064","1244","羊文学","ヒツジブンガク","","7.3","1147","73"
"1143","1111","1204","BOYNEXTDOOR","ボーイズネクストドア","","7.3","1192","399"
"1150","","1210","赤星憲広","アカホシノリヒロ","49","7.1","1158","399"
"1150","","1123","岡田紗佳","オカダサヤカ","31","7.1","960","1260"
"1150","1053","1095","上村ひなの（日向坂46）","カミムラヒナノ（ヒナタザカフォーティーシックス）","21","7.1","1164","740"
"1150","1102","1268","倉悠貴","クラユウキ","25","7.1","1164","259"
"1150","","1015","紺野彩夏","コンノアヤカ","26","7.1","1134","467"
"1150","1209","1210","白山乃愛","シロヤマノア","13","7.1","1147","171"
"1150","","1105","田中美久","タナカミク（エイチケーティーフォーティーエイト）","24","7.1","1039","1121"
"1150","1156","1235","醍醐虎汰朗","ダイゴコタロウ","25","7.1","1192","171"
"1150","1194","1169","中沢元紀","ナカザワモトキ","25","7.1","1183","351"
"1150","1209","","成田悠輔","ナリタユウスケ","","7.1","1070","1195"
"1150","1225","1219","樋口幸平","ヒグチコウヘイ","24","7.1","1192","710"
"1150","","1210","平山浩行","ヒラヤマヒロユキ","48","7.1","1147","171"
"1150","1042","1244","松本怜生","マツモトレオ","25","7.1","1199","493"
"1163","","1152","岡本夏美","オカモトナツミ","27","6.9","1070","1007"
"1163","","1061","カベポスター","カベポスター","","6.9","1183","145"
"1163","","1196","ヒロド歩美","ヒロドアユミ","34","6.9","1112","216"
"1163","1142","1142","前田拳太郎","マエダケンタロウ","26","6.9","1134","1038"
"1163","","","増子敦貴","マシコアツキ","25","6.9","1207","87"
"1163","1172","1045","三山凌輝（BE:FIRST）","ミヤマリョウキ（ビーファースト）","26","6.9","871","1280"
"1169","1254","1105","大園玲（櫻坂46）","オオゾノレイ（サクラザカフォーティーシックス）","25","6.7","1174","1007"
"1169","1266","1268","川原瑛都","カワハラエイト","12","6.7","1227","34"
"1169","","1061","桐生祥秀","キリュウヨシヒデ","29","6.7","1052","1163"
"1169","","1123","佐津川愛美","サツカワアイミ","37","6.7","1124","247"
"1169","1188","1219","正源司陽子（日向坂46）","ショウゲンジヨウコ（ヒナタザカフォーティーシックス）","18","6.7","1183","868"
"1169","900","1045","曽田陵介","ソタリョウスケ","28","6.7","1140","66"
"1169","","1105","武田梨奈","タケダリナ","34","6.7","1070","1195"
"1169","1064","","月城かなと","ツキシロカナト","34","6.7","1199","493"
"1169","1183","1142","土居志央梨","ドイシオリ","33","6.7","1227","34"
"1178","1132","1219","大倉空人（原因は自分にある。）","オオクラタカト（ゲンインハジブンニアル。）","23","6.4","1174","298"
"1178","1082","1160","川﨑桜(乃木坂46)","カワサキサクラ（ノギザカフォーティーシックス）","22","6.4","1183","1067"
"1178","","1204","桑子真帆","クワコマホ","38","6.4","1147","821"
"1178","","1235","坂元愛登","サカモトマナト","16","6.4","1207","87"
"1178","","1123","中村隼人","ナカムラハヤト","31","6.4","1124","399"
"1178","1225","1179","鳴海唯","ナルミユイ","27","6.4","1192","57"
"1178","1149","","星街すいせい","ホシマチスイセイ","","6.4","1158","1053"
"1178","","","南出凌嘉","ミナミデリョウカ","20","6.4","1217","328"
"1186","","1204","NGT48","エヌジーティー フォーティエイト","","6.2","1112","1240"
"1186","","","小倉史也","オグラフミヤ","28","6.2","1231","13"
"1186","1156","1179","片山友希","カタヤマユキ","28","6.2","1217","111"
"1186","1225","1235","近藤華","コンドウハナ","18","6.2","1207","26"
"1186","1122","1196","兵頭功海","ヒョウドウカツミ","27","6.2","1164","740"
"1186","1194","1177","福留光帆","フクトメミツホ","22","6.2","1174","553"
"1186","1278","1204","藤﨑ゆみあ","フジサキユミア","17","6.2","1217","111"
"1186","1172","1134","増田梨沙","マスダリサ","12","6.2","1227","1"
"1186","","1080","三浦透子","ミウラトウコ","29","6.2","1183","351"
"1195","","1169","工藤美桜","クドウミオ","26","6","1164","938"
"1195","","1152","久保田紗友","クボタサユ","25","6","1140","931"
"1195","1254","1252","小室瑛莉子","コムロエリコ","26","6","1192","944"
"1195","","1264","篠原梨菜","シノハラリナ","29","6","1257","22"
"1195","","1105","杉野真実","スギノマミ","35","6","1158","666"
"1195","","1142","太川陽介","タガワヨウスケ","66","6","988","1269"
"1195","1217","","TOMOO","トモオ","30","6","1231","514"
"1195","1142","1179","藤吉夏鈴(櫻坂46)","フジヨシカリン(サクラザカフォーティーシックス) ","24","6","1199","1151"
"1195","1122","1160","みりちゃむ（大木美里亜）","ミリチャム（オオキミリア）","23","6","1033","1261"
"1204","1194","1244","井上梨名（櫻坂46）","イノウエリナ（サクラザカフォーティーシックス）","24","5.8","1199","69"
"1204","1064","1095","NCT WISH","エヌシーティーウイッシュ","","5.8","1207","276"
"1204","1217","","志田こはく","シダコハク","21","5.8","1183","868"
"1204","","1032","樋口日奈","ヒグチヒナ","27","5.8","1124","1163"
"1204","1217","1179","星乃夢奈（ゆな）","ホシノユナ(ユナ)","21","5.8","1174","1007"
"1204","","","南琴奈","ミナミコトナ","19","5.8","1253","18"
"1204","","1179","山田真歩","ヤマダマホ","44","5.8","1207","276"
"1204","","1179","吉田美月喜","ヨシダミヅキ","22","5.8","1242","47"
"1212","1254","1160","井上貴博","イノウエタカヒロ","41","5.6","1124","1098"
"1212","1078","1095","中本悠太（NCT127）","ナカモトユウタ（エヌシーティーイチニナナ）","30","5.6","1103","1171"
"1212","1209","1230","濱尾ノリタカ","ハマオノリタカ","26","5.6","1183","145"
"1212","1209","1235","林芽亜里","ハヤシメアリ","20","5.6","1217","30"
"1212","1225","1179","ハ・ヨンス","ハ・ヨンス","35","5.6","1242","15"
"1212","1194","1257","平尾帆夏(日向坂46)","ヒラオホノカ（ヒナタザカフォーティーシックス）","22","5.6","1192","57"
"1212","1132","1244","モトーラ世理奈","モトーラセリナ","27","5.6","1174","1130"
"1219","","1252","中島セナ","ナカジマセナ","19","5.3","1242","47"
"1219","","","松本麗世","マツモトレイヨ","17","5.3","1242","47"
"1219","1178","1274","LIL LEAGUE from EXILE TRIBE","リルリーグフロムエグザイルトライブ","","5.3","1231","171"
"1222","1235","","大島美優","オオシマミユ","16","5.1","1207","87"
"1222","1194","1219","北香那","キタカナ","28","5.1","1112","1275"
"1222","","1268","吉柳咲良","キリュウサクラ","21","5.1","1217","957"
"1222","1172","1160","杉山真也","スギヤマシンヤ","42","5.1","1192","57"
"1222","","1274","中田青渚","ナカタセイナ","25","5.1","1271","1"
"1222","","","瞳水ひまり","ヒトミヒマリ","23","5.1","1253","1"
"1228","","1219","城桧吏","ジョウカイリ","19","4.9","1242","47"
"1228","","1210","膳場貴子","ゼンバタカコ","50","4.9","1199","493"
"1228","1272","1278","塚本恋乃葉","ツカモトコノハ","21","4.9","1231","868"
"1228","","1230","豊田裕大","トヨダユウダイ","26","4.9","1231","171"
"1228","1254","1268","乃紫","ノア","","4.9","1217","1136"
"1233","","1257","駒田健吾","コマダケンゴ","51","4.7","1231","514"
"1233","1248","1268","中島瑠菜","ナカシマルナ","19","4.7","1231","514"
"1233","1164","1169","林佑香","ハヤシユカ","23","4.7","1227","134"
"1233","1266","1257","三浦獠太","ミウラリョウタ","28","4.7","1207","1091"
"1233","","1280","渡辺瑠海","ワタナベルミ","28","4.7","1271","1"
"1238","1272","1230","アンナ・サワイ","アンナ・サワイ","33","4.4","1242","47"
"1238","1254","","尾碕真花","オサキイチカ","24","4.4","1257","87"
"1238","1263","","越山敬達","コシヤマケイタツ","16","4.4","1265","1"
"1238","1278","1210","山時聡真","サントキソウマ","20","4.4","1207","868"
"1238","1178","1105","堤礼実","ツツミレイミ","32","4.4","1207","868"
"1238","","1179","服部樹咲","ハットリミサキ","19","4.4","1257","868"
"1238","","1235","米倉れいあ","ヨネクラレイア","20","4.4","1242","47"
"1238","","1045","渡辺大知（黒猫CHELSEA）","ワタナベダイチ（クロネコチェルシー）","35","4.4","1158","868"
"1246","","","嵐莉菜","アラシリナ","21","4.2","1134","1241"
"1246","","1264","上川周作","カミカワシュウサク","32","4.2","1242","247"
"1246","1266","1230","倉沢杏菜","クラサワアンナ","20","4.2","1242","976"
"1246","1183","1105","小林虎之介","コバヤシトラノスケ","27","4.2","1257","399"
"1246","1235","","夏生大湖","ナツキオミ","24","4.2","1271","1"
"1246","1209","1235","藤嶌果歩(日向坂46)","フジシマカホ（ヒナタザカフォーティーシックス）","19","4.2","1231","514"
"1246","","","的野美青（櫻坂46）","マトノミオ（サクラザカフォーティシックス)","19","4.2","1231","514"
"1246","","","円井わん","マルイワン","27","4.2","1253","756"
"1254","1266","1210","青井実","アオイミノル","44","4","1147","1244"
"1254","","","玉置玲央","タマオキレオ","40","4","1164","1092"
"1254","1194","1235","月島琉衣","ツキシマルイ","17","4","1217","1136"
"1254","1164","1169","にぼしいわし","ニボシイワシ","","4","1217","674"
"1254","","1262","林美桜","ハヤシミオウ","31","4","1265","171"
"1259","1272","1244","阿佐辰美","アサタツミ","25","3.8","1265","24"
"1259","1156","1196","片岡凜","カタオカリン","22","3.8","1231","514"
"1259","1217","","酒井大成","サカイタイセイ","27","3.8","1265","710"
"1259","1194","1252","僕が見たかった青空","ボクガミタカッタアオゾラ","","3.8","1164","1245"
"1259","","1279","山形純菜","ヤマガタジュンナ","31","3.8","1271","1"
"1264","","","井内悠陽","イウチハルヒ","21","3.6","1271","26"
"1264","","1264","井頭愛海","イガシラマナミ","24","3.6","1263","553"
