"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"372","382","398","山田裕貴","ヤマダユウキ","35","19.3","411","499"
"379","","381","小嶋陽菜","コジマハルナ（エーケービーフォーティエイト）","37","19.1","468","768"
"379","427","391","後藤輝基（フットボールアワー）","ゴトウテルモト（フットボールアワー）","51","19.1","351","905"
"379","194","306","東京03","トウキョウゼロサン","","19.1","493","222"
"379","","366","冨永愛","トミナガアイ","43","19.1","252","1076"
"379","401","349","長濱ねる","ナガハマネル（ケヤキザカフォーティーシックス）","27","19.1","545","254"
"379","340","285","東野幸治","ヒガシノコウジ","58","19.1","87","1241"
"379","596","535","弘中綾香","ヒロナカアヤカ","34","19.1","430","536"
"379","658","523","眞栄田郷敦","マエダゴウドン","25","19.1","468","530"
"387","349","583","Ado","アド","23","18.9","545","423"
"387","","184","内野聖陽","ウチノセイヨウ","57","18.9","390","599"
"387","","410","鈴木砂羽","スズキサワ","53","18.9","416","555"
"387","289","204","やす子","ヤスコ","27","18.9","152","1190"
"387","444","349","吉村崇（平成ノブシコブシ）","ヨシムラタカシ（ヘイセイノブシコブシ）","45","18.9","224","1144"
"392","","444","井浦新","イウラアラタ（アラタ）","51","18.7","516","302"
"392","433","339","小杉竜一（ブラックマヨネーズ）","コスギリュウイチ（ブラックマヨネーズ）","52","18.7","316","1025"
"392","","414","杉村太蔵","スギムラタイゾウ","46","18.7","161","1225"
"392","349","381","ネプチューン","ネプチューン","","18.7","283","1139"
"392","321","266","森七菜","モリナナ","24","18.7","423","798"
"397","561","518","新田真剣佑","アラタマッケンユウ（マッケンユウ）","29","18.4","435","646"
"397","","285","剛力彩芽","ゴウリキアヤメ","33","18.4","169","1229"
"397","393","285","渋谷凪咲","シブヤナギサ(エヌエムビーフォーティーエイト)","29","18.4","523","566"
"397","561","523","トラウデン直美","トラウデンナオミ","26","18.4","446","746"
"397","366","475","堂安律","ドウアンリツ","27","18.4","435","553"
"397","","414","原田龍二","ハラダリュウジ","55","18.4","338","990"
"397","245","422","松本若菜","マツモトワカナ","41","18.4","545","219"
"397","325","266","ももいろクローバーＺ","モモイロクローバーゼット","","18.4","397","878"
"397","622","359","渡辺隆（錦鯉）","ワタナベタカシ(ニシキゴイ)","47","18.4","397","646"
"406","","424","伊藤淳史","イトウアツシ","42","18.2","371","884"
"406","312","326","門脇麦","カドワキムギ","33","18.2","450","629"
"406","450","577","岸井ゆきの","キシイユキノ","33","18.2","598","149"
"406","","333","佐藤隆太","サトウリュウタ","45","18.2","359","938"
"406","","398","サンシャイン池崎","サンシャインイケザキ","44","18.2","354","1081"
"406","321","326","趣里","シュリ","35","18.2","497","729"
"406","576","498","粗品（霜降り明星）","ソシナ（シモフリミョウジョウ）","32","18.2","344","1157"
"406","","366","千原兄弟","チハラキョウダイ","","18.2","283","1231"
"406","","349","寺島しのぶ","テラジマシノブ","52","18.2","283","1034"
"406","444","366","名倉潤（ネプチューン）","ナグラジュン（ネプチューン）","57","18.2","142","1221"
"416","","255","阿部一二三","アベヒフミ","28","18","404","743"
"416","401","349","小松菜奈","コマツナナ","29","18","516","370"
"416","574","454","齋藤飛鳥","サイトウアスカ（ノギザカフォーティーシックス）","27","18","523","445"
"416","563","485","霜降り明星","シモフリミョウジョウ","","18","324","1169"
"416","","553","新川優愛","シンカワユア","31","18","598","179"
"416","532","530","せいや（霜降り明星）","セイヤ（シモフリミョウジョウ）","33","18","300","1172"
"422","427","444","新しい学校のリーダーズ","アタラシイガッコウノリーダーズ","","17.8","497","729"
"422","312","293","生田斗真","イクタトウマ","41","17.8","331","899"
"422","507","468","尾上松也","オノエマツヤ","40","17.8","390","849"
"422","222","306","桐谷健太","キリタニケンタ","45","17.8","300","1056"
"422","","373","小手伸也","コテシンヤ","51","17.8","390","549"
"422","469","245","長谷川雅紀（錦鯉）","ハセガワマサノリ(ニシキゴイ)","54","17.8","344","1004"
"422","376","430","ゆうちゃみ（古川優奈）","ユウチャミ（コガワユウナ）","24","17.8","508","513"
"429","528","498","加藤清史郎","カトウセイシロウ","24","17.6","368","952"
"429","401","381","志尊淳","シソンジュン","30","17.6","482","391"
"429","539","475","ぺこぱ","ペコパ","","17.6","377","1046"
"429","","381","ミッツ・マングローブ","ミッツマングローブ","50","17.6","111","1251"
"429","325","398","山下智久","ヤマシタトモヒサ（ニュース）","40","17.6","224","1173"
"434","548","504","武田真一","タケタシンイチ","58","17.3","377","942"
"434","409","530","千葉雄大","チバユウダイ","36","17.3","464","804"
"434","279","366","堂本剛（DOMOTO（KinKi Kids））","ドウモトツヨシ（ドウモト（キンキキッズ））","46","17.3","142","1235"
"437","","498","井上咲楽","イノウエサクラ","26","17.1","468","581"
"437","393","485","柄本時生","エモトトキオ","36","17.1","497","305"
"437","444","381","岡田結実","オカダユイ","25","17.1","381","955"
"437","","239","小池徹平","コイケテッペイ（ワット）","39","17.1","283","1012"
"437","418","424","坂口健太郎","サカグチケンタロウ","34","17.1","416","555"
"437","","373","Toshl（X JAPAN）","トシ（エックス　ジャパン）","60","17.1","390","1056"
"437","","414","村上佳菜子","ムラカミカナコ","31","17.1","242","1184"
"444","","485","石丸幹二","イシマルカンジ","60","16.9","482","655"
"444","","485","IMALU","イマル","36","16.9","331","1146"
"444","576","398","3時のヒロイン","サンジノヒロイン","","16.9","354","878"
"444","","359","桝太一","マスタイチ","44","16.9","359","638"
"444","","468","丸山桂里奈","マルヤマカリナ","42","16.9","263","1238"
"444","401","339","ミルクボーイ","ミルクボーイ","","16.9","508","624"
"444","450","606","森香澄","モリカスミ","30","16.9","540","655"
"444","388","326","山崎育三郎","ヤマザキイクサブロウ","39","16.9","435","830"
"452","611","504","市川團十郎(十三代目/市川海老蔵)","イチカワダンジュウロウ(イチカワエビゾウ)","47","16.7","354","1157"
"452","","414","加藤浩次","カトウコウジ","56","16.7","200","1248"
"452","764","606","かなで（3時のヒロイン）","カナデ（サンジノヒロイン）","33","16.7","450","709"
"452","","513","玉山鉄二","タマヤマテツジ","45","16.7","468","823"
"452","486","333","野呂佳代","ノロカヨ","42","16.7","338","1046"
"452","469","617","Mrs.GREEN APPLE","ミセスグリーン アップル","","16.7","534","192"
"452","427","542","宮澤エマ","ミヤザワエマ","37","16.7","534","288"
"452","340","172","柳楽優弥","ヤギラユウヤ","35","16.7","416","888"
"460","548","523","秋元真夏","アキモトマナツ（ノギザカ フォーティーシックス）","32","16.4","577","323"
"460","","373","斉藤和義","サイトウカズヨシ","59","16.4","435","725"
"460","340","349","染谷将太","ソメタニショウタ","33","16.4","482","555"
"460","","465","寺田心","テラダココロ","17","16.4","381","1125"
"460","","435","ポルノグラフィティ","ポルノグラフィティ","","16.4","435","604"
"460","","454","森田剛","モリタゴウ（ブイシックス）","46","16.4","324","1152"
"466","","398","飯豊まりえ","イイトヨマリエ","27","16.2","468","709"
"466","340","414","岡部大（ハナコ）","オカベダイ（ハナコ）","36","16.2","371","1007"
"466","711","606","オズワルド","オズワルド","","16.2","482","504"
"466","","568","加瀬亮","カセリョウ","51","16.2","583","250"
"466","","523","坂上忍","サカガミシノブ","58","16.2","41","1262"
"466","498","606","中島健人","ナカジマケント（セクシー ゾーン）","31","16.2","411","1129"
"466","","381","西田尚美","ニシダナオミ","","16.2","545","423"
"466","261","349","西野七瀬","ニシノナナセ（ノギザカフォーティーシックス）","31","16.2","468","581"
"466","","275","平野美宇","ヒラノミウ","25","16.2","435","897"
"466","312","239","満島真之介","ミツシマシンノスケ","36","16.2","371","830"
"476","576","454","岩井勇気（ハライチ）","イワイユウキ（ハライチ）","39","16","316","1078"
"476","","454","岩尾望（フットボールアワー）","イワオノゾム（フットボールアワー）","49","16","338","1169"
"476","556","632","宮沢氷魚","ミヤザワヒオ","31","16","611","372"
"476","492","398","目黒蓮（Snow Man）","メグロレン（スノーマン）","28","16","508","905"
"476","597","504","森川葵","モリカワアオイ","30","16","591","258"
"481","655","606","赤楚衛二","アカソエイジ","31","15.8","598","280"
"481","532","530","Official髭男dism","オフィシャルヒゲダンディズム","","15.8","591","125"
"481","541","462","関口メンディー","セキグチメンディー（ジェネレーションズ フロム エグザイルトライブ）","34","15.8","283","1222"
"481","","398","角田夏実","ツノダナツミ","33","15.8","627","220"
"481","469","414","成田凌","ナリタリョウ","32","15.8","468","823"
"481","427","598","村上信五（SUPER EIGHT(関ジャニ∞)）","ムラカミシンゴ（スーパーエイト(カンジャニエイト)）","43","15.8","397","1153"
"487","491","542","井桁弘恵","イゲタヒロエ","28","15.6","583","299"
"487","","468","生駒里奈","イコマリナ（ノギザカフォーティーシックス）","29","15.6","478","729"
"487","","504","高橋大輔","タカハシダイスケ","39","15.6","404","899"
"487","","590","田中哲司","タナカテツシ","59","15.6","577","480"
"487","450","577","長谷川忍（シソンヌ）","ハセガワシノブ（シソンヌ）","47","15.6","504","553"
"487","518","424","林遣都","ハヤシケント","34","15.6","493","769"
"487","418","339","平手友梨奈","ヒラテユリナ（ケヤキザカフォーティーシックス）","24","15.6","478","955"
"487","556","462","吉田敬（ブラックマヨネーズ）","ヨシダタカシ（ブラックマヨネーズ）","52","15.6","270","1216"
"495","476","430","磯村勇斗","イソムラハヤト","33","15.3","598","179"
"495","644","668","井上清華","イノウエセイカ","30","15.3","688","102"
"495","655","650","鬼越トマホーク","オニゴエトマホーク","","15.3","482","750"
"495","518","504","兼近大樹(EXIT)","カネチカダイキ（イグジット）","34","15.3","386","1072"
"495","","518","河北麻友子","カワキタマユコ","33","15.3","464","973"
"495","","359","JUJU","ジュジュ","49","15.3","457","999"
"495","576","535","SEKAI NO OWARI","セカイノオワリ","","15.3","565","319"
"495","518","577","山田涼介（Hey! Say! JUMP）","ヤマダリョウスケ（ヘイセイジャンプ）","32","15.3","497","920"
"503","252","285","幾田りら（YOASOBI）","イクタリラ（ヨアソビ）","25","15.1","591","258"
"503","658","465","伊藤俊介（オズワルド）","イトウシュンスケ（オズワルド）","36","15.1","416","930"
"503","","454","膳場貴子","ゼンバタカコ","50","15.1","557","884"
"503","692","485","乃木坂46","ノギザカフォーティーシックス","","15.1","651","502"
"507","532","444","稲田直樹（アインシュタイン）","イナダナオキ（アインシュタイン）","40","14.9","386","1014"
"507","433","435","おいでやす小田（おいでやすこが）","オイデヤスオダ（オイデヤスコガ）","47","14.9","390","994"
"507","","391","上地雄輔","カミジユウスケ","46","14.9","283","1239"
"507","541","485","神田愛花","カンダアイカ","45","14.9","344","1144"
"507","","568","錦戸亮","ニシキドリョウ（カンジャニエイト）","41","14.9","446","1107"
"512","433","424","内田理央","ウチダリオ","34","14.7","557","581"
"512","499","468","昴生（ミキ）","コウセイ（ミキ）","39","14.7","435","830"
"512","701","743","こっちのけんと","コッチノケント","29","14.7","523","782"
"512","","535","島崎遥香","シマザキハルカ（エーケービーフォーティーエイト）","31","14.7","516","550"
"512","721","668","ナダル（コロコロチキチキペッパーズ）","ナダル（コロコロチキチキペッパーズ）","40","14.7","381","1212"
"517","737","659","AKB48","エーケービーフォーティーエイト","","14.4","583","509"
"517","548","518","玉井詩織（ももいろクローバーＺ）","タマイシオリ（モモイロクローバーゼット）","30","14.4","545","564"
"517","433","444","永山瑛太","ナガヤマエイタ","42","14.4","516","480"
"517","532","523","りんたろー。（EXIT)","リンタロー。（イグジット）","39","14.4","404","1147"
"521","655","504","岩田剛典（三代目 J SOUL BROTHERS）","イワタタカノリ（サンダイメジェイソウルブラザーズ）","36","14.2","464","923"
"521","","617","軽部真一","カルベシンイチ","63","14.2","359","1247"
"521","518","468","木村昴","キムラスバル","35","14.2","468","888"
"521","","553","杉浦太陽","スギウラタイヨウ","44","14.2","397","1177"
"521","","590","竹内由恵","タケウチヨシエ","39","14.2","557","738"
"521","591","465","武田玲奈","タケダレナ","28","14.2","565","655"
"527","","687","青木崇高","アオキムネタカ","45","14","622","539"
"527","632","668","EXILE TAKAHIRO","エグザイル　タカヒロ","40","14","482","877"
"527","622","632","影山優佳","カゲヤマユウカ（ヒナタザカフォーティーシックス）","24","14","622","388"
"527","658","485","菊池風磨（timelesz）","キクチフウマ（タイムレス(セクシーゾーン)）","30","14","504","884"
"527","","542","生野陽子","ショウノヨウコ","41","14","540","757"
"527","576","","野田クリスタル（マヂカルラブリー）","ノダクリスタル（マヂカルラブリー）","38","14","497","920"
"527","","485","秦基博","ハタモトヒロ","45","14","523","566"
"527","622","687","村重杏奈","ムラシゲアンナ","27","14","516","754"
"535","707","553","石川祐希","イシカワユウキ","29","13.8","627","406"
"535","829","743","井上貴博","イノウエタカヒロ","41","13.8","669","230"
"535","701","598","齊藤京子","サイトウキョウコ（ヒナタザカフォーティーシックス）","28","13.8","659","284"
"535","486","454","ハナコ","ハナコ","","13.8","482","927"
"535","632","542","パンサー","パンサー","43","13.8","423","1129"
"535","","721","ヒロド歩美","ヒロドアユミ","34","13.8","651","195"
"535","611","659","ミキ","ミキ","","13.8","457","1031"
"535","541","523","ゆめっち（3時のヒロイン）","ユメッチ(サンジノヒロイン)","31","13.8","450","878"
"535","692","598","横山裕（SUPER EIGHT(関ジャニ∞))","ヨコヤマユウ（スーパーエイト(カンジャニエイト)）","44","13.8","423","1061"
"544","499","398","市川実日子","イチカワミカコ","47","13.6","565","765"
"544","","542","えなこ","エナコ","31","13.6","641","715"
"544","591","475","佐々木彩夏（ももいろクローバーＺ）","ササキアヤカ（モモイロクローバーゼット）","29","13.6","583","639"
"544","","606","純烈","ジュンレツ","","13.6","435","1127"
"544","393","444","中川大志","ナカガワタイシ","27","13.6","583","509"
"544","","535","馬場典子","ババノリコ","51","13.6","516","754"
"544","","535","蛍原徹","ホトハラトオル（アメアガリケッシタイ）","57","13.6","359","1225"
"544","576","721","増田貴久（NEWS）","マスダタカヒサ（ニュース）","39","13.6","545","849"
"544","729","650","マヂカルラブリー","マヂカルラブリー","","13.6","523","844"
"544","576","568","見取り図","ミトリズ","","13.6","557","807"
"544","728","775","ラランド","ラランド","","13.6","583","813"
"555","","530","桑子真帆","クワコマホ","38","13.3","577","323"
"555","576","577","桜田ひより","サクラダヒヨリ","22","13.3","700","104"
"555","670","764","高橋文哉","タカハシフミヤ","24","13.3","688","150"
"555","359","359","松下洸平","マツシタコウヘイ","38","13.3","565","830"
"555","644","583","矢本悠馬","ヤモトユウマ","35","13.3","641","68"
"560","541","668","EXIT","イグジィット","","13.1","478","1078"
"560","","542","伊沢拓司","イザワタクシ","31","13.1","523","1060"
"560","450","622","泉里香","イズミリカ","37","13.1","651","258"
"560","556","","尾形貴弘（パンサー）","オガタタカヒロ（パンサー）","48","13.1","464","1123"
"560","492","444","西村瑞樹（バイきんぐ）","ニシムラミズキ（バイキング）","48","13.1","450","930"
"560","","617","BABYMETAL","ベビーメタル","","13.1","729","124"
"560","679","732","森崎ウィン","モリサキウイン","35","13.1","641","535"
"567","476","475","アインシュタイン","アインシュタイン","","12.9","457","949"
"567","576","687","亜生(ミキ)","アセイ（ミキ）","37","12.9","482","927"
"567","","513","こがけん（おいでやすこが）","コガケン（オイデヤスコガ）","46","12.9","508","777"
"567","622","687","桜井ユキ","サクライユキ","38","12.9","659","87"
"567","764","622","玉城ティナ","タマシロティナ","28","12.9","611","372"
"567","611","743","出口夏希","デグチナツキ","24","12.9","764","106"
"567","597","560","ぼる塾","ボルジュク","","12.9","513","985"
"574","632","702","大森元貴（Mrs.GREEN APPLE）","オオモリモトキ(ミセスグリーンアップル)","29","12.7","611","448"
"574","","598","河村勇輝","カワムラユウキ","24","12.7","635","591"
"574","499","430","シソンヌ","シソンヌ","","12.7","565","466"
"574","427","542","じろう（シソンヌ）","ジロウ（シソンヌ）","47","12.7","611","600"
"574","469","398","瀬戸康史","セトコウジ","37","12.7","523","445"
"574","","553","田中瞳","タナカヒトミ","29","12.7","677","242"
"574","644","535","津田篤宏（ダイアン）","ツダアツヒロ（ダイアン）","49","12.7","468","1101"
"574","677","568","トム・ブラウン","トムブラウン","","12.7","598","405"
"574","563","622","なすなかにし","ナスナカニシ","","12.7","669","459"
"574","","454","野間口徹","ノマグチトオル","52","12.7","565","466"
"574","499","485","堀田茜","ホッタアカネ","33","12.7","523","844"
"574","510","444","山之内すず","ヤマノウチスズ","24","12.7","457","1142"
"586","","590","大原櫻子","オオハラサクラコ","29","12.4","669","550"
"586","712","659","小川彩佳","オガワアヤカ","40","12.4","677","480"
"586","569","518","クロちゃん（安田大サーカス）","クロチャン（ヤスダダイサーカス）","48","12.4","161","1264"
"586","","622","コカドケンタロウ(ロッチ)","コカドケンタロウ（ロッチ）","47","12.4","534","994"
"586","767","598","佐久間宣行","サクマノブユキ","50","12.4","606","743"
"586","644","568","さらば青春の光","サラバセイシュンノヒカリ","","12.4","497","1054"
"586","679","504","鈴木伸之","スズキノブユキ","33","12.4","591","655"
"586","620","668","髙橋ひかる","タカハシヒカル","24","12.4","627","406"
"586","786","606","當真あみ","トウマアミ","19","12.4","677","480"
"586","679","485","NiziU","ニジュー","","12.4","677","302"
"586","737","598","馬場ふみか","ババフミカ","30","12.4","700","323"
"586","569","553","三浦翔平","ミウラショウヘイ","37","12.4","565","976"
"586","712","590","森田哲矢（さらば青春の光）","モリタテツヤ（サラバセイシュンノヒカリ）","44","12.4","516","1041"
"599","","475","葵わかな","アオイワカナ","27","12.2","606","500"
"599","","444","荒川良々","アラカワヨシヨシ","51","12.2","565","915"
"599","","659","石井杏奈","イシイアンナ","27","12.2","677","393"
"599","721","659","市川染五郎（八代目）","イチカワソメゴロウ","20","12.2","598","715"
"599","","708","ケツメイシ","ケツメイシ","","12.2","740","189"
"599","679","775","Snow Man","スノーマン","","12.2","627","639"
"599","","485","中村俊介","ナカムラシュンスケ","50","12.2","513","644"
"599","817","883","畑芽育","ハタメイ","23","12.2","750","286"
"599","622","583","福本莉子","フクモトリコ","25","12.2","677","242"
"599","528","659","見上愛","ミカミアイ","25","12.2","688","191"
"599","729","590","Little Glee Monster","リトルグリーモンスター","","12.2","722","86"
"610","784","787","井上芳雄","イノウエヨシオ","46","12","651","502"
"610","796","753","サーヤ（ラランド）","サーヤ（ラランド）","29","12","565","830"
"610","632","743","鈴木奈穂子","スズキナオコ","43","12","740","125"
"610","563","568","ヒカキン","ヒカキン","36","12","306","1258"
"610","692","485","平子祐希（アルコ＆ピース）","ヒラコユウキ（アルコ＆ピース）","46","12","468","1139"
"615","499","708","板垣李光人","イタガキリヒト","23","11.8","627","639"
"615","","650","岡田紗佳","オカダサヤカ","31","11.8","677","393"
"615","687","687","河合郁人","カワイフミト（エー.ビー.シー-ジィー）","38","11.8","591","1137"
"615","701","787","櫻坂46","サクラザカフォーティーシックス（ケヤキザカフォーティーシックス）","","11.8","740","323"
"615","737","641","白石聖","シライシセイ","27","11.8","788","380"
"615","541","560","鈴鹿央士","スズカオウジ","25","11.8","577","1091"
"615","","799","高山一実","タカヤマカズミ（ノギザカフォーティーシックス）","31","11.8","677","393"
"615","658","530","ダイアン","ダイアン","","11.8","540","899"
"623","","617","ウエストランド","ウエストランド","","11.6","649","555"
"623","701","542","江藤愛","エトウアイ","40","11.6","641","976"
"623","","632","桐生祥秀","キリュウヨシヒデ","29","11.6","565","976"
"623","860","560","日向坂46","ヒナタザカフォーティーシックス","","11.6","758","158"
"623","644","535","平野紫耀（Number_i）","ヒラノショウ（ナンバーアイ）","28","11.6","523","1102"
"623","576","702","藤ヶ谷太輔（Kis-My-Ft2）","フジガヤタイスケ（キスマイフットツー）","38","11.6","565","830"
"629","763","787","岡崎紗絵","オカザキサエ","30","11.3","788","189"
"629","","632","高良健吾","コウラケンゴ","38","11.3","611","297"
"629","510","687","杉野遥亮","スギノヨウスケ","30","11.3","758","222"
"629","541","553","高城れに（ももいろクローバーＺ）","タカギレニ（モモイロクローバーゼット）","32","11.3","611","930"
"629","450","255","田中圭","タナカケイ","41","11.3","217","1269"
"629","","833","本郷奏多","ホンゴウカナタ","35","11.3","688","518"
"629","615","560","町田啓太","マチダケイタ","35","11.3","659","323"
"629","712","732","ユースケ（ダイアン）","ユースケ（ダイアン）","48","11.3","641","899"
"637","729","553","EXILE","エグザイル","","11.1","508","1154"
"637","632","819","大倉忠義（SUPER EIGHT(関ジャニ∞)）","オオクラタダヨシ（スーパーエイト(カンジャニエイト)）","40","11.1","606","1025"
"637","903","650","蛙亭","カエルテイ","","11.1","627","566"
"637","","622","佐久間由衣","サクマユイ","30","11.1","711","471"
"637","","687","須田亜香里","スダアカリ（エスケーイーフォーティーエイト）","34","11.1","557","1007"
"637","670","598","田村真子","タムラマコ","29","11.1","688","415"
"637","","577","長野博","ナガノヒロシ（ブイシックス）","53","11.1","457","1102"
"637","597","560","宮野真守","ミヤノマモル","42","11.1","622","619"
"645","737","668","R-指定（Creepy Nuts）","アールシテイ（クリーピーナッツ）","34","10.9","635","591"
"645","725","583","King & Prince","キングアンドプリンス","","10.9","583","1061"
"645","689","721","King Gnu","キングヌー","","10.9","740","323"
"645","632","590","銀シャリ","ギンシャリ","","10.9","611","930"
"645","551","475","Creepy Nuts","クリーピーナッツ","","10.9","611","930"
"645","","518","武田梨奈","タケダリナ","34","10.9","659","722"
"645","","542","中村ゆり","ナカムラユリ","43","10.9","801","125"
"645","576","444","眞島秀和","マシマヒデカズ","49","10.9","606","639"
"645","","622","三浦貴大","ミウラタカヒロ","40","10.9","700","157"
"645","712","659","ラウール（Snow Man）","ラウール（スノーマン）","22","10.9","557","1050"
"655","799","687","荒川（エルフ）","アラカワ（エルフ）","29","10.7","649","927"
"655","757","732","伊野尾慧（Hey! Say! JUMP）","イノオケイ（ヘイセイジャンプ）","35","10.7","523","1169"
"655","786","1050","菅井友香","スガイユウカ（サクラザカフォーティーシックス）","29","10.7","845","107"
"655","707","668","津田健次郎","ツダケンジロウ","54","10.7","688","415"
"655","","641","野村周平","ノムラシュウヘイ","32","10.7","627","920"
"655","860","732","モグライダー","モグライダー","","10.7","700","195"
"655","597","598","山田杏奈","ヤマダアンナ","24","10.7","722","233"
"662","644","659","伊藤健太郎","イトウケンタロウ（ケンタロウ）","28","10.4","545","1242"
"662","622","732","上田竜也","ウエダタツヤ（カトゥーン）","42","10.4","545","1242"
"662","","668","貴島明日香","キジマアスカ","29","10.4","669","848"
"662","","851","ザ・マミィ","ザ・マミィ","","10.4","659","722"
"662","444","504","DOMOTO(KinKi Kids)","ドウモト（キンキキッズ）","","10.4","540","1166"
"662","764","668","松丸亮吾","マツマルリョウゴ","29","10.4","482","1254"
"662","","568","三宅健","ミヤケケン（ブイシックス）","46","10.4","411","1257"
"662","","787","miwa","ミワ","35","10.4","711","376"
"670","829","753","市川新之助（八代目／堀越勸玄）","イチカワシンノスケ（ホリコシカンゲン）","12","10.2","700","757"
"670","576","764","岩田絵里奈","イワタエリナ","30","10.2","764","430"
"670","","668","片桐仁","カタギリジン","51","10.2","651","1022"
"670","","687","鈴木浩介","スズキコウスケ","50","10.2","688","823"
"670","700","715","back number","バックナンバー","","10.2","806","151"
"670","729","542","丸山隆平（SUPER EIGHT(関ジャニ∞)）","マルヤマリュウヘイ（スーパーエイト(カンジャニエイト)）","42","10.2","534","1213"
"670","658","590","渡邊雄太","ワタナベユウタ","31","10.2","545","1029"
"677","701","641","市來玲奈","イチキレナ","29","10","688","318"
"677","644","668","イワクラ（蛙亭）","イワクラ（カエルテイ）","35","10","611","769"
"677","829","753","ジェシー（SixTONES)","ジェシー（ストーンズ)","29","10","577","1165"
"677","725","851","知念侑李（Hey! Say! JUMP）","チネンユウリ（ヘイセイジャンプ）","31","10","711","573"
"677","","715","ぱーてぃーちゃん","パーティーチャン","","10","669","1017"
"677","692","513","藤井貴彦","フジイタカヒコ","53","10","557","807"
"677","707","647","丸山礼","マルヤマレイ","28","10","627","1096"
"677","707","647","安田章大（SUPER EIGHT(関ジャニ∞)）","ヤスダショウタ（スーパーエイト(カンジャニエイト)）","41","10","606","976"
"677","750","841","与田祐希","ヨダユウキ（ノギザカフォーティーシックス）","25","10","801","296"
"686","","715","石橋静河","イシバシシズカ","31","9.8","729","533"
"686","774","641","尾上右近（二代目）","オノエウコン","33","9.8","711","471"
"686","729","732","空気階段","クウキカイダン","","9.8","722","399"
"686","","632","草薙航基（宮下草薙）","クサナギコウキ（ミヤシタクサナギ）","34","9.8","534","994"
"686","622","560","永瀬廉（King & Prince）","ナガセレン（ キングアンドプリンス）","26","9.8","611","1001"
"686","784","","成田悠輔","ナリタユウスケ","","9.8","641","1092"
"686","877","650","ニューヨーク","ニューヨーク","","9.8","598","946"
"686","774","622","盛山晋太郎(見取り図)","モリヤマシンタロウ（ミトリズ）","39","9.8","545","1183"
"686","632","583","山本舞香","ヤマモトマイカ","28","9.8","641","1092"
"695","","606","赤江珠緒","アカエタマオ","50","9.6","565","915"
"695","","583","北村有起哉","キタムラユキヤ","51","9.6","722","725"
"695","935","787","京本大我（SixTONES)","キョウモトタイガ（ストーンズ)","30","9.6","722","725"
"695","767","687","関水渚","セキミズナギサ","27","9.6","851","119"
"695","622","668","タイムマシーン3号","タイムマシーンサンゴウ","","9.6","700","636"
"695","","622","田中碧","タナカアオ","27","9.6","729","629"
"695","","498","中村静香","ナカムラシズカ","37","9.6","711","376"
"695","922","866","ニシダ（ラランド）","ニシダ（ラランド）","31","9.6","641","1034"
"695","725","721","浜野謙太","ハマノケンタ","44","9.6","722","725"
"695","877","963","Vaundy","バウンディ","25","9.6","851","119"
"695","","","松井ケムリ（令和ロマン）","マツイケムリ（レイワロマン）","32","9.6","700","1031"
"695","670","721","宮下草薙","ミヤシタクサナギ","34","9.6","635","946"
"695","","775","村上虹郎","ムラカミニジロウ","28","9.6","750","286"
"695","615","819","竜星涼","リュウセイリョウ","32","9.6","777","116"
"709","","568","赤星憲広","アカホシノリヒロ","49","9.3","591","1081"
"709","712","948","志田彩良","シダサラ","26","9.3","832","69"
"709","746","622","玉森裕太（Kis-My-Ft2）","タマモリユウタ（キスマイフットツー）","35","9.3","540","1250"
"709","","775","美山加恋","ミヤマカレン","28","9.3","740","258"
"709","","687","ユージ","ユージ","38","9.3","482","1240"
"709","","504","蓮佛美沙子","レンブツミサコ","34","9.3","711","655"
"715","","702","浅利陽介","アサリヨウスケ","38","9.1","711","376"
"715","679","650","加藤シゲアキ（NEWS）","カトウシゲアキ（ニュース）","38","9.1","598","1181"
"715","644","632","神尾楓珠","カミオフウジュ","26","9.1","700","636"
"715","922","810","きょん（コットン）","キョン（コットン）","38","9.1","729","629"
"715","799","883","久保史緒里（乃木坂46）","クボシオリ（ノギザカフォーティーシックス）","24","9.1","851","119"
"715","721","819","Koki,","コウキ","22","9.1","557","1190"
"715","658","475","高杉真宙","タカスギマヒロ","29","9.1","729","629"
"715","925","866","髙橋海人（King & Prince）","タカハシカイト（キングアンドプリンス）","26","9.1","635","1160"
"715","692","632","辻岡義堂","ツジアカギドウ","39","9.1","611","769"
"715","834","721","八木莉可子","ヤギリカコ","24","9.1","806","224"
"715","737","560","緑黄色社会","リョクオウショクシャカイ","","9.1","764","163"
"726","767","764","アイナ・ジ・エンド","アイナ・ジ・エンド","30","8.9","788","280"
"726","877","775","Aimer","エメ","","8.9","845","107"
"726","848","1034","大橋和也（なにわ男子）","オオハシカズヤ(ナニワダンシ)","28","8.9","677","891"
"726","903","883","ジェラードン","ジェラードン","","8.9","788","123"
"726","809","799","SUPER EIGHT(関ジャニ∞)","スーパーエイト(カンジャニエイト)","","8.9","635","1190"
"726","834","668","東京ホテイソン","トウキョウホテイソン","","8.9","669","942"
"726","729","787","東ブクロ（さらば青春の光）","ヒガシブクロ（サラバセイシュンノヒカリ）","40","8.9","651","655"
"726","935","851","Hey! Say! JUMP","ヘイセイジャンプ","","8.9","659","1108"
"726","834","743","紅しょうが","ベニショウガ","","8.9","764","430"
