"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"51","203","255","千鳥","チドリ","","33.3","184","445"
"53","103","204","小峠英二（バイきんぐ）","コトウゲエイジ（バイキング）","49","32.9","66","613"
"54","80","148","堤真一","ツツミシンイチ","61","32.7","152","600"
"55","93","38","小池栄子","コイケエイコ","45","32.4","35","624"
"56","","34","安住紳一郎","アズミシンイチロウ","52","32.2","55","652"
"56","","190","織田裕二","オダユウジ","57","32.2","5","971"
"56","103","231","沢村一樹","サワムライッキ","58","32.2","87","581"
"56","34","26","マツコ・デラックス","マツコデラックス","53","32.2","16","757"
"56","","199","MISIA","ミーシャ","47","32.2","270","555"
"56","214","275","渡辺直美","ワタナベナオミ","38","32.2","78","940"
"62","","102","草刈正雄","クサカリマサオ","73","32","127","711"
"62","91","245","山田孝之","ヤマダタカユキ","42","32","206","476"
"64","37","52","明石家さんま","アカシヤサンマ","70","31.8","24","905"
"64","222","215","ノブ（千鳥）","ノブ（チドリ）","45","31.8","169","649"
"64","103","42","ムロツヨシ","ムロツヨシ","49","31.8","127","466"
"67","176","190","あいみょん","アイミョン","30","31.6","338","220"
"68","36","190","井上尚弥","イノウエナオヤ","32","31.3","320","306"
"68","45","49","白石麻衣","シライシマイ（ノギザカフォーティーシックス）","33","31.3","252","388"
"70","","64","江口洋介","エグチヨウスケ","57","31.1","104","711"
"70","","64","三浦友和","ミウラトモカズ","73","31.1","55","573"
"70","","82","山下達郎","ヤマシタタツロウ","72","31.1","169","623"
"70","73","49","芳根京子","ヨシネキョウコ","28","31.1","381","83"
"74","375","326","近藤春菜（ハリセンボン）","コンドウハルナ（ハリセンボン）","42","30.7","35","899"
"74","","199","さかなクン","サカナクン","50","30.7","12","1071"
"74","44","73","笑福亭鶴瓶","ショウフクテイツルベ","73","30.7","24","811"
"74","37","26","米倉涼子","ヨネクラリョウコ","50","30.7","24","750"
"78","176","212","飯尾和樹（ずん）","イイオカズキ（ズン）","56","30.4","152","746"
"78","71","89","鈴木亮平","スズキリョウヘイ","42","30.4","263","426"
"78","","78","松下奈緒","マツシタナオ","40","30.4","161","550"
"78","156","184","三村マサカズ（さまぁ～ず）","ミムラマサカズ（サマァーズ）","58","30.4","55","1025"
"82","51","82","内村光良（ウッチャンナンチャン）","ウチムラテルヨシ（ウッチャンナンチャン）","61","30.2","70","858"
"82","37","45","カズレーザー（メイプル超合金）","カズレーザー（メイプルチョウゴウキン）","41","30.2","78","777"
"82","142","64","日村勇紀（バナナマン）","ヒムラユウキ（バナナマン）","53","30.2","70","858"
"85","48","73","木村文乃","キムラフミノ","38","30","324","179"
"85","","45","柴咲コウ","シバサキコウ","44","30","119","701"
"87","","57","菅野美穂","カンノミホ","48","29.8","104","624"
"87","275","275","児嶋一哉（アンジャッシュ）","コジマカズヤ（アンジャッシュ）","53","29.8","178","604"
"87","","31","役所広司","ヤクショコウジ","69","29.8","41","750"
"90","149","161","伊藤沙莉","イトウサイリ","31","29.6","320","252"
"90","64","60","ウッチャンナンチャン","ウッチャンナンチャン","","29.6","11","1061"
"90","85","73","オードリー","オードリー","","29.6","87","722"
"90","335","275","佐藤栞里","サトウシオリ","35","29.6","270","406"
"94","275","245","秋山竜次（ロバート）","アキヤマリュウジ（ロバート）","47","29.3","104","973"
"94","","148","浅田真央","アサダマオ","35","29.3","24","878"
"94","","64","高橋克典","タカハシカツノリ","60","29.3","178","604"
"94","113","69","出川哲朗","デガワテツロウ","61","29.3","24","1022"
"94","60","56","西島秀俊","ニシジマヒデトシ","54","29.3","263","471"
"94","26","98","橋本環奈","ハシモトカンナ（レブフロムディーブイエル）","26","29.3","70","858"
"94","42","17","松重豊","マツシゲユタカ","62","29.3","188","480"
"94","149","275","Mr.Children","ミスターチルドレン","","29.3","270","521"
"94","93","148","若林正恭（オードリー）","ワカバヤシマサヤス（オードリー）","47","29.3","142","878"
"103","55","42","宇多田ヒカル","ウタダヒカル","42","29.1","48","1038"
"103","","190","上川隆也","カミカワタカヤ","60","29.1","217","629"
"103","","161","篠原涼子","シノハラリョウコ","52","29.1","66","788"
"103","85","148","高畑充希","タカハタミツキ","33","29.1","217","729"
"103","","148","土屋太鳳","ツチヤタオ","30","29.1","200","613"
"103","93","89","戸田恵梨香","トダエリカ","37","29.1","217","418"
"109","75","135","阿部サダヲ","アベサダヲ","55","28.9","188","711"
"109","","239","いきものがかり","イキモノガカリ","","28.9","331","372"
"111","","102","黒木瞳","クロキヒトミ","65","28.7","142","701"
"111","","127","小泉孝太郎","コイズミコウタロウ","47","28.7","127","813"
"111","","233","志田未来","シダミライ","32","28.7","283","250"
"111","75","92","Perfume","パフューム","","28.7","263","509"
"115","","275","今田耕司","イマダコウジ","59","28.4","19","1073"
"115","","212","生瀬勝久","ナマセカツヒサ","65","28.4","231","475"
"115","124","293","向井理","ムカイオサム","43","28.4","140","757"
"118","121","293","賀来賢人","カクケント","36","28.2","306","372"
"118","240","102","木村拓哉","キムラタクヤ（スマップ）","53","28.2","55","1147"
"118","121","233","佐藤二朗","サトウジロウ","56","28.2","283","533"
"118","97","127","爆笑問題","バクショウモンダイ","","28.2","24","1046"
"118","64","135","本田翼","ホンダツバサ","33","28.2","270","629"
"123","316","311","綾野剛","アヤノゴウ","43","28","161","949"
"123","","111","石田ひかり","イシダヒカリ","53","28","97","875"
"123","","172","稲葉浩志（B’z）","イナバコウシ（ビーズ）","61","28","263","619"
"123","151","111","タカアンドトシ","タカアンドトシ","","28","78","839"
"123","","82","矢沢永吉","ヤザワエイキチ","76","28","19","1121"
"123","","78","吉田羊","ヨシダヨウ","51","28","119","644"
"129","75","60","上白石萌音","カミシライシモネ","27","27.8","224","613"
"129","88","102","田中みな実","タナカミナミ","39","27.8","119","1015"
"129","252","373","中村倫也","ナカムラトモヤ","38","27.8","306","449"
"129","103","255","米津玄師","ヨネヅケンシ","34","27.8","351","315"
"133","","124","鈴木京香","スズキキョウカ","57","27.6","127","782"
"133","","26","B’z","ビーズ","","27.6","263","715"
"135","97","59","上田晋也（くりぃむしちゅー）","ウエダシンヤ（クリィムシチュー）","55","27.3","70","1046"
"135","164","94","小栗旬","オグリシュン","42","27.3","206","521"
"135","","127","THE ALFEE","ジアルフィー","","27.3","224","701"
"135","","148","鈴木保奈美","スズキホナミ","59","27.3","178","801"
"135","51","111","博多大吉（博多華丸・大吉）","ハカタダイキチ（ハカタハナマルダイキチ）","54","27.3","97","1012"
"140","179","161","菅田将暉","スダマサキ","32","27.1","231","715"
"140","51","78","博多華丸・大吉","ハカタハナマルダイキチ","","27.1","104","973"
"140","33","24","福山雅治","フクヤママサハル","56","27.1","24","1022"
"143","397","311","朝日奈央","アサヒナオ","31","26.9","338","461"
"143","144","161","大谷亮平","オオタニリョウヘイ","45","26.9","371","449"
"143","186","111","佐々木蔵之介","ササキクラノスケ","57","26.9","252","785"
"143","","120","佐々木希","ササキノゾミ","37","26.9","200","701"
"143","234","311","玉木宏","タマキヒロシ","45","26.9","217","804"
"143","164","144","奈緒","ナオ","30","26.9","423","187"
"143","","82","菜々緒","ナナオ","37","26.9","184","777"
"143","151","231","二宮和也（嵐）","ニノミヤカズナリ（アラシ）","42","26.9","104","999"
"143","300","333","バイきんぐ","バイキング","","26.9","242","480"
"143","","60","柳葉敏郎","ヤナギバトシロウ","64","26.9","127","1004"
"143","118","219","山本由伸","ヤマモトヨシノブ","27","26.9","359","320"
"154","129","190","杏","アン","39","26.7","169","854"
"154","","25","唐沢寿明","カラサワトシアキ","62","26.7","87","821"
"154","179","161","くりぃむしちゅー","クリィムシチュー","","26.7","188","711"
"154","222","161","妻夫木聡","ツマブキサトシ","44","26.7","231","794"
"154","","176","長嶋一茂","ナガシマカズシゲ","59","26.7","19","1121"
"154","358","391","松本人志（ダウンタウン）","マツモトヒトシ（ダウンタウン）","62","26.7","5","1246"
"154","285","311","横浜流星","ヨコハマリュウセイ","29","26.7","300","430"
"161","97","148","川栄李奈","カワエイリナ（エーケービーフォーティーエイト）","30","26.4","351","315"
"161","","107","倉科カナ","クラシナカナ","37","26.4","359","421"
"161","422","215","宮川大輔","ミヤガワダイスケ","53","26.4","104","1038"
"164","","204","オダギリジョー","オダギリジョー","49","26.2","206","794"
"164","179","245","黒木華","クロキハル","35","26.2","377","230"
"164","132","131","桜井和寿（Mr.Children）","サクライカズトシ（ミスターチルドレン）","55","26.2","224","813"
"164","124","131","バカリズム","バカリズム","49","26.2","231","794"
"164","113","144","三笘薫","ミトマカオル","28","26.2","359","299"
"169","310","245","あの","アノ","","26","252","785"
"169","156","176","有吉弘行","アリヨシヒロイキ","51","26","70","1089"
"169","","275","井ノ原快彦","イノハラヨシヒコ（ブイシックス）","49","26","111","1025"
"169","285","359","江口のりこ","エグチノリコ","45","26","306","604"
"169","335","306","柄本佑","エモトタスク","38","26","390","406"
"169","","339","北村一輝","キタムラカズキ","56","26","242","564"
"169","","94","長州力","チョウシュウリキ","73","26","41","1129"
"169","","311","中山秀征","ナカヤマヒデユキ","58","26","55","1070"
"169","194","161","福原遥","フクハラハルカ","27","26","344","323"
"178","144","120","有田哲平（くりぃむしちゅー）","アリタテッペイ（クリィムシチュー）","54","25.8","66","1034"
"178","164","190","有働由美子","ウドウユミコ","56","25.8","169","854"
"178","","199","大島優子","オオシマユウコ（エーケービーフォーティーエイト）","37","25.8","178","830"
"178","124","199","春日俊彰（オードリー）","カスガトシアキ（オードリー）","46","25.8","127","1108"
"178","156","124","田中裕二（爆笑問題）","タナカユウジ（バクショウモンダイ）","60","25.8","24","988"
"178","194","64","大悟（千鳥）","ダイゴ（チドリ）","45","25.8","231","715"
"178","275","349","塚地武雅（ドランクドラゴン）","ツカジムガ（ドランクドラゴン）","54","25.8","178","915"
"178","366","398","ハライチ","ハライチ","","25.8","270","600"
"178","129","111","松山ケンイチ","マツヤマケンイチ","40","25.8","283","572"
"187","227","135","大竹一樹（さまぁ～ず）","オオタケカズキ（サマァ～ズ）","57","25.6","97","1053"
"187","","107","小日向文世","コヒナタフミヨ","71","25.6","344","426"
"187","179","215","杉咲花","スギサキハナ","28","25.6","404","426"
"187","335","339","錦鯉","ニシキゴイ","","25.6","231","649"
"187","","219","松岡修造","マツオカシュウゾウ","58","25.6","5","1190"
"187","217","311","山里亮太（南海キャンディーズ）","ヤマサトリョウタ（ナンカイキャンディーズ）","48","25.6","111","1108"
"187","205","199","ゆず","ユズ","","25.6","283","705"
"187","205","219","吉田鋼太郎","ヨシダコウタロウ","66","25.6","194","801"
"195","340","349","新木優子","アラキユウコ","31","25.3","457","105"
"195","","102","郷ひろみ","ゴウヒロミ","70","25.3","13","985"
"195","252","111","ナインティナイン","ナインティナイン","","25.3","16","1089"
"198","","111","桐谷美玲","キリタニミレイ","35","25.1","242","891"
"198","162","107","劇団ひとり","ゲキダンヒトリ","48","25.1","48","1078"
"198","369","373","高橋茂雄（サバンナ）","タカハシシゲオ（サバンナ）","49","25.1","157","1038"
"198","97","135","二階堂ふみ","ニカイドウフミ","31","25.1","252","785"
"198","335","435","ヒコロヒー","ヒコロヒー","36","25.1","270","811"
"203","275","339","アンタッチャブル","アンタッチャブル","","24.9","270","930"
"203","366","275","王林","オウリン（リンゴムスメ）","27","24.9","231","715"
"203","136","107","岡田准一","オカダジュンイチ（ブイシックス）","45","24.9","140","899"
"203","","293","太川陽介","タガワヨウスケ","66","24.9","48","1142"
"203","156","120","トシ（タカアンドトシ）","トシ（タカアンドトシ）","49","24.9","78","839"
"203","57","69","博多華丸（博多華丸・大吉）","ハカタハナマル（ハカタハナマルダイキチ）","55","24.9","127","1020"
"203","179","148","藤井聡太","フジイソウタ","23","24.9","188","788"
"203","186","233","星野源","ホシノゲン","44","24.9","206","940"
"211","252","398","池田美優（みちょぱ）","イケダミユウ（ミチョパ）","27","24.7","194","946"
"211","57","98","木村佳乃","キムラヨシノ","49","24.7","194","566"
"211","164","184","指原莉乃","サシハラリノ（エイチケーティーフォーティーエイト）","33","24.7","111","1108"
"211","186","245","澤部佑（ハライチ）","サワベユウ（ハライチ）","39","24.7","152","891"
"211","214","381","滝藤賢一","タキトウケンイチ","49","24.7","404","258"
"211","270","245","ダウンタウン","ダウンタウン","","24.7","41","1213"
"211","","176","中川翔子","ナカガワショウコ","40","24.7","206","905"
"211","151","161","南原清隆（ウッチャンナンチャン）","ナンバラキヨタカ（ウッチャンナンチャン）","60","24.7","13","1173"
"211","205","144","原田泰造（ネプチューン）","ハラダタイゾウ（ネプチューン）","55","24.7","111","988"
"220","","435","大森南朋","オオモリナオ","53","24.4","386","393"
"220","382","577","北村匠海（DISH//）","キタムラタクミ（ディッシュ）","28","24.4","423","289"
"220","186","135","設楽統（バナナマン）","シタラオサム（バナナマン）","52","24.4","142","942"
"220","422","311","城島茂","ジョウシマシゲル（トキオ）","55","24.4","78","1139"
"220","235","135","チョコレートプラネット","チョコレートプラネット","","24.4","242","925"
"220","88","92","八村塁","ハチムラルイ","27","24.4","169","854"
"220","","326","速水もこみち","ハヤミモコミチ","41","24.4","78","1096"
"220","279","339","藤田ニコル","フジタニコル","27","24.4","231","794"
"220","","349","前田敦子","マエダアツコ（エーケービーフォーティーエイト）","34","24.4","78","1163"
"229","","359","aiko","アイコ","50","24.2","359","513"
"229","","339","狩野英孝","カノエイコウ","43","24.2","206","905"
"229","279","366","河合優実","カワイユウミ","24","24.2","545","65"
"229","","245","椎名林檎","シイナリンゴ","47","24.2","252","858"
"229","217","94","生見愛瑠（めるる）","ヌクミメル（メルル）","23","24.2","397","461"
"229","261","204","羽鳥慎一","ハトリシンイチ","54","24.2","111","1108"
"235","252","266","岡村隆史（ナインティナイン）","オカムラタカシ（ナインティナイン）","55","24","87","1081"
"235","164","219","清野菜名","セイノナナ","31","24","430","536"
"235","270","204","タカ（タカアンドトシ）","タカ（タカアンドトシ）","49","24","242","994"
"238","194","161","池田エライザ","イケダエライザ","29","23.8","411","393"
"238","","366","ウエンツ瑛士","ウエンツエイジ（ワット）","40","23.8","48","1179"
"238","261","311","風間俊介","カザマシュンスケ","42","23.8","231","754"
"238","","430","勝俣州和","カツマタクニカズ","60","23.8","55","1190"
"238","","239","スピッツ","スピッツ","","23.8","404","530"
"238","","120","檀れい","ダンレイ","54","23.8","306","530"
"238","","293","古田新太","フルタアラタ","59","23.8","217","729"
"238","","69","松坂大輔","マツザカダイスケ","45","23.8","87","1065"
"238","","311","松山英樹","マツヤマヒデキ","33","23.8","242","807"
"247","245","311","いとうあさこ","イトウアサコ","55","23.6","161","1007"
"247","","326","梅沢富美男","ウメザワトミオ","75","23.6","119","1034"
"247","186","266","大久保佳代子（オアシズ）","オオクボカヨコ（オアシズ）","55","23.6","157","1061"
"247","110","215","斎藤工","サイトウタクミ","44","23.6","224","813"
"251","","326","坂井真紀","サカイマキ","55","23.3","316","930"
"252","","148","榮倉奈々","エイクラナナ","37","23.1","283","746"
"252","289","184","久保建英","クボタケフサ","24","23.1","416","412"
"252","","255","武井咲","タケイエミ","31","23.1","252","976"
"252","","176","徳光和夫","トクミツカズオ","84","23.1","16","1228"
"252","270","148","比嘉愛未","ヒガマナミ","39","23.1","450","179"
"252","","349","MEGUMI","メグミ","44","23.1","324","476"
"258","","131","池上彰","イケガミアキラ","75","22.9","119","1015"
"258","","124","大沢たかお","オオサワタカオ","57","22.9","161","844"
"258","186","98","山崎弘也（アンタッチャブル）","ヤマザキヒロナリ（アンタッチャブル）","49","22.9","206","976"
"261","321","219","太田光（爆笑問題）","オオタヒカリ（バクショウモンダイ）","60","22.7","111","1185"
"261","325","293","角田晃広（東京03）","カクタアキヒロ（トウキョウゼロサン）","51","22.7","416","313"
"261","300","333","かまいたち","カマイタチ","","22.7","306","639"
"261","483","424","亀梨和也","カメナシカズヤ（カトゥーン）","39","22.7","157","1211"
"261","","204","きゃりーぱみゅぱみゅ","キャリーパミュパミュ","32","22.7","184","1056"
"261","","239","DAIGO","ダイゴ","47","22.7","127","1108"
"261","","266","トリンドル玲奈","トリンドルレイナ","33","22.7","295","888"
"261","340","161","なかやまきんに君","ナカヤマキンニクン","47","22.7","87","949"
"261","300","233","松岡昌宏","マツオカマサヒロ（トキオ）","48","22.7","178","1020"
"261","418","513","山下美月","ヤマシタミヅキ（ノギザカフォーティーシックス）","26","22.7","534","241"
"261","217","255","YOSHIKI（X JAPAN）","ヨシキ（エックスジャパン）","60","22.7","270","1050"
"272","194","311","市原隼人","イチハラハヤト","38","22.4","331","580"
"272","","190","井上真央","イノウエマオ","38","22.4","252","705"
"272","194","373","香取慎吾","カトリシンゴ（スマップ）","48","22.4","97","1185"
"272","","148","羽田美智子","ハダミチコ","57","22.4","300","624"
"272","465","161","堀田真由","ホッタマユ","27","22.4","497","162"
"272","261","381","矢部浩之（ナインティナイン）","ヤベヒロユキ（ナインティナイン）","54","22.4","119","1223"
"272","","239","ローラ","ローラ","35","22.4","152","1166"
"279","","339","石黒賢","イシグロケン","59","22.2","252","905"
"279","132","184","上野樹里","ウエノジュリ","39","22.2","306","746"
"279","101","15","永野芽郁","ナガノメイ","26","22.2","161","1190"
"279","","454","橋本愛","ハシモトアイ","29","22.2","482","178"
"279","136","144","藤原竜也","フジワラタツヤ","43","22.2","142","1129"
"279","325","285","フットボールアワー","フットボールアワー","","22.2","320","423"
"279","369","373","松本まりか","マツモトマリカ","41","22.2","430","320"
"279","174","219","安田顕","ヤスダケン","51","22.2","397","518"
"287","261","176","岡田将生","オカダマサキ","36","22","320","735"
"287","80","111","神木隆之介","カミキリュウノスケ","32","22","263","649"
"287","285","583","仲野太賀","ナカノタイガ","32","22","504","380"
"287","227","184","ブラックマヨネーズ","ブラックマヨネーズ","","22","252","1054"
"287","80","255","松岡茉優","マツオカマユ","30","22","411","301"
"292","194","266","安藤サクラ","アンドウサクラ","39","21.8","423","471"
"292","186","82","佐々木朗希","ササキロウキ","24","21.8","169","1157"
"292","","293","椎名桔平","シイナキッペイ","61","21.8","300","777"
"292","235","172","仲里依紗","ナカリイサ","36","21.8","300","854"
"292","103","172","浜田雅功（ダウンタウン）","ハマダマサトシ（ダウンタウン）","62","21.8","78","1245"
"292","433","410","松本潤（嵐）","マツモトジュン（アラシ）","42","21.8","194","1154"
"292","325","311","百田夏菜子（ももいろクローバーＺ）","モモタカナコ（モモイロクローバーゼット）","31","21.8","354","588"
"292","245","311","ロッチ","ロッチ","","21.8","295","801"
"300","289","127","阿佐ヶ谷姉妹","アサガヤシマイ","","21.6","200","990"
"300","","293","IKKO","イッコー","63","21.6","97","1217"
"300","325","","今永昇太","イマナガショウタ","32","21.6","446","306"
"300","240","135","草彅剛","クサナギツヨシ（スマップ）","51","21.6","35","1233"
"300","124","76","中条あやみ","ナカジョウアヤミ","28","21.6","377","509"
"300","","293","羽生結弦","ハニュウユズル","30","21.6","97","1217"
"306","300","266","浅野忠信","アサノタダノブ","51","21.3","206","875"
"306","321","245","イモトアヤコ","イモトアヤコ","39","21.3","111","1185"
"306","369","422","長田庄平（チョコレートプラネット）","オサダショウヘイ（チョコレートプラネット）","45","21.3","381","613"
"306","270","","キンタロー。","キンタロー","44","21.3","142","1185"
"306","235","306","ディーン・フジオカ","ディーンフジオカ","45","21.3","306","828"
"306","227","219","長谷川博己","ハセガワヒロキ","48","21.3","331","715"
"306","","131","藤井フミヤ","フジイフミヤ","63","21.3","55","1230"
"306","142","54","松坂桃李","マツザカトオリ","37","21.3","252","821"
"306","289","264","矢作兼（おぎやはぎ）","ヤハギケン（オギヤハギ）","54","21.3","206","1050"
"315","369","293","生田絵梨花","イクタエリカ（ノギザカフォーティーシックス）","28","21.1","416","453"
"315","","373","皆藤愛子","カイトウアイコ","41","21.1","423","622"
"315","151","381","清原果耶","キヨハラカヤ","23","21.1","504","380"
"315","","333","坂口憲二","サカグチケンジ","50","21.1","306","788"
"315","382","285","松田龍平","マツダリュウヘイ","42","21.1","386","738"
"315","","135","宮﨑あおい","ミヤザキアオイ","39","21.1","270","972"
"315","340","381","山内健司（かまいたち）","ヤマウチケンジ（カマイタチ）","44","21.1","344","798"
"315","","219","山本美月","ヤマモトミヅキ","34","21.1","430","388"
"315","174","176","YOASOBI","ヨアソビ","","21.1","493","257"
"315","397","430","LiSA","リサ","38","21.1","493","186"
"325","","219","柏木由紀","カシワギユキ（エーケービーフォーティーエイト）","34","20.9","231","1056"
"325","289","444","川島明（麒麟）","カワシマアキラ（キリン)","46","20.9","324","923"
"325","","176","GACKT","ガクト","52","20.9","142","1160"
"325","268","","鈴木誠也","スズキセイヤ","31","20.9","435","399"
"325","369","311","堂本光一（DOMOTO（KinKi Kids））","ドウモトコウイチ（ドウモト（キンキキッズ））","46","20.9","169","1185"
"325","","233","八嶋智人","ヤシマノリト","55","20.9","331","976"
"331","289","410","相葉雅紀（嵐）","アイバマサキ（アラシ）","42","20.7","200","1138"
"331","","266","杉本哲太","スギモトテッタ","60","20.7","306","705"
"331","227","255","中村アン","ナカムラアン","38","20.7","368","952"
"331","382","190","早田ひな","ハヤタヒナ","25","20.7","397","461"
"335","507","560","池松壮亮","イケマツソウスケ","35","20.4","523","380"
"335","412","424","小木博明（おぎやはぎ）","オギヒロアキ（オギヤハギ）","54","20.4","270","849"
"335","340","333","おぎやはぎ","オギヤハギ","","20.4","206","1004"
"335","450","293","柴田英嗣（アンタッチャブル）","シバタヒデツグ（アンタッチャブル）","50","20.4","242","994"
"335","","148","高橋英樹","タカハシヒデキ","81","20.4","127","1108"
"335","401","366","松尾駿（チョコレートプラネット）","マツオシュン（チョコレートプラネット）","43","20.4","331","807"
"335","349","398","吉沢亮","ヨシザワリョウ","31","20.4","371","655"
"342","144","204","高橋一生","タカハシイッセイ","44","20.2","295","839"
"342","349","306","濱家隆一（かまいたち）","ハマイエリュウイチ（カマイタチ）","42","20.2","371","830"
"342","","475","福澤朗","フクザワアキラ","62","20.2","188","1181"
"342","","293","船越英一郎","フナコシエイイチロウ","65","20.2","184","1076"
"342","457","462","溝端淳平","ミゾバタジュンペイ","36","20.2","450","588"
"342","","212","リリー・フランキー","リリーフランキー","62","20.2","242","891"
"348","144","219","佐藤健","サトウタケル","36","20","324","830"
"348","340","285","千原ジュニア（千原兄弟）","チハラジュニア（チハラキョウダイ）","51","20","200","1215"
"348","359","293","中岡創一(ロッチ)","ナカオカソウイチ（ロッチ）","47","20","270","849"
"348","422","435","福士蒼汰","フクシソウタ","32","20","368","915"
"348","658","523","福田麻貴（3時のヒロイン）","フクダマキ（サンジノヒロイン）","37","20","354","655"
"348","401","435","みやぞん","ミヤゾン（アンゼンマンザイ）","40","20","283","1231"
"348","376","391","山﨑賢人","ヤマザキケント","31","20","457","500"
"348","","275","吉田沙保里","ヨシダサオリ","43","20","169","1127"
"356","","176","大江麻理子","オオエマリコ","47","19.8","435","646"
"356","469","311","春風亭昇太","シュンプウテイショウタ","65","19.8","324","955"
"356","325","204","滝沢カレン","タキザワカレン","33","19.8","338","823"
"356","","219","谷原章介","タニハラショウスケ","53","19.8","157","1129"
"356","","435","つるの剛士","ツルノタケシ","50","19.8","142","1175"
"356","","568","夏菜","ナツナ","36","19.8","478","317"
"356","416","414","堀内健（ネプチューン）","ホリウチケン（ネプチューン）","55","19.8","127","1217"
"356","442","498","間宮祥太朗","マミヤショウタロウ","32","19.8","446","518"
"356","","245","渡部篤郎","ワタベアツロウ","57","19.8","270","897"
"365","376","475","伊原六花","イハラリッカ","26","19.6","513","252"
"365","349","391","窪田正孝","クボタマサタカ","37","19.6","435","604"
"365","","410","高嶋ちさ子","タカシマチサコ","57","19.6","48","1242"
"365","658","650","原菜乃華","ハラナノカ","22","19.6","591","103"
"365","","391","本田望結","ホンダミユ","21","19.6","390","849"
"365","409","513","松本穂香","マツモトホノカ","28","19.6","545","254"
"365","","339","山崎まさよし","ヤマザキマサヨシ","53","19.6","295","1126"
"372","","435","筧美和子","カケイミワコ","31","19.3","450","476"
"372","","359","香里奈","カリナ","41","19.3","404","839"
"372","382","414","櫻井翔（嵐）","サクライショウ（アラシ）","43","19.3","127","1160"
"372","279","148","竹内涼真","タケウチリョウマ","32","19.3","316","930"
"372","240","264","濱田岳","ハマダガク","37","19.3","359","705"
"372","","266","本田真凜","ホンダマリン","24","19.3","430","591"
